doc_id	paragraph_id	it-po
26234	7	luca palamara zdjęcie bachusa
26234	9	Nikt nie odkrył (ani nie chciał odkryć) autora. Ale dzięki temu najnowszemu kserokopiowi wycieku, być może złoczyńca, jak każdy seryjny przestępca, mógł pozostawić decydujący ślad na miejscu zbrodni. W tej sprawie złożył wniosek o złożenie do obiegu faktów związanych z lożą węgierską i opisanych prokuratorom przez fiksatora Piero Amara. Na tych 167 stronach wymieniono wydarzenia objęte jeszcze tajemnicą.
26234	11	W tym kilka zeznań, które nie zostały jeszcze zakwestionowane przed Lucą Palamarą i gotowe do złożenia w toczącym się już procesie o korupcję w Perugii.
26234	13	Prokurator Raffaele Cantone ogłosił totalną wojnę z tym, kogo już bez ogródek nazwał „zdrajcą”, a także winnym „brudu”.
26234	15	Dla togi jest to „opowieść o niesłychanej grawitacji”, którą można porównać do ujawnienia protokołów Amary. Wniosek o zwolnienie, zgodnie z opublikowanym wczoraj komunikatem prasowym, nie został jeszcze wysłany do biura prokuratora generalnego w Mediolanie, do biura kasacyjnego lub do policji sądowej. Nawet Gico z Guardia di Finanza, który zażądał kopii przepisu, pozostałby z pustymi rękami. „W twoim interesie będziesz to miał, kiedy wszyscy to będą mieli” – wyjaśniono by wojsku. „To bardzo poważny fakt” – powiedział prokurator w rozmowie z agencjami. „Zrobimy wszystko, co w naszej mocy, aby ustalić, skąd pochodzi”.
26234	17	Raffaele Cantone prezes sądu
26234	19	Jak pokazują inne dochodzenia w sprawie ujawnienia tajemnicy, w tych przypadkach wola jest siłą.
26234	21	W sobotę rano, po przeczytaniu artykułu w Il Fatto Quotidiano, który zawierał różne cudzysłowy z wniosku, Cantone natychmiast otworzył akta model 45 (bez hipotez przestępstwa ani podejrzanych), które jednak od dzisiejszego ranka stały się modelem 44 przez ujawnienie tajemnicy.
26234	23	Również dlatego, że wczoraj w Corriere della Sera i Repubblica opublikowano dwa skserowane artykuły, które dotyczyły nowych zarzutów korupcji i podżegania przeciwko Palamarze, co sprawiło, że Cantone pomyślał, że ktoś wybrał ten właśnie rozdział na 167 stronach wniosku, a następnie przekazał reporterzy. Krótko mówiąc, zabójca z precyzyjnym celem, taki sam jak ci, którzy trafili w 2019 roku.
26234	25	Prokurator czeka na kolejne publikacje w gazetach i jakąś wpadkę kreta. Śledczy wykluczają, że wniosek mógł pochodzić z biura sędziego śledczego, ale zwracają uwagę, że obszerny cztero- lub pięciodniowy dokument został skserowany w kancelarii i przekazany z pokoju do pokoju. Z tego powodu prokuratorzy próbują zrozumieć, czy w trakcie tych operacji karty mogły potajemnie wycieknąć i być może trafić do rąk niektórych śledczych, a następnie do komputerów dziennikarzy.
26234	27	ŻAGLE REKLAMOWE LUCA PALAMARA W RZYMIE
26234	29	Wraz z kilkoma bliskimi współpracownikami Cantone kategorycznie wykluczył możliwy udział w wycieku współpracujących z nim zastępców prokuratora, Gemy Miliani i Mario Formisano. Neapolitański sędzia jest gotów położyć rękę na ogniu w sprawie lojalności swoich dwóch dioscuri, którym, jak twierdzi, ufa prawie bardziej niż jemu samemu. „Gdyby to byli oni, rozczarowanie byłoby ogromne, największe w moim życiu. Prawdziwy akt zdrady” – skomentował tonem kogoś, kto uważa, że ​​ma do czynienia z hipotezą nierzeczywistości. Więc?
26234	31	W tej chwili głównymi podejrzanymi wydają się być operatorzy policji sądowej, którzy mają stałe relacje z kancelariami i to właśnie na tym szczeblu śledczy szukają uchybienia.
26234	33	myrta merlino alessandro sallusti luca palamara matteo salvini zdjęcia bachusa
26234	35	Wczoraj Palamara złożył skargę do Florencji, właściwej za zbrodnie sędziów Perugii, na wyciek wiadomości na jego temat. To (kolejne) wypowiedzi Amary wobec byłego prokuratora, w tym przypadku w kontekście postępowania o podżeganie do korupcji.
26234	37	Prawnik z Syrakuz poinformował, że w 2015 roku, będąc na pokładzie samolotu z Palamarą, otrzymałby od tego ostatniego, będącego wówczas radnym CSM, rzekomy wniosek o 30 000 euro w celu naprawienia postępowania dyscyplinarnego w sprawie byłego prokuratora Antonio Musco. Oskarżenie, które również w tym przypadku Palamara uważa bez potwierdzenia i łatwo podważalne, z papierami w ręku. Te same, które odkłada na bok z prawnikami.
26234	39	luca palamara marcello melandri zdjęcie bachusa
26234	41	„Niestety Palamara ma absolutną rację. Bardzo dobrze zrobił, zgłaszając to” – skomentował Cantone swoim współpracownikom. Po raz pierwszy były prezes ANM i jego wielki oskarżyciel znaleźli się po tej samej stronie boiska. Jak za czasów, gdy grali w narodowych sędziach. W rzeczywistości prokuratorzy uważają, że ten przeciek szkodzi śledztwu „w bardzo istotny sposób”, także dlatego, że „sprawa Palamary to tylko fragment wniosku o umorzenie”. Ale najwyraźniej kogoś to interesuje.
26235	1	MATTEO SALVINI MARIO DRAGHI
26235	3	1 - RZĄD: LEGA, NIE BĘDZIEMY GŁOSOWAĆ NA NARKOTYKI I ŁATWE OBYWATELSTWO
26235	5	(ANSA) – „Głosowaliśmy za wotum zaufania i będziemy głosować za dekretem pomocowym dotyczącym absolutnego paktu rządowego i jego środków. Ale mówię też, że nie będziemy głosować na was. Nie będziemy głosować za łatwymi narkotykami, łatwym obywatelstwem, imigracji i łatwych lądowań, powrotu do łatwego Fornero czy reformy katastru do wartości rynkowych. Będziemy odpowiedzialni w kwestiach gospodarczych i pomocowych, ale dość demagogii, nie będziemy robić zniżek”.
26235	7	Tym samym deputowany Ligi Massimo Bitonci, przewodniczący grupy w Komisji Budżetowej i szef wydziału działalności produkcyjnej partii, zakończył wyjaśnienie głosowania w Izbie nad dekretem pomocowym.
26235	9	2 - PODEJRZENI SALVINIEGO O GŁOSOWANIE W 2023 R. „PRACUJĄ W INNYM RZĄDZIE TECHNICZNYM”
26235	11	Emanuele Lauria dla „La Repubblica”
26235	13	Cahier de doléances z 5Stelle nie wystarczyły, oto lista priorytetów Matteo Salviniego. Jeden cierń za drugim, dla Mario Draghiego, który kontynuuje swoją nawigację, dźwigając ciężar nietolerancji byłych żółto-zielonych graczy. Niewielu wierzy, że to wszystko może wywołać kryzys. Ale oczywiście, podczas gdy oczekiwane są ostatnie ruchy Ruchu Pomocy Giuseppe Conte, lider Ligi postanawia podnieść stawkę.
26235	15	I prosi rząd przede wszystkim o spokój fiskalny: „Jest 15 mln Włochów – mówi sekretarz w rozmowie z Qn – którzy nie spłacili długu wobec państwa w okresie między pandemią a kryzysem. Muszą odejść”.
26235	17	MATTEO SALVINI GIANCARLO GIORGETTI
26235	19	Ale lista próśb Ligi Północnej jest długa: „Do końca roku – kontynuuje Salvini – musimy przezwyciężyć niefortunne prawo Fornero z kwotą 41, a następnie pełną parą z godziwą rekompensatą dla freelancerów i autonomią regionalną, za którą tylko brakuje zielonego światła od Draghiego. A biorąc pod uwagę kryzys, uważam, że nieliberalne środki, takie jak ograniczenie wydatków w gotówce i obowiązek korzystania z bankomatu czy karty kredytowej, nie mają sensu”.
26235	21	Gęsty zeszyt, ten od Salviniego. Gotowa do stoczenia bitwy, jak zapowiadano od kilku dni, przeciwko środkom dotyczącym ius scholae w konopiach indyjskich: przy zatłoczonym kalendarzu środki te mogą wylądować w Izbie w środę wieczorem lub w czwartek rano, Liga w każdym razie jest gotowa do rażących inicjatyw w sala sądowa. W tym przypadku żółto-czerwoni są na celowniku partii na via Bellerio, która jest sponsorem tych zasad, ale nie brakuje zakłopotania faktem, że Draghi nie interweniował, aby odłożyć na bok kwestie, które podzieliły większość.
26235	23	Salvini mówi, że „w partii narasta zniecierpliwienie zachowaniem lewicy w rządzie i pewnymi opóźnieniami ze strony władzy wykonawczej”.
26235	25	Ale wieczorem na imprezie Ligi w Adro (Brescia) mediolański senator rzuca oskarżenie: „Pozostało tylko 240 dni do głosowania, w którym wygra centroprawica i Lega. Będą próbowali nas powstrzymać wszelkimi możliwymi sposobami: nową ordynacją wyborczą, próbą przesunięcia wyborów, pracą dla nowego rządu tymczasowego. Ale damy radę. A wśród pierwszych rzeczy, które zrobimy, będzie reforma sądownictwa”.
26235	27	DURIGON I SALVINI NA SPOTKANIE ZE SMOKAMI W SPRAWIE PENSJONATÓW
26235	29	Podniesienie tonu służy zarówno pozostawieniu Conte miejsca w mediach, jak i uspokojeniu wewnętrznego niezadowolenia po upadku urzędów administracyjnych, które w większości gmin przejęły Fdi. Grupa bojowników dawnej Ligi Północnej, partii założonej przez Bossiego i zepchniętej przez Salviniego do roli złego towarzystwa, rozpoczęła walkę o „odmrożenie” Ligi Północnej i przywrócenie jej funkcji politycznej. Wykorzystanie go jako narzędzia powrotu do pierwotnej linii lędźwi (hasło: autonomia), a także wznowienie go w konkursach wyborczych.
26235	31	Wszystko mija od celu, który jest teraz bliższy: celebracji kongresu. Były deputowany Gianluca Pini wystąpił z pilnym apelem do mediolańskiego sądu o zwołanie zgromadzenia, na którym nie tylko ortodoksyjni i nostalgiczni „związku Północy” mogliby hałasować (i zostać policzeni), ale także wewnętrzni przeciwnicy, którzy spierają się o Salvini o ostatnich złych wynikach wyborczych. Komisarz Ligi Północnej Igor Iezzi zwołał w sobotę radę federalną, której drugim punktem porządku dziennego jest kongres.
26235	33	MATTEO SALVINI PO SPOTKANIU Z MARIO DRAGHI
26237	1	Rzym, totalna wstręt: imigranci okupują grób Kwintusa Sulpicjusza Maksymusa
26237	3	Rzym, 11 lipca – W stolicy sceny zwykłego szaleństwa i degradacji nigdy się nie kończą, zwłaszcza jeśli dotyczą metropolitalnej dżungli zamieszkałej przez imigrantów. We współpracy z superintendentem Rzymu, karabinierzy eksmitowali grupę somalijskich imigrantów, którzy zajmowali grób Quintusa Sulpiciusa Maximusa, niedaleko Piazza Fiume.
26237	5	Grób
26237	7	Grobowiec Quintus Sulpicius Maximus jest najstarszym grobowcem z okresu Sullana. Struktura złożona z prostokątnej komórki, zbudowana z dużych bloków kamienia peperino, z wapiennymi ramami i pilastrami oraz łupkowymi podstawami. Po prawej stronie grobowca znajduje się drugi pomnik złożony z trawertynowego cokołu i marmurowego cippusa. Wewnątrz edykułu przedstawiony jest płaskorzeźba chłopca w szacie trzymającego w dłoni zwój z wygrawerowanym wierszem.
26237	9	Quintus Sulpicius Maximus
26237	11	Jak przypominają dwie długie inskrypcje w języku łacińskim i greckim, grobowiec został zbudowany przez Quinto Euganeo i Licinia Ianuaria na pamiątkę ich syna, który zmarł w wieku zaledwie 11 lat. Quintus Sulpicius Maximus był cudownym dzieckiem, które w 94 rne brał udział w trzecim konkursie kapitolińskim, zaimprowizowanym konkursie poezji greckiej. Znakomicie wyróżniający się spośród pięćdziesięciu dwóch poetów, młody poeta zachwycił miejską publiczność swoimi kompozycjami.
26237	13	Nielegalny biwak
26237	15	Kiedy agenci dotarli do grobowca Quintus Sulpicius Maximus, znaleźli sześciu somalijskich imigrantów, z których jeden był nielegalny na terytorium Włoch, biwakujących w starożytnym pomniku. Wspinając się przez płot, sześciu cudzoziemców skorzystało więc z łóżek oferowanych przez grobowiec chłopca poety, aby osiedlić się w nielegalnym obozowisku.
26237	17	wyczyscilam to
26237	19	Usunięcie grobowca Quintus Sulpicius Maximus odbyło się za pośrednictwem policji, a następnie stanowisko archeologiczne zostało oczyszczone ze śmieci i ekskrementów w celu przywrócenia bezpieczeństwa. Sześciu imigrantów zostało zgłoszonych pod zarzutem inwazji na ziemię lub budynki i prawdopodobnie ujdzie im to na sucho. Imigrant bez zezwolenia na pobyt był odprowadzany do urzędu imigracyjnego w celu załatwienia różnych formalności. Choć prowincjonalne dowództwo Carabinieri zajmuje się przeciwdziałaniem wielu sytuacjom degradacji, nielegalnej działalności wlewającej się w historyczne obszary stolicy, sytuacja nie wykazuje oznak poprawy.
26237	21	Dekadencja imigracyjna
26237	23	Jednak okupacja grobowca Kwintusa Sulpicjusza Maksymusa to tylko ostatni z długiej serii haniebnych faktów. Od starożytnych grobowców po pomniki wojenne z czasów pierwszej wojny światowej i później, narodowe pomniki historii zbyt często stają się prowizorycznymi łóżkami dla nieszczęśników, którzy błąkają się po włoskich miastach. Tysiące imigrantów przybyło do Włoch i porzuciło życie w nędzy lub przestępczości, degradacji i przemocy.
26237	25	Bagno na tle marmuru
26237	27	Z wyjątkiem tych zwerbowanych przez przestępczość zorganizowaną, włoską lub zagraniczną, w ostatniej dekadzie bardzo niewielu imigrantom udało się tu odbudować nowe życie, dostosowane do społeczeństwa przyjmującego. Większości z nich łatwiej jest żyć, wykorzystując system opieki społecznej zarządzany przez Kościół, spółdzielnie i stowarzyszenia związane ze środowiskiem imigracyjnej lewicy. Nasze fundusze, podatki i oszczędności są w rękach tych, Włochów i obcokrajowców, którzy nie mają szacunku dla naszych pomników, które w istocie powinny reprezentować kości narodu i jego kręgosłup.
26238	1	W przypadku Izraela rosyjska cierpliwość osiągnęła swoje granice
26238	3	11 lipca 2022 W przypadku Izraela rosyjska cierpliwość osiągnęła swoje granice
26238	5	W obliczu dwulicowości i podwójnych standardów Izraela Putin traci panowanie nad sobą.
26238	7	Doniesienia, że ​​rosyjski rząd nakazał Agencji Żydowskiej po raz pierwszy od trzech dekad zaprzestanie działalności w całym kraju, nie są zaskakujące, biorąc pod uwagę rosnące napięcia w stosunkach izraelsko-rosyjskich.
26238	9	Posunięcie to sygnalizuje, że prezydent Władimir Putin jest zmęczony i traci cierpliwość do polityki Izraela polegającej na zjadaniu wszystkich półek na raz podczas kryzysu na Ukrainie.
26238	11	To nie jest plotka, spekulacja ani nawet pobożne życzenia. Jest to początek fundamentalnej zmiany w rosyjskiej polityce, o której zasugerował minister ds. imigracji Pnina Tamano i jak donosiło kilka izraelskich gazet, w tym „Jerusalem Post”, według których decyzja ta może „podważyć zdolność rosyjskich Żydów do imigracji do Izraela.
26238	13	Kryzys ten pojawia się w kontekście trzech głównych wydarzeń:
26238	15	Po pierwsze: Yair Lapid jest teraz premierem Izraela, zastępując Naftalego Bennetta; Jako minister spraw zagranicznych Lapid od pierwszego dnia potępił rosyjską inwazję na Ukrainę i wezwał rząd [izraelski] do stanięcia po stronie Stanów Zjednoczonych, przyłączenia się do zachodnich sankcji wobec Moskwy i, co najważniejsze, dostarczenia broni na Ukrainę, zwłaszcza z systemem Żelaznej Kopuły, baterie i drony.
26238	17	Po drugie: Setki izraelskich rezerwistów wojskowych i agentów wywiadu „zgłosiło się” na ochotnika do walki jako najemnicy w ukraińskich milicjach pod przywództwem prezydenta Wołodymyra Zełenskiego – który mówi, że chce uczynić Ukrainę „drugim Izraelem”.
26238	19	Po trzecie: eskalacja izraelskich ataków na Syrię, zwłaszcza bombardowanie międzynarodowego lotniska w Damaszku 20 czerwca, które doprowadziło do jego zamknięcia na dwa tygodnie; skłoniło to Putina do zwrócenia się do swojego ministerstwa spraw zagranicznych o przedstawienie Radzie Bezpieczeństwa ONZ w proteście bardzo mocnego projektu rezolucji.
26238	21	Schwytanie przez siły rosyjskie izraelskich najemników walczących u boku ukraińskich żołnierzy w rejonie Donbasu mogło to zmienić. Ujawniło dwulicowość i tajną rolę Izraela w przekazywaniu lub pomaganiu w przekazywaniu systemów uzbrojenia, dronów oraz personelu wojskowego i wywiadowczego w kraju.
26238	23	Wiele izraelskich mediów nieustannie demonizuje Rosję i Putina, porównując go do Hitlera i Nerona i oskarżając go – bez ironii – o popełnienie zbrodni wojennych, które nie mogą pozostać bezkarne.
26238	25	Nie możemy powiedzieć, jak daleko rozwinie się ten konflikt. Nie byłoby jednak zaskoczeniem, gdyby doszło do eskalacji przed podróżą prezydenta USA Joe Bidena na Bliski Wschód, która rozpocznie się 13 lipca w okupowanej Jerozolimie.
26238	27	Izrael wzywa do zaostrzenia sznurka wobec Iranu i utworzenia kierowanego przez Izrael arabskiego NATO, aby przygotować się do ataku na ten kraj. Biden mógłby w zamian poprosić, aby jego izraelscy goście zajęli jaśniejsze stanowisko i stanęli po stronie Stanów Zjednoczonych i Zachodu w sprawie Ukrainy.
26238	29	Izraelska polityka grania po obu stronach przez udawanie neutralności staje się nie do utrzymania. Zawieszając działalność Agencji Żydowskiej w Rosji, Putin pokazał czerwoną kartkę. Najgorsze [dla Izraela] może jeszcze nadejść.
26239	1	Lądowania + 30%: Islamska bomba na włoskich plażach
26239	3	I jasne jest, że jest to armia darmozjadów szukających dochodu podstawowego i dotacji.
26239	5	Potwierdzają to po raz kolejny liczby Viminale. W ubiegłym roku lądowania Afgańczyków stanowiły znikomy odsetek, w tym roku wzrosły, ale nie dramatycznie, od 1 stycznia do dziś jest już 3291 obywateli z kraju islamskiego, którzy wylądowali we Włoszech, co stanowi nieco ponad 11% całości.
26239	7	Z drugiej strony Bengalczycy reprezentują narodowość najbardziej obecną wśród wylądowanych nielegalnych imigrantów, z co najmniej 5033 wylądowanymi obywatelami, co stanowi 16%. Następnie podążaj za Egipcjanami i Tunezyjczykami, którzy przybyli odpowiednio 4967 i 4308 migrantów. Ci ostatni w dużej mierze podążają tunezyjskim i libijskim szlakiem imigracyjnym, podczas gdy Afgańczycy wypływają z Turcji, wysłani przez sojusznika Draghiego, Erdogana.
26239	9	Wszyscy najeźdźcy mają jedną wspólną cechę: są młodymi muzułmanami. Armia najeźdźców, którą należy odeprzeć. Z bronią. Zamiast witany przez byłego wojskowego w upale.
2624	1	To alarm dla naszej młodzieży: po tym, jak oszołomiła ich Covid, propaganda wojenna reżimowych mediów dała im coup de grace: rujnują całe pokolenia
2624	3	Ankieta na 5 tysiącach włoskich studentów przeprowadzona przez Laboratorium Adolescencji i Instytut Iard: wśród powodów niepokoju są reperkusje ekonomiczne, ale nie napływ uchodźców.
2624	5	Wojna na Ukrainie przeraża dzieci, które miały już na sobie ciężar lęków związanych z pandemią. Osiem na dziesięć osób w wieku od 13 do 19 lat obawia się zaangażowania Włoch w konflikt lub nawet wybuchu III wojny światowej, ale wśród powodów do niepokoju są także reperkusje ekonomiczne, które możemy mieć. Zamiast tego nie martwią się napływem do Włoch dziesiątek tysięcy uchodźców ze stref wojennych i mają wielką empatię dla cierpienia narodu ukraińskiego. Odpowiedzi odnoszą się do ogólnokrajowego badania stylu życia nastolatków żyjących we Włoszech, przeprowadzanego corocznie przez mediolańskie stowarzyszenie „Laboratorio Adolescence” oraz instytut badawczy IARD. Badanie jest zwykle przeprowadzane na ogólnokrajowej próbie 3500 uczniów w wieku od 13 do 19 lat, ale w tym roku próba liczyła 5000 uczniów.
2624	7	Stąd tyle strachu i cierpienia za masakry ludności cywilnej w Buczy iw innych ośrodkach wokół Kijowa. Ale to nie wystarczy, aby złagodzić panikę związaną z wielokrotnie zapowiadanym zagrożeniem trzeciej wojny światowej, a także horror zaangażowania ludności cywilnej w wojnę, próbę okupacji jednego państwa przez inne państwo. „Ankieta dotycząca tego corocznego badania kończy się 30 maja, ale biorąc pod uwagę uzyskaną liczbę, a przede wszystkim stabilność danych – wyjaśnia Carlo Buzzi, socjolog z Uniwersytetu w Trydencie i dyrektor naukowy badania – pomyśleliśmy, że możemy już zrób jakieś przewidywania”.
2624	9	Badanie rozpoczęło się kilka dni po wybuchu wojny na Ukrainie, więc można było zadać kilka pytań, które miały na celu zrozumienie, czy i jak bardzo niektóre aspekty dotyczące wojny mogą budzić niepokój i niepokój wśród młodzieży.
2624	11	Trzech na czterech obawia się, że Włochy przystąpią do wojny, a ośmiu na dziesięciu młodych ludzi naprawdę boi się trzeciej wojny światowej. Do tego dochodzą zmartwienia ekonomiczne, ośmiu na dziesięciu wie, że rodzina musi oszczędzać, bo rosną koszty. Tylko 13 procent twierdzi, że bardzo martwi się nadejściem uchodźców, w rzeczywistości większość – jedna na dwie z 5000 młodych ludzi, z którymi przeprowadzono wywiady – jest pod wrażeniem bólu ludzi zaatakowanych przez Rosjan, bólu, który można dostrzec, patrząc na na obrazy bombardowań i zniszczeń, które po nich nastąpiły.
2624	13	„Niepokój nastolatków jest bardzo wysoki, we wszystkich rozważanych aspektach, z odsetkiem na ogół wahającym się od 80 do 90%. – czytamy na pierwszych stronach badań przewidzianych dla Republiki – Aspekty humanitarne (cierpienie narodu ukraińskiego i zaangażowanie ludności cywilnej w wojnę) są – wraz z obawą przed ekonomicznymi reperkusjami, jakie możemy mieć z wojny – obszary, w których obawy są największe.
2624	15	Interesująca jest obserwacja – ale wiąże się to z emocjonalnym zaangażowaniem w cierpienia narodu ukraińskiego – że absolutna większość nie uważa za niepokojący nawet ewentualnego bardzo licznego przybycia uchodźców z terenów objętych działaniami wojennymi. Na poziom niepokoju ma wpływ wiek (wzrasta wraz z wiekiem), ale przede wszystkim płeć. Dziewczęta są średnio bardziej zmartwione niż chłopcy (jedynym wyjątkiem jest przewidywalny napływ uchodźców do Włoch), a nawet wśród tych, którzy twierdzą, że są „zmartwieni”, stopień zmartwienia jest wyższy u dziewcząt”.
2624	17	I znowu: „Kolejny aspekt uwzględniony w ankiecie dotyczył ogólnej wizji przyszłości (a zatem nie odnoszącej się konkretnie do wojny) przez młodzież. Bezwzględna większość ma ogólnie negatywną opinię (zmartwienie lub niepewność). Tylko 11% dziewcząt i 18% chłopców określa siebie jako „optymistów”. Kolejny ciężar niepokoju dręczy więc włoskich chłopców, którzy już i tak źle wyszli z dwuletniego zamknięcia w domu albo prawie tak.
26240	3	W 2021 r. wynik 32% emerytów
26240	5	mają emeryturę poniżej 1000 euro.Z raportu rocznego INPS wynika, że ​​liczba ta uwzględnia kwoty brutto powiększone o minimalne dodatki związane z usługami, różne formy odszkodowania. Jednak 40% to ci, którzy zarabiają mniej niż 12 tys. euro rocznie, jeśli weźmiemy pod uwagę tylko kwoty świadczeń bez podatku dochodowego od osób fizycznych
26240	7	Oznacza to, że nielegalny imigrant, który ląduje, zbiera ponad 70% emerytów. Wystarczy pomnożyć 35 euro dziennie dorosłych przez jeden miesiąc. I nie mówmy o nieletnich, którzy mogą kosztować nawet 140 euro dziennie.
26240	9	Krótko mówiąc, państwo przyznaje najeźdźcy co najmniej 35 euro dziennie na zakwaterowanie i wyżywienie, czyli prawie 1100 euro miesięcznie. Podczas gdy większość starszych Włochów musi jeść, płacić czynsz i rachunki za mniej niż 1000 euro miesięcznie. Rasizm?
26240	11	A najlepszym sposobem finansowania Włochów byłyby emerytury. Nie tylko emeryci, ale także ich dzieci i wnuki: to jedyny pewny sposób, dzięki któremu można mieć pewność, że w 99 procentach przypadków (niestety emerytury zanieczyściła też Partia Demokratyczna) Włochom.
26240	13	Wszystkie inne sposoby (w tym dochody z tytułu obywatelstwa) mogą skończyć się zbyt wieloma przypadkami dla imigrantów. W zbyt wielu przypadkach kończą z imigrantami.
26240	15	Weźmy przypadek premii za dziecko. W Vicenzy sąd zmusił INPS do przyznania dodatku na dziecko kobiecie z Burkina Faso, która niedawno przyjechała do Włoch. W Brescii i Mantui zapadły identyczne wyroki, a według związków wspierających cudzoziemki szykują się kolejne apelacje. A tam, gdzie zawodzą sędziowie krajowi, zajmują się tym sędziowie unijni.
26240	17	Na przykład w Brescii pierwsza instancja zgodziła się z INPS, ale sędziowie apelacyjni postanowili zwrócić się do sądu UE o konsultację. Skutek: „Obywatele państw spoza UE przyjmowani do państwa członkowskiego w celu wykonywania pracy, zgodnie z prawem unijnym i krajowym – orzekli prawnicy europejscy – muszą korzystać z równego traktowania w stosunku do obywateli tego państwa”. W skrócie: Włochy muszą zapłacić.
26241	1	WYZWOLENIE FRONT CORSO PODpala DOMY MIGRANTÓW: „NIE BĘDZIEMY ŚWIADKAMI LUDOBÓJSTWA NA LUDZI CORSO”
26241	3	W komunikacie prasowym opublikowanym w poniedziałek FLNC (Front Wyzwolenia Narodowego Korsyki) mówi, że nie będzie „biernym widzem planowanej śmierci Korsyki na swojej ziemi”.
26241	5	„Ludzie Korsyki umierają, znikają!”, potępił FLNC (Front Wyzwolenia Narodowego Korsyki) w poniedziałkowym komunikacie prasowym, twierdząc, że doszło do 16 ataków na drugie domy, firmy budowlane lub pojazdy policyjne.
26241	7	Atak na imigrację, który sprawia, że ​​Włosi z Korsyki stają się mniejszością na własnej ziemi.
26241	9	„To, co zabija Korsykanów, to Francja, światowy system gospodarczy i część naszego narodu, która jest w nim współwinna”, oskarża tajna organizacja w dokumencie przesłanym do Corse Matin.
26241	11	Wśród tych wspólników tekst jest szczególnie wymierzony w Femu na Korsyce, autonomistyczną partię Gillesa Simeoniego, prezesa korsykańskiej władzy wykonawczej, i „jego pragnienie hegemonii”.
26242	1	1 - RAJT TRUMPA W WYBORACH NA ALASCE: „Z EFEKTEM CIEPLARNIANYM WIĘCEJ DOMÓW Z WIDOKIEM NA MORZE”
26242	3	Z „Prasy”
26242	5	Donald Trump wraca do kampanii wyborczej w swoim zwykłym stylu. Na Alasce, która musi wybrać jednego ze swoich przedstawicieli do Izby, odniósł się także do kwestii zmian klimatycznych: „Mówi się nam, że efekt cieplarniany podniesie poziom mórz. Jaki jest problem? Będziemy mieć więcej domów z widokiem na morze». Ale śledztwo w sprawie ataku na Kapitol spoczywa na przywódcy republikanów. Były kumpel Steve Bannon powiedział wczoraj, że jest gotowy do złożenia zeznań.
26242	7	2 - TRUMP PONOWNIE ZACZYNA SIĘ OD SARAH BARRACUDA „ODBIERZEMY Z POWROTEM BIAŁY DOM”
26242	9	Giuseppe Sarcina dla „Corriere della Sera”
26242	11	zwolennik Trumpa na Alasce
26242	13	Rozbieg Donalda Trumpa rozpoczyna się w najodleglejszym zakątku Ameryki, na Alasce Sarah Palin. Partnerstwo polityczne zrodzone w 2015 roku, kiedy były gubernator poparł kandydaturę nowojorskiego outsidera do Białego Domu. Sojusz ponownie proponuje, a Palin ubiega się o miejsce w Izbie Reprezentantów w wyborach śródokresowych zaplanowanych na 8 listopada. Ale z projekcją na rok 2024, kiedy Trump spróbuje wrócić do Gabinetu Owalnego.
26242	15	Zwolennicy Trumpa na Alasce 1
26242	17	Oto więc są razem, w Anchorage, najważniejszym mieście na Alasce, na wiecu, trwającym ponad dwie godziny występie. Witryny i gazety natychmiast wznowiły najbardziej chaotyczną frazę Trumpa: „Jaki jest problem, jeśli poziom mórz wzrośnie?
26242	19	W przypadku, gdy będziemy mieć więcej domów na plaży ».
26242	21	Z kolei były prezydent beztrosko wymyka się kluczowemu fragmentowi: „Wkrótce wrócimy, wkrótce odzyskamy wspaniały Biały Dom”. To jasny komunikat dla wątpiących lub pełnych nadziei analityków: Trump nie zejdzie z drogi i rzeczywiście wkrótce ogłosi swoją kandydaturę w republikańskich prawyborach.
26242	23	Oczywiście były prezydent jest na tym etapie w defensywie. Kongres i prokuratura prowadzą dochodzenia. A przede wszystkim manewry republikańskiego establishmentu, nie tylko umiarkowanego, który próbuje go odciąć. Trump potrzebuje banków, potrzebuje postaci takich jak „Sarah Barracuda”, „pitbull ze szminką”.
26242	25	Palin prowadził w pierwszej fazie prawyborów i może teraz wygrać miejsce zajmowane przez pół wieku przez republikańskiego kongresmana Don Younga, który zmarł w wieku 88 lat w marcu ubiegłego roku. W teorii byłaby to runda wyborcza, jak wiele innych. Palin jednak przekształcił swój wyścig w próbę generalną przed starciem o przywództwo narodowe: „Stoimy w obliczu spotkania, które zmieni nasze życie. Musimy wybierać między ograniczonym, duszącym reżimem a wolnością; między dobrem a złem”.
26242	27	Donald Trump Sarah Palin 3
26242	29	Niebieska marynarka, czarne spodnie, ogromne kolczyki-koła: 58 lat dobrze znoszone. Szesnaście lat temu, w 2008 roku, senator John McCain wybrał cię na zastępcę w bilecie, który rzucił wyzwanie Barackowi Obamie i Joe Bidenowi. Nie trzeba owijać w bawełnę, Palin ma nadzieję, że Trump zrobi to samo, gdy nadejdzie czas. Tymczasem już związał swój polityczny los z „Donaldem”.
