doc_id	paragraph_id	ge-ru
2220	5	В частности, речь идет о нефтяном месторождении Левиафан у берегов Израиля. Оттуда подводный газопровод должен пройти в Турцию и оттуда поставлять газ в соседние южноевропейские страны. Левиафаном управляют американская Chevron и израильская NewMed Energy и Ratio Oil. Добыча там началась в конце 2019 года после некоторых проблем, в том числе экологических, в настоящее время по трубопроводу природный газ доставляется в Израиль, Иорданию и Египет. Планируется увеличить годовую добычу с 12 до 21 миллиарда кубометров и экспортировать этот объем в Европу. Если учесть, что Европейский Союз ежегодно импортирует из России 155 миллиардов кубометров природного газа, а это количество соответствует лишь 40 процентам потребления, становится ясно, что возможное строительство газопровода между Израилем и Турцией лишь незначительно сократит зависимость от России.
2220	7	"Проект удивителен тем, что турецко-израильские отношения не обязательно дружественные. Президент Реджеп Тайип Эрдоган, очевидно, хочет изменить это. По его словам, газовое сотрудничество является ""одним из важнейших совместных шагов в двусторонних отношениях"". Он готов отправить высокопоставленных министров в Израиль, чтобы возродить давнюю идею трубопровода. Однако на строительство газопровода уйдут годы. Министр энергетики Израиля Карин Эльхаррар была настроена скептически: многие вопросы, в том числе финансовые, еще не обсуждались. Проект должен быть экономически выгодным, что на данный момент не «точно». Промышленность также настроена скептически. Она опасается, что проект может провалиться из-за производственных ограничений и геополитических проблем."
2220	9	Турции ежегодно требуется 50 миллиардов кубометров природного газа, и она импортирует почти все свое ископаемое топливо из России и Азербайджана по трубопроводам. Благодаря своему геополитическому положению он находится в выгодном положении в качестве базы распределения природного газа. Отношения с Путиным нейтральные. В 2016 году две страны приняли решение о строительстве газопровода «Турецкий поток». Он проходит из России через Турцию к терминалу на побережье Черного моря и связан с Болгарией. Газ в Софию поступает с начала 2020 года. Трубопровод проходит в обход Украины как транзитный маршрут для поставок в Европу. ЕС и США недовольны этим. Конечно, для Турции имеет смысл получать дешевый газ из России, но это, вероятно, будет зависеть от условий, говорится в сообщении. По мнению Брюсселя, это может стать проблемой для ЕС.
2220	11	США играют ключевую роль в принятии решений по трубопроводным проектам. Он уже обрушил или заблокировал ряд проектов. Потому что Европа должна оставаться под контролем США, чтобы не допустить возникновения евразийского экономического блока вместе с ненавистной, богатой ресурсами Россией. Это сделало бы США геополитическим карликом. Вашингтон лишь недавно показал, как это работает: в начале апреля ответственный госсекретарь США Виктория Нуланд во время визита в Грецию объявила готовый к подписанию проект газопровода EastMed между Израилем, Кипром и Грецией бессмысленным. и слишком длинно. Вам нужен газ сейчас, речь идет о «зеленом будущем», и вы должны использовать сжиженный газ (СПГ). Понятно, откуда это должно браться: танкерами-рогатками через Атлантику по цене, намного превышающей российский газ. Разговоры о 1900-километровом газопроводе, который обойдется ЕС во многие миллиарды евро, начались в 2014 году. Он должен был пройти от средиземноморского побережья Израиля до Кипра, а оттуда поставлять газ в Грецию и Италию. Он должен быть подписан в январе 2020 года. Но Брюссель скептически относился к тому, окупится ли все это. США уже сказали слово силы.
2221	3	Конечно, западные СМИ об этом не сообщают, потому что тогда рухнуло бы многое из их лжи. Кстати, пранкеры показали, что западные СМИ, такие как Bloomberg, отнюдь не независимы от правительства, а распространяют ложь, когда это необходимо, от имени своего правительства. Это не шутка, вы можете найти подробности здесь.
2221	5	Во время телефонного разговора с председателем ОБСЕ шутники рассказали, что ОБСЕ больше не является нейтральной организацией, а давно стала инструментом Запада. В другом разговоре представители США открыто рассказали, как они поддерживают радикальных оппозиционеров в России, чтобы сделать возможным смену режима в Москве, что в настоящее время США категорически отрицают. Западные СМИ не могли бы без комментариев цитировать этот бред правительства США, если бы их читатели знали о телефонном звонке.
2221	7	Норберт Рёттген тоже был обманут русскими парнями. Очевидно, он был настолько смущен, что удостоверился, что YouTube больше не показывает видео в Германии, хотя оно все еще было доступно за пределами Германии. По крайней мере, так было до тех пор, пока YouTube полностью не удалил канал, на котором шутники опубликовали видео.
2221	9	Теперь мальчики снова нанесли удар, и на этот раз их жертвой стал бывший президент США Джордж Буш-младший. Буш очень открыто говорил об этом, полагая, что собирается поговорить с президентом Украины Зеленским. Буш открыто признался во многих вещах, о которых уж точно не стал бы рассказывать журналистам. Возможно, наиболее важным на данный момент является то, что Буш открыто признал существование американских лабораторий биологического оружия в Украине, в то время как правительство США отрицает их существование, а на Западе говорят о российской пропаганде. Буш теперь российский пропагандист?
2222	3	На западе об этом не сообщают, но президент Польши в своем выступлении открыто говорил об амбициях Польши аннексировать части западной Украины.
2222	5	"Я уже сообщал, что в России сообщалось о том, что в Польше есть амбиции оккупировать части западной Украины, которые Польша считает своими историческими владениями. Польша хочет направить в Украину ""миротворческие силы"" для этой цели, но США четко заявили, что в случае столкновения с российскими военными Польше не стоит надеяться на защиту НАТО, потому что это не будет нападением России на Польшу если Польша вошла в страну вторглась в Украину."
2223	3	По данным Москвы, во время учений в Кенигсберге российские вооруженные силы имитировали атаку ракетами, способными нести ядерные боеголовки. В Литве страны Балтии рассматривают как первую цель для тактического ядерного оружия
2223	5	Около 100 военнослужащих имитировали «электронный пуск» мобильного баллистического ракетного комплекса «Искандер», который может запускать ракеты с ядерными боеголовками, сообщило 4 мая министерство обороны в Москве. Сообщается, что вооруженные силы практиковались в том, как поражать военные объекты условного противника и как реагировать на ответный удар. Президент России Владимир Путин несколько раз сигнализировал с начала войны против Украины, что он готов применить российское тактическое ядерное оружие. В конце февраля Россия привела свои ядерные силы в повышенную боевую готовность. Глава Кремля также предупредил о «молниеносном» возмездии, если Запад напрямую вмешается в украинский конфликт. В последние дни российское государственное телевидение все чаще пытается публично сделать использование ядерного оружия социально приемлемым. «Уже две недели мы слышим по нашим телеканалам, что мы должны открыть боеголовки ядерных ракет», — сказал российский журналист, лауреат Нобелевской премии мира Дмитрий Муратов.
2223	7	Ограниченная ядерная война в 2022 году?
2223	9	В Литве возникает вопрос, почему эти учения проходили в российском анклаве Кенигсберг, когда этот анклав не покрывает даже 0,1 процента площади России, тем более что точно известно, что в экстренной ситуации российские вооруженные силы не пускали бы ракеты из этого района стреляют по Украине. Потому что тогда им пришлось бы пролететь хотя бы частично над воздушным пространством НАТО и, следовательно, могло бы спровоцировать дело защиты. Даже в этом случае Литва не верит, что США или Великобритания прямо предпримут контрудар по району Кенигсберга или любому другому месту России с применением тактического ядерного оружия, потому что это, несомненно, приведет к эскалации.
2223	11	Согласно известным до сих пор сценариям военных игр, более вероятным был бы тактический ядерный удар по российским военным объектам в Белоруссии, ближайшем союзнике России. Тем более, что Беларусь уже обращалась к Путину в январе с просьбой снова разместить там ядерное оружие, хотя страна вместе с Украиной и Казахстаном отказалась от ядерного оружия в Будапештском меморандуме 1994 года. Совет национальной безопасности США считает ответно-ядерный удар необходимым не из военной целесообразности, а из политических соображений. Таким образом, США, как первая ядерная держава, продемонстрируют, что они по-прежнему несут особую ответственность как глобальный центр силы за разработку этого оружия и за то, что они являются первой державой, применившей его. Ядерное излишество было бы возможно только в том случае, если бы Путин отреагировал на этот ответный ядерный удар по Беларуси.
2225	3	Я неоднократно указывал, что Владимир Путин очень похож на Джорджа Буша-младшего. Путин был посредственной фигурой в КГБ, Буш происходит из семьи ЦРУ (Skull & Bones). Оба стали популярными только после инсценированных терактов, оба вели жестокую «войну с исламским террором». У Буша был бен Ладен, у Путина был Шамиль Басаев. Оба могли продаваться с изображением ковбоя и изображением командира. Хотя Буш в то время был в самоволке. У Путина нет военного опыта. У Буша были Патриотический акт и Закон о военных комиссиях. При Путине были массовые законодательные ужесточения. За обоими стояли устоявшиеся системы.
2226	3	Омикрон — это название варианта Corona, который в настоящее время вызывает массовую озабоченность политиков, СМИ и населения. Однако постепенно накапливаются данные, согласно которым возможные заболевания относятся к легким. Вирусолог Клаус Штёр даже предвидит конец пандемии.
2226	5	Едва южноафриканские ученые сообщили миру об идентификации варианта B.1.1.529, как глава Всемирной медицинской ассоциации Франк Ульрих Монтгомери провел сравнение между вариантом, известным как Омикрон, и столь же редким и чрезвычайно опасным для жизни инфекционным болезнь Эбола. Федеральный министр здравоохранения Карл Лаутербах уже сообщил в начале декабря, что «особенно вариант Omicron особенно опасен для детей».
2226	7	Лаутербаху возразил эксперт профессор Клаус Штёр: «С моей точки зрения, из предварительных данных нет никаких выводов, которые хотя бы приблизительно позволяют сделать вывод о том, что дети страдают от тяжелых курсов Омикрона».
2226	9	При этом южноафриканские медики, в частности, с самого начала предостерегали от неоправданной «истерии», учитывая обычно явно легкое течение болезни после омикронной инфекции. Южноафриканский врач и председатель Южноафриканской медицинской ассоциации, известная как «первооткрыватель омикронов», доктор Анжелика Кутзи также предупредила:
2226	11	«Если мы слишком остро отреагируем, мы рискуем упустить преимущества варианта, который может быть скорее другом, чем врагом».
2226	13	С тех пор в Германии также растет признание того, что Омикрон на самом деле приводит к более легким инфекционным процессам по сравнению с вариантом Дельта. Но теперь говорят, что само количество положительных тестов на патоген, который еще легче передать, может разрушить этот обнадеживающий проблеск надежды и, таким образом, привести к перегрузке больничных мощностей.
2226	15	Профессор Клаус Штер теперь был убежден на n-tv в этом контексте:
2226	17	«Это приближается к концу пандемии».
2226	19	По словам известного вирусолога и эпидемиолога, частота госпитализаций для Омикрона примерно такая же, как и для варианта Дельта, несмотря на значительно более высокую скорость передачи. В Южной Африке, а также в Великобритании исследования показали, что «из-за омикронов происходит примерно в четыре раза больше случаев, но в то же время госпитализируется лишь четверть меньшего числа людей». Несмотря на рост заболеваемости, «давление на больницы» остается прежним.
2226	21	«Вот почему я думаю, что было бы хорошо, если бы в отчетах не только говорилось о росте случаев — это часто легкие заболевания, бессимптомные — но и в то же время сообщалось, как сейчас в Германии, о давлении на интенсивные единиц медицинской помощи уменьшается, частота госпитализаций снижается».
2226	23	Штер убежден, что это хорошая новость. Фактически уровень госпитализации должен заменить 7-дневную заболеваемость в качестве индикатора событий короны в Германии и отныне иметь решающее значение для введения или отмены соответствующих мер. Федеральное правительство и правительства штатов договорились об этом в середине ноября.
2226	25	Так называемая заболеваемость госпитализацией показывает, сколько людей на 100 000 жителей приходится лечить в больнице из-за коронавируса. Несмотря на падение госпитальной заболеваемости, меры по охране здоровья населения с тех пор были ужесточены. Кроме того, есть сообщения, которые предполагают сильное искажение частоты госпитализаций.
2226	27	Исследование Welt am Sonntag недавно выявило «непонимание» между клиниками и Институтом Роберта Коха (RKI), например, когда речь шла о том, сколько «больных коронавирусом» COVID-19 на самом деле был основным диагнозом и у скольких это был просто вторичный диагноз. В результате путаница «привела к завышению частоты госпитализаций».
2226	29	По словам Штёра, сейчас речь идет о планировании дальнейших шагов в борьбе с пандемией «очень разумно». Основываясь на текущих исследованиях Омикрона, теперь необходимо адаптировать собственную политику мер, например, в области карантина и ограничения контактов. «Конечно, загрязнение — не вариант», — говорит Штер.
2226	31	«Вы должны продолжать думать о сокращении контактов. Необходимо еще больше снизить бремя болезней».
2226	33	Однако сейчас крайне важно иметь дело с нынешней ситуацией «вируса, который лучше приспособлен к человеку» - также на фоне немалого уровня вакцинации и «естественной иммунизации».
2227	3	Нехватка воды и засуха являются одними из самых серьезных проблем, стоящих перед человечеством сегодня. В результате глобального потепления, разрушения экосистем и расточительной промышленной и сельскохозяйственной практики миллиарды людей в ближайшие несколько лет будут жить в районах с дефицитом воды. По меньшей мере 26 миллионов человек в настоящее время борются за выживание на Африканском Роге после последовательных плохих сезонов дождей. Ожидается, что засуха в северной Кении, большей части Сомали и южной части Эфиопии сохранится, по крайней мере, до середины 2022 г. Ситуация уже настолько ужасна, что дикие животные гибнут сотнями, а скотоводы сообщают о потерях до 70%. своего скота.
2227	5	Даже беглый взгляд на недавние заголовки является мрачным напоминанием о том, что Южная Африка находится в авангарде глобального водного кризиса. Пока поля для гольфа и гостиничные комплексы хвастаются зелеными лужайками, бедное население страдает от нехватки воды. Многие страны мира страдают от водного кризиса, 17 стран находятся на пороге «Нулевого дня», но нигде это не яснее, чем в Африке — если вы можете позволить себе воду, вы можете ее получить. К 2025 году две трети населения мира будут проживать в засушливых регионах, включая Европу. В течение следующего столетия вероятность трансграничных конфликтов из-за воды может возрасти на 95%. Растущий уровень загрязнения, постоянно растущее население и изменение климата в совокупности создают далеко не оптимальные условия, в которых мы можем выжить. Шансы на выживание звучат устрашающе.
2228	3	«Западная пропаганда потерпела неудачу», — утверждает Кремль. Вскоре после сообщений СМИ о неизбежности российского вторжения в Украину Москва объявила, что выведет все войска с границы, а затем заявила, что «западная пропаганда» потерпела неудачу.
2228	5	Подстрекаемые администрацией Байдена, крупные новостные агентства, такие как The Sun, сообщили, что вторжение было запланировано на завтра, с запланированным «массированным ракетным ударом» и 200 000 военнослужащих в режиме ожидания.
2228	7	Но через несколько часов стало казаться, что СМИ пропустили эту историю.
2228	9	Генерал-майор Игорь Конашенков объявил, что начнет вывод всех российских войск из приграничного района.
2228	11	«Как всегда, когда вооруженные силы завершат свои военные учения, они предпримут мультимодальный марш обратно в свои постоянные базы», ​​— пояснил Конашенков.
2228	13	«Дивизии Южного и Западного военных округов выполнили свои задачи и уже приступили к загрузке железнодорожного и автомобильного транспорта и сегодня начнут отвод в свои военные гарнизоны».
2228	15	Россия также выпустила видеоклипы, на которых бронетехника загружается в вагоны по дороге домой.
2228	17	Кремлевские чиновники расценили вывод войск как свидетельство победы пропаганды над США и НАТО.
2228	19	Пресс-секретарь МИД Мария Захарова заявила: «15 февраля 2022 года войдет в историю как день провала западной военной пропаганды», — написала она, добавив, что Запад «был пристыжен и уничтожен без единого выстрела».
2228	21	Советник Белого дома по национальной безопасности Джейк Салливан, затаив дыхание, заявил CNN в воскресенье, что агентство указало, что «крупные военные действия» могут «начаться в любой день».
2228	23	Президент Украины Владимир Зеленский также заявил, что 16 февраля, день, когда администрация Байдена заявила, что Россия планирует вторжение, станет национальным «Днем единства». )
2228	25	Комментарии впоследствии были подхвачены американскими СМИ и опубликованы без капли скептицизма, что спровоцировало распродажи на фондовых рынках и погоню за золотом и сырой нефтью.
2228	27	Затем Зеленский был вынужден отступить и заявить, что его комментарии были сделаны «с иронией».
2228	29	"""Истерия"" по поводу нападения России на Украину - Лавров говорит об ""информационном терроризме"""
2228	31	По словам министра иностранных дел России Сергея Лаврова, российские войска возвращаются на свои постоянные базы, как и планировалось, несмотря на «истерию» Запада по поводу предполагаемого вторжения в Украину. По его мнению, вокруг этой темы разжигается «информационный терроризм».
2228	33	На встрече с министром иностранных дел Польши, исполняющим обязанности председателя Организации по безопасности и сотрудничеству в Европе (ОБСЕ) Збигневом Рау глава МИД России во вторник еще раз подчеркнул, что Россия проводит военные учения «на собственной территории» и «согласно свои планы». («Что вы не понимаете? Что тут непонятного?» Расплата Путина с натовскими поджигателями войны! (Видео))
2228	35	«Они начинаются, развиваются и заканчиваются, как и планировалось. Мы говорили об этом несколько раз», — сказал Лавров.
2228	37	То же самое относится и к учениям на западе страны, на Дальнем Востоке или к совместным российско-белорусским учениям, которые также разрабатываются и проводятся строго по заранее согласованному графику.
2228	39	«И это происходит вне зависимости от того, кто и что думает, кто и как истерит по этому поводу, кто и как развязывает настоящий информационный терроризм (…)», — подчеркнул глава МИД России.
2228	41	"Лавров также назвал «домыслами» сообщения Запада о том, что Россия использовала российско-белорусские учения, чтобы «атаковать» Киев с севера и «захватить» его. Он пояснил, что эти ""параноидальные сценарии"" неоднократно публиковались в СМИ - ""причем в серьезных""."
2229	3	Речь идет не только о предотвращении атак в контексте корона-кризиса, но и о разрушении этой структуры. Когда здоровье становится немецкой навязчивой идеей, современная экономическая, политическая и культурная ткань страны теряется.
2229	5	В середине марта исполняется вторая годовщина начала коронакризиса в Германии. «Только два года?» — спросят некоторые, потому что кажется, что это намного дольше. Это, безусловно, связано с тем, что этот кризис является постоянным движением вперед и назад, со все новыми попытками решения, которые затем отвергаются как недостаточные. Бесконечная, безнадежная стройка. Как это было в начале?
2229	7	На фотографиях Беттины Хаген (Tichys Insight 5/2020) изображены пустынные улицы Гамбурга. Первая блокировка. Жуткая пустошь. В то время реальную опасность вируса оценить было невозможно. Нельзя исключать, что это был очень заразный, смертельный вирус, сравнимый с вирусом Эбола. Была ли новая чума? Понятно, что эта ситуация вызывала большое беспокойство. Готовность терпеть крайние защитные меры была велика. Итальянский «Бергамо» с его переполненными госпиталями, в которых люди тщетно боролись за жизни людей, и перевозкой мертвецов на грузовиках — такими были образы в наших головах.
2229	9	Что произошло с тех пор? Во всей путанице событий, мер и переживаний можно увидеть две основные линии: с одной стороны, вирус оказался менее опасным, чем опасались изначально. С другой стороны, защитные меры не были сокращены в том же масштабе. Опасность Короны не вернулась в обыденность жизни. До сих пор экономика, государство и культура, общественная жизнь и взаимодействие людей не вернулись к своей самостоятельности и свободному развитию.
223	3	Эта маскировка настолько очевидна, насколько это возможно, и показывает, что правительство больше не заботится о том, что люди думают о его тоталитаризме, поэтому, похоже, больше нет необходимости скрывать свои истинные планы.
223	5	Кукловоды Байдена в основном превратились в тиранов, которыми они всегда были, и этот новый отдел Министерства внутренней безопасности утверждает, что борется с «дезинформацией» в Интернете. На самом деле они, конечно, имеют в виду, что говорить правду скоро будет уголовно наказуемо.
223	7	Для некоторых правда уже криминализирована (например, Эдвард Сноуден). Скоро для многих станет очевидным, что все, что противоречит политкорректности, запрещено в стране свободных.
223	9	Охота на ведьм против правды действительно ускорилась после избрания Дональда Трампа на пост президента в 2020 году. Внезапно все, что говорили и во что верили консерваторы, было названо «российской дезинформацией», а в победе Трампа возложили ответственность на Кремль.
223	11	Теперь у нас есть отец Хантера, и антироссийская враждебность в самом разгаре, как и крестовый поход федерального правительства против всего, что бросает вызов их официальной истории по тому или иному вопросу.
223	13	ГРИНВАЛЬД: Ярлык «дезинформация» — это всего лишь прикрытие авторитарной цензуры под новым именем
223	15	«Тот же стратегический мотив — прикрыть обвинение в «дезинформации» внешним видом опыта — породил новую, очень хорошо финансируемую отрасль, которая называет себя учеными, занимающимися «борьбой с дезинформацией», — объясняет Гленн Гринвальд в Substack.
223	17	«Поскольку американцам с детства внушают, что цензура постыдна — что это признак тирании, — те, кто хочет ввести цензуру, должны найти какое-то облагораживающее обоснование, чтобы оправдать ее и скрыть то, что она есть».
223	19	Большие технологии и большое правительство участвуют в крестовом походе против правды
223	21	На протяжении многих лет существовало множество различных правительственных программ цензуры, многие из которых носили благожелательные названия, такие как Атлантический совет и Институт стратегического диалога.
223	23	«Проверка фактов» — это еще одна форма цензуры, возникшая в последние годы, также с целью сокрытия правды путем клеймения ее как «дезинформации».
223	25	Подобно тому, как корпоративные СМИ переименовали своих сторонников-экспертов в «проверщиков фактов», чтобы замаскировать их мнения под высокопарные, аполитичные, авторитетные экспертные заключения, термин «эксперт по дезинформации» предназначен для объявления идеологических взглядов официальной истиной от имени правительственные и корпоративные власти запутывают», — утверждает Гринвальд.
223	27	«Тем не менее, если вы подвергнете эти группы хотя бы минимальному расследованию, вы обнаружите, что они совсем не аполитичны и не нейтральны. Они часто финансируются одной и той же небольшой горсткой либеральных миллиардеров (таких как Джордж Сорос и Пьер Омидьяр), агентствами государственной безопасности США, Великобритании или ЕС и/или крупными технологическими монополиями, такими как Google и Facebook».
223	29	Представление о том, что институциональная власть является единственным авторитетом для установления истины, ошибочно. Это дает пропагандистам официально звучащие титулы и заставляет их выглядеть экспертами, тогда как на самом деле они здесь для того, чтобы отвлекать людей от правды и критического мышления.
223	31	Тот факт, что основные средства массовой информации постоянно ссылаются на «бывших сотрудников разведки» в администрации Трампа, является примером того, как работает мошенничество. То, что сейчас делает режим Байдена со своим советом по дезинформации, — это апелляция к ложному авторитету.
223	33	«Нет никаких мыслимых обстоятельств, при которых национальное правоохранительное агентство, такое как DHS, могло бы претендовать на право определять правду и ложь», — предупреждает Гринвальд.
223	35	«Чиновники госбезопасности США не специализируются на борьбе с дезинформацией. Верно и обратное: они обученные профессиональные лжецы, чья работа состоит в том, чтобы придумывать и распространять дезинформацию».
