doc_id	paragraph_id	po-en
2521	8	Vaccines save hospitals
2521	10	Vaccination orders are also, and perhaps primarily, announced by countries where the preparation has been voluntarily taken by relatively the largest number of inhabitants. This is the case in Italy, where as many as 87 percent of people have been vaccinated. citizens over 12 years of age. This country was the first, because already in October last year, it also introduced the obligation to have a Covid passport in workplaces in all sectors of the economy. Since April, under the threat of suspension and suspension of payments, vaccinations for medical workers and pharmacists have been mandatory, and on December 15, this provision was extended to teachers and representatives of uniformed services. On January 5, another law entered into force, this time requiring all residents over 50 to receive an injection.
2521	12	Members of Mario Draghi's government argued that in this way they wanted to prevent the deterioration of the situation in the group of society most threatened by the virus. Although Italy, like other countries in Europe, is currently experiencing a significant increase in infections, the next wave does not burden the health service to such an extent as in the previous two years - thanks to vaccines. The authorities are introducing mandatory vaccinations in risk groups mainly for fear of as yet unknown variants of the virus. The fact that the omicron dealt with society gently does not mean that subsequent mutations will be just as harmless, so immunity must be strengthened by all available means. In the Italian case, this order largely sanctions the existing state of affairs. Unvaccinated citizens over 50 are few, and two doses of the preparation have already been taken by over 91 percent. Italians over 60 years of age.
2521	14	Austria issues fines
2521	16	The first country where every citizen will have to be vaccinated will be Austria. On February 1, the law comes into force, under which anyone who refuses must take into account the consequences: first with a warning, from mid-March with a fine. Anti-vaxxers can be fined up to 3.6 thousand. euro.
2521	18	Although the vaccination rate in Austria is 72 percent. – less than in Italy or Portugal, but still above the EU average – the government does not intend to apply a reduced tariff. Chancellor Alexander Schallenberg even stated publicly that only the adoption of the vaccine by all citizens can lead the country out of the endless spiral of lockdowns, quarantines and fear of new variants. He is also not afraid of the protests organized in Vienna and other cities almost every week. Because although they are loud and effective, they do not gather crowds. At least not enough to influence Schallenberg's policy.
2521	20	Greece is fighting the plague of fake certificates
2521	22	In turn, residents of Greece who are 60 years old or older will pay 100 euros a month for not being vaccinated. Prime Minister Kyriakos Mitsotakis has been fighting anti-vaxxers for several months. In October, he made vaccinations compulsory for all employees in the medical sector, including private clinics. It also systematically limits the possibility of participating in public life to those who do not have valid Covid certificates.
2521	24	Now, as in Italy, it forces the oldest to be vaccinated. The argument is simple - as much as 90 percent. of fatalities in Greece fall into this age group. In addition, the country is plagued by a plague of fake vaccination certificates. According to Euronews, up to 100,000 citizens may have a false certificate. On the black market, they range from €400 in cities to just €50 in poorer parts of the country. That's why Mitsotakis introduced some of the highest penalties for pandemic counterfeiting. Just having a counterfeit certificate can result in a fine of 5,000. euros, and for its production you will pay up to ten times more.
2521	26	Compulsory vaccinations are not enough
2521	28	And what is it like in other parts of Europe? From September, French medics, but also people employed in transport and public transport, must be vaccinated. The Minister of Health, Olivier Véran, has announced that there will be no universal obligation to vaccinate, but it can be argued that it would not be needed. President Emmanuel Macron systematically limits the scope for anti-vaccine activists, excluding them from participating in subsequent segments of public life. In addition, the vaccination campaign is going much better than expected. The same assumption guides the strategy of Great Britain. There, the government does not introduce an obligation, because the preparation has been taken by over 90 percent. inhabitants.
2521	30	Combined with a clear, decisive and consistent policy, this gives measurable results. It must be emphasized that the obligation to vaccinate, even strongly enforced and accompanied by severe penalties, will not chase away the virus alone. It passes the test only when it is one of many instruments of public policy. Vaccines, combined with restrictions on the unvaccinated, universal access to testing and, above all, an effective information campaign, really save lives - but only for those who actually take them.
2522	2	COVID-19. WHO report on excess deaths. Only Romania is worse than Poland
2522	4	The COVID-19 pandemic has resulted in an increase in the number of excess deaths in Poland. According to data published by the World Health Organization, 19 percent died in Poland. more people than in previous years.
2522	6	Since the beginning of the SARS-CoV-2 coronavirus pandemic, a total of 6 million 6 thousand 298 people have been infected in Poland. 116,290 people infected with the virus died of COVID-19.
2522	8	WHO: During the COVID-19 pandemic, 19 percent died in Poland more people
2522	10	The World Health Organization has published data on the excess number of deaths as a result of the coronavirus pandemic. According to the information provided by the WHO, Poland ranked second in terms of the increase in mortality. 19% died. more people than died before. Ahead of us in the ranking, where only the richest countries were qualified, was only Romania - there died 20 percent. people more.
2522	12	In other European countries, the excess number of deaths was much lower and amounted to:
2522	14	- Great Britain - 12 percent
2522	15	- Italy - 12 percent
2522	16	- Spain -12 percent
2522	17	- Germany - 11 percent
2522	18	- Netherlands - 9 percent.
2522	19	- Portugal - 9 percent.
2522	20	- Belgium - 8 percent.
2522	21	- Greece - 8 percent.
2522	22	- France - 7 percent.
2522	23	- Sweden - 6 percent
2522	25	In middle-income countries, the largest increases in excess deaths were recorded in Peru (97%), Ecuador (51%) and Mexico (41%). In the poorest countries, the highest excess deaths were in Bolivia (49%), Iran (29%) and Indonesia (28%).
2522	27	Coronavirus in Poland - the latest information
2522	29	The Ministry of Health announced on Wednesday that from May 19 to May 25, 1,871 cases of coronavirus infection were confirmed in Poland, including 166 re-infections. A total of 60 people died - due to COVID-19 alone, it was 14 people, and due to the coexistence of COVID-19 with other diseases - 46 people. Over the past week, almost 56,000 tests for the presence of coronavirus have been carried out.
2523	4	Prime Minister Mario Draghi has tightened the course: vaccinations are necessary to enter the swimming pool, museum or eat in a restaurant. The decision sparked a wave of protests, on which right-wing radicals are capitalizing.
2523	6	Just a few months ago, before the delta again increased the statistics of diseases and deaths, in the Apennine Peninsula it was believed that there would be no compulsory vaccination. Although the government in Rome was the first in Europe to order all healthcare professionals and pharmacists to take an injection under the threat of taking their pay or suspension from practicing their profession, it defended itself against dividing society into vaccinated and unvaccinated for a long time. Health Minister Roberto Speranza has repeatedly said that vaccination is the most important instrument in the fight against the pandemic, but he prefers to encourage it rather than force it. In addition, the stabbing action itself, after a rather sluggish start, gained strength in the spring.
2523	8	The authorities, moreover, hoped that the citizens had not forgotten about the tragedy that affected them just over a year ago. Images that have circulated the world, like convoys of trucks transporting covid-19 victims from Bergamo, have been imprinted in the imagination of Italians. The country is slowly rebuilding itself - economically, but also as a community. So if not the government's request, at least the memory of the catastrophe was supposed to encourage the adoption of the coronavirus vaccine.
2523	10	Mario Draghi is taking it easy
2523	12	Hopes turned out to be in vain. Although this week the number of residents who took both doses of the preparation crossed the psychologically important barrier of 30 million, which means that half of the adult population is vaccinated (more than in France, Germany or Poland), Draghi is not satisfied. Not only because of the delta and the increase in cases - these are so far light, at the level of 4-5 thousand. new cases per day, much lower than in the UK or Spain. Italy is in peak season at the end of July and beginning of August. Locals and tourists will flock to the beaches, to the mountains, to historic cities and towns. Closing borders is out of the question. Tourism weighs too much on the Italian economy, it might not survive another blow. Resorts, hotels and restaurants must remain open.
2523	14	There is also a second reason, which is related to the first. The economy is bouncing back, and faster than experts predicted. At the beginning of the year, the central bank forecast growth of 4.4%. GDP, and after the first quarter he revised the forecast - upwards. He now estimates that the economy will grow by 5%. Some experts put forward even more ambitious theses, hoping for greater consumption. In short, Italy is trying to get off its knees financially, doing better than expected. Therefore, reconstruction cannot be allowed to be hindered by another wave of infections, followed by even a fragmentary lockdown.
2523	16	That's why Draghi prefers to be safe. From now on, access to museums, galleries, cinemas, theaters, gyms and swimming pools, cafes and restaurants will be possible only for those who identify themselves with the so-called green pass (passport confirming vaccination), or they are recovering or have a fresh negative coronavirus test result.
2523	18	The situation changed immediately. Nearly 700,000 registered for vaccination. people. In some regions of the country, such as Lazio and Sicily, this meant an increase of up to 100 or 200 percent. Sicily and Sardinia, traditional holiday destinations primarily for domestic tourists, escaped the ax of the sanitary regime at the last moment - due to the increase in the number of cases, some restrictions were likely to return, including earlier closures.
2523	20	Anti-vaxxers have political patrons
2523	22	"Not everyone in Italy liked this duty. Anti-vaccination movements became active, which, although less numerous and traditionally less rooted in society than, for example, in France, made a lot of media noise over the weekend. Covidosceptics took to the streets in Palermo, Naples, Turin, and in Milan they marched through the famous Victor Emmanuel II gallery, shouting that the obligation to vaccinate is an attack on their civil rights and that the government cannot interfere so deeply in their lives. They also added populist slogans about putting power in the hands of the people, Draghim terrorizing ""ordinary citizens"" and full liberalization of economic activity as the only recipe for a return to normality."
2523	24	And although at first glance this is not much different from the activities that anti-vaxxers carry out in other countries, the Italian version of the movement is particularly dangerous because it has found an effective political patron. The extreme right is already capitalizing on the reluctance of a small part of society to vaccinate: radicals have managed to frame the issue of vaccination with a completely new, unrelated to the pandemic narrative. When they protest against vaccine passports, they are not talking about public health or sanitation issues. They entangle the subject of vaccinations in the current ideological conflict and cultural war of the progressive left with populist nationalism.
2523	26	Giorgia Meloni is on a roll
2523	28	"Just a day after the announcement of the obligation to vaccinate, Giorgia Meloni, the leader of the Italian Brothers, the far-right and most popular Italian group at the moment, wrote a fiery column against the prime minister in the party newsletter. Interestingly, she did not accuse him of violating civil liberties, which would be an expected argument, but of hypocrisy. In her opinion, Draghi violates the sovereignty of the nation, because he requires vaccinations to use Italian swimming pools, watch Italian art or support Italian teams, while not applying this criterion to migrants crossing the Mediterranean and ""landing on Italian beaches."" In this way, Meloni rewrote the discussion about vaccines. He does not have to convince the anti-vaxxers - they probably won't accept the preparation anyway. However, in Italy - as in any other country - there is quite a large group that has not yet decided to vaccinate."
2523	30	In this way, the far right strongly influences the undecided and inserts the topic of coercion into a broader political debate. Thanks to this, it is no longer about the pandemic, but about the vision of the state and its place in Europe. The Italian Brothers benefit the most from this, their members are active in social media and co-organize protests. Matteo Salvini, the leader of the League, is trying to beat them, but Meloni is on the rise. It seems that Salvini overslept his moment - he has been trying to use migration topics for years, but when he himself was deputy prime minister and head of the Ministry of the Interior, despite his promises, he changed little in this matter.
2523	32	It is the leader of the Italian Brothers who has her time, for which she worked for a long time. Last year, she was the only one to stand up for the former fascists, whose monuments were covered with paint in the wake of protests related to the Black Lives Matter movement. Today, it sets the tone for Italy's culture war. For the time being, he goes head to head with Salvini (their parties each have 20 percent support), and will probably surpass him soon. Unfortunately, the cost of this success can be huge, counted in dozens or hundreds of coronavirus victims discouraged from vaccination.
2524	2	Coronavirus - conspiracy theories or conspiracy practice?
2524	4	"Global geopolitical changes. Express production of vaccines and blocking research on ordinary antivirals. Secrets of the coronavirus genome. All these topics are the subject of heated speculation and conspiracy theories. Some of them exceeded even the expectations of the most unreal YouTube ""seers"". Below we discuss the most popular controversies that are the domain of the global information war."
2524	6	Unexplained genesis of the virus
2524	8	"The symbol of the ""common sense"" position is the famous market in Wuhan, where pangolins were supposed to appear. Allegedly, they were fed with bat droppings - typical carriers of coronaviruses. However, this is not disturbed by the fact that ... pangolins were not traded there. Neither do bats."
2524	10	"The symbol of the ""conspirators"" is the Institute of Virology located near the world-famous marketplace. Among the scientists studying there, e.g. citizens of Western countries appeared, and the facility itself is associated with a university in Texas. The fact that various scientific, business and political bodies anticipate the possibility of such an event may add an additional flavor to the whole matter."
2524	12	Bill Gates, whom I assure you I will not write about in the part devoted to vaccines, in 2015 spoke at one of the TED conferences about the high probability of an epidemic comparable to the Spanish flu. He also pointed out ways to prepare for such an eventuality.
2524	14	"Three years earlier, the American National Intelligence Council provided President Obama with a report in which one of the threats posed by China, fighting for global hegemony, was the use of biological weapons in the form of a dangerous virus. This information was provided to the Polish viewer by the journalist Mariusz ""Max"" Kolonko, who at that time did not yet show such exotic political ambitions as now."
2524	16	"An article about bat-borne coronaviruses was finally published in early 2019 by Chinese virologist Shi Zhengli (also known as ""Bat Woman""), actively involved in the work of the local Institute of Virology. Her research was used in the work on vaccines, because among the coronaviruses she described there were those whose genome is similar to sars-cov-2."
2524	18	Over the past year, there have been many scientific controversies about whether the coronavirus could have arisen spontaneously. According to the supporters of the thesis of the natural origin of the virus, the lack of traces of artificial interference that would have to arise if its structure was changed in the laboratory.
2524	20	Vaccines - Great Hope or Big Scam?
2524	22	When we talk about this topic, it is also about the long-term neglect of research on other preparations that could prevent at least a severe course of the disease.
2524	24	The most famous example in Poland is amantadine - a chemical compound used so far in antiviral drugs and drugs against Parkinson's disease. Only a few days ago, the Medical Research Agency allocated over PLN 6.5 million for research on its use in the treatment of COVID-19 symptoms. The actions of the Ministry of Health may be even more unclear here, which first ignored the reports of medics practicing this type of treatment, and then, at the turn of November and December, de facto prohibited the use of amantadine in cases of coronavirus.
2524	26	With multi-billion expenditures on vaccine development, significantly shortening their duration, there is a factor that cannot be omitted in any way - the lack of evidence of long-term effects of the vaccine.
2524	28	Although most virologists assure that they are completely safe and should not cause more NOPs than the norm, it cannot be overlooked that the Pfizer and Moderna vaccines in particular are a kind of medical experiment.
2524	30	These are not traditional vector vaccines, i.e. those that contain a weakened virus protein. Instead, they contain mRNA responsible for its coding. Our cells, based on this information, are to generate protein S, which, as an antigen, is to trigger the response of the human immune system.
2524	32	If we add to all this:
2524	34	- problems with the approval of vaccines by the European Medicines Agency,
2524	36	- refusal of registration of AstraZeneca's vector vaccine by Switzerland,
2524	38	- reports of illegal pressure from the heads of some public institutions to influence the decision to accept the vaccine by an employee
2524	40	all this does not help in the already difficult and logistically complicated undertaking, which is the National Vaccination Program.
2524	42	Cui bono?
2524	44	Regardless of the origin of the virus and the quality of drugs and vaccines that are supposed to stop it, someone has gained from the situation and someone has lost.
2524	46	The group of the biggest losers so far includes entrepreneurs and employees from industries most sensitive to limiting interpersonal contacts. In general, however, there is a visible trend in the world of small and medium-sized enterprises becoming poorer at the expense of large corporations. There are already cases of businesses being taken over by international corporations and cases of their nationalization.
2524	48	Depriving people of their property leaves them defenseless against all other designed forms of enslavement. It allows you to manage their fear and anxiety about tomorrow. It should be noted that the current situation also introduces a structural state of political uncertainty. To put it simply - it is a powder keg into which it is enough to throw a lit match in the form of another unforeseen event.
2524	50	We have been able to experience this on a small scale since the end of May in the USA in the form of protests by radical leftist circles after the death of George Floyd. When it comes to the game for global hegemony, China gained the most, which for a long time falsified data on the development of the epidemic in Wuhan and other regions of the country. They were greatly helped in this by the World Health Organization led by the Ethiopian communist Tedros Adhanom Ghebreyesus. Among the largest economies, they are the only ones to report GDP growth for 2020 (2.3% according to Chinese data, which, however, are probably fake). Many towns in Europe and the USA, on the other hand, resemble the set design of a ghost town from a B-movie to this day.
2524	52	Where is the conspiracy and are we dealing with it at all? I leave it for the readers to think about.
2525	1	Empty shelves in stores and the prospect of starvation - this is how pro-Kremlin media describe Europe after the introduction of sanctions on Russia
2525	3	"The sanctions work, but only on the countries that have introduced them - this is the thesis disseminated by the pro-Kremlin media. ""The main French question now is: how to survive?"" said Natalia Ivanova, describing the situation on the Seine in a report for Ren-TV. ""Europeans are now even saving on food,"" reports the Russian First Channel. ago - as Prime Minister Mikhail Mishustin says - ""rogues who decided to take advantage of the situation and people's fears""."
2525	5	"The French even have problems with wine. Faced with the threat of a complete lack of food and water, the authorities banned the watering of lawns, gardens and private gardens. Goodbye cucumbers and tomatoes from your own garden. Given unprecedented inflation, fuel prices and energy shortages, the main French question now is how to survive,” Ren-TV correspondent Natalia Ivanova described the economic situation in drought-ridden France. In the three-minute material, the journalist emphasized in every possible way that the cause of the problems is not only the drought, but also the sanctions imposed on Russia. ""All this,"" he assures, ""may even lead to famine in France."""
2525	7	"The material appeared on Russian television a day after a meeting devoted to the Russian economy, at which Vladimir Putin criticized the sanctions, stating that ""their authors, guided by short-sighted, inflated political ambitions, Russophobia, hit their own national interests, their own economies to a greater extent, to the well-being of its citizens."
2525	9	Russian media: the euro zone may collapse
2525	11	Then Putin described the situation of the Russian economy as very good: he described in detail how well, in his opinion, the economy is coping with the crisis: - Russian business is replacing Western companies that have left, Russian wheat is producing a record harvest, and inflation in April fell several times compared to March - he stated.
2525	13	"The media quickly picked up on Putin's narrative of an impoverishing West. Analysts cited by the portal 1prime.ru said that imposing sanctions on Russia and restricting exports of fossil fuels could lead to a situation where ""anti-Russian sanctions will play against the European Union and lead to the collapse of the euro system: freezing Russian assets in European countries will negatively affect the banks of these countries."
2525	15	"The First Channel, in turn, broadcast a material in which it informed that as a result of sanctions in some cities in Germany, street lighting is switched off an hour earlier. ""Europeans are now saving even on food and watching with bewilderment reports from Russia about life under sanctions,"" said the channel's correspondent."
2525	17	Expert: A scenario with people queuing for food is very possible
2525	19	The Russians have stabilized the economy, but that won't help them in the long run. We won't see people queuing for food for a long time. But with the current state of affairs, such a scenario is still very possible, said Yakov Feygin, an expert on political economy at the Berggruen Institute, in an interview with Vox.
2525	21	According to Vox, the sanctions are already having a big impact on the development of technology in Russia. Moscow cannot buy products such as microchips used in the arms industry or artificial intelligence. There is a shortage of spare parts for airplanes and car parts imported from the West.
2525	23	Companies cannot purchase bleaching agents for paper or baby food packaging. A report by one Russian business outlet says that 90 percent of Russian bread makers rely on parts sourced from Europe; their current replacements will only be able to be used for a few more months, Vox enumerates.
2525	25	Empty ports and tips on how to get medicine
2525	27	"Although the message of the Russian media largely coincides with the Kremlin's propaganda line, one can find information in them suggesting that the sanctions are already working. In mid-May, the ""Izvestia"" portal published a text with tips on how to buy scarce drugs abroad. On the same day, another text on the site reported that many Russians in the first days of the ""special operation in Ukraine"" sold their properties in fear of confiscation. Some of those who got rid of their assets are now to be afraid of losing money, because it is easier to confiscate it."
2525	29	"Zapolyarnaya Pravda recently reported that Russian ports are running at half capacity because only those cargoes that were purchased and shipped before the sanctions were imposed still arrive by sea. ""And they will be over soon,"" the website reads. - Today, the situation with the delivery of goods is extremely difficult. All supply chains collapsed within a week of the start of the special military operation, Pavel Timokhin, commercial director of A Plus Holding, told the portal. Timokhin admits that problems began to arise even before the introduction of the first package of sanctions: - Goods sent or received by European Union countries and the United States began to be blocked until further notice, which immediately led to breakdowns in ports."
2525	31	Russian Prime Minister Mikhail Mishustin, quoted by the site secretmag.ru, said that some stores created an artificial shortage by keeping products in stock and then placing them on shelves at a completely different price. - Immediately there were those who decided to take advantage of this situation, people's fears - said the prime minister. - Rogues! You should directly call those who tried to cash in on the panic moods.
2525	33	Mishustin emphasized that the law provides for serious liability for such actions: - Abuse of a dominant position entails penalties of up to 50 percent of annual revenue, and the participation of officials in cartel agreements up to 7 years in prison - he warned.
2526	1	Western sanctions work. The Russian economy is bleeding
2526	3	Western sanctions hit Russia harder than ever. They concern everyone, both elites and ordinary citizens. Some industries are on the verge of bankruptcy.
2526	5	A week after the Russian invasion of Ukraine, life in Russia has changed dramatically. The unprecedented Western sanctions affected almost every sector of the economy: finance, transport, tourism, culture, sports. New measures are introduced every day and it is easy to get lost in them. This resembles the so-called strategy of a thousand pricks, which is already straining the Russian economy. Only they are not stabs, but shock waves.
2526	7	In just a few days, the ruble lost about a third of its value. There are reports of queues in front of ATMs and problems with paying with cards or payment systems Google Pay and Apple Pay. Household appliances, but also Western clothing and footwear, may soon become scarce, as was the case in Soviet times. If the current trend continues, some experts expect a double-digit economic slump later this year.
2526	9	Russia prepared
2526	11	That moment has not yet come. The Kremlin admits the problems and expresses optimism: - Of course, the Russian economy is under strong pressure, a strong blow, but there is a potential for resistance, there are plans, it is being vigorously countered. The economy is not collapsing, Dmitry Peskov, spokesman for President Vladimir Putin, assured on Wednesday in Moscow. The Kremlin argues that the situation on the markets will calm down soon.
2526	13	"At least since the annexation of Crimea in 2014, Russia has complied with economic sanctions imposed by the West. There was even a euphemistic term for it. Instead of ""sanctions"", the Russian media prefer to talk about the ""new economic reality"". Now, however, the blow is much more powerful. A novelty is the creation of a crisis center headed by Prime Minister Mikhail Mishustin, which is trying to bring the situation under control."
2526	15	The overflight ban for Russian aircraft hits Russian aviation very hard. Travel companies are also seeing bookings fall by up to 70 percent. Russians who manage to reach their dream beach must have a lot of cash with them. The reason is the exclusion of some Russian banks from the SWIFT payment system. For example, three hospitals in Thailand currently serve Russian patients only for cash. And when it comes to the flight home, it will also not be so obvious now.
2526	17	As expected, Russia's central bank reacted to the ruble crash and doubled its key interest rate to 20 percent to counter devaluation and an inflationary spiral. But the central bank itself is also under unprecedented pressure and seems surprised by the West's decision to actually freeze two-thirds of its reserves. According to Reuters, the president of the bank, Elwira Nabiullina, said in a video for employees that a milder scenario was expected.
2526	19	The middle class hardest hit
2526	21	The middle class is the most concerned about the crisis, writes the business newspaper Vedomosti. Some Moscow restaurants now have around 60 percent fewer guests. But the sanctions will be felt by all citizens, not just the middle class. So far, the Russians have perceived the sanctions as a kind of “punishment for the elites”.
2526	23	"""Now we realize that everyone will lose out,"" the newspaper quotes one psychologist. Sergei Utkin, a well-known Moscow economist, warns in the Kommersant newspaper of ""gigantic economic losses and the destruction of the lifestyle of entire social classes."" All this, he claims, is the result of the military campaign in Ukraine."
2526	25	It seems that hardly anyone in Russia took into account the sanctions in the field of sport and culture. More and more Russian teams are banned from tournaments. Sporting events like the Champions League final in St. Petersburg are being postponed, causing millions in losses to the local hotel industry.
2526	27	Russian cinemas in danger
2526	29	"Russian artists, such as the famous conductor Valery Gergiev, a supporter of President Putin, are losing engagements in the West. However, one industry was hit particularly hard - the cinema. When the new version of the Hollywood blockbuster ""Batman"" hits cinemas around the world on Thursday, Russians will not see it for the first time in decades."
2529	3	Speculations about the end of the operational capabilities of the Russian special services should be considered exaggerated at the very least. Despite the ongoing war between them, chaos, demoralization and criminalization, they remain an active player in the modern intelligence world.
2529	5	The information that appeared in the media that, by the decision of Vladimir Putin of May 11, 2022, the GRU took over the main tasks in intelligence operations in the ongoing Russian-Ukrainian war, caused a number of speculations regarding the shift of the gravity vector in the Russian services to the intelligence military. Proof of this was entrusting the deputy head of the GRU, General Vladimir Alekseev, with intelligence coordination of the Russian invasion of Ukraine. In this way, the FSB intelligence (also known as the Fifth Service), led by General Sergei Beseda (accused of conducting erroneous analyzes before the start of the war, which resulted in the defeat of the Russian blitzkrieg), was sidelined.
2529	7	"The operational management of the organization of the new blitzkrieg was entrusted to the so-called Syrians (as veterans of operations in Syria are called), i.e. Generals Alexander Dvornikov, Alexander Zhuravlev and the aforementioned Alekseyev. On the other hand, in the opinions of Andrei Soldatov (creator of the Agentura.ru portal) published in an interview for the Bgsniper portal and prof. Marek Galeotti in the ""Spektator"" newspaper, the GRU, due to the ongoing armed conflict, is a structure that should engage in tactical and strategic intelligence to help the Russian troops in this war. In light of this, it has become obvious that military intelligence comes to the fore in the current circumstances. This is war. There is little room for subversive activities and bribery-based influence operations in which the Fifth Service specializes, and its officers are mainly political operators interfering in political processes in the countries of the former Soviet Union and the so-called near abroad. Also Vladimir Quachkov, a former colonel in the Russian special forces, stated that ""the most important thing is that, at least among the military, everyone now understands that it will be a long, conventional war, and not the small military operation they pretended it would be."" As he added, ""therefore, some changes were made to the structure of who leads the troops on the battlefield"" and ""the GRU is primarily responsible for collecting intelligence information for the soldiers."""
2529	9	"As far as the FSB is concerned, it should be assumed that specific tasks have now been assigned to its Third Directorate, i.e. the Department of Military Counterintelligence (Russian: Департамент Bоенной Kontrrazведки - DWKR), supervised by the first deputy director of the FSB, Sergei Korolev, and headed by General Nikolai Petrovich Yuryev and his deputy, General Raszyt Alimow. DWKR has a number of secret collaborators in the army and has standards for ""placement in a counterintelligence support facility"" of a certain number of such military counterintelligence collaborators in military units (Russian: kontrrazведывательнго обеспечения - KRO). These include the mandatory presence of a resident (a seconded or infiltrated employee or a particularly valuable source), agents (recruited sources) and trusted operational contacts (providing information, not formally recruited). For this reason, he has and is a distributor of particularly sensitive knowledge regarding the actual number of losses among Russian soldiers, the prevailing mood in their ranks and shortages in equipment and supplies."
2529	11	"The FSB agreed to this transfer of control over the operational and tactical activities of the so-called Syrians, but it negotiated for itself control over all the occupied territories and approved the head of the presidential administration in the person of Sergei Kiriyenko as a kind of overseer of these territories. This became another contribution to the war that has been going on for many years in the Russian services. According to the Ukrainian portals Apostrophe.ua and Ghall.com.ua, Azovstal will be handed over to the administration of Ramzan Kadyrov, who is associated with the FSB. On May 16 in Mariupol, Kadyrov's representatives (Adam Delimkhanov and Magomed Daudov) at a meeting with State Duma deputy Dmitry Sablina (linked to the GRU) and the head of the ""Donetsk People's Republic"" Denis Pushlin informed that the Russian authorities had subordinated the steelworks to his people and to Sergei Aksen, chairman of "" Republic of Crimea"" (in the previous ""incarnation"" he was associated with OPG Salem, one of the most active criminal groups in Crimea, in which he was known under the pseudonym Goblin and with whom MP Janusz Korwin-Mikke willingly posed for a photo during his visit to Crimea)."
2529	13	At the same time, in Kherson, there was a conflict between the FSB and the GRU over the goods seized there: grain, agricultural machinery and transport equipment, as a result of which there were almost sharp clashes. For this reason (according to, among others, the Ukrainian portal Korabelov.info and Obozrevatel.com, which refer to intelligence data), the recent appeal to Putin by Kirill Stremousov - the head of the collaborationist council of Kherson - requesting recognition of the Kherson region as a subject of the Russian Federation without a referendum and the creation of the Kherson People's Republic can be considered an initiative of the so-called GRU Syrians. Hence, in the areas occupied by the Russians, both services set up competing representations of local collaborators. An example of this can be the city of Melitpol. There, the FSB appointed Galina Danilchenko as head of the civil-military administration, while the GRU appointed its man, Volodymyr Rogov, to the same position.
2529	15	The main difference between the so-called The conflict between the Syrians and the FSB and its allied SWR (due to their common KGB pedigree) regarding the war with Ukraine is not so much about the specific methods of conducting it as about strategic goals. The FSB-SVR tandem is inclined to stop at what has already been achieved and is not entirely sure whether it absolutely needs to take over the Nikolaev and Odessa regions now, it is ready to postpone this issue for several years. so-called Syrians, on the contrary, believe that at the moment it is necessary to occupy all of Ukraine and Moldova, and thus close the issue once and for all.
2529	17	"There is also a fierce media war going on. Igor Girkin, ps. Strelkov, former Lt. Col. Special forces of the FSB (in many Polish media incorrectly presented as a former GRU or KGB officer), a veteran of the First War in Donbass and organizer of the combat units of the ""Donetsk People's Republic"", he openly criticizes the actions of the Russian army and Minister Shoigu himself in Ukraine. He even calls for removing from Putin's circle - in his opinion - those responsible for bringing the Russians ""to the brink of military defeat"", and who may even contribute to a ""shameful and humiliating"" peace. Also Gen. Vladimir Shamanov, former VDV commander in 2009-2016, called the ""butcher of Chechnya"" (accused, among others, by Human Rights Watch of committing war crimes during the Second Chechen War, and according to Russian media, including putinism.wordpress.com, closely associated with the FSB-controlled dominant criminal corporation OPG ""Sołntsewo""), publicly claims that the implementation of the so-called special military operation in its current form has no chance of achieving the assumed effects."
2529	19	Frame demolition
2529	21	"The information presented above is only a stage directions for the real problems and challenges faced by the Russian special services (it is worth remembering that in Russian semantics there is no term ""special services""; they are referred to as the state security apparatus). Recent years have been a series of image failures, especially in relation to the GRU - the failed attempt to poison Skripal (2016), the failure of the attempted coup d'état in Montenegro (2016), the eavesdropping of the World Anti-Doping Agency in Switzerland (2016-2017), blowing up the Vrbetice ammunition depot in the Czech Republic (2014), and then identifying the participants of these operations, including Gen. Andrei Averyanov, commander of unit 29155 GRU, which should be considered as proof of the particular lack of professionalization of this service. In addition, photos from 2017 from his daughter's wedding appeared in the media space, where he performs with Col. Anatoly Chepiga, one of two GRU officers accused in the UK of attempting to poison Skripal and of being involved in other operations where they used ""unsuspicious"" Tajik and Moldovan passports. In principle, it can be assumed that the only effective operation of the GRU in recent years was - already described in InfoSecurity24.pl - the successful theft of 3 billion. euros from Wirecard, Germany's flagship fin-tech company, and bringing it down. Moreover, if we look at the expulsions of Russian diplomats suspected of spying activities in recent years, the vast majority of them were GRU officers."
2529	23	The Dossier Center portal's publication of a report on the structure and personal data of the FSB leadership is also not very good about the condition of the Russian secret services.
2529	25	"The recent expulsion of about 400 Russian diplomats and embassy employees, many of whom conducted activities beyond the scope of their diplomatic status, was a kind of demolition of the Russian services. Only Malta, Cyprus and Hungary did not take this step. There is also a question - as pointed out by Patryk Wintour of The Guardian - ""why will 290 Russian diplomats continue to operate in neutral Austria, even after the Ministry of Foreign Affairs expelled four diplomats after days of hesitation"". By comparison, Austria has about 30 diplomats operating in Moscow. Many of them have been declared ""persona non grata"", meaning they are suspected of being ""intelligence officers working under diplomatic cover"". Their removal significantly weakened the operational capabilities of Russian intelligence. At the same time, there was information that Russia had recently ordered 174,000. new diplomatic passports. However, as the former head of MI6, John Sawers, pointed out, quoted by The Guardian, ""The West only records 10 percent of Russian intelligence activity."""
