doc_id	paragraph_id	en-po
755459860	34	„Prawdopodobieństwo, że obecna irańska teokracja dobrowolnie lub nawet pod znaczną presją przerwie swój program nuklearny, jest niskie” – czytamy w planie. „Bez zmiany rządu w Iranie, Ameryka stanie przed wyborem między zaakceptowaniem Iranu uzbrojonego w broń nuklearną lub zniszczeniem jak największej części tego potencjału”.
755459860	35	Prezydent Trump wyjaśnił wcześniej w tym tygodniu, że musimy dołożyć starań, aby odróżnić naród Iranu od rządzącego nim reżimu. Cóż, zgadzam się, ale robi się naprawdę bałagan, kiedy zaczynasz interweniować w ten sposób.
755459860	36	„Każda publiczna dyskusja na temat tych opcji i wszelkie wiadomości na temat reżimu irańskiego w ogóle powinny wyraźnie odróżniać reżim teokratyczny wraz z jego organami ucisku od ogółu społeczeństwa” – zgodnie z planem. „Musimy stale wzmacniać nasze poparcie dla usunięcia żelaznego sandała z szyi ludzi, aby zapewnić im wolność, na którą zasługują”.
755459860	37	Ale administracja Trumpa wypowiedziała się w sprawie innych krajów, w których ludzie chcą niepodległości. Pamiętacie Kurdów? A co z mieszkańcami katalońskiego regionu Hiszpanii? Brak wsparcia dla tych ludzi, a dlaczego? Bo to nie jest częścią porządku obrad.
755459860	38	Mówię, jeśli naród irański chce wolności, niech najpierw wyzwoli się z niewoli islamu, a potem niech zapali się w nim pasja, która płonie w ludziach, by być wolnymi, tak jak to miało miejsce u naszych przodków dzięki naukom Pisma Świętego i stój i walcz. Wtedy będą mogli poprosić o pomoc, ale tylko wtedy.
755814432	1	Plan Trumpa dla Iranu: powierzyć terrorystom władzę?
755814432	3	W wyścigu prezydenckim w 2008 roku wyjaśniłem ówczesnemu kandydatowi Rudy'emu Giulianiemu pojęcie „odrzutu”. Lata ingerencji USA i okupacji wojskowej części Bliskiego Wschodu zmotywowały grupę terrorystów do przeprowadzenia ataków na Stany Zjednoczone 11 września. Nie zrobili tego, ponieważ jesteśmy tak bogaci i wolni, jak każą nam wierzyć neokonserwatyści. Przybyli tutaj, ponieważ przez dziesięciolecia zabijaliśmy muzułmanów „tam”.
755814432	4	Skąd to wiemy? Cóż, powiedzieli nam. Osama bin Laden wyjaśnił, dlaczego Al-Kaida próbowała zaatakować Stany Zjednoczone. Nie podobało im się, że Stany Zjednoczone brały udział w konflikcie izraelsko-palestyńskim i nie podobały im się wojska amerykańskie na ich świętej ziemi.
755814432	5	Po co wierzyć terrorystom, odpowiadali niektórzy. Jak wyjaśniłem Giulianiemu dziesięć lat temu, koncepcja „odrzutu” jest dobrze znana w amerykańskiej społeczności wywiadowczej, a zwłaszcza w CIA.
755814432	6	weź udział w naszej ankiecie - ciąg dalszy historii poniżej
755814432	7	Kogo uważasz za najbardziej skorumpowanego polityka Demokratów? Kogo uważasz za najbardziej skorumpowanego polityka Demokratów?
755814432	8	Kogo uważasz za najbardziej skorumpowanego polityka Demokratów? * Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
755814432	9	E-mail *
755814432	10	Komentarze To pole służy do celów walidacji i powinno pozostać niezmienione. Wypełnienie tej ankiety zapewnia bezpłatny dostęp do aktualizacji Freedom Outpost. Możesz zrezygnować w dowolnym momencie. Zgadzasz się również z Polityką prywatności i Warunkami użytkowania tej witryny.
755814432	11	Niestety, jasne jest, że Giuliani nigdy tak naprawdę nie zrozumiał, co próbowałem mu powiedzieć. Podobnie jak reszta neokonserwatystów, albo tego nie rozumie, albo nie chce tego rozumieć. W niedawnym przemówieniu do MeK – brutalnej sekty islamistyczno-marksistowskiej, która przez dwie dekady znajdowała się na liście obserwacyjnej terroryzmu w USA – Giuliani obiecał, że administracja Trumpa uczyniła „zmianę reżimu” priorytetem dla Iranu. Powiedział nawet członkom tej organizacji – organizacji, która zabiła dziesiątki Amerykanów – że Trump postawi ich na czele Iranu!
755814432	12	Giuliani łączy z wieloma innymi neokonserwatystami, takimi jak John Bolton, silne relacje z tą grupą. W rzeczywistości zarówno Giuliani, jak i Bolton byli na liście płac MeK i otrzymali dziesiątki tysięcy dolarów za rozmowy ze swoimi zwolennikami. To kolejny przykład tego, jak zagraniczne lobby i specjalne grupy interesu utrzymują naszą politykę zagraniczną w żelaznym uścisku.
755814432	13	Czy ktoś naprawdę myśli, że Iranowi będzie lepiej, jeśli Trump powierzy władzę nad krajem grupie „byłych” terrorystów? Jak to wyglądało w Libii?
755814432	14	Łatwo jest odrzucić bombastycznego Giulianiego, gdy przemawia do swoich finansowych dobroczyńców w MeK. Niestety, twierdzenia Giulianiego zostały potwierdzone pod koniec zeszłego tygodnia, kiedy Washington Free Beacon opublikował trzystronicowy dokument programowy, krążący wśród urzędników Rady Bezpieczeństwa Narodowego, zawierający plany wywołania zmiany reżimu w Iranie.
755814432	15	Artykuł sugeruje, że Stany Zjednoczone skupiają się na wielu grupach mniejszości etnicznych w Iranie, aby wywołać niepokoje i ostatecznie obalić rząd. Jest to praktycznie ta sama mapa drogowa, którą podążały Stany Zjednoczone w Iraku, Libii, Syrii i tak dalej. Rezultatem była nieograniczona katastrofa po katastrofie.
755814432	16	Spuszczanie terrorystów na Iran w celu obalenia jego rządu jest nie tylko nielegalne i niemoralne: jest również niesamowicie głupie. Wiemy z 11 września, że ​​cios jest prawdziwy, nawet jeśli Giuliani i neokonserwatyści nie chcą tego zrozumieć. Iran nie zagraża Stanom Zjednoczonym. W przeciwieństwie do arabskich sojuszników Waszyngtonu w regionie, Iran faktycznie przeprowadza dość demokratyczne wybory i ma zorientowaną na Zachód, wykształconą i bardzo młodą populację.
755814432	17	Dlaczego nie otworzyć się na Iran z ogromną ilością kontaktów handlowych i innych? Czy ktokolwiek (poza neokonserwatystami) naprawdę wierzy, że lepiej jest spuszczać terrorystów na ludność, niż angażować ich w handel i podróże? Musimy się martwić o skutki w pełni neokonizowanej polityki prezydenta Trumpa na Bliskim Wschodzie! To jest prawdziwe zagrożenie!
755814432	18	Artykuł opublikowany za zgodą Rona Paula
756114837	1	WHO przygotowuje się na „najgorszy przypadek” w miarę rozprzestrzeniania się epidemii eboli w Kongo
756114837	3	Ten raport został pierwotnie opublikowany przez Tylera Durdena w Zero Hedge
756114837	4	W ciągu tygodnia, odkąd po raz pierwszy odnotowaliśmy nowy wybuch epidemii eboli w Demokratycznej Republice Konga, liczba przypadków wzrosła o 50%, a Światowa Organizacja Zdrowia powiedziała teraz, że przygotowuje się na „najgorszy scenariusz”.
756114837	5	WHO odnotowała 32 podejrzane lub potwierdzone przypadki w północno-zachodniej części Bikoro, nad brzegiem jeziora Tumbathe w pobliżu granicy z Republiką Konga, w tym 18 zgonów, między 4 kwietnia a 9 maja.
756114837	6	Wybuch, ogłoszony we wtorek przez ministerstwo zdrowia DRK, jest dziewiątym znanym wybuchem wirusa Ebola w DRK od 1976 r., kiedy to śmiertelna choroba wirusowa została po raz pierwszy zidentyfikowana w ówczesnym Zairze przez zespół kierowany przez Belgię.
756114837	7	Naukowcy są bardzo zaniepokojeni, że ta epidemia w odległym regionie Bikoro przeniesie się 175 mil do miasta Mbandaka – stolicy prowincji Equateur i domu dla około 1,2 miliona mieszkańców.
756114837	8	Zaktualizowaliśmy tę mapę. Okazuje się, że stolica prowincji Equateur, Mbandaka, jest domem dla około miliona osób. Znajduje się mniej niż 300 km lub 175 mil od Bikoro i można do niego dotrzeć drogą wodną. pic.twitter.com/3Q3PwAAdsh — Helen Branswell (@HelenBranswell) 11 maja 2018 r.
756114837	9	Niepokojące jest to, że najnowsza aktualizacja WHO mówi, że w Wangata – bardzo blisko Mbandaki – są dwa prawdopodobne przypadki.
756114837	10	#EbolaDRC: Ta wiadomość daje mi do myślenia. Najnowsza aktualizacja @WHO mówi, że w Wangata, która sąsiaduje ze stolicą prowincji, Mbandaka, są 2 prawdopodobne przypadki. Populacja Mbandaki = 1,2 mln. https://t.co/LwlMGcAL7J pic.twitter.com/RVVO15m2F9 — Helen Branswell (@HelenBranswell) 14 maja 2018 r.
756114837	11	Peter Salma, szef reagowania kryzysowego w Światowej Organizacji Zdrowia (WHO), powiedział w zeszłym tygodniu: „Jeśli zobaczymy miasto tej wielkości zarażone wirusem Ebola, będziemy mieli poważną epidemię miejską”, dodając: „Jesteśmy bardzo zaniepokojeni i planujemy wszystkie scenariusze, w tym najgorszy scenariusz”.
756114837	12	Dzisiaj miałem okazję zobaczyć z pierwszej ręki reakcję #Ebola w #DRC. Zespoły są zmotywowane i ciężko pracują. Odwiedziłem szpital w Bikoro, gdzie leczeni są pacjenci, a technicy laboratoryjni badają próbki. Współpracujemy z naszymi partnerami 24 godziny na dobę, 7 dni w tygodniu, aby powstrzymać tę epidemię. pic.twitter.com/JzYH3snmjM — Tedros Adhanom Ghebreyesus (@DrTedros) 13 maja 2018 r.
756114837	13	WHO planuje wysłać do 40 specjalistów na dotknięty obszar w ciągu najbliższego tygodnia, podczas gdy Salma dodaje, że ONZ ma nadzieję, że w ten weekend uruchomi mobilne laboratorium, podobne do tego utworzonego przez WHO.
756114837	14	WHO i Światowy Program Żywnościowy pracują również nad utworzeniem „pomostu powietrznego”, aby pomóc w dostarczaniu zapasów, jednak do czasu oczyszczenia lotniska w celu umożliwienia lądowania większym samolotom można używać tylko helikopterów, dodał Salama. Organ ochrony zdrowia wydał 738 000 GBP (1 mln USD) ze swojego funduszu awaryjnego na wypadek sytuacji kryzysowych, aby wesprzeć działania reagowania na następne trzy miesiące. -Codzienna poczta
756114837	15	Mobilne materiały laboratoryjne są wysyłane do szybkiej analizy próbek z Bikoro, obszaru dotkniętego wirusem Ebola w Demokratycznej Republice Konga, #DRK 🇨🇩 pic.twitter.com/vgmyqWhLFV — region afrykański WHO (@WHOAFRO) 12 maja, 2018
756114837	16	Ponad 100 wolontariuszy Czerwonego Krzyża w prowincji #Equateur (50 w #Mbandaka, 60 w #Bikoro) zmobilizowało się teraz do walki z rozprzestrzenianiem się #Ebola w #DRCongo. Wolontariusze i grupy społeczne mają kluczowe znaczenie dla powstrzymania rozprzestrzeniania się chorób, zwłaszcza na odizolowanych obszarach. pic.twitter.com/oJ33Dn1CFB — IFRC Africa (@IFRCAfrica) 13 maja 2018 r.
756114837	17	To dziewiąta epidemia w tym kraju od czasu wykrycia wirusa ebola w 1976 roku. Kiedy w zeszłym roku mała epidemia nawiedziła DRK, zaraziło się osiem osób, a cztery zmarły. W 2014 roku zarażonych było 66 osób, z czego 49 zmarło – śmiertelność na poziomie 74%. Podczas wybuchu epidemii w latach 2002-2003 zmarło 90% zakażonych. To powiedziawszy, choroba zabija średnio około połowy osób, które ją zarażają.
756114837	18	Ebola, gorączka krwotoczna, zabiła co najmniej 11 000 osób na całym świecie po tym, jak zdziesiątkowała Afrykę Zachodnią i szybko rozprzestrzeniła się w ciągu dwóch lat. Pandemia została oficjalnie ogłoszona w styczniu 2016 r., kiedy WHO ogłosiła, że ​​Liberia jest wolna od eboli. Kraj, wstrząsany kolejnymi wojnami domowymi, które zakończyły się w 2003 r., został najbardziej dotknięty gorączką, gdzie doszło do 40 procent zgonów. Sierra Leone zgłosiło największą liczbę przypadków wirusa Ebola, a prawie wszyscy zarażeni to mieszkańcy tego kraju. -Codzienna poczta
756114837	19	Eksperci twierdzą, że rozległy, odległy teren DRK zapewnia przewagę, ponieważ ogniska często pozostają zlokalizowane i łatwe do wyizolowania. Bikoro leży jednak niedaleko rzeki Kongo – ważnej drogi wodnej wykorzystywanej do transportu i handlu. W dole rzeki leży Kinszasa i Brazzaville – stolica DRK. W obu miastach mieszka łącznie 12 milionów ludzi.
756114837	20	W związku z tym kraje sąsiednie są w stanie wysokiej gotowości. Urzędnicy w Nigerii, Gwinei i Gambii zintensyfikowali środki kontroli wzdłuż swoich lotnisk i granic, co pomogło powstrzymać wirusa podczas epidemii w Afryce Zachodniej, która rozpoczęła się w 2013 roku.
756114837	21	Angola, Zambia, Tanzania, Uganda, Sudan Południowy, Republika Środkowoafrykańska, Rwanda, Burundi i Republika Konga – które graniczą z DRK – zostały zaalarmowane. Podczas gdy Kenia, która nie graniczy z krajem, wydała ostrzeżenia dotyczące możliwego rozprzestrzeniania się wirusa Ebola. Wzdłuż granicy z Ugandą i na międzynarodowym lotnisku Jomo Kenyatta rozmieszczono pistolety termiczne do wykrywania osób z gorączką. Zaniepokojeni urzędnicy służby zdrowia w Nigerii, która również nie graniczy z DRK, wprowadzili podobne środki, aby zapewnić bezpieczeństwo ludności. -Codzienna poczta
756114837	22	Naukowcy uważają, że Ebola jest najczęściej przenoszona na ludzi przez nietoperze owocożerne, jednak nosicielami mogą być również jeżozwierze, goryle, antylopy i szympansy. Jest przenoszony między ludźmi przez krew, wydzieliny i inne płyny ustrojowe (i powierzchnie) zakażonych.
756114837	23	Obecnie nie ma „sprawdzonego” leczenia wirusa Ebola, jednak istnieją dziesiątki eksperymentalnych leków – w tym szczepionka o nazwie rVSV-ZEBOV, która podobno chroni prawie 6000 osób.
757171650	1	„Mamy teraz miejską ebolę” w Kongo, WHO ostrzega przed „potencjalnie wybuchowym wzrostem” przypadków
757171650	3	Ten raport został pierwotnie opublikowany przez Tylera Durdena w Zero Hedge
757171650	4	Eksperci obawiają się „wybuchowego wzrostu” przypadków eboli po tym, jak wybuch epidemii w Kongo wszedł w „nową fazę” i rozprzestrzenił się ze wsi do miasta.
757171650	5	BBC donosi, że minister zdrowia Oly Ilunga Kalenga potwierdził przypadek w Mbandaka, milionowym mieście około 130 km (80 mil) od obszaru, w którym pierwsze przypadki zostały potwierdzone na początku tego miesiąca.
757171650	6	Miasto jest głównym węzłem komunikacyjnym z trasami do stolicy Kinszasy.
757171650	7	Czterdzieści cztery osoby zostały zarażone, a 23 osoby zmarły.
757171650	8	Starszy urzędnik Światowej Organizacji Zdrowia (WHO), Peter Salama, powiedział, że rozprzestrzenienie się na Mbandaka oznacza, że ​​istnieje możliwość „wybuchowego wzrostu” przypadków.
757171650	9	„To ważny krok w wybuchu epidemii” – powiedział BBC. „Mamy miejską ebolę, która jest zupełnie innym zwierzęciem niż wiejska ebola. Potencjał gwałtownego wzrostu liczby przypadków już istnieje”. Salama, zastępca dyrektora generalnego WHO ds. gotowości i reagowania na sytuacje kryzysowe, powiedział, że lokalizacja Mbandaki nad rzeką Kongo, szeroko wykorzystywaną do transportu, zwiększa perspektywę rozprzestrzeniania się Eboli na sąsiednie kraje, takie jak Kongo-Brazzaville i Republika Środkowoafrykańska, a także w dół rzeki do Kinszasy, 10-milionowego miasta. „To stawia zupełnie inną perspektywę na tę epidemię i sprawia, że ​​pilnie potrzebujemy bardzo szybkiego przeniesienia się do Mbandaka, aby zatrzymać tę nową pierwszą oznakę transmisji” – powiedział.
757171650	10	BBC dodaje, że WHO stwierdziła, że ​​nie zaleca żadnych ograniczeń w handlu ani podróżach ani w DR Konga, na przykład między Mbandaka a Kinszasą, ani na arenie międzynarodowej.
757171650	11	Ale Salama powiedział, że 13 krajów w regionie zwiększa środki kontroli granicznej i powiedział, że sama Demokratyczna Republika Konga zwiększa środki kontroli wyjazdów.
757171650	12	„Dobrą wiadomością jest to, że ludność Demokratycznej Republiki Konga jest bardzo przyzwyczajona do epidemii eboli” – dodał. „Wiedzą, jak się chronić, unikając masowych zgromadzeń i masowych pogrzebów. Wiedzą również, że tradycyjni uzdrowiciele mogą spotęgować epidemię”.
757171650	13	Jak zauważa The Daily Mail, jest to dziewiąty raz, kiedy Ebola została zarejestrowana w Kongu, odkąd choroba pojawiła się po raz pierwszy w pobliżu północnej rzeki Ebola w latach 70.
757171650	14	Ebola najbardziej obawia się wewnętrznego i zewnętrznego krwawienia, które może powodować u ofiar z powodu uszkodzenia naczyń krwionośnych.
757171650	15	The Mail donosi, że pracownicy służby zdrowia odnotowali potwierdzone, prawdopodobne i podejrzane przypadki wirusa Ebola w trzech strefach zdrowotnych prowincji Equateur w Kongu i zidentyfikowali 432 osoby, które mogły mieć kontakt z tą chorobą, podała WHO.
757171650	16	Dostawy wysłane do Konga obejmowały ponad 300 worków na ciała do bezpiecznego pochówku w dotkniętych społecznościach. Szczepionka będzie zarezerwowana dla osób podejrzanych o kontakt z chorobą, a także dla pracowników służby zdrowia.
757171650	17	Szczepionka wymaga przechowywania w temperaturze od -60 do -80 stopni C, co jest trudne w kraju z zawodną elektrycznością.
757243988	1	Gimnazjum w Wirginii Zachodniej instruuje dzieci, aby zapisały swoje poddanie się Allahowi
757243988	3	Widzimy to raz po raz: dzieci w wieku szkolnym muszą wyznawać islamską wiarę lub potwierdzać islam jako fakt w szkołach publicznych.
757243988	4	Następnie, kiedy administratorzy są konfrontowani, twierdzą, że to wszystko było tylko ćwiczeniem edukacyjnym, a nie prozelityzmem.
757243988	5	Ale nigdy, przenigdy nie widzieliśmy judaizmu, chrześcijaństwa, hinduizmu czy buddyzmu nauczanych jako fakt w szkołach publicznych, ani zmuszania dzieci w wieku szkolnym do wyznawania wiary w te religie.
757243988	6	weź udział w naszej ankiecie - ciąg dalszy historii poniżej
757243988	7	Kogo uważasz za najbardziej skorumpowanego polityka Demokratów? Kogo uważasz za najbardziej skorumpowanego polityka Demokratów?
757243988	8	Kogo uważasz za najbardziej skorumpowanego polityka Demokratów? * Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
757243988	9	E-mail *
757243988	10	Nazwa To pole służy do celów walidacji i powinno pozostać niezmienione. Wypełnienie tej ankiety zapewnia bezpłatny dostęp do aktualizacji Freedom Outpost. Możesz zrezygnować w dowolnym momencie. Zgadzasz się również z Polityką prywatności i Warunkami użytkowania tej witryny.
757243988	11	Z jakiegoś powodu ta forma ćwiczeń edukacyjnych jest stosowana tylko w odniesieniu do islamu. Dlaczego tak jest?
757243988	12	„Chrześcijański rodzic wściekły po szkole instruuje dzieci, aby zapisały swoje poddanie się Allahowi”, Joshua Gill, Daily Caller News Foundation, 17 maja 2018 r. (dzięki Raporcie Gellera):
757243988	13	Szkoła w Wirginii Zachodniej znalazła się pod ostrzałem za instruowanie uczniów gimnazjów, aby pisali islamskie wyznanie wiary, rzekomo w celu ćwiczenia kaligrafii. Według Christian Post Rich Penkoski, chrześcijański rodzic i założyciel internetowej służby Warriors for Christ, podniósł alarm w związku z pakietem dotyczącym islamu, który nauczyciel nauk społecznych jego córki wysłał uczniom w siódmej klasie. Pakiet, zredagowany na podstawie pełnej wersji podręcznika religii świata, instruował uczniów, aby ćwiczyli pisanie Shahada, czyli islamskiego wyznania wiary, kaligrafią arabską – zadanie, które według córki Penkoskiego, jeśli nie zostanie wykonane, skutkowałoby zatrzymaniem. Shahada stwierdza: „Nie ma boga prócz Allaha, a Mahomet jest posłańcem Allaha”. Penkoski zadzwonił do dyrektora Mountain Ridge Middle School Rona Brancha i sprzeciwił się paczce, mówiąc, że go to niepokoi i zawiera błędne informacje na temat historii kaligrafii. „Widziałem zadanie napisania Szahady po arabsku. Ich wymówką była kaligrafia” – powiedział Pieńkoski dla The Christian Post. „Byłem jak:„ Wow! wow! Whoa!” Po pierwsze, kaligrafia została wynaleziona w Chinach 3000 lat przed Mahometem. Fakt, że próbowali nakłonić moją córkę do pisania, niepokoił mnie”. „Powiedziałem:„ To się nie dzieje. Moja córka tego nie robi”. Córka powiedziała mi, że jeśli nie wykona zadania, to dostanie pokwitowanie [zatrzymania]” – dodał Pieńkoski…. Branch powiedział Christian Post, że były dwa różne zadania z kaligrafii – jedno dotyczyło Shahady, a drugie instruowało uczniów, jak ćwiczyć pisanie angielskich liter w kaligrafii. Hinson „powiedział uczniom, że mogą wykonywać te czynności, jeśli chcą” — twierdzi Branch. „Nauczycielka kilkakrotnie mówiła swojej klasie, że jest to studium religii świata i że nie próbuje opowiadać się za żadną religią nad inną. Powiedziała swojej klasie, że jeśli mają pytania dotyczące przekonań religijnych, te rozmowy powinny odbyć się z rodzicami” – dodał Branch. Penkoski twierdził, że nauczyciel odesłał uczniów do domu z tym samym pakietem dzień po złożeniu skargi – tym razem z przekreślonymi niektórymi sekcjami, ale wciąż zawierającymi zadanie Shahada. Penkoksi ponownie zadzwonił do dyrektora i skonfrontował się z Hinsonem przez telefon. „Powiedziałem:„ To nie jest w porządku prosić moje dziecko o zapisanie Shahady ”. Nauczycielka przypadkiem weszła i powiedziała, że ​​dała taką opcję i że dzieci nie muszą tego robić. Moja córka zaprzeczyła tej historii i powiedziała: „Nie, tak nie było”. Powiedziano: „Wykonaj zadanie; a jeśli chcesz dowiedzieć się więcej o Koranie, zapytaj rodziców” – powiedział Penkoski dla Christian Post. Każda religia studiowana w klasie, w tym chrześcijaństwo i judaizm, była „sprawiedliwie traktowana”, powiedział również Branch Christian Post. Powiedział, że klasa spędziła półtora tygodnia na chrześcijaństwie i judaizmie – inne religie zajęły tydzień – i omawiała wierzenia, historię i praktyki każdej religii. W części poświęconej chrześcijaństwu „nauczano Jezusa” — stwierdził Branch. „Uczniowie czytają rozdział w naszym podręczniku, który omawia chrześcijańską wiarę w to, że Jezus jest Synem Bożym i zbawienie. Omawiali także między innymi Kazanie na Górze, Ostatnią Wieczerzę i Zdradę Jezusa, Trójcę i Modlitwę Pańską” – powiedział Branch. Penkoski i jego córka Brielle zakwestionowali roszczenia Brancha. Nie uczono Modlitwy Pańskiej i bardzo mało czasu poświęcano na nauczanie o Jezusie, powiedzieli Christian Post. „Przeprowadziliśmy [jednostkę o chrześcijaństwie] przez tydzień i dwa dni. Oglądaliśmy dwa różne filmy. Nie skończyliśmy ich. Nauczali trochę o Mojżeszu i Dziesięciu Przykazaniach, o Piotrze i Pawle” — wyjaśniła Brielle. „Dowiedzieliśmy się o Izraelitach io tym, jak są prześladowani przez Rzymian. Opowiedziano nam o Żydach i trochę o Jezusie”. Penkoski udostępnił także Christian Post pakiety dotyczące chrześcijaństwa i judaizmu rozdawane na zajęciach i rzekomo zmodyfikowane w stosunku do oryginalnej pełnej wersji. Powiedział, że podczas gdy pakiet dotyczący islamu zawierał wersety z Koranu, pakiety dla tych religii nie zawierały pism świętych i nie zachęcały uczniów do pisania modlitw ani wyznań wiary. „Nie zwracaj uwagi na wersety biblijne, nie recytuj Dziesięciu Przykazań ani Modlitwy Pańskiej” – powiedział. „[Nie ma] praktyki pisania po hebrajsku w porównaniu z pakietem islamskim” – dodał…
757243988	14	Artykuł opublikowany za zgodą Roberta Spencera
757611486	1	Islamizacja szkół publicznych
757611486	3	Muzułmanie pragnący wykorzystać szkoły i podręczniki do nawracania islamu znaleźli przyjazne środowisko w amerykańskich szkołach publicznych, które są niezmordowanie zaangażowane w wielokulturowość. Z imperatywem bycia „tolerancyjnym” okradającym wielu nauczycieli z ich zdolności do krytycznej oceny kultur niezachodnich, zbyt wiele szkół publicznych i indywidualnych nauczycieli okazało się podatnych na zorganizowaną kampanię organizacji islamskich z siedzibą w USA i ich głównego dobroczyńcy, Arabii Saudyjskiej, aby przedstawić pogląd na islam, który wybiela jego brutalną historię i nietolerancyjne doktryny.
757611486	4	Wiele grup islamskich, które sprawdzają podręczniki amerykańskich szkół publicznych pod kątem dokładności ich materiałów dotyczących islamskiej doktryny i historii, jest finansowanych przez Arabię ​​​​Saudyjską. Dbają o to, aby islamskie nauczanie w tych podręcznikach przedstawiało obraz islamu, który jest tak nieskazitelny i wybielony, że czasami przekracza granicę od zwykłego pro-muzułmańskiego uprzedzenia do jawnego islamskiego nawracania.
757611486	5	Tabu dotyczące nauczania religii w szkołach publicznych, tak gorliwie ustanawiane i strzeżone przed modlitwą chrześcijańską przez ACLU i Sąd Najwyższy w ciągu ostatnich kilku dekad, jest coraz częściej usuwane w amerykańskich szkołach publicznych, ponieważ prezentacje na temat islamu często przekraczają granicę między nauczaniem faktów na temat religii i nauczania religii jako faktów.
757611486	6	weź udział w naszej ankiecie - ciąg dalszy historii poniżej
757611486	7	Kogo uważasz za najbardziej skorumpowanego polityka Demokratów? Kogo uważasz za najbardziej skorumpowanego polityka Demokratów?
757611486	8	Kogo uważasz za najbardziej skorumpowanego polityka Demokratów? * Dianne Feinstein Maxine Waters Adam Schiff Chuck Schumer Kamala Harris Kirsten Gillibrand Keith Ellison Cory Booker
757611486	9	E-mail *
757611486	10	E-mail To pole służy do weryfikacji i powinno pozostać niezmienione. Wypełnienie tej ankiety zapewnia bezpłatny dostęp do aktualizacji Freedom Outpost. Możesz zrezygnować w dowolnym momencie. Zgadzasz się również z Polityką prywatności i Warunkami użytkowania tej witryny.
757611486	11	Widzieliśmy to niedawno, kiedy Mountain Ridge Middle School w Gerrardstown w Zachodniej Wirginii poinstruowało uczniów, aby przepisali islamskie wyznanie wiary (szahada), rzekomo jako ćwiczenie kaligraficzne. Rodzic Rich Penkoski opowiadał: „Widziałem zadanie napisania Szahady po arabsku. Ich wymówką była kaligrafia. Pomyślałem: „Wow! wow! Whoa!” Po pierwsze, kaligrafia została wynaleziona w Chinach 3000 lat przed Mahometem. Fakt, że próbowali nakłonić moją córkę do pisania, niepokoił mnie. Powiedziałem: „To się nie dzieje. Moja córka tego nie robi’. Córka powiedziała mi, że jeśli nie wykona zadania, to dostanie pokwitowanie [zatrzymania]”.
757611486	12	Branch sprzeciwił się Penkoskiemu, twierdząc: „Nauczycielka kilkakrotnie mówiła swojej klasie, że jest to studium religii świata i że nie próbuje opowiadać się za żadną religią nad inną. Powiedziała swojej klasie, że jeśli mają pytania dotyczące przekonań religijnych, to takie rozmowy powinny odbyć się z rodzicami”. Powiedział, że chrześcijaństwo i judaizm otrzymały „sprawiedliwe traktowanie” w tej samej klasie.
757611486	13	Córka Pieńkoskiego, Brielle, powiedziała jednak, że klasa poświęcała znacznie mniej czasu chrześcijaństwu i judaizmowi niż islamowi. Pieńkoski zwrócił uwagę, że ćwiczenia towarzyszące były również mniej rozbudowane dla chrześcijaństwa i judaizmu niż dla islamu: „Nie zwracaj uwagi na wersety biblijne, nie recytuj Dziesięciu Przykazań ani Modlitwy Pańskiej. [Nie ma] praktyki pisania w języku hebrajskim w porównaniu z pakietem islamskim”.
757611486	14	To ukradkowe nawracanie ma zasięg ogólnokrajowy. W styczniu rodzice złożyli federalną skargę przeciwko Chatham Middle School w Chatham, New Jersey, za zmuszanie uczniów do oglądania filmów, które nawoływały do ​​islamu. Jeden film, zgodnie ze skargą, opisuje „chrześcijan i Żydów jako„ niewiernych ”i chwali Mahometa w makabrycznych szczegółach za wymordowanie ich”. Rodzic Libby Hilsenrath scharakteryzował towarzyszące zadanie jako „pełne stronniczych, karcących stwierdzeń zachęcających uczniów… do przestrzegania Koranu i zostania muzułmanami”. Inne wideo, według Hilsenratha, przedstawia muzułmańskiego chłopca, który uczy swojego nie-muzułmańskiego przyjaciela o islamie, po czym obaj idą „nauczyć się modlić”.
757611486	15	W skardze dodano: „Dzięki temu, że te doktrynalne przesłania wzywające do nawrócenia na islam zostały ujęte w formacie wideo z żywymi obrazami i tekstem, mają one większy wpływ komunikacyjny i są bardziej skłonne do akceptacji przez oglądających je uczniów niż informacje, które są wypowiedziane w klasie lub nawet zapisane w książce”.
757611486	16	Te konta nie są pojedyncze. Według Fox News uczniowie szkół średnich w Newton w stanie Massachusetts w październiku 2017 r. „udawali muzułmanów w„ islamskim ”Jerozolimie w ramach zadania klasowego”. Zlecenie obejmowało również pro-palestyński, antyizraelski artykuł. Starszy śledczy Judicial Watch, Bill Marshall, zauważył: „Mieszkańcy Newton od lat toczą niewielką wojnę z władzami szkolnymi, próbując skłonić ich do stosowania zrównoważonego programu nauczania w swoich materiałach dydaktycznych na temat islamu i konfliktu izraelsko-palestyńskiego”. Dr Bill Saxton, przewodniczący organizacji Citizens for National Security, powiedział, że zadanie to było „celową próbą indoktrynacji naszych wrażliwych licealistów „cnotami” islamu kosztem chrześcijaństwa, judaizmu i innych religii”.
