doc_id	paragraph_id	en-ge
757171650	10	Die BBC fügt hinzu, dass die WHO sagte, sie empfehle keine Handels- oder Reisebeschränkungen, weder innerhalb der DR Kongo, beispielsweise zwischen Mbandaka und Kinshasa, noch international.
757171650	11	Herr Salama sagte jedoch, dass 13 Länder in der Region Grenzkontrollmaßnahmen verstärkten und dass die DR Kongo selbst die Ausgangskontrollmaßnahmen verstärkte.
757171650	12	„Die gute Nachricht ist, dass die Bevölkerung der DR Kongo sehr an Ebola-Ausbrüche gewöhnt ist“, fügte er hinzu. „Sie wissen, dass sie sich schützen müssen, indem sie Massenversammlungen und Massenbegräbnisse vermeiden. Sie wissen auch, dass traditionelle Heiler den Ausbruch verstärken können.“
757171650	13	Wie The Daily Mail feststellt, ist es das neunte Mal, dass Ebola im Kongo registriert wurde, seit die Krankheit in den 1970er Jahren zum ersten Mal in der Nähe des nördlichen Ebola-Flusses aufgetreten ist.
757171650	14	Ebola ist am meisten wegen der inneren und äußeren Blutungen gefürchtet, die es aufgrund von Schäden an den Blutgefäßen bei den Opfern verursachen kann.
757171650	15	Die Mail berichtet, dass Gesundheitspersonal bestätigte, wahrscheinliche und vermutete Fälle von Ebola in drei Gesundheitszonen der kongolesischen Provinz Equateur registriert und 432 Personen identifiziert habe, die möglicherweise Kontakt mit der Krankheit hatten, sagte die WHO.
757171650	16	Zu den Lieferungen, die in den Kongo geschickt wurden, gehörten mehr als 300 Leichensäcke für sichere Bestattungen in den betroffenen Gemeinden. Der Impfstoff wird Personen vorbehalten sein, bei denen der Verdacht besteht, dass sie mit der Krankheit in Kontakt gekommen sind, sowie Gesundheitspersonal.
757171650	17	Der Impfstoff muss bei einer Temperatur zwischen -60 und -80 Grad C gelagert werden, was in einem Land mit unzuverlässiger Stromversorgung schwierig ist.
757243988	1	West Virginia Middle School weist Kinder an, ihre Unterwerfung unter Allah aufzuschreiben
757243988	3	Wir sehen das immer wieder: Schulkinder müssen in öffentlichen Schulen das islamische Glaubensbekenntnis ablegen oder den Islam als Tatsache bekennen.
757243988	4	Wenn Administratoren dann konfrontiert werden, behaupten sie, es sei alles nur eine erzieherische Übung gewesen, keine Missionierung.
757243988	5	Aber wir sehen niemals, dass Judentum oder Christentum oder Hinduismus oder Buddhismus als Tatsache in öffentlichen Schulen gelehrt werden oder dass Schulkinder gezwungen werden, ein Glaubensbekenntnis zu diesen Religionen abzulegen.
757243988	6	Nehmen Sie an unserer Umfrage teil - die Geschichte geht unten weiter
757243988	7	Wen halten Sie für den korruptesten demokratischen Politiker? Wen halten Sie für den korruptesten demokratischen Politiker?
757243988	8	Wen halten Sie für den korruptesten demokratischen Politiker? * Dianne Feinstein, Maxine Waters, Adam Schiff, Chuck Schumer, Kamala Harris, Kirsten Gillibrand, Keith Ellison, Cory Booker
757243988	9	Email *
757243988	10	Name Dieses Feld dient Validierungszwecken und sollte unverändert bleiben. Durch das Ausfüllen dieser Umfrage erhalten Sie kostenlosen Zugriff auf Freedom Outpost-Updates. Sie können sich jederzeit abmelden. Sie stimmen auch der Datenschutzrichtlinie und den Nutzungsbedingungen dieser Website zu.
757243988	11	Aus irgendeinem Grund wird diese Form der Erziehungsübung immer nur in Bezug auf den Islam verwendet. Nun, warum ist das so?
757243988	12	„Christian Parent Furious After School Instructs Children To Write Out Their Submission To Allah“, von Joshua Gill, Daily Caller News Foundation, 17. Mai 2018 (dank des Geller-Berichts):
757243988	13	Eine Schule in West Virginia ist unter Beschuss geraten, weil sie Schülern der Mittelstufe beigebracht hat, das islamische Glaubensbekenntnis zu schreiben, angeblich um Kalligrafie zu praktizieren. Rich Penkoski, ein christlicher Elternteil und Gründer des Online-Dienstes Warriors for Christ, schlug laut Christian Post Alarm wegen eines Pakets über den Islam, das der Sozialkundelehrer seiner Tochter in der siebten Klasse an Schüler ausgegeben hatte. Das Paket, das aus der Vollversion eines Arbeitsbuchs der Weltreligionen herausgegeben wurde, wies die Schüler an, das Schreiben der Shahada oder des islamischen Glaubensbekenntnisses in arabischer Kalligraphie zu üben – eine Aufgabe, die laut Penkoskis Tochter zu einer Inhaftierung führen würde, wenn sie nicht ausgeführt würde. Die Shahada sagt: „Es gibt keinen Gott außer Allah, und Muhammad ist der Gesandte Allahs.“ Penkoski rief den Schulleiter der Mountain Ridge Middle School, Ron Branch, an und protestierte gegen das Paket, da es ihn störte und falsche Informationen über die Geschichte der Kalligrafie enthielt. „Ich sah die Aufgabe, die Schahada auf Arabisch zu schreiben. Ihre Entschuldigung war Kalligrafie“, sagte Penkoski der Christian Post. „Ich dachte: ‚Whoa! Wow! Whoa!‘ Zunächst einmal wurde die Kalligrafie 3.000 Jahre vor Mohammed in China erfunden. Die Tatsache, dass sie versuchten, meine Tochter dazu zu bringen, das zu schreiben, beunruhigte mich.“ „Ich sagte: ‚Das passiert nicht. Meine Tochter tut das nicht. ‘ Meine Tochter sagte mir, wenn sie die Aufgabe nicht erledigt, würde sie einen [Haftungs-] Zettel bekommen “, fügte Penkoski hinzu …. Es gab zwei verschiedene Kalligraphieaufgaben – eine mit der Shahada und eine andere, die die Schüler anwies, das Schreiben englischer Buchstaben in Kalligraphie zu üben, sagte Branch gegenüber Christian Post. Hinson „sagte den Schülern, dass sie diese Aktivitäten machen könnten, wenn sie wollten“, behauptete Branch. „Die Lehrerin hat ihrer Klasse mehrmals gesagt, dass dies ein Studium der Weltreligionen ist und dass sie nicht versucht, für eine Religion eine andere zu vertreten. Sie hat ihrer Klasse gesagt, dass, wenn sie Fragen zu religiösen Überzeugungen haben, diese Gespräche mit ihren Eltern geführt werden sollten“, fügte Branch hinzu. Penkoski behauptete, der Lehrer habe die Schüler am Tag, nachdem er eine Beschwerde eingereicht hatte, mit demselben Paket nach Hause geschickt – diesmal mit bestimmten Abschnitten, die durchgestrichen waren, aber immer noch die Shahada-Aufgabe enthielten. Penkoksi rief den Direktor erneut an und konfrontierte Hinson am Telefon. „Ich sagte: ‚Das ist nicht in Ordnung, wenn ich mein Kind auffordere, die Shahada aufzuschreiben.‘ Die Lehrerin kam zufällig herein und sagte, sie habe es zu einer Option gemacht und die Kinder müssten es nicht tun. Meine Tochter widersprach dieser Geschichte und sagte: „Nein, das wurde nicht gesagt.“ Was gesagt wurde, war: „Mach die Aufgabe; und wenn du mehr über den Koran erfahren möchtest, frag deine Eltern‘“, sagte Penkoski zu Christian Post. Jede Religion, die in der Klasse studiert wurde, einschließlich Christentum und Judentum, wurde „gleich behandelt“, sagte Branch auch gegenüber Christian Post. Er sagte, die Klasse habe eineinhalb Wochen mit Christentum und Judentum verbracht – andere Religionen dauerten eine Woche – und den Glauben, die Geschichte und die Praktiken jeder Religion diskutiert. Während des Abschnitts über das Christentum „wurde Jesus gelehrt“, behauptete Branch. „Die Schüler lesen das Kapitel in unserem Lehrbuch, in dem es um den christlichen Glauben geht, dass Jesus der Sohn Gottes und die Errettung ist. Sie diskutierten unter anderem auch über die Bergpredigt, das letzte Abendmahl und den Verrat Jesu, die Dreieinigkeit und das Vaterunser“, sagte Branch. Penkoski und seine Tochter Brielle bestritten die Behauptungen von Branch. Das Vaterunser wurde nicht gelehrt, und es wurde sehr wenig Zeit damit verbracht, über Jesus zu lehren, sagten sie der Christian Post. „Wir haben [die Einheit über das Christentum] über eine Woche und zwei Tage durchgeführt. Wir haben uns zwei verschiedene Videos angesehen. Wir haben sie nicht beendet. Sie lehrten ein wenig über Moses und die Zehn Gebote, Peter und Paul“, erklärte Brielle. „Wir haben von den Israeliten erfahren und wie sie von den Römern verfolgt werden. Uns wurde von den Juden erzählt und ein bisschen von Jesus.“ Penkoski teilte Christian Post auch die Pakete über Christentum und Judentum mit, die im Unterricht verteilt und angeblich von der ursprünglichen Vollversion abgeändert wurden. Während das Paket über den Islam Verse aus dem Koran enthielt, enthielten die Pakete für diese Religionen keine Schriften und ermutigten die Schüler nicht, Gebete oder Glaubensbekenntnisse zu schreiben, sagte er. „Beachten Sie keine Bibelverse, kein Rezitieren der Zehn Gebote oder des Vaterunsers“, sagte er. „[Es gibt] kein Üben des Schreibens auf Hebräisch im Vergleich zum islamischen Paket“, fügte er hinzu….
757243988	14	Artikel veröffentlicht mit Genehmigung von Robert Spencer
757611486	1	Die Islamisierung der öffentlichen Schulen
757611486	3	Muslime, die bestrebt sind, Schulen und Lehrbücher zu nutzen, um für den Islam zu werben, haben in amerikanischen öffentlichen Schulen, die sich unermüdlich dem Multikulturalismus verschrieben haben, ein einladendes Umfeld gefunden. Da der Imperativ, „tolerant“ zu sein, viele Pädagogen ihrer Fähigkeit beraubt, nicht-westliche Kulturen kritisch zu bewerten, haben sich allzu viele öffentliche Schulen und einzelne Lehrer als anfällig für eine organisierte Kampagne von in den USA ansässigen islamischen Organisationen und ihrem wichtigsten Wohltäter erwiesen. Saudi-Arabien, um eine Sichtweise des Islam zu präsentieren, die seine gewalttätige Geschichte und seine intoleranten Lehren beschönigt.
757611486	4	Viele der islamischen Gruppen, die amerikanische öffentliche Schulbücher auf die Genauigkeit ihres Materials zur islamischen Doktrin und Geschichte überprüfen, werden von Saudi-Arabien finanziert. Sie stellen sicher, dass der Islamunterricht in diesen Lehrbüchern ein so makelloses und weiß getünchtes Bild des Islam vermittelt, dass es manchmal die Grenze von einer reinen pro-muslimischen Voreingenommenheit zu einer unverblümten islamischen Missionierung überschreitet.
757611486	5	Das Tabu über den Religionsunterricht an öffentlichen Schulen, das in den letzten Jahrzehnten von der ACLU und dem Obersten Gerichtshof so eifrig eingeführt und gegen das christliche Gebet geschützt wurde, wird in den amerikanischen öffentlichen Schulen zunehmend beiseite geschoben, da Präsentationen über den Islam häufig die Grenze zwischen Unterricht überschreiten Fakten über die Religion und die Religionslehre als Tatsache.
757611486	6	Nehmen Sie an unserer Umfrage teil - die Geschichte geht unten weiter
757611486	7	Wen halten Sie für den korruptesten demokratischen Politiker? Wen halten Sie für den korruptesten demokratischen Politiker?
757611486	8	Wen halten Sie für den korruptesten demokratischen Politiker? * Dianne Feinstein, Maxine Waters, Adam Schiff, Chuck Schumer, Kamala Harris, Kirsten Gillibrand, Keith Ellison, Cory Booker
757611486	9	Email *
757611486	10	E-Mail Dieses Feld dient Validierungszwecken und sollte unverändert bleiben. Durch das Ausfüllen dieser Umfrage erhalten Sie kostenlosen Zugriff auf Freedom Outpost-Updates. Sie können sich jederzeit abmelden. Sie stimmen auch der Datenschutzrichtlinie und den Nutzungsbedingungen dieser Website zu.
757611486	11	Wir haben dies erst kürzlich gesehen, als die Mountain Ridge Middle School in Gerrardstown, West Virginia, Schüler anwies, das islamische Glaubensbekenntnis (Schahada) abzuschreiben, angeblich als Kalligrafieübung. Elternteil Rich Penkoski erzählte: „Ich sah die Aufgabe, die Schahada auf Arabisch zu schreiben. Ihre Entschuldigung war Kalligrafie. Ich dachte: ‚Whoa! Wow! Whoa!‘ Zunächst einmal wurde die Kalligrafie 3.000 Jahre vor Mohammed in China erfunden. Die Tatsache, dass sie versuchten, meine Tochter dazu zu bringen, das zu schreiben, beunruhigte mich. Ich sagte: ‚Das passiert nicht. Meine Tochter tut das nicht.‘ Meine Tochter sagte mir, dass sie einen [Haft-]Zettel bekommen würde, wenn sie die Aufgabe nicht erledigte.“
757611486	12	Branch widersprach Penkoski und behauptete: „Die Lehrerin hat ihrer Klasse mehrmals gesagt, dass dies ein Studium der Weltreligionen ist und dass sie nicht versucht, sich für eine Religion gegenüber einer anderen einzusetzen. Sie hat ihrer Klasse gesagt, dass, wenn sie Fragen zu religiösen Überzeugungen haben, diese Gespräche mit ihren Eltern geführt werden sollten.“ Er sagte, dass Christentum und Judentum in derselben Klasse „gleich behandelt“ würden.
757611486	13	Penkoskis Tochter Brielle sagte jedoch, dass die Klasse viel weniger Zeit mit Christentum und Judentum verbrachte als mit dem Islam. Penkoski wies darauf hin, dass die begleitenden Übungen für das Christentum und das Judentum auch weniger umfangreich seien als für den Islam: „Beachtet keine Bibelverse, kein Aufsagen der Zehn Gebote oder des Vaterunsers. [Es gibt] kein Üben des Schreibens auf Hebräisch im Vergleich zum islamischen Paket.“
757611486	14	Diese heimliche Missionierung findet landesweit statt. Letzten Januar reichten Eltern eine Bundesbeschwerde gegen die Chatham Middle School in Chatham, New Jersey ein, weil sie Schüler gezwungen hatten, Videos anzusehen, die für den Islam missionierten. Ein Video, so die Beschwerde, beschreibt „Christen und Juden als ‚Ungläubige‘ und lobt Mohammed in grausamen Details dafür, dass er sie abgeschlachtet hat“. Elternteil Libby Hilsenrath charakterisierte die begleitende Aufgabe als „vollgestopft mit voreingenommenen, züchtigenden Aussagen, die die Schüler ermutigen … dem Koran zu folgen und Muslim zu werden“. Ein anderes Video, so Hilsenrath, zeigt einen muslimischen Jungen, der seinen nichtmuslimischen Freund über den Islam unterrichtet, woraufhin beide gehen, um „das Beten zu lernen“.
757611486	15	Die Beschwerde fügt hinzu: „Aufgrund der Tatsache, dass diese Lehrbotschaften, die zur Konversion zum Islam aufrufen, im Videoformat mit lebendigen Bildern und Texten enthalten waren, haben sie eine größere kommunikative Wirkung und werden von den Schülern, die sie betrachten, eher akzeptiert als Informationen in einem Klassenzimmer gesprochen oder sogar in einem Buch geschrieben.“
757611486	16	Diese Konten sind nicht singulär. Highschool-Schüler in Newton, Massachusetts, gaben laut Fox News im Oktober 2017 „im Rahmen einer Klassenaufgabe in der ‚islamischen‘ Stadt Jerusalem vor, Muslime zu sein“. Der Auftrag beinhaltete auch einen pro-palästinensischen, anti-israelischen Artikel. Der leitende Ermittler von Judicial Watch, Bill Marshall, bemerkte: „Die Bürger von Newton führen seit Jahren einen kleinen Krieg mit Schulbeamten und versuchen, sie dazu zu bringen, in ihren Unterrichtsmaterialien zum Thema Islam und dem israelisch-palästinensischen Konflikt einen ausgewogenen Lehrplan zu verwenden.“ Dr. Bill Saxton, Vorsitzender von Citizens for National Security, sagte, der Auftrag sei ein „zielgerichteter Versuch, unsere beeinflussbaren Highschooler mit den ‚Tugenden‘ des Islam auf Kosten des Christentums, des Judentums und anderer Religionen zu indoktrinieren.“
757611486	17	In der Zwischenzeit bemerkte Michelle King, Mutter aus Georgia, 2016: „Meine Tochter musste den Shahid und die fünf Säulen des Islam lernen, was man lernt, um zu konvertieren“, während sie weder das Christentum noch die Zehn Gebote lehrte. Eine Hausaufgabe in Walton County, Georgia, lautete: „Allah ist die [Leerstelle], die von Juden und Christen verehrt wird“, wobei die Schüler die Lücke mit „demselben Gott“ ausfüllen müssen.
757611486	18	Elternteil Steve Alsup fügte hinzu: „Es schien mir wie die halbe Wahrheit, sie sprachen nicht über die extremen Islamisten.“ Kim Embry, eine Sprecherin der Walton County Public Schools, sagte aufschlussreich: „Wir unterrichten dasselbe, was alle anderen unterrichten.“
757611486	19	In der Tat. Im Jahr 2015 wurden Schüler der Spring Hill Middle School in Spring Hill, Tennessee, im Rahmen einer Aufgabe gezwungen, zu schreiben: „Es gibt keinen Gott außer Allah; Mohammed ist sein Prophet.“ Mutter Joy Ellis bemerkte: „Dies ist ein staatlicher Standard der siebten Klasse und wird auf dem TCAP stehen. Ich hatte kein Problem damit, dass die Geschichte des Islam gelehrt wird, aber so weit zu gehen, mein Kind dazu zu bringen, die Schahada zu schreiben, ist inakzeptabel.“ Eine andere Mutter, Brandee Porterfield, bemerkte: „Es hat mich wirklich gestört, dass sie das ganze Kapitel über den Aufstieg des Christentums übersprungen und drei Wochen damit verbracht haben, nur den Islam zu studieren … Ich habe mit der Lehrerin und dem Schulleiter gesprochen“, sagte sie. „Sie werden keine anderen Religionen, Lehren oder Glaubensbekenntnisse lernen und sie werden dieses Kapitel nicht noch einmal durchgehen. Auch wenn sie im Mittelalter ein wenig über das Christentum diskutieren, werden sie später nie diese Grundlage für das Judentum oder Christentum haben.“
757611486	20	"Der Schuldirektor von Maury County, Chris Marczak, verteidigte den Lehrplan: „Es ist unsere Aufgabe als öffentliches Schulsystem, unsere Schüler in Weltgeschichte aufzuklären, um bereit zu sein, in einer globalen Gesellschaft zu konkurrieren und nicht eine Religion einer anderen vorzuziehen oder zu billigen indoktrinieren."" Porterfield schoss jedoch zurück: „Sie gehen nichts anderes durch. Dass die Schüler dieses Gebet auswendig lernen müssen, scheint also Indoktrination zu sein.“"
757611486	21	Keiner der Eingriffe des Islam in öffentliche Schulen sollte wirklich überraschen. Multikulturalismus bedeutet schließlich Respekt vor jeder Kultur außer der eigenen. Die Verlegenheit, das Bedauern und sogar der Selbsthass, der den amerikanischen Schülern öffentlicher Schulen seit Jahrzehnten eingetrichtert wird, hat ein Vakuum geschaffen, das die Muslime nur allzu eifrig zu füllen scheinen. Sicherlich würden diejenigen, die die Islamisierung der Schulen vorantreiben, bestreiten, dass sie die Umsetzung des islamischen Rechts in den Vereinigten Staaten gerne sehen würden, und würden die Behauptung, dass ihre Bemühungen dieses Ziel in irgendeiner Weise förderten, empört zurückweisen. Sie würden sagen, dass sie alles für Toleranz, Pluralismus und Multikulturalismus tun.
757611486	22	Am Ende läuft es leider auf dasselbe hinaus.
757611486	23	Artikel veröffentlicht mit Genehmigung von Robert Spencer
757713354	1	Nicht so schnell
757713354	3	Es muss entweder eine der dümmsten Taten sein, an die ich mich erinnern kann, oder ein sehr böser Plan von Washingtoner Neokonservativen, die koreanischen Friedensgespräche zu sabotieren.
757713354	4	Wie sonst könnte man die Entscheidung von Big Brother USA und Junior Sidekick Südkorea beschreiben, große Luftwaffenübungen an der Grenze zu Nordkorea durchzuführen. Die stacheligen Nordkoreaner bekamen natürlich einen Anfall, wie immer, wenn die USA an ihren Grenzen ihre Muskeln spielen lassen. Die für diese Woche geplanten fortgesetzten Friedensgespräche mit Süd- und Nordkorea wurden von den wütenden Nordkoreanern abgesagt. Dem vielbejubelten Singapur-Gipfel zwischen US-Präsident Donald Trump und Nordkoreas Kim Jong-un droht nun die Absage oder Verzögerung.
757713354	5	Wer kann den Nordkoreanern vorwerfen, dass sie ihre Tops sprengen? Während die Sprachrohre der Trump-Administration über Frieden und Licht schwatzten, bereitete sich die US-Luftwaffe darauf vor, schwere B-52-Bomber und F-22-Raptor-Stealth-Jäger um Nordkoreas Grenzen herum zu fliegen, und mit Raketen bewaffnete U-Boote lauerten auf See.
757713354	6	Diese Provokation war die erste von zwei großen militärischen Frühjahrsübungen, die von den USA und ihrem widerstrebenden südkoreanischen Satrapen geplant wurden. Falls Nordkorea die Nachricht nicht erhalten hat, trägt die zweite Übung den Codenamen „Maximum Thunder“.
757713354	7	American Raj: Liberati... Eric Margolis Günstigster Preis: 5,99 $ Kaufen Neu 45,86 $ (Stand: 09:30 Uhr EDT - Details) Und das direkt nachdem Trump und seine neokonservativen Lakaien das vernünftige Nuklearabkommen mit dem Iran gebrochen haben. In einer Politik, die man „Sand essen und sterben“ nennen könnte, forderte Trump, dass der Iran nicht nur jegliche nukleare Kapazität aufgibt (der Iran hat keine Atomwaffen), sondern auch seine nichtnuklear bewaffneten Mittelstreckenraketen verschrotten, die Unterstützung der Palästinenser einstellen, Die Hisbollah im Libanon und die Houthis im Jemen, drehen Sie sich um und seien Sie brav, tun Sie nichts, um Israel zu verärgern, und ziehen Sie sich aus Syrien zurück. Kurz gesagt, eine Politik der totalen Kapitulation, die zu einem zukünftigen Regimewechsel führt. Kaum eine Ermutigung für Nordkorea.
757713354	8	Nordkorea lag genau richtig, als es den Erzneocon John Bolton beschuldigte, versucht zu haben, das Friedensabkommen zu sabotieren. Von 2005 bis 2006 war Bolton Botschafter der Bush-Regierung bei den Vereinten Nationen. Er begründete eine Tradition für den Posten, anti-muslimisch, pro-israelisch und anti-russisch zu sein, eine Politik, die bis heute von der derzeitigen US-UN-Vertreterin, der lautstarken Neocon Nikki Haley, fortgesetzt wird.
757713354	9	Im Zeitraum 2005-2006 standen die USA und Nordkorea nach jahrelangen Verhandlungen kurz vor einem Atom-/Friedensabkommen.
757713354	10	Geben Sie John Bolton ein. Es gelang ihm, das Abkommen zwischen den USA und Nordkorea zu sabotieren. Warum? Weil Bolton als Erz-Neokonservativer fanatisch pro-israelisch war und befürchtete, dass Nordkorea Israels Feinden Nukleartechnologie liefern könnte. Wie bei den Neokonservativen üblich, standen die Interessen Israels vor denen der Vereinigten Staaten. Trumps neu ernannter Außenminister Michael Pompeo ist ebenfalls ein glühender Neokonservativer.
757713354	11	Vergangene Woche ging Bolton ins US-Fernsehen und schlug tatsächlich vor, Nordkorea könne ausgerechnet dem von Libyen vorgegebenen Kurs folgen. Libyens damaliger Herrscher Muammar Gaddafi kaufte nach dem Einmarsch der Bush-Regierung in den Irak einige Nuklearanlagen von Pakistan, damit er sie als Geste der Zusammenarbeit an die USA übergeben konnte. Die Übergabe erfolgte mit viel Tamtam, dann griffen die USA, Frankreich und Großbritannien Libyen an und stürzten Gaddafi. Der glücklose libysche Führer wurde schließlich von französischen Agenten ermordet. Krieg an der Spitze der ... Eric Margolis Bester Preis: 2,60 $ Neu kaufen 24,57 $ (ab 09:00 EDT - Details)
757713354	12	Hat Bolton das mit Nordkorea im Sinn? Die Nordländer schienen das jedenfalls zu glauben. Einige fragten sich, ob Bolton und vielleicht Pompeo versuchten, den Nordkorea-Deal zu sabotieren. Oder waren zumindest unglaublich stumpfsinnig und angriffslustig. War Trump in diese Intrige verwickelt? Schwer zu erzählen. Aber er kann sich nicht freuen. Seine Lakaien und Stiefellecker fördern Trump für den Nobelpreis – eher vor den Ereignissen.
757713354	13	Oder rasselte das US-Militär mit den Säbeln und versuchte, seine riesigen Investitionen in Nordasien zu schützen? Das Pentagon steht den vorgeschlagenen koreanischen Atomabkommen skeptisch gegenüber. Der Ausbruch von Süße und Licht, der aus Pjöngjang kommt, klingt einfach zu gut, um wahr zu sein.
757713354	14	Erfahrene Korea-Beobachter, darunter auch dieser Autor, finden es schwer zu glauben, dass Kim Jong-un seine Atomwaffen aufgeben wird, insbesondere nachdem er Trumps Betrug im Umgang mit dem Iran und den Mord an Gaddafi gesehen hat.
757713354	15	Apropos Denuklearisierung, warum verlangt Nordkorea nicht, dass die USA ihre in Südkorea, Okinawa, Guam und mit der 7. Flotte stationierten Atomwaffen loswerden? Viele zielen auf Nordkorea ab. US-Atomwaffen basieren auf Diego Garcia im Indischen Ozean. Andere haben ihren Sitz heimlich in Japan.
757713354	16	Warum nicht von den USA fordern, alle ihre 28.500 Soldaten in Südkorea und etwa 2.000 Militärtechniker auf Luftwaffenstützpunkten abzuziehen? Stoppen Sie endgültig jene Militärmanöver im Frühjahr und Herbst, die die Kriegsgefahr erhöhen. Beenden Sie das Handelsembargo gegen Nordkorea, das einem Wirtschaftskrieg auf hohem Niveau gleichkommt. Aufnahme normaler diplomatischer Beziehungen.
757713354	17	Pjöngjang hat noch nicht einmal begonnen, diese Fragen anzusprechen. Lächeln und Umarmungen sind verfrüht.
757713354	18	Das Beste von Eric Margolis
757843275	1	EXPERIMENTELLER Ebola-Impfstoff wird im Kongo verabreicht, da die Zahl der Ebola-Todesopfer steigt
757843275	3	Im Kongo wird ein experimenteller Ebola-Impfstoff eingeführt, da die Zahl der Todesopfer durch die Infektionskrankheit weiter steigt. Heute beginnt die Impfkampagne.
757843275	4	„Die Impfkampagne beginnt morgen, Montag, in Mbandaka, der Hauptstadt der Provinz“, sagte Gesundheitsminister Oly Ilunga gegenüber The Associated Press, wie von 9 News Australia berichtet. „Es wird in erster Linie auf das Gesundheitspersonal, die Kontakte der Kranken und die Kontakte der Kontakte abzielen.“ Die Weltgesundheitsorganisation hat vor der „Ebola-Situation“ im Kongo gewarnt, und es scheint, dass ihre einzige Lösung ein experimenteller Impfstoff ist.
757843275	5	Ein experimenteller Impfstoff ist ein Impfstoff, der noch nie zuvor an Menschen ausprobiert wurde.
757843275	6	Das hämorrhagische Ebola-Fieber, das hauptsächlich in Afrika auftritt, ist eine der am meisten gefürchteten Krankheiten der Welt. Es beginnt mit grippeähnlichen Symptomen, gefolgt von blutigem Durchfall und Erbrechen. Tage später beginnen einige Opfer aus Nase, Mund und Augen zu bluten. Je nach Stamm des Ebola-Virus kann es bis zu 90 % der Opfer töten. Ebola ist nicht heilbar. Das Virus wird durch direkten Kontakt mit dem Blut oder den Sekreten einer infizierten Person übertragen.
757843275	7	Erreicht das Ebola-Virus also ein so erschreckendes Ausmaß, dass ein experimenteller Impfstoff gerechtfertigt ist? Die Zahl der Todesopfer hat 26 erreicht und der Impfstoff wird in Mbandaka eingeführt, der nordwestlichen Stadt mit 1,2 Millionen Einwohnern, die kürzlich von dem Ausbruch heimgesucht wurde. Da das Virus durch direkten Kontakt verbreitet wird und nicht in der Luft ist, ist es nicht annähernd so tödlich, wie es sein könnte.
757843275	8	Lesen Sie hier mehr über Ebola und wie es übertragen wird:
757843275	9	Anfänglich wird die Kampagne auf 600 Personen abzielen, hauptsächlich medizinisches Personal, Kontakte von Verdachtsfällen und diejenigen, die mit den Kontakten in Kontakt standen, sagte Ilunga. Beamte arbeiten dringend daran, zu verhindern, dass sich die Krankheit über Mbandaka hinaus ausbreitet, das am Kongo-Fluss, einem viel befahrenen Verkehrskorridor, liegt und eine Flugstunde von der Hauptstadt entfernt ist.
757843275	10	Die Ausbreitung von Ebola von einem ländlichen Gebiet nach Mbandaka hat Alarm ausgelöst, da sich Ebola in städtischen Zentren schneller ausbreiten kann. Das Fieber kann schwere innere Blutungen verursachen, die oft tödlich sind. Das heißt, das Virus selbst tötet nicht wirklich. Die Reaktion des Immunsystems auf das Virus ist tödlich.
757843275	11	ZMapp ist auch ein experimentelles Medikament, das bei der Genesung vom Ebola-Virus helfen könnte. Aber wie der verabreichte Impfstoff wurde er noch nicht auf Sicherheit oder Wirksamkeit getestet. Es ist kein Impfstoff – es ist ein therapeutisches Medikament. Von den sieben Menschen, denen das Medikament bisher verabreicht wurde, sind zwei gestorben. ZMapp zeigt „Versprechen“, obwohl wissenschaftliche Ergebnisse nicht endgültig sind.
757843275	12	Das Risiko einer Ausbreitung von Ebola im Kongo ist nach Angaben der Behörden „sehr hoch“, und die Krankheit könnte auch in neun Nachbarländer übergreifen, warnte die Weltgesundheitsorganisation. Die WHO hat den Ausbruch jedoch nicht zu einem globalen Gesundheitsnotstand erklärt. Die WHO sagte, es sollte keine Beschränkungen für internationale Reisen oder Handel geben.
757843275	13	In der Zwischenzeit ist es wichtig, sich vor einer Ansteckung mit dem Virus zu schützen. Leider sind die Mitarbeiter des Gesundheitswesens dem größten Risiko ausgesetzt, wenn sie versuchen, das Leiden zu beseitigen: Aus diesem Grund werden sie die ersten sein, die den experimentellen Impfstoff erhalten. Hoffen wir ihnen zuliebe, dass er besser wirkt als der diesjährige Grippeimpfstoff.
757964238	1	Menschen fordern das Weiße Haus auf, die Rancher Steve & Dwight Hammond aus Oregon zu begnadigen
757964238	3	Vor ein paar Jahren habe ich Ihnen die Familie Hammon vorgestellt, eine Rancher-Familie aus Oregon, die ins Visier genommen wurde, nachdem der Patriarch der Familie und sein Sohn ins Gefängnis kamen, weil sie das taten, was Rancher tun, nämlich Feuer legen, um Eigentum und Vieh zu schützen. In der Zeit der ungemilderten „Terrorismus“-Anklagen verfolgte die Bundesregierung jedoch beide Männer, nachdem sie ihre Strafe verbüßt ​​hatten, um mehr Zeit in ihrem Profit-Gefängnissystem zu verbringen. Ihre Geschichte führte schließlich zum Protest des Malheur Wildlife Refuge, der zur Ermordung von LaVoy Finicum führte. Jetzt fordern viele, die gesehen haben, was sowohl in den Prozessen in Oregon als auch in den Gerichtsverfahren auf der Bundy Ranch stattfand, Präsident Donald Trump auf, Steve und Dwight Hammond zu begnadigen.
757964238	4	Laut der Petition des Weißen Hauses im Namen von Dwight und Steven Hammond von Protect The Harvest:
