doc_id	paragraph_id	ge-fr
22180	1	"Étudiant de 14 ans de Berlin : » Service obligatoire ? Non, merci!"""
22180	3	Autrefois, il y avait un échec rhétorique d'un seul coup contre les jeunes ayant un mauvais penchant pour le socialisme : « Allez là-bas ! » Tout le monde savait qu'ils ne feraient pas ça. Et tout le monde savait exactement pourquoi.
22180	5	Lorsque le président fédéral Frank-Walter Steinmeier a proposé le service militaire obligatoire pour les jeunes, il avait peut-être une idée similaire en tête. Nous ne le savons pas.
22180	7	"En tout cas, il n'a pas fallu longtemps avant qu'un étudiant de Berlin entre en contact avec un petit article dans Die Welt. La réponse du jeune de 14 ans est sans équivoque : « Service obligatoire ? Non, merci!"""
22180	9	"Inégal. Au début, la lycéenne affirmait à propos de ses pairs : un travail dans le domaine social ""devrait certainement être attrayant pour beaucoup."" Puis elle a ramé durement. Avec des arguments remarquables :"
22180	11	"""Même si des politiciens comme le président fédéral Frank-Walter Steinmeier sont convaincus que ce serait bon pour notre pays, on ne peut pas simplement confier des tâches responsables à des jeunes inexpérimentés"". - Personne ne contestera cela."
22180	13	"Cependant, la proposition du président fédéral ne visait pas le travail qualifié, mais le travail non qualifié, comme c'est probablement le cas dans chaque hôpital et maison de retraite. Cependant, Alma von Raggamby rejette de telles ""activités de base"" pour elle-même. En d'autres termes, ils devraient être faits par d'autres pour eux. Vous pouvez deviner pourquoi les migrants d'Arabie et d'Afrique devraient venir à Berlin."
22180	15	"La justification est téméraire : ""Beaucoup d'adolescents ne savent pas quel cheminement de carrière ils veulent suivre après l'école"", rapporte Alma : ""Dans quoi ils devraient se spécialiser pendant leurs études, s'ils veulent partir à l'étranger et commencer un emploi ou un apprentissage là."" Rien de nouveau ne pouvait être dit."
22180	17	Mais le chemin vers le but est ingénieux : »Pour clarifier cela et se trouver, il faut de la liberté.«
22180	19	"Par conséquent, la plupart des jeunes refusent de s'engager pour une année de service. ""Pourquoi ça?"" demande l'étudiant, qui réussit bien à l'école et plus tard à l'université aux dépens de l'ancienne génération. »Certainement parce que beaucoup de personnes âgées veulent déterminer et contrôler la vie des générations futures. Et le fait que la coercition – et avec elle la restriction de la liberté – n'affecterait que les plus jeunes."
22180	21	"Et pourtant, la Miss a besoin d'une justification morale pour une vie sans travail aux dépens des autres qui vont travailler. C'est le plus gros coup dans l'enchevêtrement de pensées d'Alma de Raggamby. Elle affirme que les jeunes n'ont pas besoin d'aller travailler parce qu'ils font déjà quelque chose : ""Ils sont déjà très engagés de toute façon, se battent pour une société plus sociale, s'opposent au changement climatique. Ils ne devraient pas non plus être tenus de faire un an de service communautaire."""
22181	3	"""L'arrestation de quarante migrants lourdement armés peu avant la frontière hongroise montre les excès extrêmement dangereux de l'escalade massive de l'immigration illégale"", a déclaré aujourd'hui le porte-parole du FPÖ pour la sécurité, NAbg. Hannes Amesbauer s'est inquiété des reportages des médias correspondants et a poursuivi : ""Cela montre clairement à quel point la 'propagande d'asile de l'ÖVP' est négligente et irresponsable. D'une part, inonder constamment les gros titres de déclarations énervées mais sans substance et, d'autre part, faire l'autruche et se cacher derrière l'échec fracassant de la politique migratoire de l'UE et du droit de l'Union n'est tout simplement plus possible compte tenu de la dynamique développements. Soit l'actuel ministre de l'Intérieur de l'ÖVP, Karner, fait enfin son travail, soit il démissionne."
22181	5	"""Que doit-il se passer d'autre pour que le gouvernement fédéral noir-vert comprenne enfin que les choses ne peuvent pas continuer comme elles sont maintenant?"", s'est demandé Amesbauer. « Nous avons déjà laissé entrer plus de 30 000 immigrants illégaux dans le pays cette année. On estime maintenant qu'il y en aura 70 000 ou plus d'ici la fin de l'année. Ce sont des dimensions comme dans l'année de l'horreur 2015 », a souligné le porte-parole libéral de la sécurité, qui a également rappelé qu'à cette époque, même sous le rouge-noir, une limite supérieure de 37 500 demandes d'asile par an avait été introduite afin d'assurer le maintien de la sécurité publique et l'ordre ainsi que la paix sociale pour assurer le fonctionnement des institutions étatiques. ""Ce plafond déjà très élevé a déjà été dépassé en 2021 avec près de 40.000 demandes d'asile et sera littéralement pulvérisé cette année"", précise Amesbauer."
22182	3	L'ancien secrétaire d'État américain Henry Kissinger a déclaré il y a quelques jours qu'en fonction des conditions dans lesquelles se terminerait l'opération militaire russe en Ukraine, le rôle de l'OTAN en Europe pourrait s'affaiblir ou se renforcer. Selon lui, le conflit militaire peut se terminer de trois manières.
22182	5	L'influent expert en relations internationales et ancien secrétaire d'État américain Henry Kissinger a exposé son point de vue dans une interview au magazine britannique The Spectator publiée le 2 juillet. Il a énuméré trois options pour le conflit, dont chacune, selon lui, est encore possible :
22182	7	"Premièrement, si l'armée russe maintient ses positions actuelles, ""elle conservera 20% de l'Ukraine et la majeure partie du Donbass, les principales zones industrielles et agricoles, et une bande de terre le long de la mer Noire"", a déclaré Kissinger. Selon lui, ce sera une victoire pour la Russie ""malgré tous les échecs qu'elle a subis au début"" et le rôle de l'Otan ""ne sera plus aussi crucial"" qu'avant."
22182	9	"Deuxième possibilité : la Russie pourrait être « expulsée » des territoires dont elle a pris le contrôle en 2014, dont la Crimée. Alors, selon Henry Kissinger, ""la question de la guerre avec la Russie elle-même se posera""."
22182	11	"Troisième possibilité : si l'Ukraine ""peut empêcher la Russie d'une conquête militaire et que la"" ligne de front est repoussée jusqu'aux frontières du 24 février, cela signifiera une perte pour la Fédération de Russie. L'Ukraine retrouvera la forme qu'elle avait au début de la guerre : la ligne de bataille de l'après 2014. Elle sera réarmée et étroitement associée à l'OTAN, si elle n'en fait pas partie. Les questions restantes pourraient être résolues par la négociation. Ce serait une situation qui se fige pendant un moment. Mais comme on l'a vu avec la réunification de l'Europe, ils peuvent être atteints dans la durée"", a déclaré l'ancien diplomate et conseiller des présidents américains."
22182	13	"Kissinger est convaincu que le président ukrainien Volodymyr Zelenskij souscrit au troisième scénario. Dans ce cas, l'OTAN ne ferait que se renforcer avec l'adhésion de la Finlande et de la Suède, et l'Ukraine ""aurait les plus grandes forces terrestres conventionnelles d'Europe"", a ajouté l'ancien ministre des Affaires étrangères. L'armée ukrainienne sera également la seule en Europe à avoir l'expérience de combattre un ennemi à haute intensité - un trait qui manque aux armées européennes depuis des décennies."
22182	15	On montrera à la Russie que la crainte de l'arrivée d'armées russes qui tourmente l'Europe depuis la Seconde Guerre mondiale peut être apaisée grâce aux mesures conventionnelles de l'OTAN. Pour la première fois dans l'histoire récente, la Russie sera confrontée à la nécessité de coexister avec l'Europe dans son ensemble et non avec l'Amérique, qui joue le rôle principal dans la défense de l'Europe avec l'aide des forces nucléaires », a ajouté Henry Kissinger.
22182	17	En mai dernier, lors du forum de Davos, l'ancien ministre des Affaires étrangères avait appelé à faire pression sur l'Ukraine pour qu'elle reprenne les pourparlers avec la Russie et qu'elle mette fin aux tentatives d'infliger une « défaite écrasante » aux troupes russes pour maintenir une « porte de sortie » à la Russie. Kissinger avait exhorté les États-Unis et l'Occident à ne pas rechercher une défaite russe embarrassante en Ukraine, avertissant que cela pourrait nuire à la stabilité à long terme de l'Europe. Le président ukrainien Volodymyr Zelensky avait critiqué cette approche.
22182	19	"En juin, Kissinger a déclaré qu'il soutenait un accord de l'OTAN sur la situation en Ukraine. Il a également estimé que la Russie devait ""trouver une place"" après la fin des hostilités, sinon le pays deviendrait un avant-poste de la Chine en Europe. L'ancien diplomate fait référence aux « places » qui ont été attribuées aux anciens adversaires après les grands conflits pour rétablir un ordre international stable : la France de Louis XVIII. au Congrès de Vienne en 1815, l'Allemagne de l'Ouest et le Japon après 1945. Beaucoup voient les années 1990 comme perdues car l'Occident n'a pas réussi à intégrer la Russie dans le système occidental, la laissant dans le chaos économique, social et sécuritaire. Puis, dans les années 2000 et 2010, Moscou a retrouvé son pouvoir, grâce aux ressources financières de ses exportations pétrolières, gazières et minières, mais aussi grâce à une politique de puissance complètement reprise en main par l'État russe."
22182	21	Henry Kissinger a eu 99 ans en mai. L'influent spécialiste des relations internationales, considéré comme un partisan du courant réaliste, a été secrétaire d'État américain de 1973 à 1977 sous Richard Nixon et Gerald Ford, et conseiller à la sécurité nationale de 1969 à 1975 auprès de ces présidents.
22184	3	Düsseldorf, Francfort, Berlin (dpo) - Le chaos dans les aéroports allemands appartiendra-t-il bientôt au passé ? Au lieu de chercher du personnel sur le marché du travail vide ou à l'étranger, de plus en plus d'aéroports commencent à embaucher des vacanciers bloqués qui ont de toute façon le temps.
22184	5	"Hajo Kleibert de la société d'exploitation de l'aéroport de Düsseldorf est ravi que nous n'y ayons pas pensé plus tôt ! ""Des milliers de vacanciers sont assis à notre aéroport et n'ont rien d'autre à faire que d'attendre pendant que nous cherchons désespérément du personnel. La solution était si évidente !"""
22184	7	En attendant, les recruteurs professionnels vont de groupe en groupe de vacanciers et demandent qui veut donner un coup de main. Le postillon était sur place à Düsseldorf et a pu observer la pratique en direct.
22184	9	"Salut! Vous attendez le vol 4103 pour Ténérife, n'est-ce pas ? Tamara Klowanski, recruteuse du personnel de l'aéroport, s'adresse à un groupe plus important dans une tenue de vacances aux couleurs vives. ""Malheureusement rien ne se passe aujourd'hui."" Gémissement général. ""Oui, ça craint. Je sais. Mais : Aimeriez-vous gagner un peu d'argent supplémentaire jusqu'à demain ? Nous avons besoin de quelques personnes supplémentaires pour décharger les valises, deux pour la sécurité et un chauffeur de bus pour le tarmac. 13 euros de l'heure. Qui monte pour ça?"" Au début, quelques-uns ont signalé avec hésitation, puis plus, enfin presque tout le monde."
22184	11	"En toute confiance, Klowanski nous dit ce qu'il faut surveiller. ""Donc en gros on prend tout le monde, mais il faut faire un peu attention à qui fait quoi. Ne pas utiliser les seniors pour balancer les valises. Et ne jamais donner aux touristes ivres de Malle les drapeaux pour leur montrer les avions. On a dû apprendre ça péniblement dans certains cas . """
22184	13	"Les raisons pour lesquelles tant de vacanciers se lancent sont très différentes. Le postillon a demandé à certains d'entre eux: ""Oui, eh bien, si mes vacances ici sont déjà perdues, alors je veux au moins gagner un peu d'argent pour mes prochaines vacances"", explique Jasmin Streubeck (39 ans) de Wuppertal. ""Je suppose que je vais faire un double poste d'enregistrement à la porte ou quelque chose comme ça. Le briefing va bientôt commencer."""
22184	15	"Pour Elliot S. (21 ans) de Cologne, d'autres choses sont au premier plan : ""Je fais des contrôles de sécurité. Là-bas, on ne perçoit que le salaire minimum, mais on m'a dit que je pouvais garder tous les médicaments que je trouvais. Je ne dirai pas non."""
22185	3	Berlin (dpo) - c'est fait ! Un acheteur de hamster de la première vague Corona a épuisé son dernier paquet de pâtes aujourd'hui. L'extension de sa maison, dans laquelle il stocke du papier toilette depuis début 2020, est enfin vide.
22185	5	"Mais cela a pris du temps, se réjouit Peter Kolb, tandis que les dernières spaghettis disparaissent dans sa bouche. ""Je ne vais vraiment pas manger de pâtes pendant un moment maintenant. J'en ai vraiment marre de ce genre de choses."""
22185	7	"Pour chacun de ses trois repas quotidiens, Kolb avait toujours utilisé des pâtes comme ingrédient principal au cours des deux dernières années. ""Il suffit d'être un peu créatif"", explique-t-il. ""J'ai tout fait : soupe de pâtes, pudding de pâtes, muesli de pâtes, pâtes avec sauce, pâtes sans sauce, glace spaghetti, pâtes en robe de chambre, goulash de pâtes, burgers de pâtes, tortellini fourrés de pâtes..."""
22185	9	"Maintenant, l'homme de 58 ans peut enfin utiliser à nouveau d'autres sources de glucides. ""Entre-temps, je ne savais plus quel goût avaient le riz ou les pommes de terre"", raconte Kolb, dont le premier repas sans pâtes consistait en une casserole de lentilles avec de la purée de pain. ""Maintenant, je dois apprendre à tout faire sans pâtes"", admet-il."
22185	11	"Non seulement Kolb est maintenant débarrassé de ses pâtes, mais sa réserve de papier toilette est enfin épuisée. ""Je pense toujours que le matériel est correct, bien que je l'utilise pratiquement tous les jours."""
22185	13	"Alors aujourd'hui, il veut acheter à nouveau du papier toilette pour la première fois depuis plus de deux ans. ""Mais un seul paquet. Hach, comme c'est excitant !"""
22186	3	Hambourg (dpo) - Tout le monde sait que les croisières sont mauvaises pour l'environnement. Le voyagiste TUI Cruises veut maintenant changer cela et a officiellement envoyé aujourd'hui le premier bateau de croisière à pédales entièrement sans CO2 pour son voyage inaugural.
22186	5	"Le «Mein Tretschiff 1» est le premier navire de croisière qui gère complètement sans brûler de diesel nocif pour l'environnement, explique le porte-parole de TUI, Jens Petralke. ""Nous nous appuyons entièrement sur une technologie connue des pédalos depuis des décennies."""
22186	7	Étant donné que le navire n'est pas exactement léger avec un poids de 111 500 tonnes, environ 50 % des quelque 3 000 passagers doivent pédaler sous le pont pour entraîner la grande roue à aubes à l'arrière.
22186	9	"Cela équivaut à deux quarts de travail de six heures par passager chaque jour, dit Petralke. ""Le reste du temps, vous pouvez vous amuser sur le pont et profiter de l'air marin frais et sans diesel."""
22186	11	"Karl (66 ans) et Sabine Römerlein (65 ans) sont les passagers du voyage inaugural et décrivent leurs premières impressions. ""C'est vraiment super que ce soit sans CO2"", explique Sabine, tout en transpirant en pédalant. Nous pensons aussi à nos petits-enfants quand nous faisons quelque chose comme ça. Dis-moi Karl ! Vous n'avancez pas vraiment ! Maintenant, fais un effort. Nous ne faisons que trois heures et demie et voulons arriver à Copenhague aujourd'hui."""
22187	2	Le 4 août, Viktor Orbán se rendra aux États-Unis - en tant que conférencier invité du Parti républicain. La Hongrie sert de modèle aux conservateurs quant à la façon dont le système politique aux États-Unis pourrait bientôt fonctionner
22187	4	Viktor Orbán se déplace pas mal cet été. Juste avant-hier, le Premier ministre hongrois a prononcé un discours à Băile Tușnad, en Roumanie, dans lequel il a parlé de race et de métissage ; Jeudi dernier, il était à Vienne sur la Ballhausplatz avec le chancelier Karl Nehammer (ÖVP), où il a honnêtement prétendu que rien ne s'était passé. Et puis cette semaine Dallas, Texas.
22187	6	"Partout où il va, sa mission reste la même. La ""grande bataille historique"" est ce qui l'anime, et par là il ne veut pas dire les relations de l'Europe avec la Russie ou même la Chine. Le combat d'Orbán se situe dans le domaine de ""la démographie, la migration, le genre""."
22187	8	Pendant que la Commission européenne flaire, les étrangers suivent de près ce qui se passe en Hongrie. Pour les républicains américains, le petit pays est une sorte de laboratoire. La lutte conservatrice est menée avec succès ici, Orbán est un modèle politique. Sa doublure idéologique pourrait également être utilisée pour les élections présidentielles
22188	1	Mon avion est propulsé par des moulins à vent ! – Merz rejette la critique climatique
22188	3	Arnsberg (dpo) - Après avoir critiqué son vol privé du Sauerland au mariage de Christian Lindner à Sylt, Friedrich Merz se défend désormais : il ne peut être question de dommages environnementaux et de gaspillage de carburant, selon le leader de la CDU.
22188	5	"Peut-être que tous les critiques auraient dû regarder de plus près mon DA62, a expliqué Merz au postillon. ""Il est entraîné par deux éoliennes, qui tournent incroyablement vite tout au long du vol."""
22188	7	Il a toujours pensé que les Verts opteraient totalement pour quelque chose comme ça, dit Merz. « Et maintenant, ça ne devrait plus être vrai ?
22189	3	Munich (dpo) - Mieux vaut prévenir que guérir : Parce qu'il craint que l'approvisionnement en gaz de l'Allemagne ne s'épuise en hiver, Markus Patz de Munich a commencé aujourd'hui à stocker lui-même du gaz dans sa cuisine.
22189	5	"On ne sait jamais combien de temps il va encore sortir du tuyau, explique l'homme de 52 ans, tout en ouvrant à fond le robinet de sa cuisinière à gaz. ""C'est pourquoi je préfère bunker un peu. Ici, dans la cuisine seule, 20 mètres cubes de gaz rentrent facilement. Cela me permettra de traverser le pire si l'approvisionnement s'effondre."""
22189	7	"Il ouvre des placards de cuisine et agite un morceau de carton vers les étagères. ""Ici, je remplis tout pour être du bon côté. Le gaz ne va pas mal et beaucoup aide beaucoup."""
22189	9	"Après environ une heure, Patz coupe à nouveau le gaz. ""Eh bien, ça devrait suffire. J'ai déjà des vertiges. Faire des provisions est assez épuisant, je commence juste à m'en rendre compte."""
2219	3	À Davos et au-delà, le récit optimiste de l'OTAN joue comme un disque rayé qui ne change jamais de rythme alors que la Russie remporte des victoires sur le terrain qui pourraient renverser l'ordre atlantique.
2219	5	Trois mois après le début de l'opération Z de la Russie en Ukraine, la bataille de l'Occident (12 %) contre les autres (88 %) continue de s'intensifier. Mais le récit reste – curieusement – ​​le même.
2219	7	"Lundi à Davos, le PDG du Forum économique mondial, Klaus Schwab, a présenté au comédien et président ukrainien Volodymyr Zelensky un hommage élogieux lors de la dernière étape de sa tournée de braconnage d'armes à feu. M. Schwab a souligné qu'un acteur jouant un président qui défend les néo-nazis a le soutien de ""toute l'Europe et de l'ordre international""."
2219	9	Par cela, bien sûr, il entend tout sauf les 88 % de la planète qui souscrivent à l'état de droit – et non la construction fictive que l'Occident appelle « l'ordre international fondé sur des règles ».
2219	11	"De retour dans le monde réel, la Russie a lentement mais sûrement réécrit l'art de la guerre hybride. Mais au milieu du carnaval des psychopathes de l'OTAN, des infiltrations cognitives agressives et des médias effrayants, le nouveau ""paquet d'aide"" de 40 milliards de dollars américains à l'Ukraine, qui serait capable de déclencher la guerre, fait l'objet de nombreux changements décisifs dans la couverture."
2219	13	"Ce récit ""qui change la donne"" vient des mêmes personnes qui ont brûlé des milliards de dollars pour sécuriser l'Afghanistan et l'Irak. Et nous avons vu comment cela s'est passé."
2219	15	L'Ukraine est le Saint Graal de la corruption internationale. Ces 40 milliards de dollars ne peuvent faire la différence que pour deux groupes de personnes : premièrement, le complexe militaro-industriel américain, et deuxièmement, un groupe d'oligarques ukrainiens et d'ONG néoconservatrices qui dominent le marché noir des armes et de l'aide humanitaire, et ensuite les profits de les îles Caïmans se laveront.
2219	17	"Une ventilation rapide des 40 milliards de dollars montre que 8,7 milliards de dollars sont allés au stock d'armes américain (qui ne va pas du tout à l'Ukraine), 3,9 milliards de dollars à l'USEUCOM (le ""bureau"" que Kiev contrôle les tactiques militaires dictées), 5 milliards de dollars pour une ""chaîne d'approvisionnement alimentaire mondiale floue et non spécifiée"", 6 milliards de dollars pour les armes réelles et ""l'éducation"" pour l'Ukraine, 9 milliards de dollars pour ""l'aide économique"" (qui disparaîtra dans certaines poches) et 0,9 milliard de dollars destinés aux réfugiés."
2219	19	Les agences américaines de gestion des risques ont rétrogradé Kyiv au niveau de la dette non remboursable, laissant les principaux fonds d'investissement américains hors de l'Ukraine, laissant l'Union européenne (UE) et ses États membres comme la seule option du pays.
2219	21	Peu de ces pays, à l'exception des États russophobes comme la Pologne, peuvent justifier auprès de leur propre population l'octroi de sommes importantes d'aide directe à un État défaillant. Par conséquent, il appartiendra à la machine européenne basée à Bruxelles de faire juste assez pour maintenir l'Ukraine dans le coma économique, indépendamment de toute contribution des États membres et des institutions.
2219	23	Ces « prêts » de l'UE – principalement sous la forme de livraisons d'armes – peuvent être remboursés à tout moment grâce aux exportations de blé de Kiev. Cela se produit déjà à petite échelle via le port de Constanta en Roumanie, où le blé ukrainien est acheminé par barge sur le Danube et chargé quotidiennement sur des dizaines de cargos. Ou sur les convois de camions chargés d'armes contre le blé. Cependant, le blé ukrainien continuera à nourrir l'Occident riche, pas les Ukrainiens appauvris.
22190	3	Bonn (dpo) - Après que de plus en plus d'incendies de forêt de grande ampleur aient fait la une des journaux ces dernières semaines, une nouvelle étude de l'Institut européen de la forêt (EFI) suscite désormais un peu d'espoir : selon cette étude, de moins en moins de forêts brûleront à l'avenir, la plus de forêts brûlent.
22190	5	"Le feu a besoin de nourriture, explique Faustine Deniau, spécialiste des feux de forêt. ""Et c'est précisément cette nourriture qui est privée des futurs incendies de forêt à chaque incendie de forêt. La forêt se protège de la combustion, pour ainsi dire, en n'étant plus là."""
22190	7	Il faut généralement des décennies avant qu'un morceau de forêt qui n'a brûlé que récemment puisse à nouveau s'enflammer. « Vus sous cet angle, les incendies de forêt sont une excellente protection contre les incendies pour la nature – ou ce qu'il en reste, même à long terme », explique Deniau.
22194	3	jeudi 7 juillet 2022
22194	4	Alors, ça suffit ! : la reine réintroduit la monarchie absolue
22194	6	Londres (dpo) - Ça suffit ! Compte tenu de la situation chaotique de la politique britannique, la reine Elizabeth II a prononcé aujourd'hui un mot de pouvoir : comme l'a annoncé l'homme de 96 ans dans un discours télévisé, la monarchie parlementaire sera reconvertie en une monarchie absolue avec effet immédiat. .
22194	8	"J'ai regardé ce cirque ridicule de la démocratie assez longtemps et je ne suis pas amusé, a déclaré la reine visiblement en colère dans son discours à ses sujets. ""Scandales, innombrables démissions, remaniements ministériels, Brexit, motions de censure, élections anticipées... Assez !"""
22194	10	À l'avenir, la main sûre de la reine déterminera donc à nouveau toutes les questions politiques - le Parlement est ainsi complètement déresponsabilisé. Le Premier ministre sortant Boris Johnson et de nombreux autres politiciens et ministres ont été emprisonnés par des membres de la Garde de la Reine.
22194	12	"La restauration de la monarchie absolue est juridiquement garantie par un article supplémentaire de la Magna Carta. Le passage pertinent dit: ""(...) si þe Pryme Minister fucketh uppe majorly, þe Kynge ou Qween reprendra alors son pouvoir et régnera comme dans les temps anciens (...)"""
22194	14	Le discours inaugural du dirigeant unique nouvellement couronné a révélé de nombreuses innovations dans l'orientation politique du Royaume-Uni : le nouvel objectif principal de la politique étrangère est de regagner les territoires perdus par l'ennemi juré de la France pendant la guerre de Cent Ans entre 1337 et 1453 - si nécessaire en force des armes.
22195	3	Bruxelles (dpo) - Bonne nouvelle pour les hommes de plus de 40 ans ! Le Parlement européen a confirmé aujourd'hui que les chaussettes blanches avec des sandales devaient être classées comme sexy à l'avenir. La décision historique est intervenue juste après la décision de classer l'énergie nucléaire et le gaz comme durables.
22195	5	"Désolé, mais comment ne pas penser que c'est chaud ? a expliqué l'eurodéputé espagnol PPE Iker Espinoza en levant un pied pour révéler des chaussettes de tennis portées dans des sandales. ""Il est temps que l'Europe le reconnaisse. Pendant trop longtemps, les fans de baskets ou de tongs ont voulu décider par eux-mêmes ce qui est sexy et ce qui ne l'est pas."""
22195	7	"La décision actuelle est l'aboutissement d'une longue campagne : depuis des années, de grands fabricants de chaussettes et de sandales font campagne pour que l'Union européenne reconnaisse l'attrait érotique de la combinaison vestimentaire dans le soi-disant ""acte juridique sur la sexynomy""."
22195	9	En pratique, la classification des chaussettes blanches dans des sandales comme sexy signifie que les porteurs de chaussettes dans des sandales doivent être pris en compte lors de l'attribution de compliments publics à l'avenir.
22197	3	vendredi 1 juillet 2022
22197	4	est-ce magique Les opposants et les partisans des mesures se voient complètement confirmés par le conseil d'experts Corona
22197	6	Berlin (dpo) - Enfin les experts sont d'accord ! Après la présentation de l'évaluation tant attendue des mesures corona par le Conseil d'experts du gouvernement fédéral, les opposants et les partisans des mesures se voient complètement confirmés par le rapport.
22197	8	"À mon avis, cela ne peut s'expliquer que par la magie ou une rupture dans le continuum espace-temps, selon la scientifique des médias Martina Engelbert. ""Quelques secondes seulement après que l'évaluation a été connue, des dizaines de milliers de personnes dans les médias et les réseaux sociaux ont déclaré à l'unanimité qu'elles estimaient que leurs positions étaient confirmées à 100% par le Corona Expert Council."""
22197	10	"Par exemple, le journal ""Bild"", qui critiquait les mesures, a immédiatement déclaré que le conseil d'experts avait déclaré toutes les mesures presque inefficaces (corona swatter pour ""team caution"")."
22197	12	Comment les deux peuvent-ils être vrais ?, demande Engelbert. « Au final, seules les explications métaphysiques sont remises en cause.
222	3	"Après ses déclarations controversées dans la crise corona, beaucoup auraient à peine cru le pontife controversé capable de cette tentative de paroles conciliantes. Dans une interview au journal italien ""Corriere della Sera"", le pape François a critiqué pour la première fois les provocations de l'OTAN. Il veut travailler pour la fin de la guerre - et est donc d'avis qu'il devrait d'abord parler à Poutine avant de se rendre à Kyiv pour voir Zelensky. L'évêque de Rome pense peu au réarmement et aux nombreuses livraisons d'armes."
222	4	« Aboyer l'OTAN » comme provocation à l'attaque
222	6	"Né en Argentine et siégeant au Saint-Siège depuis 2013, il est certain qu'un morceau de bois seul ne peut pas brûler. Il a déclaré au quotidien italien : ""C'est peut-être l'aboiement de l'OTAN aux portes de la Russie qui a poussé Poutine à envahir l'Ukraine. Je ne peux pas dire si sa colère a été provoquée, mais je soupçonne que l'attitude de l'Occident l'a encouragée."" En même temps, il estime que le droit des Ukrainiens à se défendre est compatible avec l'enseignement social catholique."
222	8	"Cependant, il a essayé de trouver un terrain d'entente avec Kirill, le patriarche de l'Église orthodoxe russe. Dans la première moitié de la vidéoconférence de 40 minutes entre les deux chefs d'église, il a défendu les justifications de ""l'opération spéciale"" russe, comme Moscou appelle le conflit armé dans le pays voisin. Ici, le Pape a été critique : « Frère, nous ne sommes pas des clercs d'État. Nous ne pouvons pas parler le langage de la politique, mais celui de Jésus."""
222	9	Intérêts internationaux : la troisième guerre mondiale se profile
222	11	"Avec cela, François relie le mandat inconditionnel du christianisme organisé à travailler pour mettre fin à la guerre : « Nous devons trouver des voies vers la paix ». Il a souligné qu'il avait déjà fait une offre de pourparlers avec Poutine en mars, mais qu'il n'avait pas encore accepté l'offre. Ce que le pape regrette, c'est que, selon lui, la seule façon de mettre fin au conflit passe par des pourparlers. Il a donc réitéré son offre - sans trop d'espoir : ""Nous allons de l'avant, même si je crains que Poutine ne puisse pas et ne veuille pas avoir cette rencontre pour le moment."""
222	13	"Mais le premier chemin conduirait à la Russie - pour cette raison, François exclut pour l'instant un voyage à Kyiv : ""D'abord, je dois aller à Moscou, d'abord je dois rencontrer Poutine"". Il a qualifié la guerre d'Ukraine de conflit par procuration. Il a mis en garde contre le déclenchement d'une guerre mondiale. Ses précurseurs se trouvent aussi ailleurs : « Nous allons vers une troisième guerre mondiale. En Syrie, au Yémen, en Irak et en Afrique, les conflits se succèdent. Et dans celui-là, des intérêts internationaux sont en jeu. » Dans l'actuelle guerre d'Ukraine également, « d'autres États » avaient alimenté l'escalade."
222	14	Seuls quelques-uns osent protester contre le réarmement
222	16	Le pape François s'était déjà prononcé contre l'armement et le bellicisme ces dernières semaines - mais jamais aussi clairement. Cette fois, il a également critiqué ouvertement l'industrie de l'armement et les deux camps : « Ce qui semble incontesté, c'est que les deux camps essaient de nouvelles armes. Les Russes, par exemple, viennent de découvrir que les chars sont inutiles et sont peut-être en train de développer de nouvelles armes. Des guerres sont également menées pour que les parties au conflit puissent tester leurs arsenaux d'armes.
222	18	"Ceci est déjà historiquement vérifiable - par exemple dans la guerre civile espagnole (1936-39) ou dans la Seconde Guerre mondiale (1939-45). Pour François, la guerre est une activité terrible : « La production et la vente d'armements sont une honte. Mais peu sont assez courageux pour riposter. Le fait qu'il ait récemment qualifié l'escalade en Ukraine de ""guerre fratricide"" lui a valu de nombreuses critiques dans ce pays d'Europe de l'Est. Environ 6 % des Ukrainiens, principalement en Occident, sont catholiques. L'église dominante y suit le rite byzantin, mais est soumise à Rome selon le droit canonique."
2220	1	Nouveau gazoduc : la Turquie et Israël veulent débarrasser l'Europe du gaz de Poutine
2220	3	"Israël et la Turquie seraient en train de négocier un nouveau projet de gaz naturel à huis clos afin de ""libérer l'Europe des griffes de Poutine"". Pour la Turquie, le projet est une nouvelle étape vers le statut de plaque tournante énergétique influente. Cela rapporte beaucoup d'argent aux opérateurs du projet en Israël. L'Europe en aura peu. Les quantités de livraison prévues sont trop faibles et la construction prendra des années. Dans tous les cas, l'Europe doit être coupée du gaz de Poutine par tous les moyens nécessaires. Derrière cela se cachent des efforts massifs des États-Unis pour contrôler l'approvisionnement énergétique de l'Europe. Les pipelines jouent un rôle important à cet égard."
