doc_id	paragraph_id	fr-en
2317	11	Who is Macron kidding? On the one hand we are sending help and on the other the means to kill, destroy and fight to the last Ukrainian… Macron is replaying for us the story of the little pig that we fatten to roast it better at Christmas or pampered, pampered and well-fed Easter lamb to better slaughter it in the spring.
2317	13	For its part, since March 2, the Russian Federation has delivered 20,437.4 tonnes of humanitarian aid to Ukraine. Real help, consisting of medicines, foodstuffs, blankets, etc. 1,017 humanitarian actions were carried out on the ground in the cities that suffered from the bombardments. More than 23,000 tonnes of basic necessities have been collected from collection points in Russia for their next shipment.
2317	15	"Certainly the unfortunate will tell me that it is the least that Russia can do after having ""invaded"" Ukraine, that Russia has ""attacked"" Ukraine. Once and for all, NO! Russia has neither attacked nor invaded Ukraine. Russia has just responded to the call for help from the inhabitants of the Donbass region threatened by the Ukrainian army massed at its door."
23170	3	When will we see the French State, depositary according to the law of legitimate violence, bring down the Abdeslams, the Merahs and other Kouachi brothers who are legion in France?
23170	5	When the hens will have teeth or when the French will have driven out the globalist caste represented by Macron?
23170	7	According to the Palestinian Ministry of Health, two Palestinians aged 25 and 28 were killed during an Israeli-led operation in the West Bank. According to the Palestinian Red Crescent Society, 19 other people were injured, ten of whom were shot.
23170	9	Two Palestinians were killed and 19 others injured on the night of July 23 to 24 in Nablus, during new night operations carried out in the occupied West Bank by the Israeli army, which explained that it wanted to apprehend people wanted for their involvement in attacks. According to the Palestinian Health Ministry, Mouhamad Azizi (25) was shot in the chest and Abdul Rahman Suleiman Sobh (28) was shot in the head. The Palestinian Red Crescent also reported 19 wounded, including ten by live ammunition.
23170	11	The Israeli army claimed to have carried out “counterterrorism operations” in the West Bank overnight. She reported “exchanges of fire between armed suspects and troops” during an operation in Nablus, in the north of the Palestinian territory occupied by Israel since 1967. “Explosive devices and stones were thrown in the direction of soldiers” Israeli in Nablus “by rioters who also opened fire in the direction of the troops”, added the army, which claims to have responded with “anti-riot means and live ammunition”.
23170	13	"""A total of four individuals suspected of terrorist activities were arrested overnight"" during Israeli operations in the West Bank, the army said in its statement."
23170	15	The Israeli Prime Minister evokes an “effective and successful” operation, the Palestinian presidency denounces a “crime”
23170	17	"Israeli Prime Minister Yair Lapid said during his cabinet meeting on July 24 that ""the army, the Shin Bet [internal security service] and the Yamam [police commando] had raided the hideouts of wanted persons in Nablus that night""."
23170	19	These are terrorists who have recently carried out attacks with firearms,” he added. “We are not going to sit and wait for them to attack Israeli citizens,” he argued, praising an “efficient and successful” operation by the security forces.
23170	21	The spokesman for the Palestinian presidency, Nabil Abou Roudeina, denounced a “new […] Israeli crime which will not undermine the determination and the will of our people”, in remarks reproduced by the public agency Wafa. “The region will remain in a cycle of violence until [it achieves] an end to the [Israeli occupation of the Palestinian territories] and a just peace,” he said.
23170	23	Since the end of March, Israeli security forces have been carrying out almost daily operations in the West Bank following a series of attacks by Palestinians and Israeli Arabs in Israel and the West Bank in which 19 people, mostly civilians, have lost his life.
23173	3	In Avdeevka, in the Donetsk People's Republic, the neo-Nazis, under the pretext of being saved from artillery fire, brought civilians to the territory of the coking plant and held them as a “human shield”. At the same time, in the enterprise, militants placed artillery and LRMs, from which they systematically shell nearby settlements.
23173	5	The purpose of these cynical actions of the Ukrainian nationalists is to provoke a retaliatory fire, after which, according to an already worked out scenario with wide media coverage, accuse the Russian Armed Forces and the formations of the Donetsk People's Republic of death of civilians following seemingly indiscriminate strikes.
23173	7	Such facts of flagrant violations of international humanitarian law by the kyiv regime continue to be ignored by the international community and international organizations.
23173	9	The Ministry of Defense of Russia calls on the United Nations, the International Committee of the Red Cross and other international organizations to have an impact on the official kyiv and to take effective measures to prevent the Ukraine's armed groups' use of civilian infrastructure for military purposes. Al Jazeera: SSU chief fired over intelligence leak, attorney general fired over bribes
23174	1	Ukrainian soldiers serving as lab rats? Russia claims to have found two more American military biological laboratories in the liberated territories of Donbass...
23174	3	The advance of the Russian army makes it possible to discover what was happening on Ukrainian territories controlled by American and NATO forces. Two more biological military laboratories were discovered in the liberated territory of Lugansk, in Rubezhnoe and Severodonetsk. Moreover, information concerning the state of health of the Ukrainian soldiers shows that they were clearly used as laboratory mice. Let's see how long this text will remain published, without being withdrawn, like the previous one on these American programs for financing military biological laboratories in Ukraine.
23174	5	According to Russian sources, so far discreet, the Russian army found two American biological laboratories in the cities of Rubezhnoe and Severodonetsk, on the territory of the Lugansk region.
23174	7	As the withdrawal of the Ukrainian army was rapid, it was not possible to remove or destroy the contents of these laboratories, but everything was carefully mined. The representatives of the police are on site, as well as the experts, in order to understand what was going on in these laboratories.
23174	9	Recall that, with supporting documents, the Russian Ministry of Defense declared on March 6 of this year that the United States spent more than 200 million dollars for Ukrainian military biological laboratories:
23174	11	As can be seen from the report, the Pentagon and the Department of Defense Threat Reduction Administration (DTRA), as well as Black & Veatch (Overland Park, Kansas) and CH2M Hill (Englewood, Colorado) participated in the program on the American side, and the Kievsky Gromashevsky Research Institute of Epidemiology and Infectious Diseases, Institute of Veterinary Medicine (kyiv), Public Health Center of the Ministry of Health of Ukraine (kyiv), Mechnikov Institute of Microbiology and Immunology (Kharkiv), the Ukrainian Plague Research Center (Odessa), Lvov Research Institute of Epidemiology and Hygiene.
23174	13	Of the thirty Ukrainian laboratories that participated in the American military program, 11 laboratories of the central sanitary-epidemiological department of the Ukrainian Ministry of Defense took part in monitoring the biological situation, the selection and transfer of strains, etc. In addition, during this monitoring, pathogen access control (PACS) was introduced. The Russian Ministry of Defense further clarifies:
23174	15	It should be noted that strains and biomaterials were collected and transferred to the US Army Reed Research Institute. These are samples of highly pathogenic strains of pathogens of infectious diseases (plague, anthrax, cholera, tularemia, brucellosis, Crimean-Congo virus, hantavirus, tick-borne encephalitis virus and leptospirosis), as well as 4000 biomedical samples from members of the Ukrainian army.
23174	17	Since then, Russian doctors have been examining Ukrainian military prisoners and have made strange discoveries, confirming that these soldiers have been the subject of medical experimentation for years, because their rate of illness is well above the normal average:
23174	19	"""A third of the soldiers examined had (or are currently ill) with hepatitis A, more than four percent had a fever with renal syndrome, another twenty percent suffered from a disease with the exotic name of West Nile fever""."
23175	3	The Ministry of Defense of Russia at a briefing on the results of the analysis of documents concerning the military biological activity of the United States on the territory of Ukraine, disclosed the circumstances of the program of study of tick infections, which were dealt with by microbiologists in the United States within the framework of three DTRA (Threat Reduction Management, within the structure of the Pentagon) projects.
23175	5	The Ministry of Defense of Russia reported on the American projects UP-1 and UP-8 funded by DTRA, cycles of research on the vital activity of tick infections in Ukraine. A project to study ixode mites, which carry a number of particularly dangerous infections (tularemia, West Nile fever, Crimean Congo fever), has been reported separately. According to the ministry, specialists from the University of Texas participated in the implementation of the latter.
23175	7	It was reported that the collection of ticks was carried out mainly in the south-eastern regions of Ukraine, where there are natural foci of infections, which are characteristic of the territory of Russia.
23175	9	It is noteworthy that the implementation of American projects on the study of tick-borne infections coincided with a significant increase in the incidence of tick-borne borreliosis in the Ukrainian population. At the same time, an increase in the tick population has been reported in several Russian regions on the border with Ukraine. It is reported that this circumstance is already being studied by specialized Russian experts together with specialists from the Russian Ministry of Defense.
23175	11	“Previously, we highlighted the importance of the results of military biology projects codenamed UP for the Pentagon. Note the report prepared for the US military department by the companies Black&Veatch and Metabiota. According to the document, simultaneously with the UP projects in Ukraine, “Veterinarian projects” with the figure TAP were implemented”, – said the Ministry of defense.
23175	13	"The main goal of the UP projects, according to the Department of Defense, which included studies of tick-borne diseases, is to identify ""economically significant quarantine infections"" that can harm people or agricultural activities in the level of regions or entire countries."
23176	1	The specter of the decline of Western unity
23176	3	For example, Americans often talk compulsively about guns, which they see as a way to ensure their personal safety. This is because they are sorely lacking in personal security: at any moment, a crazed maniac armed to the teeth (there are millions of them roaming freely among them) could come and attack them and wipe them out - while they're sleeping, picking up their kids from school, sitting on the toilet, or bending down to pick up a penny. So they arm themselves to the teeth and live in a state of paranoid rage.
23176	5	"Another example: American leaders compulsively mention “freedom and democracy”. These are things that they are supposed to have and that they must spread to the rest of the planet, whether the planet likes it or not. Specifically, the rest of the planet should not be allowed to democratically vote against this American “freedom and democracy” nonsense and be blissfully free from it. Since the United States itself is not a democracy (as can easily be proven with numbers), what American politicians mean by ""democracy"" is anything but."
23176	7	But most of the planet has already understood, on its own, what is or is not “democratic” in American parlance: those who follow American dictates are democratic; those who wish to follow their own advice are undemocratic. That's all there is to it: democrats are obedient while disobedients are dictators who must be overthrown. Since this scheme is obviously selfish and silly, the circle of obedience keeps shrinking and now only includes EU and NATO countries, plus Anglo-Saxon countries and a few scattered colonies and dependencies. And even that circle is now visibly fraying at the edges.
23176	9	"And that brings us to the next much-desired, but sorely needed, phantom entity to be compulsively conjured up at every international gathering where US or EU officials are present: The Unity of the West. , in pursuit of which all kinds of stupid and self-destructive actions are attempted, whether throwing money and weapons at Ukrainian thieves (regardless of where they go) or imposing self-destructive sanctions to Russia (regardless of what its own people will heat their homes or grow their food with). Since the substance behind these futile actions becomes rather toxic as a topic of public discourse, discussions tend to short-circuit to public displays of unity rather than unified actions: ""Hey look, everyone, we gave the Ukrainians a few more bullets, thus delaying their inevitable defeat for a few more seconds! »"
23176	11	Some manifestations of Western unity are so pathetically self-destructive that they deserve special mention. The hapless little Baltic states are ruled by people whose main ambition is to produce pathetic displays of Western unity in opposition to “Russian aggression” when their real fear is that Russia will simply ignore them. That's what the Americans told them to do, and that's what they will do, no offense to their local people.
23176	13	Thus, the Lithuanian leadership, in a paroxysm of suicidal madness, blocked Russian transit through Lithuanian territory to the Russian enclave of Kaliningrad. They said they were just following EU sanctions against Russia; however, these sanctions say nothing about transit between the Russian enclave and Russia and apply to Russian trade with the EU. In addition, a permanent agreement between Russia and the EU specifically allows this type of transit. In a rare show of common sense, EU leaders and then Germany told Lithuania, in very clear terms, to stop. This plunged the Lithuanian leaders into a state of stupor in which they have persisted for almost a week now.
23176	15	And then there's this nifty little fact: while Russia can shift all Kaliningrad traffic onto ferries between that port and its recently built gigantic port at Ust'-Luga (Leningrad region), it can also literally block all Lithuania (as well as neighboring Latvia and Estonia) by stopping all rail traffic between Poland and Lithuania, which must pass through Kaliningrad. Indeed, the railways in the Baltic countries are on the wider Russian gauge, and the point of transfer between the wagons which use the European rails of 1435 mm and those which use the Russian gauge of 1520 mm used in all of the former USSR is in Kaliningrad. Stopping this transfer would roughly halve the Baltic economies, which are already losing momentum (inflation in Lithuania is above 20%).
23176	17	But Lithuania's freakout is just a pathetic little sideshow. The main show of Western unity was supposed to center on the G7 meeting held at a secluded German castle, Schloss Elmau, far from the raging crowds of protesters. In this isolated place, representatives of the United States, Germany, Great Britain, Italy, Canada, France and Japan were supposed to demonstrate their unity regarding Russian activities in the former Ukraine. Since all their previous decisions had no effect on Russia's position, some people expressed high hopes that decisive action would result from this gathering. It is interesting to note that at this gathering, two chaperones from the European Union (Ursula von der Leyen and Charles Michel) were also present; thus, not only Western unity is sorely lacking, but also Western sovereignty.
23176	19	The first element of this decisive action was the American proposal to sanction sales of Russian gold, which represents 10% of total world production. Germany, France and Italy did not support this courageous initiative, relying on other EU members, who were not present, and the proposal fell like a lead balloon. .
23176	21	The second new element is the proposal to cap the price of Russian oil. The modalities of capping by the G7 of a product controlled by Russia were left to the appreciation of the participants, who no longer heard of it.
23176	23	If the cap was above the market price for Russian crude, then the cap would operate empty; if it were lower, then Russia would simply refuse to sell at that price. In response, the world price of oil would immediately soar higher. Russia would then be able to offer preferred customer discounts to its non-G7 buyers, pocket the windfall and, perhaps, use it to buy more missiles to take down the last Nazis. Ukrainians. Take that, Putin!
23176	25	The subject of Ukraine was an incidental, albeit very necessary, diversion from the originally planned main theme of the G7 meeting: the fight against climate change. Here, most of the talk has been about returning to the use of fossil fuels. In this sense, unity has prevailed, but at the cost of throwing overboard any dreams of climate change mitigation.
23176	27	The initial impetus behind the climate change steamroller was to show virtue by installing many expensive wind and solar farms in wealthy western countries, while threatening to impose all kinds of fines and fees on less wealthy nations that are forced to burn dirty, climate-warming coal in order to make products that the West buys with printed money. But now that this scheme has failed, the West is no longer wealthy and, after refusing to use Russia's clean and plentiful natural gas, is busy reopening its mothballed coal-fired power plants and finding enough coal to fuel them. Meanwhile, the green diary is thrown out the window. The forgotten Greta Tunberg briefly made headlines; poor Greta is now suspected of being a Russian agent!
23176	29	Interestingly, coal is good for providing base load but useless for fast maneuvering, which makes it incompatible with the variable and intermittent power generation of wind and solar farms; therefore, these expensive toys will have to remain disconnected from the network most of the time. It's also worth noting that Russia supplies around a fifth of the world's coal exports and won't really be affected when the EU switches from Russian natural gas (a relatively clean fuel that can be used directly for transportation and which is very useful as a raw material for making many products, from plastics to fertilizers) to Russian coal (which is not nearly as versatile). Again, take that, Putin!
23176	31	Ukraine was the next item on the agenda. It was quickly recognized that the G7 can do nothing to stop Russia's special military operation in the former Ukraine. Moreover, Western unity has proved elusive, with Britain's Boris Johnson warning French President Emmanuel Macron that now was not the time to talk about a diplomatic solution. Considering that the day before the summit began, the United States and Germany called for a diplomatic solution to the Ukraine conflict, this is not Boris Johnson's most unifying gesture; but the latter really needs Ukraine to stay on fire for as long as possible to distract his constituents from his country's dire economic situation and the ongoing scandals within his own cabinet. Unlike Germany, Britain is not (yet) inundated with obnoxious Ukrainian migrants, many of whom are allergic to work and feel entitled to government handouts.
23176	33	"As is now the tradition in Western gatherings, the assembled dignitaries pulled out the Ouija board and invoked the spirit of Zelensky, the summoned Ukrainian president. As usual, Zelensky begged for more weapons (to sell to terrorists or for the Russians to destroy before they reached the front lines). When the Bundeskanzler Scholz was later asked if he could offer specific guarantees regarding Ukraine, he displayed his usual quirky sense of humor by saying, ""Yes, I could"", immediately followed by "" that's all ""."
23176	35	The only concrete step taken was the acceptance of a $600 billion infrastructure plan to promote green energy in Africa, Latin America and Asia. This is a symbolic gesture intended to counter the Chinese Road and Belt initiative. To this end, representatives from South Africa, India, Indonesia, Argentina and Senegal have been invited to the G7. There was a fairly transparent desire for these countries to join the good fight against Russia in the former Ukraine. How did it go ?
23176	37	South Africa is a member of the BRICS whose main members are Russia and China. The BRICS emerged as an important non-Western counterweight to the G7. So is India, which is now a major buyer of Russian crude oil and exports refined petroleum products to the United States and elsewhere. Argentina has declared its intention to join the BRICS, as has Iran. Senegal, which currently chairs the African Union, was one of the first countries to send its leader to Moscow after the start of the special military operation in the former Ukraine last February. None of the representatives of these countries said an accusatory word about it at the G7 gathering, before or after.
23176	39	So, other than the phantom $600 billion deal to maybe build a few wind and solar farms in various remote parts of the world, nothing at all was achieved at the G7, which shows the futility of existence. of this organization.
23176	41	"Now let's move on to the NATO summit, which took place on June 29-30 in Madrid, and which was also supposed to demonstrate a unity of the West against Russia that did not materialize. Germany and France insisted on preserving the Founding Act on Mutual Relations, Cooperation and Security between NATO and the Russian Federation signed in 1997. However, while this document describes Russia as a partner, the Current NATO doctrinal documents view Russia as the alliance's primary threat. To that end, NATO plans to increase the size of its ""high readiness"" contingent in Eastern Europe to 300,000 troops, bringing it closer to the size of the Ukrainian army last February, which the Russians repulsed and practically destroyed in three months with a small fraction of their army."
23176	43	In a show of unity with France and Germany, the representative of Poland, Zbigniew Rau, said that Poland considers the Founding Act to be obsolete, as evidenced by NATO's expansion on the front eastern, while Scholz declared that it was still in force. Poland seems to be increasingly under British tutelage. The British are anxious to secure a new source of cannon fodder after fighting Russia to the last Ukrainian, and the Poles, by some quirk of their national character, are always ready and willing to do just that should not.
23176	45	The main intrigue of the NATO summit was the acceptance or non-acceptance of Sweden and Finland into NATO. Sweden has been neutral since the Treaty of Nystad in 1721; Finland, after being liberated from Sweden, then gaining independence from Russia, then fighting against Russia alongside Hitler's troops, took an oath of neutrality at the Treaty of Paris in 1947. membership of these two countries in NATO directly violates the terms of these treaties and constitutes a violation of the sovereignty of these countries; in other words, Russia would no longer be legally bound to respect the borders of these countries or maintain legal relations with their governments.
23176	47	"These intricacies of international law may make no difference to the collective and highly unified West that chooses to inhabit its own solipsistic ""rules-based international order"" (the rules being somewhat ad hoc, created as and when extent, in Washington), but for the rest of the world, the primacy of treaties over national law is fundamental and legal relations with Russia are essential."
23176	49	Regarding Russia, Putin said he was not opposed to Sweden and Finland joining NATO. Indeed, why would he oppose it? What's wrong with these two small defenseless countries, symbolically supported by the fractured and tottering juggernaut that is NATO, choosing to throw themselves into the bear's mouth by flouting their obligations conventional? (Specifically, according to the Paris Treaty, Finland's decision to join a military alliance must be approved by the UN Security Council, and this approval was not even sought).
23176	51	But it might not go that far. In order for Sweden and Finland to join NATO, Turkish President Erdogan has demanded that they stop supporting Kurdish terrorists and that they deport to Turkey those whom the latter wants to try. The Kurdish faction is politically quite powerful in Sweden and it may well overthrow the Swedish government in response to these attempts to destroy it. And Finland said it wouldn't join NATO if Sweden didn't. At the NATO summit, Erdogan reluctantly gave his approval, but with many conditions, and the final decision now rests with the Turkish parliament. So much for NATO unity.
23176	53	On the very important topic of the former Ukraine, NATO Secretary General Jens Stoltenberg made his usual speech about unwavering support for Ukraine, but no one said a single word in favor of the offer of real security guarantees. NATO offers non-lethal support, but lethal weapons can only come from individual NATO members, Stoltenberg said.
23176	55	Biden further clarified the situation by stating that the United States will stand with Ukraine to ensure that it...does not win. (That is, the Russians don't win, he later changed his story.) That level of honesty, when the task is to lie, can only come from an insane mind. According to CNN, a debate is raging in the White House over what could be considered a Ukrainian victory, since declaring victory and going home, regardless of the outcome, is what Americans typically try to do. Perhaps the mere fact that kyiv has not yet been occupied by Russian forces is enough to declare this an overall victory?
23176	57	A discussion on the placement of small NATO contingents in the former Ukrainian territory, far from the front line, did not succeed, for fear of an escalation of the situation with Russia. Consensus on this initiative was difficult to obtain. All in all, NATO seemed to take a perfectly passive position vis-à-vis Russia with regard to the former Ukraine. In response, the Western media prepared public opinion to accept the idea of ​​a negotiated peace settlement in the former Ukraine.
23176	59	But is it even possible? Russia follows an easy and flawless logic. If a formerly Ukrainian territory is populated by Russians who want to be with Russia, then it must be liberated. Lugansk region is free since yesterday, Donetsk region is next. Kherson is almost free, but Kharkov, Zaporozhye and Nikolaev are unfinished business. And there was never any doubt in anyone's mind that Odessa is also Russian. Oh, and let's not forget Dnepropetrovsk and Sumy. Is kyiv Russian? Well, it has been for most of the past thousand years, give or take a decade!
23176	61	"But liberating that territory alone would still subject it to bombardment from long-range Ukrainian weapons, many of which are supplied by the West. Therefore, the Russians cannot stop and must free even more territory - which also becomes subject to attack. Since the line between Ukrainians and Russians is notoriously blurred, there is no obvious stopping point to this process until Russian territory directly adjoins NATO-occupied territory. At that point, the Russians are likely to say, ""Sure, let's make a deal."""
23176	63	There is also no domestic political reason to stop: public opinion approves the special military operation in the former Ukraine at 72%, Putin's personal popularity rating is reaching historic heights, information from the evening are full of brave liberators being welcomed with open arms by newly liberated residents, who are lining up in droves to receive their Russian passports, all intercut with photos of destroyed schools, kindergartens and apartment buildings by the retreating Ukrainian artillery. The message of the inhabitants to the Russian troops is: “Keep going! »
23176	65	On the other hand, there are very good reasons not to negotiate with the Ukrainian regime. First, it is in no way sovereign or autonomous. Zelensky's mostly British bodyguard protects him from his own Nazi fanatics; at the same time, his orders come directly from Washington. Negotiating with the EU over the former Ukraine has been attempted before, and at this stage Russia has no reason to trust the EU. And there is also no reason to negotiate with the United States over the former Ukraine, because why should the United States be there?
23176	67	In fact, the United States should probably retreat within its own borders and give serious thought to important issues such as abortion, gun control, and national bankruptcy. If the G7 and NATO still pretend to listen to them, the rest of the world is no longer as attentive.
23176	69	Take, for example, President Joko Widodo of Indonesia, who will be the next host of the G20 gathering. Biden asked him to expel Russia from the G20 in response to the special military operation. Instead, Widodo traveled to Moscow and signed two important deals: a $13 billion deal to build an oil refinery with the help of Russian company Rosneft and another with RZhD, the Russian national railway company, for the construction of 190 km of railways.
23176	71	America's ability to command the world is over. The unipolar world is dead; nor is the world multipolar, it is non-polar. Nobody is particularly concerned with precisely defining one or the other of these new poles. Countries are no longer found along a spectrum or even on a map: they are in a multidimensional mesh.
23176	73	"Look at the status of all major Western projects. The idea of ​​a transition to green energy to fight global warming is dead; apparently coal is the new hydrogen. (Maybe it's Obama's ""clean coal"".) The Great Reset has gone the way of the coronavirus. The “Build Back Better” turned into the “Break Back Faster”. All this nonsense is dying a long and painful death on the ashes of the old Ukraine. A big chunk of the old world order has fallen off the landing gear of a jet taking off from Kabul, Afghanistan. The rest will be swept away when the kyiv regime collapses and dies."
23176	75	"Even the most westernized countries are discovering, one by one, that the American way leads nowhere. Today, the question of maintaining the unity of the West boils down to an old question: ""If all your friends jump off a cliff, do you jump too?"" »"
23176	77	"Henceforth, the appropriate background music for any speech on ""Western unity"" is a dirge."
23177	1	[Ukraine] Why is Russia not isolated from the rest of the world?
23178	3	For subscribers to the Amazon Prime service, it's a cold shower. The service of the American giant goes from 49 euros per year to 69.90 euros. A 40% jump in the price, a well-felt participation by Amazon boss Jeff Bezos in the fight against inflation in the country of Emmanuel Macron. Amazon Prime is the service that gives you access to accelerated delivery of everything you order from the giant web supermarket and offers you shows, sports, movies, books or music.
23178	5	Of course, it plagues social networks where the French have the feeling of having had their finger stuck in the door. Especially since unsubscribing from the famous Amazon Prime does not look easy: Amazon has even been slapped on the subject. Something to think about the benefits of globalization dear to our politicians and their very chic and very fallible influencers for decades.
23178	7	"It was beautiful, Amazon, when he arrived in France. Children were told the story of Jeff Bezos, creator of this marvelous service with a computer and two strings. A benefactor of humanity, Jeff Bezos. Just think, he was selling books! Are you against books? You don't want people to be able to read freely and without breaking the bank? Are you for borders, as before? Do you prefer small businesses to multinationals that serve the same soup everywhere, invoice in France, collect profits in the United States and hire elsewhere? Bad ! Nerdy! Despite a brief controversy, despite Europe's useless posturing, the red carpet was quickly rolled out to Jeff Bezos when he moved to France in August 2000. The regions fought so that he could ""create jobs"" by opening its famous warehouses. Its drivers got into the habit of urinating into a bottle so as not to delay the delivery. We rubbed our hands. Roland-Garros, for example, sold part of its television rights to Jeff Bezos. It paid better than France Télévisions."
23178	9	In short, globalization promised to be happy, once again.
23178	11	The small independent booksellers have tried to resist. They stood up for some like vulgar unruly Gauls in front of the American bulldozer. In vain. Result ? According to the BDCOM 2020 survey on the state of shops in Paris (published on February 8, 2021 under the aegis of the Paris-Île-de-France Chamber of Commerce and the city of Paris), our neighborhood bookstores are disappearing without a look from our great globalizers. “Cultural and leisure businesses (around 5,300 stores), which have been declining since 2005, have also been fewer since 2017 (-5.1%, around -285 stores), impacted in particular by competition from online sales, explains this official report. It is particularly bookstores that have seen their workforce decrease more sharply than during the previous period (-58 in 3 years). The phenomenon applies to Paris and elsewhere. The book, Amazon's historic core business... Since then, we don't hear too much about booksellers. Some are subsidized by the state, they are silent. Others have disappeared, they are also silent. What French booksellers are not allowed to do (increase their prices, those of books), Jeff Bezos did with the snap of a finger.
23178	13	At least, Amazon, this company paragon of happy globalization, does France benefit from its expansion by recruiting at full capacity? We are so well, in France and in Europe! It's so much better for investors, France in Europe! Not like with these English stubborn as donkeys, locked in their Brexit which will ruin them, faith of globalist!
23178	15	"Alas, a very recent dispatch from Challenges and AFP dated July 15 has enough to rinse the last gogos admirers of the star flag. Amazon has chosen as a priority to expand its troops… the country of Boris Johnson! He will hire ""more than 4,000 additional people this year in the United Kingdom on permanent contracts"". “This should boost its workforce in the country to 75,000 people and make the group one of the top ten private employers in the UK,” the dispatch adds. In France, Amazon is more modestly aiming for the bar of 18,500 permanent employees by the end of the year: four times less. The price of the ruin of how many small businesses, bookstores and others! In the United Kingdom, “the Internet giant has been one of the biggest beneficiaries of the pandemic and the confinements when the stores were closed, continues the AFP dispatch. In all, Amazon says it has created 40,000 jobs in the UK in three years. In the middle of Brexit! And to think that we were predicted the desperate and mass flight of large groups and English investors in a hurry to take refuge in France... No comment, as the English say."
23179	1	Laurence Haïm wants to send French children to die in Ukraine!
23179	3	“Are we ready to die for Ukraine and send the French children? Unfortunately the majority will say no. Laurence Haim.
23179	5	Note the unfortunately, it is therefore a misfortune that young French people do not die for Zelenski! How can a woman ask children to go and die on the mattress, to come back, at best, crippled? It's that she never had one, Laurence, we suspected a little: there is only a selfish and psychopathic being to want to send the children of others to the slaughterhouse! But how can she profess such monstrosities?
23179	7	Well, it's by Romanticism, yes, yes, Laurence claims that she is a little romantic!
23179	9	Romantic ?
23179	11	She would do better to revise her classics, the mainstream journalist, because the Romantics who went to fight, it was against the Turks, to defend the Christian Greek civilization, our civilization, against the Muslim Ottoman barbarism!
23179	13	The Child
23179	15	The Turks passed there. All is ruin and mourning.
23179	17	Chio, the island of wines, is no more than a dark reef,
23179	19	Chio, shaded by the arbors,
23179	21	Puppy, who in the waves reflected his great antlers,
23179	23	Its hillsides, its palaces, and in the evening sometimes
23179	25	A dancing choir of young girls.
23179	27	Everything is deserted. But no ; alone near the blackened walls,
23179	29	A child with blue eyes, a Greek child, seated,
23179	31	Bowed his humiliated head;
23179	33	He had for asylum, he had for support
23179	35	A white hawthorn, a flower, like him
23179	37	In the great havoc forgotten.
23179	39	Ah! poor child, barefoot on the angular rocks!
23179	41	Alas! to wipe the tears from your blue eyes
23179	43	Like the sky and like the wave,
23179	45	So that in their azure, with stormy tears,
23179	47	Passes the bright flash of joy and games,
23179	49	To raise your blond head,
23179	51	What do you want ? Beautiful child, what do you have to give
23179	53	To reattach cheerfully and cheerfully bring back
23179	55	In curls on your white shoulder
23179	57	This hair, which iron has not suffered the affront,
23179	59	And who weep scattered around your beautiful forehead,
23179	61	Like the leaves on the willow?
23179	63	Who could dissipate your cloudy sorrows?
23179	65	Is it to have the lily, blue like your blue eyes,
23179	67	Who from Iran borders the dark well?
23179	69	Or the fruit of the tuba, of this tree so tall,
23179	71	That a galloping horse puts, always running,
23179	73	A hundred years out of its shadow?
23179	75	Do you want, to smile at me, a beautiful bird of the woods,
23179	77	Who sings with a song sweeter than the oboe,
23179	79	Brighter than cymbals?
23179	81	What do you want ? flower, beautiful fruit, or the marvelous bird?
23179	83	– Friend, said the Greek child, said the blue-eyed child,
23179	85	I want powder and bullets.
23179	87	July 8-10, 1828
23179	89	Victor Hugo, Les Orientales.
23179	91	There you go, Romantics! From Lord Byron, who died in Greece to defend the Hellenes, to Delacroix, painting the massacres of Scio, I can affirm by making the dead speak, the famous prosopopoeia dear to Raphaël Enthoven, that the Romantics would gladly read Riposte laïque and would vomit up these crazy progressives and uneducated!
23179	93	Besides, who can want to die for Zelensky? The man who embezzled $850 million by robbing his people, his people who have since been condemned either to exile or to misery and death? Die for Zelensky? the leader of the ukronazis, the most corrupt head of state in Europe? Die for Zelensky? Old comic not funny, like this one who was a failed painter?
23179	95	You have to be in the bottom of journalism to make such appalling and imbecile remarks!
23179	97	But should we be surprised? Just look at the pedigree of this so-called journalist! And there everything is explained.
23179	99	On January 10, 2017, she announced her departure from the I-Télé channel and, the next day, joined the campaign team of Macrounet, candidate for the presidential election as spokesperson, where she deals with international issues. . She is so bad that Macron fires her, that is to say his level, while he will have Sibeth N'Diaye and Benjamin Griveau in his team! And without giving her the ambassadorship she coveted!
23179	101	In October 2017, she acted as resident researcher at the Institute of Political Studies at the University of Chicago Institute of Politics, directed by David Axelrod, an adviser to Barack Obama.
23179	103	Here, the mass is said, Laurence Haïm is not a journalist, but a press attaché of the Macronist power and an Atlanticist agent of the Democratic Party. In the past, this was called a political commissar, and this breed is currently infesting television sets.
23179	105	What ? She was a journalist at the time, you tell me?
23179	107	Let's talk about it ! She has always been the shame of her profession, where however there is fierce competition for this title! I leave aside all her tweets and articles, treasures of bad faith and bias, where she explained to us worse than to hang on Donald Trump, until drooling on his wife Melania, in a report that made history as it is curious of nullity, no, no, what I will remember is that she sold during the American election campaign the so positive image of Joe Biden, this dynamic candidate, who was going to astonish the world.
