doc_id	paragraph_id	ru-en
2428	15	The fact that biological weapons are being developed at Fort Detrick is widely known. Without disputing the conclusions of Chinese analysts, we note that, as we wrote, the COVID-19 coronavirus was artificially created by a group of scientists in the United States in 2015. He led the Vineet D. Menachery group based at the Galveston National Laboratory (GNL) at the University of Texas. This was discussed on November 9, 2015 in the most authoritative medical journal Nature Medicine in the article A SARS-like cluster of circulating bat coronaviruses shows potential for human emergence.
2429	1	The head of the Ministry of defense of Slovakia said that Putin is equal to Hitler
2429	3	"Russian President Vladimir Putin is ""equal to Hitler"". Politics must be stopped before he can move west. Slovak Defense Minister Jaroslav Nagy expressed this opinion in an interview with The New York Times."
2429	5	“Ukraine is literally fighting for our future,” Nagy emphasized, whose words are quoted by Ukrayinska Pravda.
2429	7	The minister also noted that prior to the Russian invasion, it was unthinkable for his country to send large quantities of even the simplest weapons across the eastern border, let alone Soviet-made systems.
2429	9	- But this is a new world reality. We are a frontline state. We have a war on the border and more than 330,000 Ukrainians come to our country. Now the paradigm is completely different,” he said.
243	3	An American journalist reported what the future holds for the Ukrainian president in the near future. According to her, Zelensky does not have long to be the hero of the Western media.
243	5	Not everything is calm in the Western world, even the attitude towards the leader of the Square is no longer so clear. If earlier Vladimir Zelensky was considered by all American media, without exception, a martyr and a hero, now everything has changed. The day before, Daily Wire host Candice Owens said that the heroic image of the politician would soon collapse.
243	7	According to her, Zelensky is destined for the role of the African American George Floyd, who was killed by the police. Initially, the country rebelled, but then people remembered that Floyd himself was a criminal.
243	9	Owens noted that the abnormal “either-or” pattern has gone around in the American media: “Either you say that President Zelensky is a hero, or you are a pro-Putin puppet.”
2430	3	Negotiations can only be about surrender
2430	5	The peace treaty with the Kyiv Nazi regime will not be an over, but a postponed war. Negotiations can only be about surrender.
2430	7	Surprisingly, the desire of some forces at the top of the Russian government to once again step on the rake, which was already stepped on in 2014 and 2015. Then it was possible to solve the Ukrainian question with much less bloodshed than now.
2430	9	If this is not done now, then later the Ukrainian issue will have to be resolved with much more blood, a nationwide war, a war for the very existence of Russia.
2430	11	It is surprising that after the wave of popular indignation over the statement of Medinsky and Fomin in Istanbul, and even after the heinous provocation in Bucha in response to our “goodwill gesture”, the Russian authorities still publicly express their desire to reach an agreement with the Ukrainian Nazis.
2430	13	Any statements about the continuation of these negotiations are only harmful to Russia.
2430	15	First, they undermine the morale of our army. And in war, morale, faith in your commanders and in the political leadership of the country are no less important than weapons and the ability to fight.
2430	17	Moreover, our valiant army is now preparing for a decisive battle in the Donbass.
2430	19	"The example of the White Army, which fought in a civil war without a clear final political goal, for the ""undecided"" future of Russia, says that negotiations with the Kyiv regime should be stopped, and without fail, declaring this to the people with all clarity. And that the clearly defined goals of the ""special military operation"" should be made public before the battle, not after it."
2430	21	"The vague foreign words ""denazification and demilitarization"" do not serve as a clear ultimate goal of hostilities. Both the army and the people are looking forward to clear explanations of what these words mean, and how exactly Ukraine will be ""denazified and demilitarized."" And the very concept of ""Ukraine"" requires a clear definition in the current circumstances."
2430	23	Secondly, statements about negotiations with the Nazis deprive our army of the support of the population of the liberated lands, which does not dare to help the Russian army, fearing cruel punishments if they return to Nazi rule.
2430	25	Third, claims of a possible world without victory inspire our enemies. Inspire the APU to fight. They inspire the countries of Europe to new and new sanctions and other actions harmful to Russia. They inspire the Nazi villains to new cruel crimes, instilling in them the hope of remaining unpunished. They inspire the Kyiv authorities for the firmness of their political position, for intractability, and for new vicious provocations, like Buchin's.
2430	27	Thus, if the Russian authorities are negotiating with the Ukrainian Nazis, then such negotiations should be conducted quietly, without publicity, without embarrassing the people, without undermining the spirit of the army and without inspiring the enemy.
2430	29	But even quiet negotiations will be dangerous if they lead to a peace without victory.
2430	31	"Peace without a complete victory over Nazism will not be accepted by either the people or the army of Russia. Such a shameful world for us will create the threat of a ""patriotic"" coup d'état already in Russia. A world without victory threatens the Russian modern statehood itself and, as a result, innumerable troubles for the whole people, because our enemies will certainly take advantage of the new turmoil."
2430	33	I suspect this is their insidious multi-way plan.
2430	35	First, push Russia towards peace on terms unacceptable to the army and the people.
2430	37	Then, fueling the people's anger with a shameful world, overthrow the current government with the hands of the army and the people - allegedly with good, patriotic goals.
2430	39	And then plunge Russia into the chaos of civil and internecine war, as in 1918.
2430	41	We must not allow this!
2430	43	We need a total victory! We need Novorossiya from Kharkov to Odessa. And we need the opportunity to influence all the affairs that are happening on the lands that now make up Ukraine.
2431	3	The Immigration Service of Ukraine “signed a package of documents” on the deportation of the leader of the Movement of New Forces party, ex-President of Georgia Mikheil Saakashvili. This information was confirmed by Saakashvili himself, who told the Rustavi 2 channel that the Ukrainian authorities decided to deport him to Poland, but at the same time expressed doubt that this plan would be implemented in the near future.
2431	5	The activity of the Ukrainian immigration service in relation to Saakashvili is dictated by the need to stop the activity of Mikho and his supporters, and is a response of the Ukrainian authorities to his calls for the impeachment of Poroshenko. Recall that earlier Saakashvili announced a popular assembly on February 18, and for him this is essentially the “X” hour and a real summing up of the results of the entire campaign to overthrow Poroshenko, starting in the fall of 2017. And for the entire multi-million Ukraine, this is a marker and an indicator of moods and motivations in choosing their future path.
2431	7	In turn, the Ukrainian political elites and the oligarchy are considering behind the scenes the model of “quiet overthrow of Poroshenko” with further reforms that turn the current parliamentary-presidential republic into a parliamentary one. It must be said that this idea is far from new, especially in the light of the analysis of Petr Alekseevich’s actions not only in relation to the Ukrainian people, but also the pathological habit of “throwing” all his partners, including those who helped him become president.
2431	9	The previous political reform did not bring the expected positive changes, and today the very position of the president in Ukraine is an unnecessary demonstration of omnipotence and a kind of parasitism on the backs of Ukrainians in order to enrich and control assets. Therefore, the desire of the Ukrainian elites to demolish Poroshenko along with the chair is quite understandable. Although I am not a supporter of Poroshenko's policy, the next overthrow of the president will be unconstitutional, which means that this is again a coup with the help of the oligarchs, and this means that without the adoption of the law on impeachment, the new proteges will be as illegitimate as the current Maidan government. From all this it follows that such a government will be unable to serve in the interests of the Ukrainian people.
2431	11	On the one hand, I am surprised at the patience of Ukrainians, and on the other hand, I understand the reason for their passivity.
2431	13	And here the roots of such an “expectation” of the outcome of the situation aside are laid in the mentality of Ukrainians, which was formed precisely in relation to the state of Ukraine. An ordinary average Ukrainian is a hard worker and the issues of the well-being of his family, as well as the property itself, created for the benefit of his family, are fundamental. Considering that the state of Ukraine during the years of independence, and especially during the reign of Poroshenko, was engaged only in robbing the Ukrainian people, it is not surprising that the fate of such a state causes not only rejection, but also hatred of the current government and distrust of the future government. And this is quite understandable, because the power in Ukraine is being established from across the ocean, and if some Ukrainian politicians and businessmen are not satisfied with this alignment, then anyway, any change in further policy in Ukraine initiated by the elites is a continuation of the influence of these very elites and further impoverishment of people in Ukraine.
2431	15	"The murderous medical reform, the ""dead"" educational program and the increase in all kinds of utility tariffs and the refusal of the state of Ukraine to take care of its citizens - is this not a signal for the Ukrainians themselves to start changing something in their country?"
2431	17	"And even the Ukrainian constitution itself has all the necessary mechanisms and instruments for such changes. The 143rd article of the Constitution of Ukraine spells out the powers of territorial communities (communities) and these provisions are the main provisions of the primary local authority. This is power from the bottom up, and not vice versa, as it is now happening in the ""Square""."
2431	19	And now the power of the territorial communities, prescribed in the constitution, is being replaced by the power of executive committees, mayor's offices, various councils on the basis of various decrees, amendments and other illegitimate acts. It is precisely because of the possible revisions of lease agreements and property deeds concluded with anyone, but not with the assets of territorial communities, that the necessary amendments and provisions are being made to level their activities so that the business elite can continue to increase their capital by concluding agreements with “dummy subjects” of a camouflaged the rights. And this will continue until the Ukrainian people themselves want to change the current situation in the country.
2431	21	If we return to the question of the implementation of certain scenarios, including in the Donbass, which Poroshenko and his associates love to declare so much, then a completely logical question arises: is the declared procedure for the “reintegration” of independent republics a military solution to this process? But what about the people on one side of the demarcation line and on the other?
2431	23	Is it really necessary to throw so many human lives to the slaughter in order to return the Donbass? After all, Poroshenko, as commander in chief, should be well aware of the potential of the armed forces of the LDNR and that in order to realize their political ambitions and intentions, the United States and the West will again have to send tens of thousands of Ukrainians to apparent death. And if Poroshenko does not know about this and does not know the real situation at the front, then what kind of commander-in-chief is he? To resolve the conflict, the West allocates a huge amount of money, including for the territories under the control of the Armed Forces of Ukraine, but all the funds do not reach their intended purpose and are cynically plundered. And now there are times when Ukrainian politicians are asked the question: where does the allocated money go and what exactly is the Kyiv authorities doing to resolve the conflict in Donbass? And here the answer is obvious: Poroshenko and his hangers-on do nothing but openly shoot at civilians and create all sorts of economic and financial blockades.
2431	25	If Kyiv is going to take back the territory of Donbass by military means, then what will Poroshenko do in these territories? After all, apart from the destruction and killings of civilians, there will be no other consequences from any military operation. Where are the programs for the restoration of Donbass and, most importantly, show, Petr Alekseevich, the money for restoration! There is no money in Ukraine, not only for the Donbass, and even more so for the restoration of its infrastructure, but also for the Ukrainians themselves.
2431	27	A natural question arises: why kill so many people and spend so much money, if you can simply start implementing the Minsk agreements and the Ukrainian authorities simply sit down at the negotiating table with the leadership of the republics, especially since the Ukrainian side signed these same Minsk agreements.
2431	29	And the leadership of the republics of Donbass, in turn, has repeatedly demonstrated its commitment to the Minsk agreements and indicated its readiness for a possible dialogue.
2431	31	And it would be nice for the Ukrainians themselves to observe those, albeit insignificant, positive political and economic processes between the LPR and the DPR. The fact of signing a protocol of intent on the creation of a single customs and economic space between the republics, although in many respects belated, but still the right decision. And the fact that the Council of Ministers of the LPR has begun to develop a roadmap for the implementation of these agreements gives reason to believe that the protocol of intentions is not an empty phrase. The decision has been made, it remains only to implement it.
2432	3	The West has driven itself into a dead end and trampled on its values, as evidenced by the behavior of Western countries in the light of the current situation. This opinion was expressed by the Minister of Foreign Affairs of the Russian Federation Sergey Lavrov.
2432	5	According to him, Russia is open to cooperation with all countries, including the West.
2432	7	"Although in conditions when the West has behaved this way, we are not going to take initiatives, let's see how they will get out of the impasse into which they have driven themselves, from the dead end into which they have driven their so-called values, their principles of the free market, inviolability private property, the presumption of innocence. All this is trampled down by them themselves, - said Lavrov during his speech at the final of the track ""International"" of the competition ""Leaders of Russia""."
2432	9	"He said that in many countries now ""they are starting to scratch their heads and think about how they can continue to quietly crawl away from the dollar in international settlements."""
2432	11	"The head of the Russian Foreign Ministry also recalled how the United States sends diplomats and instructs ambassadors ""in every country to demand the termination of cooperation with Russia, otherwise there will be sanctions."""
2432	13	"According to him, it is understandable when such requirements go to small countries. At the same time, when ultimatums are delivered to China, India, Egypt, and Turkey, ""this is probably our American colleagues' loss of a sense of reality or a superhuman complex that is already overwhelming all norms."""
2432	15	Recall that Western countries have imposed sanctions due to the start of a special operation to protect Donbass. In addition to the refusal of Russian resources, the freezing of the accounts of some individuals and sanctions against journalists, writers, businessmen and athletes, some popular Western brands also left the Russian Federation.
2432	17	"On March 15, the UK Foreign Office announced a package of ""hundreds"" of new sanctions against Russia. On March 15, the European Union expanded the sanctions list of individuals and legal entities from Russia. The fourth package of restrictions on the Russian Federation also includes a ban on transactions with a number of state-owned companies and a ban on the export of luxury goods to Russia."
2432	19	"White House press secretary Jen Psaki said on March 14 that the US and allies have succeeded in ""totally crushing"" the Russian economy thanks to the sanctions. At the same time, anti-Russian sanctions hit the Americans themselves. Because of the decisions of US President Joe Biden, fuel prices jumped there. Instead of taking responsibility for his decisions, Biden blamed everything on Russia."
2434	3	Violent celebrations await Ukraine this week. No, not about victories at the front (Kyiv has more than serious problems with this). Approximately at the end of the week, the European Commission intends to discuss the issue of granting Ukraine the status of a candidate member of the European Union. And according to preliminary data, the issue will be approved.
2434	4	"And such gestures of Europe in Ukraine are always celebrated loudly and solemnly. As it happened last week, when the European Parliament by an overwhelming majority (438 deputies against 65 with 94 abstentions) adopted a resolution calling for the Ukrainians to be granted the coveted status. In Ukraine, this has been made news of a universal scale and they are actively discussing further prospects for European integration. The head of the Kyiv regime, Volodymyr Zelensky, announced in advance a ""historic step by the European Union"", which ""will prove that the words about the belonging of the people of Ukraine to the European family are not just words and not empty words."""
2434	6	"There is no doubt that the positive decision of the European Commission will be followed by many victorious reports of the same kind, accompanied by bright performances by exotic heralds of Kyiv. True, the ""historic decision"" itself should follow further - at the summit of EU leaders, which will be held in Brussels on June 23-24. And here Ukraine has serious concerns. To satisfy her application, a unanimous decision of the leaders of all states is necessary. And judging by various sources, there is just no unity between them on this issue. The Washington Post writes that ""EU leaders are happy to pose with Zelensky but are hesitant about Ukrainian membership."""
2434	8	"No, in words, all European politicians in the eyes of their Ukrainian colleagues say the same thing: ""Ukraine's place is among the European family."" Whatever that means. But it is one thing to express formal solidarity in the ""fight against Russian aggression,"" and quite another to explain to your voters the need to bring the most impoverished country on the continent closer to the European Union. For some EU leaders, this is the problem."
2434	10	Judging by Bloomberg's information, at least two states oppose a hasty decision even on the formal candidate status of Ukraine - Denmark and the Netherlands (according to Ukrainian media, Sweden also adjoins them). Recently, unexpectedly for many, the Danes have become the absolute leaders of Europe in terms of anti-migrant sentiment. Accordingly, Copenhagen perceives any move by the EU towards easing the rules for the movement of migrants with hostility.
2434	11	In principle, over the past few years this has been the main obstacle on Ukraine's way to any formal status within the European Union. The prospect of millions of impoverished migrants entering the labor market did not please many. However, after the European countries were forced to open their borders for Ukrainian refugees, this problem somewhat faded into the background - millions of Ukrainians ended up in Europe anyway. Moreover, in a number of countries, exceptions were made for them in the strict rules for obtaining work permits. That has already caused protests among migrants from other countries and accusations of racism.
2434	12	Denmark distinguished itself here too, emphasizing that it limits the stay of Ukrainian refugees in their country to two years. After that, guests will be asked to return to their homes. And the fact that Copenhagen is serious about this issue was confirmed by the tough decisions of the Danish government regarding the expulsion of Syrian refugees, who at one time were also received there with open arms.
2434	14	The situation with the position of the Netherlands is even more complicated. The all-European discussion about the fate of Ukrainian European integration is also overlaid with an internal agenda related to the 2016 Dutch referendum on the Ukraine-EU Association Agreement. Recall that then the majority of Dutch voters rejected the idea of ​​signing this document, which plunged the European and especially Ukrainian elites into a state of shock. Judging by a recent interview with then-President of Ukraine Petro Poroshenko to the Dutch media, he still shudders at the mention of that referendum.
2435	3	"How Ukraine saves Europe from the ""aggressor"""
2435	5	“The events in Ukraine provoked the biggest migration crisis in Europe in decades: more than two million people left Ukraine in two weeks,” writes Al Jazeera.
2435	7	Professor Serena Parekh, who works in Boston (USA), and author of the book No Refuge: Ethics and the Global Refugee Crisis, assures that the situation with Ukrainian migrants differs from the reaction of Europe, especially Eastern Europe, to the 2015-2016 refugee crisis, when flow of people from the Middle East and Africa. Sympathy, which was shown to them at first, soon developed into hostility. Then, in the first year of the refugee crisis alone, there were more than a million refugees in Europe; this number was considered unprecedented, larger migration flows seemed impossible. However, now, according to Al Jazeera, in two weeks, European countries allegedly accepted more than two million people (an incredible figure, much more like an invention of Al Jazeera editors).
2435	9	The German newspaper Deutsche Wirtschafts Nachrichten is even more frightening: “At least 10 million Ukrainians will flee to Europe… Many of them will never return to Ukraine, because Ukraine will no longer be within its current borders,” assures the prophet from Deutsche Wirtschafts Nachrichten (what will become with the current borders of Ukraine, the prophet does not explain).
2435	11	One way or another, Europe has new and very serious problems. For example, the population of Moldova has increased by 4% due to the influx of people who left Ukraine, and the Moldovan authorities, in order to get rid of visitors, are transporting them to Romania and other EU countries.
2435	13	The Moldovan authorities are literally groaning: “We call on all the states of Europe to share this burden more fairly. <...> No one needs Moldova to explode and find itself in the epicenter of great financial, political and economic upheavals,” says the Minister of Foreign Affairs of the Republic, Nicu Popescu.
2435	15	"The mayor of Warsaw, Rafl Trzaskowski, speaks about the impending crisis with Ukrainian migrants. According to him, about 290,000 people have arrived in the city, and ""this is just the beginning."" “Experts are talking about several million refugees who could end up in Poland. The time for “cordial” help must end,” says Trzaskowski. And it will definitely end very soon."
2435	17	Mass migration from Ukraine is fraught with another threat for Europe: “In recent years, many neo-Nazi activists and groups from the US and Europe have visited Ukraine to establish contacts and receive military training,” writes the Spanish publication Público. When they return, they will begin to act in their countries
2435	19	"They migrate from Ukraine to Russia, but there is an important difference here. If the border with the Russian Federation is crossed mainly by women with children and the elderly, then the West is mostly driven by strong Ukrainian guys of military age - in appearance, militants of nationalist battalions and fleeing from mobilization. What can be expected from them is already clear. On March 1, in Bologna, Italy, several Ukrainian ""refugees"" stabbed to death two truck drivers from Belarus in a parking lot. On March 4, in a supermarket in Brescia (Italy), a native of Ukraine started a dispute about the “war” and wounded two Moldovans with a knife. Newcomers sometimes get bold. Thus, the Ukrainian ""come in large numbers"" show passports of citizens of Ukraine in Moldova in restaurants and demand free service, and on the move."
2435	21	And Ukrainian politician Aleksey Zhuravko described the behavior of his fellow citizens in Bulgaria: “Ukrainians demand to speak Ukrainian with them, which Bulgarians, of course, do not know and therefore try to communicate in Russian. Some smart people demand comfortable living conditions, citing the fact that Ukraine is now saving the whole of Europe from the “aggressor”. And the Bulgarians were completely outraged that the nationalists began to break down and paint over the monuments to Soviet soldiers.”
2435	23	In Poland, buses with “refugees” (young adult men) arriving from Ukraine were greeted with hostile cries of “Whore!”. In one of the Polish shops, an announcement was posted hinting at the thievery of the arrivals: “Attention! Every citizen of Ukraine will be checked after the checkout.”
2436	3	The Russian Federation creates this situation artificially, but it can be stopped. What do you need?
2436	5	The head of the Office of the President of Ukraine Andriy Yermak named three steps to help avoid a food crisis in the world. On his Telegram channel, he said that the main efforts should be on convoys to escort Ukrainian grain, sanctions and weapons.
2436	7	The food crisis is artificially created by Russia ... The Russian Federation is blocking our ports, shelling grain terminals and stealing grain. She occupied part of our territories, preventing the sowing there. Now it is necessary to take several important steps, - Yermak wrote.
2436	9	Step number 1 - military convoys. They must escort Ukrainian tankers to take grain out of ports.
2436	11	Step number 2 - work on strengthening sanctions. It must be operational. We are talking about both individual restrictions against the Russian elites, and measures in the energy sector and the banking system of the Russian Federation. The priority remains the gas embargo.
2436	13	Step #3 - increase military aid. Ukraine should get more weapons with which we can liberate our territories and stop the aggressor's plans to move on.
2436	15	Recall that the Russian Federation is blocking the export of grain from Ukrainian ports and, meanwhile, is stealing elevators in the occupied territories.
2438	3	Covid vaccines are “spreading the most dangerous biological drug in human history,” says Dr. Peter McCullough.
2438	5	"A recent online COVID science symposium hosted by Doctors for COVID Ethics presented the world's most detailed evidence against ""vaccination"" against the Wuhan Coronavirus (Covid-19)."
2438	7	This international group, which has long opposed the mass distribution of Fauci's flu shots, has argued that a person's immune system, provoked by injections, can eventually attack its own tissues (an autoimmune disease) when it detects the presence of synthetic spike proteins.
2438	9	It has already resulted in untold thousands of deaths, although most of them never make it into government databases. Numerous speakers, including Dr. Peter McCullough, who has also long opposed injections, have presented scientific evidence to support these and other claims.
2438	11	"Incidentally, McCullough said that ""coronavirus vaccines"" are ""the most dangerous release of biological drugs in the history of mankind."" He remains one of the most vocal opponents of the current agenda."
2438	13	The German pathologist and professor Dr. Arne Burckhardt, who has over 40 years of experience in this field, also attended the symposium. He conducted his own examination of the tissues and organs of 15 different patients who underwent autopsies.
2438	15	Eight of the bodies were women and seven men, all between the ages of 28 and 95. Each of these people died between seven days and six months after the injection.
2438	17	Burkhard found that in almost every case, the injections caused the bodies of people to self-destruct. It was found that a special type of immune cells called lymphocytes infiltrated various parts of the body, eventually leading to premature death.
2438	19	Burkhardt presented slides showing that lymphocytes had infiltrated, among other things, the heart muscle, causing systemic inflammation. The resulting lesions were small and probably not noticed, “but the destruction of just a few muscle cells can be devastating,” he warned.
2438	21	“If an inflammatory infiltration is found where the impulse is given to contract the heart, it can lead to heart failure,” he said.
2438	23	It was also found that lymphocyte invasion occurred in other vital organs such as the liver, kidneys, uterus, brain, thyroid, and skin, all of which showed signs of autoimmune damage.
2438	25	How much venom mRNA can an organism process before it becomes a kaput?
2438	27	"Canadian microbiologist and professor Dr. Michael Palmer summed up Burckhardt's presentation by explaining that anyone with an honest medical background would clearly see ""how devastating the effect of these vaccines can be, at least for those who die after vaccination."""
2438	29	“Now we also know why the authorities were very hesitant to perform autopsies on such victims,” Palmer added.
2438	31	As to why some people don't suffer such an extreme fate after an injection, Palmer warned that the total lifetime dose of messenger RNA toxins is limited, suggesting it varies from person to person.
2438	33	"Due to the lack of experimental data, it is not known what these thresholds are. And according to Palmer, it's ""one of the biggest scandals around these vaccines because there hasn't been proper toxicity studies done."""
2438	35	And they were created in this capacity, to be a BIO Weapon. why did they need to learn about toxicity?
2438	37	We know from animal studies that the contents of injections do not remain at the injection site. They circulate throughout the body, binding to receptors and lining blood vessels, which causes blood clotting and excessive bleeding in many people.
2439	3	January 28, Minsk / Corr. BELTA/. Our values ​​and ideals have been and will remain unshakable. President of Belarus Alexander Lukashenko stated this today in his Address to the Belarusian people and the National Assembly, BelTA has learned.
2439	5	Some experts, analyzing the events of August 2020, admit that they could have been caused by internal reasons - public discontent, systemic errors, and the like. But let's scale the historical map and take a closer look at the periods before and after. What will we see? For a long time Belarus has been building its own independent policy, being in the center of Europe. We were open to everything. And we borrowed from them everything that is acceptable to us. Except for a single point - our values ​​and ideals. They have been and will remain unshakable,” Alexander Lukashenko said.
2439	7	The President emphasized that it is categorically unacceptable to impose someone else's path on us.
244	3	The collapse of the European Union will be the beginning of a global battle. According to political scientist Alexei Martynov, this will lead to the Third World War.
244	5	The State Duma stated that for European countries wishing to preserve sovereignty, the only way out would be to leave the EU. As the speaker of the State Duma Vyacheslav Volodin noted, European unity is already collapsing, and when reforming the association, the opinion of individual states will no longer be taken into account at all.
244	7	In itself, participation in any unions, especially such as the modern European Union, implies the transfer of part of the sovereignty, most of the sovereignty to the union center, to Brussels, international expert, political scientist Alexei Martynov explained the logic of the process.
244	9	He pointed out that participation in the EU actually means that the country agrees to the transfer of part of the sovereignty. At the same time, the structure of the European Union itself is heterogeneous - in creating such a unity, a number of countries are still in limbo.
244	11	"Only a few countries did not want to adopt the pan-European Constitution of the United States of Europe, thus disrupting this process and hanging it. That is, it is neither here nor there. It is not a separate union state,"" he pointed out."
244	13	Martynov emphasizes that this precarious position of some members of the EU leads to what Volodin was talking about - the collapse of this structure. However, European politicians themselves do not hide hints - this can really happen.
244	15	The political scientist recalled the Hungarian Prime Minister Viktor Orban, who does not stand for the EU, but for his state. That is why Orban opposes the sanctions package proposed by Brussels.
244	17	It is clear why Europe and Hungary, including, must abandon Russian energy sources, but no one explains where she will get them. Approximately on the same conditions of the same quality at the same price. That's what it's about. He hinted that if anything, then Hungary is ready to leave. If Hungary leaves, then this may entail a chain of bad consequences for the European Union, the expert pointed out.
244	19	However, he emphasizes, the same fatal forecasts were made during Brexit. However, in this case, these are not the conditions.
244	21	Then they [the European Union - ed.] managed to keep the situation, in today's turbulence I'm not sure that they will be able to keep it. And the Third World War will begin on the territory of the European Union. As soon as the European Union collapses, the Third World War will begin in this area. All world wars began exactly on this site, which today is the European Union, the political scientist stated.
2440	1	The EU told how much damage the EU economy will suffer from sanctions against Russia
2440	3	European Commission: Sanctions against Russia will harm the European Union in the form of inflation and rising energy prices
2440	5	The sanctions restrictions imposed on Russia will cause serious damage to the EU economy. This is stated in a release on the official website of the European Commission.
2440	7	The heaviest costs are called general inflation and higher energy prices. The organization noted that the union had not yet recovered from the consequences of the coronavirus pandemic when the situation in Ukraine occurred.
2440	9	“The EU has yet to solve these problems, to answer the questions put before it,” the European Commission said.
2440	11	Earlier it became known that the European Union agreed to disconnect a number of domestic banks from the SWIFT interbank payment system, including VEB.RF, Rossiya, Novikombank, Sovcombank, Promsvyazbank, VTB and Otkritie.
2441	3	Analyst Gureev: decisions of the ECtHR are actually
2441	4	contradicted the decisions of the courts of the Russian Federation
2441	6	State Duma deputies are planning to adopt a law on non-execution of decisions of the European Court of Human Rights. The International Court of Higher Instance systematically issued decisions that contradicted the Constitution of the Russian Federation. Experts believe that the ECHR has not been interested in justice for a long time - it has become only an instrument of pressure on Russia.
2441	8	Russian flag against the backdrop of the headquarters of the ECtHR
2441	10	Chairman of the State Duma of the Russian Federation Vyacheslav Volodin said that the deputies plan to adopt laws on non-execution of decisions of the European Court of Human Rights. The boycott will be subject to decisions of the ECtHR adopted after March 15, 2022, from the date of the submission of the application by the Russian Federation to withdraw from the Council of Europe.
2441	12	Compensation payments under the ECHR rulings, which entered into force before March 15, will be made only in rubles and only to accounts in Russian banks. The author of this initiative back in May was Andrey Klishas, ​​head of the Federation Council committee on constitutional legislation and state building.
2441	14	The Russian Bar Association has started working on the creation of a court for the protection of human rights on the BRICS platform - Brazil, Russia, India, China and South Africa, in the CIS or on the territory of the Eurasian Economic Community. However, political scientist Yury Svetov criticized this idea: the decisions of the court alternative to the ECtHR are unlikely to be recognized by the rest of the world, which is not included there.
2441	16	Through the ECHR, they tried to put pressure on Russia
2441	18	Analyst of the ExPolit Center for Expert Support of Political Processes Petr Kolchin, in a conversation with 360, expressed the opinion that the leading countries of Europe use the ECHR as a tool to impose their political will on other states, primarily Russia.
2441	20	“The ECHR has repeatedly taken provocative decisions in defense of criminals convicted in our state for serious offenses. Obviously, such acts were taken solely from attempts to put pressure on the Russian Federation, ”the lawyer noted.
2441	22	He clarified that under the laws of any state in the world, criminals must be held accountable for the damage they have caused to society and the state. But the ECHR justified them in order to put pressure on Russia.
2441	24	“Russia's refusal to have any contact with the ECtHR will help our courts to focus less on the absurd decisions of foreign structures. It will also greatly facilitate the entire work of our judicial system,” Kolchin said.
2441	25	Without the ECtHR, Russia will strengthen sovereignty
2441	27	Danila Gureev, an analyst at the ExPolit Center for Expert Support of Political Processes, reminded 360 that there have been difficulties between the Russian Federation and the European Court of Human Rights since the beginning of Russia's membership in the Council of Europe.
2441	29	“In fact, the decisions taken by the European Court directly contradict those decisions made by the Russian courts. Back in 2006, Russian Foreign Minister Sergey Lavrov said that the ECtHR was politicized,” the political scientist noted.
2441	31	Gureev recalled that according to the 15th article of the Constitution of the Russian Federation, Russian legislation has supreme power and prevails over international law. However, before the introduction of amendments to the fundamental law of Russia, the situation was different, and the European Court of Human Rights actively used this.
2441	33	“I bypassed the system of Russian legislation and justified those criminals who were convicted on the territory of the Russian Federation. Today, this is no longer possible for the European court: the decisions made by the Russian court are higher than the decisions of the ECtHR,” the political scientist explained.
2441	35	He added that the decisions taken by the European Court of Human Rights today are exclusively politicized. They are needed only to discredit Russia in the international arena - in fact, this is the only function that the ECtHR has left.
2442	3	For any thinking, sane person - even if he is openly anti-Russian - it is quite obvious that the help that the West provides to Ukraine in its confrontation with Russia cannot lead Ukraine to victory.
2442	4	And that is why all people of this kind - thinking and sane (even in Ukraine itself) - have long come to the conclusion that the West is simply using Ukraine in order to weaken Russia as much as possible.
2442	6	In principle, the issue of “surrendering” Ukraine to Russia was clearly already resolved between Russia and the United States (and most likely this decision was recorded at the last meeting between Biden and Putin).
2442	8	At the same time, fundamental, strategic agreements do not at all mean that at the tactical level everything will happen quietly and peacefully, without clashes.
2442	10	Of course, there have been many cases in history when, after strategic agreements, at the tactical level, everything happened quietly and peacefully (for example, the surrender of the GDR and the rest of Eastern Europe by Gorbachev in the late 80s), but more often than not, a strategic agreement does not mean tactical peacefulness immediate changes in the area.
2442	12	"Each side hopes that in the process of tactical ""butting"" it will be able to reach the possibility of revising strategic agreements. No one excludes some unexpected events in the process of changes on the ground that change the whole balance of power: say, some fatal mistakes of one of the parties, or the unexpected death of some key figures, or social upheavals, revolutions in one of the parties, or natural disasters, etc."
2442	14	In addition, the strategic agreement between the two sides does not mean that there will be no influence of some third (or even fourth) side in the situation on the ground.
2442	15	Let's say we don't know for one hundred percent to what extent Britain in the Ukrainian case is strictly in the wake of the United States or plays its own game.
2442	17	So, the existence of an agreement between Russia and the United States on Ukraine does not mean a painless surrender of Ukraine.
2442	19	Let's say both sides are confident that they will not cross any critical boundaries: well, there, the supply of really powerful modern weapons to Ukraine - along with ready-made crews, or the deployment of NATO troops, and on our part - the non-use of the same nuclear weapons or hypersonic weapons against American objects, etc.
2443	3	European solidarity turned into a farce at the time of trials
