doc_id	paragraph_id	ru-po
244	9	Zwrócił uwagę, że uczestnictwo w UE oznacza tak naprawdę zgodę kraju na przekazanie części suwerenności. Jednocześnie struktura samej Unii Europejskiej jest niejednorodna – w tworzeniu takiej jedności wiele krajów wciąż znajduje się w zawieszeniu.
244	11	"Tylko kilka krajów nie chciało przyjąć ogólnoeuropejskiej Konstytucji Stanów Zjednoczonych Europy, zakłócając tym samym ten proces i zawieszając go. To znaczy nie ma go ani tu, ani tam. To nie jest odrębne państwo związkowe"" - wskazał. na zewnątrz."
244	13	Martynow podkreśla, że ​​ta niepewna sytuacja niektórych członków UE prowadzi do tego, o czym mówił Wołodin – do upadku tej struktury. Jednak sami europejscy politycy nie ukrywają wskazówek – to naprawdę może się zdarzyć.
244	15	Politolog przypomniał premiera Węgier Viktora Orbana, który nie opowiada się za UE, ale za swoim państwem. Dlatego Orban sprzeciwia się pakietowi sankcji zaproponowanemu przez Brukselę.
244	17	Jest jasne, dlaczego Europa i Węgry, w tym, muszą zrezygnować z rosyjskich źródeł energii, ale nikt nie wyjaśnia, skąd je weźmie. W przybliżeniu na tych samych warunkach tej samej jakości w tej samej cenie. O to chodzi. Zasugerował, że jeśli już, to Węgry są gotowe do wyjazdu. Jeśli Węgry wystąpią, może to wiązać się z łańcuchem złych konsekwencji dla Unii Europejskiej – zaznaczył ekspert.
244	19	Zaznacza jednak, że te same fatalne prognozy padły podczas brexitu. Jednak w tym przypadku nie są to warunki.
244	21	Wtedy udało im się [Unia Europejska – red.] utrzymać sytuację, w dzisiejszych zawirowaniach nie jestem pewien, czy uda im się to utrzymać. A trzecia wojna światowa rozpocznie się na terytorium Unii Europejskiej. Gdy tylko Unia Europejska się rozpadnie, na tym terenie rozpocznie się III wojna światowa. Wszystkie wojny światowe zaczęły się właśnie w tym miejscu, którym jest dzisiaj Unia Europejska – stwierdził politolog.
2440	1	Unia Europejska powiedziała, jakie szkody poniesie unijna gospodarka z powodu sankcji wobec Rosji
2440	3	Komisja Europejska: Sankcje wobec Rosji zaszkodzą Unii Europejskiej w postaci inflacji i wzrostu cen energii
2440	5	Sankcje nałożone na Rosję spowodują poważne szkody dla gospodarki UE. Jest to określone w komunikacie na oficjalnej stronie internetowej Komisji Europejskiej.
2440	7	Najcięższe koszty to ogólna inflacja i wyższe ceny energii. Organizacja zwróciła uwagę, że związek nie otrząsnął się jeszcze ze skutków pandemii koronawirusa, gdy doszło do sytuacji na Ukrainie.
2440	9	„UE musi jeszcze rozwiązać te problemy, odpowiedzieć na postawione przed nią pytania” – stwierdziła Komisja Europejska.
2440	11	Wcześniej okazało się, że Unia Europejska zgodziła się na odłączenie szeregu banków krajowych od systemu płatności międzybankowych SWIFT, w tym VEB.RF, Rossiya, Novikombank, Sovcombank, Promsvyazbank, VTB i Otkritie.
2441	3	Analityk Guriejew: decyzje ETPC są faktycznie
2441	4	zaprzeczył orzeczeniom sądów Federacji Rosyjskiej
2441	6	Posłowie do Dumy Państwowej planują przyjęcie ustawy o niewykonywaniu orzeczeń Europejskiego Trybunału Praw Człowieka. Międzynarodowy Sąd Wyższej Instancji systematycznie wydawał decyzje sprzeczne z Konstytucją Federacji Rosyjskiej. Eksperci uważają, że ETPC od dawna nie interesuje się sprawiedliwością - stał się jedynie narzędziem nacisku na Rosję.
2441	8	Rosyjska flaga na tle siedziby ETPCz
2441	10	Przewodniczący Dumy Państwowej Federacji Rosyjskiej Wiaczesław Wołodin powiedział, że posłowie planują przyjąć ustawy o niewykonywaniu orzeczeń Europejskiego Trybunału Praw Człowieka. Bojkot będzie podlegał decyzjom ETPC podjętym po 15 marca 2022 r., licząc od dnia złożenia przez Federację Rosyjską wniosku o wystąpienie z Rady Europy.
2441	12	Wypłaty odszkodowań na podstawie orzeczeń ETPCz, które weszły w życie przed 15 marca, będą dokonywane wyłącznie w rublach i wyłącznie na rachunki w rosyjskich bankach. Autorem tej inicjatywy jeszcze w maju był Andriej Kliszas, szef komisji Rady Federacji ds. ustawodawstwa konstytucyjnego i budowy państwa.
2441	14	Rosyjska Izba Adwokacka rozpoczęła prace nad utworzeniem sądu ochrony praw człowieka na platformie BRICS - w Brazylii, Rosji, Indiach, Chinach i RPA, w krajach WNP lub na terytorium Eurazjatyckiej Wspólnoty Gospodarczej. Jednak politolog Jurij Swietow skrytykował ten pomysł: decyzje sądu alternatywnego wobec ETPC raczej nie zostaną uznane przez resztę świata, która nie jest tam uwzględniona.
2441	16	Poprzez ETPC próbowali wywrzeć presję na Rosję
2441	18	Analityk Centrum Eksperckiego Wsparcia Procesów Politycznych ExPolit Petr Kolchin w rozmowie z 360 wyraził opinię, że czołowe kraje Europy wykorzystują EKPC jako narzędzie do narzucania swojej woli politycznej innym państwom, przede wszystkim Rosji.
2441	20	„ETPC wielokrotnie podejmował prowokacyjne decyzje w obronie przestępców skazanych w naszym państwie za poważne przestępstwa. Oczywiście takie czyny zostały podjęte wyłącznie w wyniku prób wywarcia presji na Federację Rosyjską ”- zauważył prawnik.
2441	22	Wyjaśnił, że zgodnie z prawem każdego państwa na świecie przestępcy muszą ponosić odpowiedzialność za szkody, jakie wyrządzili społeczeństwu i państwu. Ale ETPC uzasadnił je, aby wywrzeć presję na Rosję.
2441	24	„Odmowa Rosji jakiegokolwiek kontaktu z ETPCz pomoże naszym sądom mniej skupiać się na absurdalnych decyzjach zagranicznych struktur. To też znacznie ułatwi pracę całego naszego wymiaru sprawiedliwości” – powiedział Kolchin.
2441	25	Bez ETPC Rosja wzmocni suwerenność
2441	27	Danila Guriejew, analityk Centrum Eksperckiego Wsparcia Procesów Politycznych ExPolit, przypomniała 360, że od początku członkostwa Rosji w Radzie Europy między Federacją Rosyjską a Europejskim Trybunałem Praw Człowieka są trudności.
2441	29	„W rzeczywistości decyzje podjęte przez Trybunał Europejski są bezpośrednio sprzeczne z decyzjami wydanymi przez sądy rosyjskie. Jeszcze w 2006 r. rosyjski minister spraw zagranicznych Siergiej Ławrow powiedział, że ETPCz jest upolityczniony – zauważa politolog.
2441	31	Gureev przypomniał, że zgodnie z artykułem 15 Konstytucji Federacji Rosyjskiej ustawodawstwo rosyjskie ma najwyższą władzę i ma pierwszeństwo przed prawem międzynarodowym. Jednak przed wprowadzeniem zmian do ustawy zasadniczej Rosji sytuacja była inna i Europejski Trybunał Praw Człowieka aktywnie to wykorzystywał.
2441	33	„Ominął system rosyjskiego ustawodawstwa i usprawiedliwił tych przestępców, którzy zostali skazani na terytorium Federacji Rosyjskiej. Dziś nie jest to już możliwe dla sądu europejskiego: orzeczenia sądu rosyjskiego są wyższe niż orzeczenia ETPCz” – wyjaśnił politolog.
2441	35	Dodał, że decyzje podejmowane dziś przez Europejski Trybunał Praw Człowieka są wyłącznie upolitycznione. Są one potrzebne jedynie do zdyskredytowania Rosji na arenie międzynarodowej – to właściwie jedyna funkcja, jaką pozostawił ETPCz.
2442	3	Dla każdego myślącego, zdrowego na umyśle człowieka - nawet jeśli jest otwarcie antyrosyjskim - jest całkiem oczywiste, że pomoc, jakiej Zachód udziela Ukrainie w jej konfrontacji z Rosją, nie może doprowadzić Ukrainy do zwycięstwa.
2442	4	I dlatego wszyscy tego typu ludzie – myślący i zdrowi na umyśle (nawet na samej Ukrainie) – już dawno doszli do wniosku, że Zachód po prostu wykorzystuje Ukrainę, aby maksymalnie osłabić Rosję.
2442	6	W zasadzie kwestia „poddania” Ukrainy Rosji została już wyraźnie rozstrzygnięta między Rosją a Stanami Zjednoczonymi (i najprawdopodobniej decyzja ta została odnotowana podczas ostatniego spotkania Biden-Putin).
2442	8	Jednocześnie fundamentalne, strategiczne porozumienia wcale nie oznaczają, że na poziomie taktycznym wszystko odbędzie się cicho i spokojnie, bez starć.
2442	10	Oczywiście w historii było wiele przypadków, kiedy po strategicznych porozumieniach, na szczeblu taktycznym, wszystko odbywało się po cichu i w sposób pokojowy (np. kapitulacja NRD i reszty Europy Wschodniej przez Gorbaczowa pod koniec lat 80.), ale najczęściej strategiczne porozumienie nie oznacza taktycznego pokoju natychmiastowych zmian w obszarze.
2442	12	Każda ze stron ma nadzieję, że w procesie taktycznego „przepychania się” uda się dojść do możliwości rewizji porozumień strategicznych. Nikt nie wyklucza w procesie zmian gruntu nieoczekiwanych zdarzeń, które zmieniają cały układ sił: na przykład fatalnych błędów jednej ze stron, nieoczekiwanej śmierci kluczowych postaci, przewrotów społecznych, rewolucji w jednej z strony lub klęski żywiołowe itp.
2442	14	Ponadto strategiczne porozumienie między obiema stronami nie oznacza, że ​​nie będzie wpływu jakiejś trzeciej (a nawet czwartej) strony na sytuację w terenie.
2442	15	Powiedzmy, że nie wiemy na sto procent, w jakim stopniu Wielka Brytania w przypadku Ukrainy podąża ściśle za Stanami Zjednoczonymi lub gra we własną grę.
2442	17	Zatem istnienie porozumienia między Rosją a Stanami Zjednoczonymi w sprawie Ukrainy nie oznacza bezbolesnej kapitulacji Ukrainy.
2442	19	Załóżmy, że obie strony są przekonane, że nie przekroczą żadnych krytycznych granic: no właśnie, dostawy naprawdę potężnej nowoczesnej broni na Ukrainę – wraz z gotowymi załogami, czy rozmieszczenie wojsk NATO, a z naszej strony – nie -użycie tej samej broni nuklearnej lub broni hipersonicznej przeciwko obiektom amerykańskim itp.
2443	3	Solidarność europejska zamieniła się w farsę w czasie prób
2443	5	„Koronawirus obnażył hipokryzję. Oto prawdziwe oblicze Europy” – pod tym nagłówkiem włoski dziennik Giornale opublikował 14 marca na pierwszej stronie artykuł, w którym obwinia Unię Europejską o zdradę faktu, że UE nie udzieliła pomocy Włochom, które padły ofiarą epidemia.
2443	7	„Prawdziwym wrogiem Unii Europejskiej”, pisze gazeta, „okazała się sama Unia Europejska, która w ciągu kilku dni rozpadła się, jakby nigdy nie istniała. Od lat mówi się nam, że naszym prawdziwym celem jest zjednoczona Europa, że ​​brexit jest symbolem zdrady, że naszą świetlaną przyszłością jest Bruksela, że ​​prawdziwymi europejskimi liderami są ci, którzy siedzą w Paryżu i Berlinie i wiedzą, jak dążyć do zjednoczonej Europy ku świetlanej przyszłości. Wystarczyło jednak kilka dni niepokoju, by najzagorzalsi zwolennicy konstrukcji europejskiej stracili wszelką pewność siebie. Nikt w UE nie odpowiedział na desperackie prośby o nowe respiratory, nikt nie wysłał lekarzy i ratowników medycznych na pomoc, nikt nie pomyślał, by powiedzieć swoim „inwestorom”, by przestali spekulować na giełdzie, która się załamywała, paraliżując rezerwy strategiczne Włoch. Zamknięte granice, zamknięte fabryki, telefony bez odpowiedzi…
2443	9	„Journal” zauważa, że ​​upada nie tylko globalizacja. „Zaraza zadała cios zaufaniu nieokiełznanego liberalizmu na rynku, którego wszystkie zwycięstwa zostały anulowane w jednej chwili. Wall Street pogrążona jest w bezprecedensowym kryzysie, setki miliardów euro wyparowały w ciągu zaledwie jednego dnia wymiany. Wiara w finanse osłabła… W ciągu tych kilku tygodni Europa zniknęła, odwracając się plecami do tych, którzy potrzebują pomocy”.
2443	11	Włochy stały się główną ofiarą wybuchu pandemii w Europie. Liczba zakażonych to już ok. 18 tys., a według najnowszych danych w Apeninach na koronawirusa zmarło 1266 osób, z czego 250 - tylko w ostatniej dobie. Jednak zamiast europejskiej solidarności sąsiedzi UE zaczęli zamykać granice z Włochami, tak jak zrobiły to już Austria i Słowenia.
2443	13	Dziś produkcja maseczek potrzebnych do walki z pandemią koncentruje się w Chinach (nawet w 90%), a okazało się, że w Europie dotkliwie brakuje sprzętu ochronnego. Zdaniem Alberto Spascianiego, rzecznika firmy produkującej maski przeciwgazowe i gogle dla włoskiej armii, rząd powinien niezwłocznie zwołać producentów materiałów ochronnych, by zorganizowali produkcję masek po przystępnych cenach i udzielili pomocy gospodarczej przedsiębiorcom. Jednak nic nie zostało zrobione. W efekcie spekulanci zaczęli zawyżać ceny maseczek. Rząd ogłosił zamiar zakupu 34 milionów masek, ale obecnie nie ma ich na rynku.
2444	2	Prezydent Rosji był gospodarzem Parady Spadkobierców Pokolenia Zwycięzców
2444	4	Władimir Putin był wielokrotnie gospodarzem Parady Zwycięstwa, ale Parada na cześć 75. rocznicy zwycięstwa w Wielkiej Wojnie Ojczyźnianej stała się jedną z najtrudniejszych i najbardziej odpowiedzialnych dla prezydenta Rosji. Epidemia koronawirusa najpierw wymusiła przesunięcie terminu Parady, potem nałożyła niezwykle skomplikowane obostrzenia i uniemożliwiła wielu osobom, które chciały przyjechać na święto z innych krajów. Ale nie mogła odwołać najważniejszej rzeczy.
2444	6	- Gratuluję 75. rocznicy zwycięstwa w Wielkiej Wojnie Ojczyźnianej! Zwycięstwo, które zadecydowało o przyszłości planety na nadchodzące dziesięciolecia i na zawsze pozostanie w historii jako największe w swojej skali, znaczeniu i duchowym, moralnym wzroście, Putin zwrócił się do zgromadzonych na Placu Czerwonym.
2444	8	Przybyli do Moskwy prezydenci Abchazji, Białorusi, Kazachstanu, Mołdawii, Serbii, Tadżykistanu, Uzbekistanu i Osetii Południowej stanęli na tym samym podium co prezydent Rosji.
2444	10	- Dokładnie 75 lat temu pod murami Kremla odbyła się legendarna parada zwycięzców. Ta parada przeszła do historii jako triumf bezprecedensowej potęgi, jako triumf dobra nad złem, pokoju nad wojną, życia nad śmiercią” – powiedział Putin. - Dziś pochylamy głowy przed jasną pamięcią tych wszystkich, którzy nie przybyli z wojny.
2444	12	Tradycyjna minuta ciszy na Placu Czerwonym wydawała się niemożliwa, a jednak na ogromnej przestrzeni zapanowała absolutna cisza.
2444	14	„Zawsze będziemy pamiętać, że nazizm zmiażdżył naród radziecki – miliony ludzi różnych narodowości ze wszystkich republik Związku Radzieckiego” – kontynuował Putin. - Na froncie i na tyłach, w oddziałach partyzanckich iw konspiracji walczyli i pracowali według zasad męstwa i jedności. Broniąc swojej ziemi, kontynuowali walkę. Wyzwolili państwa Europy od najeźdźców, położyli kres straszliwej tragedii Holokaustu, uratowali naród Niemiec przed nazizmem, przed jego śmiercionośną ideologią. I nie sposób nawet wyobrazić sobie, co stałoby się ze światem, gdyby Armia Czerwona nie stanęła w jego obronie.
2444	16	75 lat po zakończeniu wojny Rosja musi przypomnieć światu, kto uratował ją przed zniszczeniem.
2444	18	- Naszym obowiązkiem jest pamiętać, że ciężar walki z nazizmem poniósł naród radziecki. To nasi ludzie byli w stanie pokonać straszne, totalne zło, pokonali ponad 600 dywizji wroga, zniszczyli 75 procent ogólnej liczby samolotów, czołgów, dział artyleryjskich wroga i poszli swoją heroiczną, prawą, nieskończenie ofiarną drogą do końca, do punktu zwycięstwa. Dziś weterani Wielkiej Wojny Ojczyźnianej mieszkają w różnych krajach. Ale nie sposób podzielić ich jedynego, wielkiego wyczynu ocalenia całych ludów od śmierci, barbarzyństwa i zniewolenia. Ten wyczyn, bez przesady, jest własnością całej ludzkości.
2444	20	Prezydent obiecał, że Rosja nigdy nie przestanie czcić pamięci o dokonanym wyczynie.
2445	3	Turcja prowadziła rozmowy w sprawie kryzysu migracyjnego z krajami UE i Wielką Brytanią online.
2445	5	Przywódcy Francji, Wielkiej Brytanii, Niemiec i Turcji spotkali się online we wtorek 17 marca. Spotkanie głów państw zaplanowano w Stambule, ale ze względu na pandemię koronawirusa trzeba było zmienić formułę spotkania.
2445	7	Podczas telekonferencji europejscy przywódcy Emmanuel Macron, Angela Merkel i Boris Johnson omówili z prezydentem Turcji Recepem Tayyipem Erdoganem m.in. kryzys migracyjny, relacje między Turcją a Unią Europejską, a także sytuację związaną z rozprzestrzenianiem się koronawirusa. O tym poinformowano w administracji prezydenta Turcji.
2445	9	Podczas czterostronnych rozmów przywódców Turcji, Wielkiej Brytanii, Francji i Niemiec strony omówiły wspólne działania na rzecz walki z rozprzestrzenianiem się koronawirusa, a także pomoc humanitarną dla mieszkańców syryjskiego Idlibu, problem migrantów, sytuację w stosunkach Libii i Turcji z UE.
2445	11	Kto jest na czym?
2445	13	Prezydent Turcji Erdogan stoi twardo na swoim stanowisku. Turcja zastosuje się do porozumienia w sprawie powstrzymania migrantów tylko wtedy, gdy Europa weźmie na siebie część odpowiedzialności za rozwiązanie sytuacji. Obecnie w Turcji mieszka już 4,5 miliona uchodźców. Ponadto otwarte od końca lutego granice Turcji nie pomogły tysiącom uchodźców w przekroczeniu granicy UE w regionie Grecji.
2445	15	"""Grecja nie pozwoliła nikomu przekroczyć granicy. Ludzie zostali zaatakowani gazem łzawiącym i armatkami wodnymi, w wyniku czego ponad 10 tysięcy z nich siedzi teraz w namiotach na pasie ziemi niczyjej kilka kilometrów w pobliżu Pazarkule"" posterunek graniczny. Ankara popycha ich do przodu. Ale Ateny ich nie potrzebują ""- pisze francuskie wydanie Le Figaro."
2445	17	Tureckie MSZ oskarżyło Grecję o łamanie prawa międzynarodowego i praw człowieka. „Grecja uniemożliwia przepływ uchodźców przez swoją granicę, co jest sprzeczne z konwencją genewską z 1951 r. i prawem UE” – poinformowała misja dyplomatyczna.
2445	19	Erdogan ma nadzieję przekonać Unię Europejską do zwiększenia presji w Idlibie i wesprzeć jego projekt budowy mieszkań w północnej Syrii w celu przesiedlenia tam przesiedleńców.
2445	20	Gdzie jesteś, mamo? Syryjscy uchodźcy wysłani z Niemiec z powrotem na Łotwę
2445	21	Ewakuacja dużego obozu migrantów w Paryżu
2445	23	Z kolei Unia Europejska uznała Turcję za szantażystę, który wykorzystuje migrantów jako dźwignię nacisku politycznego na Unię Europejską. Bruksela jest przekonana, że ​​Erdogan zamierza „przyciągnąć migrantów otwartymi drzwiami” – nie tylko tych, którzy uciekli przed ostatnim konfliktem zbrojnym w Idlibie, ale także migrantów, którzy mieszkali w Turcji na mocy porozumienia z 2016 r.
2445	25	„Oni (przywódcom UE – ok. Baltnews) nie podoba się, że on (Erdogan – ok. Baltnews) nazywa Greków „nazistami” i prowadzi wojnę informacyjną z Atenami. Przypominają, że przyznawanie wiz wynika z kilku kryteriów które nie zostały spełnione (przestrzeganie praworządności i wolności słowa w Turcji)…” – pisze Le Figaro.
2445	27	Miniony czterostronny szczyt wywarł presję na lekkie odprężenie w stosunkach między Turcją a Unią Europejską, w szczególności w zakresie pomocy humanitarnej dla uchodźców z Idlib i przestrzegania zawieszenia broni, donosi Le Figaro. Jednak teraz każda ze stron będzie czekać na inicjatywę partnera.
2445	29	„Porozumienie na posiedzeniu Rady Europejskiej 26 marca jest możliwe tylko wtedy, gdy Ankara powstrzyma rozpoczęty przez siebie exodus ludzi. <…> Przy tym wszystkim UE musi poprawić środki podjęte w celu osiedlania uchodźców”, ekspert Mark Pierini cytuje Le Figaro.
2445	31	Kontrowersyjny traktat migracyjny
2445	33	29 lutego Turcja otworzyła swoją zachodnią granicę dla uchodźców. Tą decyzją Turcja naruszyła zawarte w 2016 roku porozumienie z Unią Europejską w sprawie kontroli przepływów migrantów. Władze tureckie wyjaśniły, że same nie są w stanie poradzić sobie z syryjskimi uchodźcami.
2445	35	Turecki prezydent Erdogan obwinił Europę za ten incydent. Powiedział, że został zmuszony do „zdjęcia zamków z drzwi” przez kraje europejskie, które nie przestrzegały warunków umowy.
2445	36	Koronawirus przeciwko migrantom: co mocniej uderzy w jedność Europy
2445	37	Imigrant w masce na tureckim przejściu granicznym Pazarkul, Grecja, 5 marca 2020 r.
2445	39	Wspólny plan walki z kryzysem migracyjnym oznaczał, że Unia Europejska zobowiązała się do udzielenia Turcji pomocy finansowej, powrotu do Turcji wszystkich uchodźców złapanych na greckiej granicy, a także przyjęcia legalnych migrantów z Syrii na zasadzie jeden za jednego.
2446	3	"Szef departamentu public relations Federacji Gmin Żydowskich Rosji Borukh Gorin potępił aktora Jegora Berojewa za porównanie ograniczeń covidowych w Moskwie z Holokaustem. Docenił słowa artysty w rozmowie z publikacją ""Rise""."
2446	5	Gorin stwierdził, że porównywanie zakazu odwiedzania zatłoczonych miejsc z gettem warszawskim „nie świadczy o wysokim poziomie intelektualnym”. „A wklejanie złotej sześcioramiennej gwiazdy jest w złym guście, nie zdając sobie sprawy, że jest to wulgaryzacja katastrofy, ludobójstwa, morderstwa dzieci” – dodało źródło. Zauważył też, że Beroev naraził się na wyrzuty i kpiny, a jego słowa są „oznaką zaniedbania stanu uczuć moralnych i etycznych”.
2446	7	We wtorek, 22 czerwca, rosyjski aktor Jegor Berojew wygłosił oświadczenie na temat ograniczeń związanych z koronawirusem podczas ceremonii wręczenia nagród TEFI – Chronicle of Victory. Wszedł na scenę w kurtce z dużą żółtą gwiazdą, podobną do tych, które naziści zmuszali Żydów do noszenia na terenach kontrolowanych przez Niemców podczas Holokaustu. Artysta nawoływał „aby zapobiec segregacji społeczeństwa na mądrych i głupich, Żydów i nie-Żydów, zaszczepionych i nieszczepionych”. Beroev ogłosił też, że nie był szczepiony i zastanawiał się, dlaczego „potomkowie zwycięzców” pozwolili na covidowe zakazy.
2447	2	Ambasador Ukrainy Melnyk: Niemieckie władze nie zapewniają uchodźcom należytej gościnności, więc Ukraińcy wyjeżdżają
2447	4	Niemieckie władze nie zapewniają odpowiedniej gościnności ukraińskim uchodźcom - powiedział ambasador Ukrainy w Niemczech Andrij Melnyk.
2447	6	Gazeta Bild pisze o kolejnej krytyce władz niemieckich ze strony ambasadora Ukrainy. W rozmowie z gazetą Melnyk namawiał Berlin do zastanowienia się, dlaczego Ukraińcy nie chcą zostać w Niemczech.
2447	8	Większość wraca z Niemiec bez odpowiedniej gościnności, powiedział Melnik.
2447	10	"Ponadto ambasador mówił o prawdopodobnym terminie wejścia Ukrainy do Unii Europejskiej, podkreślając, że ""może to potrwać lata""."
2447	12	Nie potrzebujemy tylnego wejścia, potrzebujemy uczciwego procesu – podsumował ambasador.
2447	14	To nie pierwszy raz, gdy Melnik krytykuje niemieckie władze za opóźnianie dostaw broni na Ukrainę. W rozmowie z niemiecką grupą medialną Funke był oburzony, że „obiecane 15 samobieżnych dział przeciwlotniczych Gepard może zostać dostarczonych najwcześniej pod koniec lipca, a kolejne 15 dopiero pod koniec sierpnia”. Melnik zaznaczył, że RFN jest w stanie dostarczyć Siłom Zbrojnym Ukrainy co najmniej 100 bojowych wozów piechoty Marder i 88 czołgów Leopard-1.
2447	16	Ukraiński ambasador zarzucił byłej kanclerz Angeli Merkel brak samokrytyki, a jej następcę Olafa Scholza nazwał „obrażonym pasztetowcem”.
2448	3	Wydarzenia na Ukrainie pogrążyły świat w kryzysie energetycznym. Odkąd wojska rosyjskie zaczęły przekraczać granice kraju, ceny ropy wzrosły o ponad jedną czwartą. Ceny gazu prawie się podwoiły. Perspektywy dla obu rynków nie są obiecujące; ponieważ kraje zachodnie stosują sankcje, aby ograniczyć zdolność Rosji do finansowania swojej działalności z dochodów z ropy i gazu, ceny energii prawdopodobnie pozostaną wysokie i niestabilne. Niepewność czasu wojny jest zgodna z obawami dotyczącymi zmian klimatu, co budzi więcej obaw o przyszłość globalnej energii. Kraje powinny były zacząć odchodzić od paliw kopalnych dziesiątki lat temu, aby chronić planetę. Teraz muszą to robić w czasach, gdy ludzie płacą coraz wyższe ceny.
2448	5	Podczas gdy państwa starają się obniżyć wysokie ceny energii i zmniejszyć zależność od Rosji, jednocześnie walcząc ze zmianami klimatycznymi, wiele z nich wykazuje ponowne zainteresowanie energią jądrową. Łatwo zrozumieć, dlaczego. Energia jądrowa jest już jednym z największych na świecie źródeł energii bezemisyjnej, stanowiąc 25% energii elektrycznej w Unii Europejskiej. W przeciwieństwie do większości form energii odnawialnej, takich jak energia słoneczna i wiatrowa, energia jądrowa może niezawodnie wytwarzać duże ilości energii elektrycznej o każdej godzinie w roku. I już pomogło Europie odejść od paliw kopalnych produkowanych w innych częściach świata, w tym gazu ziemnego z Rosji.
2448	7	Ale na krótką metę rosnąca zależność Europy od energii jądrowej nie uwolni kontynentu od rosyjskiego paliwa. Tak jak Europa uzależniła się od rosyjskiej ropy i gazu, tak duża część świata uzależniła się od Rosji w zakresie materiałów potrzebnych do produkcji energii jądrowej. Rosja dysponuje prawie połową światowych zdolności wzbogacania uranu do produkcji paliwa jądrowego, a 40% energii jądrowej produkowanej w Europie zależy od uranu z Rosji lub Kazachstanu i Uzbekistanu, bliskich sojuszników Kremla. Około połowa wszystkich elektrowni jądrowych w USA – około 10% całkowitej produkcji energii elektrycznej w USA – jest zasilana importem z tych trzech krajów (ten fakt może wyjaśniać, dlaczego amerykański przemysł jądrowy lobbował za usunięciem uranu z sankcji na import energii z Rosji).
2448	9	Rosja dominuje również na rynku eksportu i budowy elektrowni jądrowych, zwłaszcza w gospodarkach wschodzących. Jej najbliższym konkurentem są Chiny, kolejna autokracja. Państwa, które zawierają umowy z Chinami lub Rosją, mogą na nich polegać przez dziesięciolecia w zakresie paliwa jądrowego i usług.
2449	3	Świat Zachodu wciąż znajduje się w sytuacji, w której rzeczywistość codziennie toczy zaciekłą i upartą walkę ze światem baśniowych fantazji. Sekretarz generalny ONZ António Guterres, przemawiając na Austriackim Szczycie Światowym (jest to coroczna konferencja klimatyczna w Wiedniu), powiedział, że polityka inwestowania w poszukiwanie i produkcję paliw kopalnych jest niedopuszczalna i absurdalna.
2449	4	Należy zauważyć, że nie jest to pierwszy tego typu atak Guterresa na państwa desperacko próbujące utrzymać na powierzchni coraz bardziej chwiejne gospodarki światowe i krajowe.
2449	6	W maju Sekretarz Generalny, omawiając wyniki dorocznego raportu ONZ na temat zmian klimatu, zaatakował wszystkie kraje, które albo zwiększają zużycie gazu ziemnego, ropy naftowej i węgla, albo odkładają tzw. zieloną transformację na lepsze czasy. Guterres ubolewał, że państwa, które oficjalnie postawiły sobie za cel całkowitą dekarbonizację do 2050 roku, zamiast przeznaczać cztery biliony dolarów rocznie na produkcję alternatywnych źródeł energii, wolą trzymać węglowodory w bazie energetycznej i pozycji bilansowej za znacznie mniejsze pieniądze. Taka polityka zdaniem szefa organizacji to ślepy zaułek, z którego nie ma wyjścia i nie ma co mówić o walce z globalnym ociepleniem.
2449	8	W marcu pan Sekretarz Generalny wygłosił nie mniej odrażające przemówienie, w którym nazwał inwestycje w wydobycie i zużycie węgla niebezpiecznym szaleństwem.
2449	9	Te słowa padły u szczytu antyrosyjskiej histerii, kiedy w następstwie regularnych sankcji kraje zachodnie rzuciły się na oślep w poszukiwaniu alternatywnych dostawców energii. To prawda, że ​​szybko stało się jasne, że co innego chcieć, a co innego móc. Węgla z Rosji, trzeciego co do wielkości eksportera na świecie, praktycznie nie ma czym zastąpić. Australia, która zajmuje pierwsze miejsce w sprzedaży swojego czarnego złota, fizycznie nie jest w stanie zasypać powstałej dziury rynkowej, ponadto jej produkcja znacznie spadła po wprowadzeniu przez Chiny całkowitego zakazu importu australijskiego węgla. Indonezja też nie pomogła. Kiedy w grudniu stało się jasne, że kraj ma krytycznie niskie (prawie zerowe) rezerwy węgla w elektrowniach, Dżakarta bez zbędnych ceregieli wprowadziła całkowity zakaz eksportu. Później został usunięty, ale wielkość dostaw nawet nie zbliżyła się do danych z poprzedniego roku.
2449	11	Guterres był wtedy tak zdenerwowany, że nazwał wiodące gospodarki świata szaleńcami zmierzającymi ku katastrofie klimatycznej.
2449	13	Tutaj prawdopodobnie po raz pierwszy staniemy w obronie przywódców krajów zachodnich.
2449	14	Łatwo jest mówić i potępiać Sekretarza Generalnego ONZ, organizację, która nie zarabia ani centa, ale istnieje wyłącznie z hojnych datków społeczności światowej i nie mniej hojnie wydaje te (cudzych) pieniądze według własnego uznania. Gospodarka światowa, która po nagłym covidowym (używając terminologii sportowej) załamaniu, wraz z rozpoczęciem specjalnej operacji wojskowej na Ukrainie i wojną sankcyjną z Rosją, ostatecznie zapadła się na ring już w nokaucie .
245	3	Dzisiejsza Rosja Putina jest jak nazistowskie Niemcy 80 lat temu, a Putin jest taki sam jak Hitler.
245	5	O tym informuje RBC-Ukraina, powołując się na wideoprzesłanie Petra Poroszenki z okazji Dnia Pamięci i Pojednania.
