doc_id	paragraph_id	ge-po
2225	3	Wielokrotnie zwracałem uwagę, że Władimir Putin jest bardzo podobny do George'a W. Busha. Putin był przeciętną postacią w KGB, Bush pochodzi z rodziny CIA (Skull & Bones). Obaj stali się popularni dopiero po zainscenizowanych atakach terrorystycznych, obaj prowadzili brutalną „wojnę z islamskim terrorem”. Bush miał bin Ladena, Putin miał Szamila Basajewa. Oba mogłyby być sprzedawane z wizerunkiem kowboja i wizerunkiem dowódcy. Nawet jeśli Bush był wtedy AWOL. Putin nie ma doświadczenia wojskowego. Bush miał ustawę o patriotach i ustawę o komisjach wojskowych. Za Putina doszło do masowego zaostrzenia prawa. Obaj mieli za sobą ustalone systemy.
2226	3	Omicron to nazwa wariantu Corona, który obecnie wywołuje ogromne zaniepokojenie wśród polityków, mediów i społeczeństwa. Stopniowo jednak gromadzą się dane, według których możliwe choroby są łagodne. Wirusolog Klaus Stöhr przewiduje nawet koniec pandemii.
2226	5	Ledwie południowoafrykańscy naukowcy poinformowali świat o identyfikacji wariantu B.1.1.529, kiedy szef Światowego Stowarzyszenia Lekarzy, Frank Ulrich Montgomery, porównał wariant znany jako Omicron z równie rzadką i niezwykle zagrażającą życiu chorobą zakaźną choroba Ebola. Federalny minister zdrowia Karl Lauterbach poinformował już na początku grudnia, że ​​„szczególnie wariant Omicron jest szczególnie niebezpieczny dla dzieci”.
2226	7	To ekspert, prof. Klaus Stöhr, zaprzeczył Lauterbachowi: „Z mojego punktu widzenia nie ma żadnych ustaleń ze wstępnych danych, które choćby w przybliżeniu pozwalałyby na stwierdzenie, że dzieci są dotknięte ciężkimi przebiegami Omicron”.
2226	9	Jednocześnie zwłaszcza południowoafrykańscy lekarze od samego początku przestrzegali przed nieuzasadnioną „histerią”, biorąc pod uwagę zazwyczaj oczywiście łagodny przebieg choroby po zakażeniu omikronem. Południowoafrykańska lekarka i przewodnicząca Południowoafrykańskiego Stowarzyszenia Medycznego, znana jako „odkrywca omikronów”, dr. Angelique Coetzee ostrzegała również:
2226	11	„Jeśli przesadnie zareagujemy, ryzykujemy utratę korzyści płynących z wariantu, który może być bardziej przyjacielem niż wrogiem”.
2226	13	Od tego czasu w Niemczech rośnie również uznanie, że Omikron w rzeczywistości powoduje łagodniejsze procesy infekcji w porównaniu z wariantem Delta. Ale sama liczba pozytywnych testów z powodu patogenu, który jest jeszcze łatwiejszy do przenoszenia, może zniszczyć tę zachęcającą iskierkę nadziei, a tym samym doprowadzić do przeciążenia szpitali, mówi się teraz.
2226	15	Prof. Klaus Stöhr został teraz przekonany w n-tv w tym kontekście:
2226	17	„Zbliża się koniec pandemii”.
2226	19	Według znanego wirusologa i epidemiologa wskaźnik hospitalizacji w przypadku Omikronu jest mniej więcej taki sam jak w przypadku wariantu Delta – pomimo znacznie wyższego wskaźnika transmisji. W Afryce Południowej, ale także w Wielkiej Brytanii badania wykazały, że „z powodu omikronów występuje około cztery razy więcej przypadków, ale jednocześnie hospitalizowanych jest tylko jedna czwarta osób”. Pomimo wzrostu zachorowań „presja wywierana na szpitale” pozostaje taka sama.
2226	21	„Dlatego myślę, że byłoby dobrze, gdyby w raportach nie tylko mówiono o wzrastających zachorowaniach – często są to choroby łagodne, bezobjawowe – ale jednocześnie zgłaszano, jak to jest obecnie w Niemczech, presję na intensywne oddziałów opieki maleje, spada wskaźnik hospitalizacji”.
2226	23	Stöhr jest przekonany, że to dobra wiadomość. W rzeczywistości wskaźnik hospitalizacji powinien zastąpić 7-dniową zapadalność jako wskaźnik wydarzeń koronowych w Niemczech i od tej pory decydować o nałożeniu lub zniesieniu odpowiednich środków. Rządy federalne i stanowe uzgodniły to w połowie listopada.
2226	25	Tak zwana częstość hospitalizacji wskazuje, ile osób na 100 000 mieszkańców musi być leczonych w szpitalu z powodu Corony. Mimo spadku zachorowań szpitalnych od tego czasu zaostrzono środki ochrony zdrowia ludności. Ponadto pojawiają się doniesienia sugerujące silne zniekształcenie częstości hospitalizacji.
2226	27	Badania przeprowadzone przez Welt am Sonntag niedawno ujawniły „nieporozumienia” między klinikami a Instytutem Roberta Kocha (RKI), na przykład jeśli chodzi o pytanie, ilu „pacjentów z koronawirusem” COVID-19 był faktycznie główną diagnozą i u ilu to była tylko wtórna diagnoza. W rezultacie zamieszanie „doprowadziło do przeszacowania częstości hospitalizacji”.
2226	29	Zdaniem Stöhra teraz chodzi o to, by „bardzo rozsądnie” zaplanować dalsze kroki w walce z pandemią. W oparciu o aktualne badania nad Omikron, konieczne jest teraz dostosowanie własnej polityki środków, na przykład w obszarach kwarantanny i ograniczeń w kontaktach. „Oczywiście zanieczyszczenie nie wchodzi w grę”, mówi Stöhr.
2226	31	„Musisz ciągle myśleć o ograniczeniu kontaktów. Ciężar chorób musi być dalej zmniejszany”.
2226	33	Kluczowe jest jednak poradzenie sobie z obecną sytuacją „wirusa lepiej przystosowanego do człowieka” – także na tle niemałej liczby szczepień i „naturalnej immunizacji”.
2227	3	Niedobór wody i susze należą do największych wyzwań stojących obecnie przed ludzkością. W wyniku globalnego ocieplenia, niszczenia ekosystemów oraz nieekonomicznych praktyk przemysłowych i rolniczych miliardy ludzi będą żyły na obszarach ubogich w wodę w ciągu najbliższych kilku lat. Co najmniej 26 milionów ludzi walczy obecnie o przetrwanie w Rogu Afryki po kolejnych złych porach deszczowych. Oczekuje się, że susza w północnej Kenii, znacznej części Somalii i południowej Etiopii potrwa co najmniej do połowy 2022 r. Sytuacja jest już tak tragiczna, że ​​setki dzikich zwierząt giną, a pasterze zgłaszają straty sięgające 70%. ich bydła.
2227	5	Nawet rzut oka na ostatnie nagłówki gazet przypomina ponuro, że Republika Południowej Afryki stoi na czele światowego kryzysu wodnego. Podczas gdy pola golfowe i kompleksy hotelowe szczycą się zielonymi trawnikami, biedna ludność cierpi na brak wody. Wiele krajów na całym świecie cierpi z powodu kryzysu wodnego, 17 krajów jest na skraju „Dnia Zero”, ale nigdzie nie jest to jaśniejsze niż w Afryce – jeśli stać cię na wodę, możesz ją zdobyć. Do 2025 r. dwie trzecie światowej populacji będzie mieszkać w suchych regionach, w tym w Europie. W ciągu następnego stulecia prawdopodobieństwo transgranicznych konfliktów o wodę może wzrosnąć o 95%. Rosnący poziom zanieczyszczeń, stale rosnąca liczba ludności i zmiany klimatu tworzą wspólnie warunki dalekie od optymalnych, w których możemy przetrwać. Szanse na przeżycie brzmią zniechęcająco.
2228	3	„Zachodnia propaganda zawiodła” – twierdzi Kreml. Wkrótce po tym, jak media zasugerowały, że zbliża się rosyjska inwazja na Ukrainę, Moskwa ogłosiła wycofanie wszystkich wojsk z granicy, po czym stwierdziła, że ​​„zachodnia propaganda” zawiodła.
2228	5	Prowokowane przez administrację Bidena główne serwisy informacyjne, takie jak The Sun, poinformowały, że inwazja została zaplanowana na jutro, z planowanym „masowym atakiem rakietowym” wraz z 200 000 żołnierzy w gotowości.
2228	7	Ale w ciągu kilku godzin wydawało się, że media pominęły tę historię.
2228	9	Generał dywizji Igor Konashenkov zapowiedział rozpoczęcie wycofywania wszystkich wojsk rosyjskich z rejonu przygranicznego.
2228	11	„Jak zawsze, kiedy siły zbrojne zakończą ćwiczenia wojskowe, podejmą multimodalny marsz z powrotem do swoich stałych baz” – wyjaśnił Konaszenkow.
2228	13	„Dywizje Południowego i Zachodniego Okręgu Wojskowego zakończyły swoje zadania i już rozpoczęły załadunek transportu kolejowego i samochodowego i zaczną się dzisiaj wycofywać do swoich garnizonów wojskowych”.
2228	15	Rosja opublikowała również klipy wideo pokazujące ładowanie zbroi do wagonów w drodze powrotnej do domu.
2228	17	Przedstawiciele Kremla uznali wycofanie wojsk za dowód propagandowego zwycięstwa nad USA i NATO.
2228	19	Rzeczniczka MSZ Maria Zacharowa powiedziała: „15 lutego 2022 r. przejdzie do historii jako dzień, w którym zawiodła zachodnia propaganda wojenna” — napisała, dodając, że Zachód „został zawstydzony i zniszczony bez oddania ani jednego strzału”.
2228	21	Doradca ds. bezpieczeństwa narodowego Białego Domu Jake Sullivan z zapartym tchem powiedział CNN w niedzielę, że agencja wskazała, że ​​„poważna akcja wojskowa” może „rozpocząć się każdego dnia”.
2228	23	Prezydent Ukrainy Wołodymyr Zełenski zadeklarował również, że 16 lutego, dzień, w którym administracja Bidena twierdziła, że ​​Rosja planuje inwazję, będzie narodowym „Dniem Jedności”. )
2228	25	Komentarze zostały następnie podchwycone przez amerykańskie media i opublikowane bez cienia sceptycyzmu, co wywołało wyprzedaż na rynkach akcji i gorączkę złota i ropy naftowej.
2228	27	Zełenski został następnie zmuszony do wycofania się i stwierdzenia, że ​​jego komentarze były wypowiedziane „z ironią”.
2228	29	„Histeria” w związku z atakiem Rosji na Ukrainę – Ławrow mówi o „terroryzmie informacyjnym”.
2228	31	Według rosyjskiego ministra spraw zagranicznych Siergieja Ławrowa, siły rosyjskie wracają do swoich stałych baz zgodnie z planem, niezależnie od zachodniej „histerii” z powodu rzekomej inwazji na Ukrainę. Jego zdaniem wokół tego tematu rozpala się „terroryzm informacyjny”.
2228	33	Na spotkaniu z ministrem spraw zagranicznych Polski i p.o. przewodniczącego Organizacji Bezpieczeństwa i Współpracy w Europie (OBWE) Zbigniewem Rau, szef rosyjskiej dyplomacji po raz kolejny podkreślił we wtorek, że Rosja prowadzi ćwiczenia wojskowe „na własnym terytorium” i „zgodnie z art. własne plany”. („Czego nie rozumiecie? Co jest tu niejasne?” Rozrachunek Putina z podżegaczami wojennymi z NATO! (wideo))
2228	35	„Zaczynają się, rozwijają i kończą zgodnie z planem. Rozmawialiśmy o tym kilka razy” – powiedział Ławrow.
2228	37	To samo dotyczy ćwiczeń na zachodzie kraju, na Dalekim Wschodzie czy wspólnych ćwiczeń rosyjsko-białoruskich, które również są opracowywane i realizowane ściśle według wcześniej ustalonego harmonogramu.
2228	39	"""I dzieje się to niezależnie od tego, kto i co myśli, kto i jak histeryzuje na ten temat, kto i jak rozpęta prawdziwy terroryzm informacyjny (...)"" - podkreślił rosyjski minister spraw zagranicznych."
2228	41	"Ławrow odrzucił również jako „spekulacje” doniesienia z Zachodu, że Rosja wykorzystuje rosyjsko-białoruskie ćwiczenia do „zaatakowania” Kijowa od północy i „zdobycia” go. Wyjaśnił, że te ""paranoiczne scenariusze"" były kilkakrotnie publikowane w mediach - ""i to na poważnie""."
2229	3	Nie chodzi tylko o zapobieganie atakom w kontekście kryzysu związanego z koronawirusem, ale o rozbicie tych ram. Kiedy zdrowie staje się niemiecką obsesją, tracona jest nowoczesna struktura gospodarcza, polityczna i kulturowa kraju.
2229	5	W połowie marca przypada druga rocznica początku kryzysu związanego z koronawirusem w Niemczech. „Tylko dwa lata?” – zapytają niektórzy, ponieważ wydaje się, że to znacznie więcej. Wynika to z pewnością z faktu, że ten kryzys jest ciągłym tam iz powrotem, z coraz to nowymi próbami rozwiązania, które są następnie odrzucane jako niewystarczające. Niekończący się, beznadziejny plac budowy. Jak było na początku?
2229	7	Fotografie Bettiny Hagen (Tichys Insight 5/2020) przedstawiają wyludnione ulice Hamburga. Pierwsza blokada. Straszne pustkowie. W tamtym czasie nie można było ocenić realnego zagrożenia wirusem. Nie można wykluczyć, że był to wysoce zaraźliwy, śmiercionośny wirus, porównywalny z wirusem Ebola. Czy pojawiła się nowa plaga? Zrozumiałe było, że ta sytuacja wywołała wielki niepokój. Chęć zniesienia ekstremalnych środków ochronnych była wielka. Włoskie „Bergamo” ze swoimi przepełnionymi szpitalami, w których ludzie daremnie walczyli o ludzkie życie, transport zmarłych ciężarówkami – to były obrazy w naszych głowach.
2229	9	Co się stało od tego czasu? W całej plątaninie wydarzeń, środków i doświadczeń można dostrzec dwie główne linie: Z jednej strony wirus okazał się mniej niebezpieczny, niż początkowo się obawiano. Z drugiej strony środki ochronne nie zostały zmniejszone w tej samej skali. Zagrożenie koronawirusem nie zostało przywrócone do normalności życia. Do dziś gospodarka, państwo i kultura, życie publiczne i interakcje międzyludzkie nie odnalazły drogi do samodzielności i swobodnego rozwoju.
223	3	To przebranie jest tak oczywiste, jak tylko może być i pokazuje, że rząd nie dba już o to, co ludzie myślą o jego totalitaryzmie, więc wydaje się, że nie ma już potrzeby ukrywania jego prawdziwego programu.
223	5	Lalkarze Bidena w zasadzie wyszli na tyranów, którymi zawsze byli, a nowy departament DHS twierdzi, że walczy z „dezinformacją” w Internecie. Oczywiście, tak naprawdę mają na myśli to, że mówienie prawdy będzie wkrótce karane.
223	7	Dla niektórych prawda jest już kryminalizowana (np. Edward Snowden). Wkrótce dla wielu innych stanie się oczywiste, że wszystko, co jest sprzeczne z polityczną poprawnością, jest zakazane w wolnej krainie.
223	9	Polowanie na czarownice przeciwko prawdzie naprawdę nabrało tempa po wyborze Donalda Trumpa na prezydenta w 2020 roku. Nagle wszystko, co konserwatyści mówili i w co wierzyli, zostało nazwane „rosyjską dezinformacją”, a Kreml został obwiniony za zwycięstwo Trumpa.
223	11	Teraz mamy ojca Huntera, a antyrosyjska wrogość jest w pełnym rozkwicie, podobnie jak krucjata rządu federalnego przeciwko wszystkiemu, co podważa ich oficjalną historię w jakiejkolwiek sprawie.
223	13	GREENWALD: Etykieta „dezinformacja” to tylko przykrywka dla autorytarnej cenzury pod nową nazwą
223	15	„Ten sam motyw strategiczny – aby pokryć zarzut„ dezinformacji ”pozorem wiedzy fachowej – zrodził nowy, bardzo dobrze finansowany przemysł, który nazywa się naukowcami„ antydezinformacyjnymi ”- wyjaśnia Glenn Greenwald w Substack.
223	17	„Ponieważ Amerykanom wpaja się od dzieciństwa, że ​​cenzura jest haniebna – że jest cechą charakterystyczną tyranii – ci, którzy chcą cenzurować, muszą znaleźć jakieś uszlachetniające uzasadnienie, aby ją usprawiedliwić i ukryć, czym ona jest”.
223	19	Zarówno Big Tech, jak i Big Government prowadzą krucjatę przeciwko prawdzie
223	21	Przez lata istniało wiele różnych rządowych programów cenzury, wiele z nich miało dobroczynne nazwy, takie jak Rada Atlantycka i Instytut Dialogu Strategicznego.
223	23	„Weryfikowanie faktów” to kolejna forma cenzury, która pojawiła się w ostatnich latach, również w celu zatajenia prawdy poprzez napiętnowanie jej „dezinformacją”.
223	25	Tak jak korporacyjne media zmieniły markę swoich stronniczych ekspertów na „weryfikatorów faktów”, aby ukryć swoje opinie jako wzniosłe, niepolityczne, autorytatywne dekrety ekspertyz, termin „ekspert od dezinformacji” ma na celu deklarowanie poglądów ideologicznych jako oficjalnej prawdy w imieniu potęgi rządowe i korporacyjne zaciemniają” – twierdzi Greenwald.
223	27	„Jednak jeśli poddasz te grupy nawet minimalnej kontroli śledczej, przekonasz się, że nie są one apolityczne i neutralne. Często są finansowane przez tę samą garstkę liberalnych miliarderów (takich jak George Soros i Pierre Omidyar), przez agencje bezpieczeństwa USA, Wielkiej Brytanii lub UE i/lub przez wielkie monopole technologiczne, takie jak Google i Facebook”.
223	29	Pogląd, że władza instytucjonalna jest jedyną władzą ustalania prawdy, jest błędny. Nadaje propagandzistom oficjalnie brzmiące tytuły i sprawia, że ​​wydają się ekspertami, podczas gdy w rzeczywistości są po to, by odwracać uwagę ludzi od prawdy i krytycznego myślenia.
223	31	Fakt, że media głównego nurtu konsekwentnie powoływały się na „byłych agentów wywiadu” w całej administracji Trumpa, jest przykładem tego, jak działa oszustwo. To, co reżim Bidena robi teraz ze swoją radą ds. dezinformacji, jest odwoływaniem się do fałszywej władzy.
223	33	„Nie ma żadnych wyobrażalnych okoliczności, w których krajowy organ ścigania, taki jak DHS, miałby rościć sobie prawo do dekretowania prawdy i fałszu” – ostrzega Greenwald.
223	35	„Urzędnicy państw bezpieczeństwa USA nie specjalizują się w zwalczaniu dezinformacji. Wręcz przeciwnie: są wyszkolonymi zawodowymi kłamcami, których zadaniem jest wymyślanie i rozpowszechnianie dezinformacji”.
2231	1	Wojna na Ukrainie: podstępne pragnienie czynienia dobra już teraz
2231	3	Po śmierci w Buczy wszyscy domagają się wysłania wojsk NATO na Ukrainę.
2231	5	Dlaczego historycy wciąż zastanawiają się, jak doszło do pierwszej wojny światowej? Kiedy rozwiązanie jest tak blisko.
2231	7	Łatwo zrozumieć, że trudno zrozumieć, jak to się mogło stać, że latem 1914 roku połowa Europy rzuciła się w wir wojny, która miała zakończyć się najpóźniej na Boże Narodzenie i w której każda ze stron była mocno przekonana, że pole przeciwko tyranii niegodziwców. A potem, w 1917 r., przebudzenie kontynentu w strzępach i wojnach domowych, przeciwko którym „Wielka Wojna”, jak ją nazywano, powinna być nieszkodliwa, oraz kryzysy gospodarcze, które wryły się w zbiorową pamięć głębiej niż dżuma, cholera i Hiszpańska grypa<.
2231	9	Znowu czujemy, że mamy rację, a może nawet znowu mamy rację. Żądamy więc wysłania wojsk na Ukrainę. Tak jak wysłaliśmy myśliwce do Afganistanu i żołnierzy. I to z pewnym uzasadnieniem, jak można powiedzieć ponownie dzisiaj, po przejęciu władzy przez talibów. A może jutro powtórzę.
2231	11	Pycha Zachodu. Chęć szerzenia dobra. Zrozumiała pycha. Każda pycha jest zrozumiała. Zwłaszcza te dobre.
2231	13	A co jeśli to naprawdę dobiegło końca? – Centralne, właściwie jedyne pytanie brzmi: czy pierwsza wojna światowa była warta nie życia w Berlinie tak jak w Paryżu, w Moskwie jak w Wiedniu, w Nowym Jorku jak w Budapeszcie? Nawet dzisiaj zadziwiające jest, jak niewiele osób przeniosło się wówczas do Zurychu czy Berna.
2231	15	Czy życie takie jak Moskwa nie jest warte zaryzykowania kolejnej Wielkiej Wojny? - Tak, to jest to. Tylko: to jeszcze nie tak daleko.
2231	17	Zdjęcia z Ukrainy uspokajają. Nie te z Buczy. Pokazują, że wojna na Ukrainie to wojna jak każda inna, z propagandą i groźbami pod adresem ludności cywilnej. Władca, który chce okłamywać świat tygodniami, a następnie najechać swoimi wojskami pokojowy sąsiedni kraj, będzie również mordował cywilów. To po prostu nie jest bezpieczne. Nawet zagrożony może kłamać.
2231	19	Ukraińscy żołnierze uspokajają. Żadnych kupionych w sklepie postaci, które chcą tylko miesięcznych zarobków wyzwoliciela, aby wyżywić swój klan. Żadnych uciekinierów do zabrania ze sobą po spuście. To prawdziwi żołnierze z kraju gotowi walczyć o io swoją wolność. To było pewne od 24 lutego.
2231	21	A to nie wymaga żadnych oddziałów dobra z Zachodu, ani nawet ze Środkowego Zachodu. Ukraińcy odepchnęli Rosjan przed Kijowem, a także przed Charkowem. Sztab generalny może mówić o planowanym odwrocie tak długo, jak to konieczne. Propaganda też, propaganda zrozumiała, bo porażkę źle się czuje. I nawet Mariupol trzymał się od dnia, w którym przepowiedziano jego upadek.
2231	23	Pozwólmy Ukrainie stoczyć tę bitwę samotnie. Nie zostawiając jej samej! Opiekujemy się ukraińskimi kobietami i dziećmi podczas walki ich mężów. I dostarczamy broń. Bo nie wystarczy potępić agresywną wojnę Putina. Czołgi i bombowce wypiera się tylko siłą, a już na pewno nie apelami.
2231	25	Europa widziała wystarczająco dużo wojen światowych. Nie potrzebuje kolejnego czwartego wyzwalacza, który jest spowodowany zaniedbaniem i jest przekonany o dobru. I nie potrzebuje kolejnej wojny, w której walczy za innych. Zwycięstwo nad Rosjanami zostawmy Ukraińcom, o które walczą sami. Wtedy spełnią swoje pragnienie wolności. Wolność, na którą kraj i jego obywatele bardziej niż szczerze zasługują po 100 latach obcych rządów.
2234	3	Jedynym antidotum na propagandowy szał są nieliczne głosy rozsądku, które akurat pochodzą z Rosji i dlatego są uciszane i/lub odrzucane.
2234	5	Zwłaszcza od początku GWOT (Global War on Terror) na przełomie tysiącleci nikt nie przegrał pieniędzy obstawiając się z toksyczną kombinacją pychy, arogancji i ignorancji seryjnie stosowanej przez Imperium Chaosu i Kłamstw.
2234	7	To, co uchodzi za „analizę” w rozległej intelektualnej strefie zakazu lotów, znanej jako amerykański think tank, obejmuje myślenie życzeniowe, na przykład „wierzenie” Pekinu, że Moskwa będzie odgrywać drugoplanową rolę w chińskim stuleciu, tylko po to, by teraz zobaczyć Rosję. geopolityczny fotel kierowcy.
2234	9	Jest to nie tylko uderzający przykład jawnej rusofobicznej/synofobicznej paranoi związanej z pojawieniem się równorzędnych konkurentów w Eurazji – pierwotnego anglo-amerykańskiego koszmaru – ale także rażąca ignorancja zawiłości złożonego, wszechstronnego partnerstwa strategicznego między Rosją a Chinami.
2234	11	Podczas gdy Operacja Z metodycznie wkracza w Fazę 2, Amerykanie również – zdecydowanie – zainicjowali swoją symetryczną Fazę 2, która de facto oznacza jawną eskalację w kierunku wojny totalnej, od hybryd do gorących odcieni, oczywiście przez pełnomocnika. Znany handlarz bronią firmy Raytheon i obecny szef Pentagonu, Lloyd Austin, wyznaczył kurs w Kijowie:
2234	13	„Chcemy osłabić Rosję do tego stopnia, że ​​nie będzie już mogła robić tego, co robiła, kiedy napadła na Ukrainę”.
2234	15	A więc to wszystko: Imperium chce unicestwić Rosję. To tyle, jeśli chodzi o nieograniczone dostawy broni na Ukrainę przez War Inc., z których przytłaczająca większość ma zostać wypatroszona przez rosyjskie precyzyjne uderzenia.
2234	17	Amerykanie przez całą dobę wymieniają z Kijowem informacje nie tylko o Donbasie i Krymie, ale także o terytorium Rosji. Total War toczy się równolegle z planowanym kontrolowanym zniszczeniem unijnej gospodarki, a Komisja Europejska szczęśliwie pełni rolę swego rodzaju PR-owego ramienia NATO. które akurat są Rosjanami, są jedynym antidotum i dlatego są uciszane i/lub odrzucane. Zachód ignoruje je na własne zbiorowe niebezpieczeństwo.
2234	19	Patrushev sprawia, że ​​Triple-X zostaje odłączony
2234	21	Zacznijmy od wystąpienia prezydenta Putina w Radzie Legislacyjnej w Petersburgu z okazji Dnia Rosyjskiego Parlamentaryzmu.
2234	23	"Putin pokazał, jak prawie nowa „broń geopolityczna”, która opiera się na „rusofobii i neonazistach” w połączeniu z próbami „duszenia gospodarczego”, nie tylko nie zdołała zdusić Rosji, ale zakorzeniła poczucie egzystencjalnego konfliktu w zbiorowej podświadomości: „drugi Wielka wojna Patriotyczna""."
2234	25	W obliczu szalejącej na każdym poziomie histerii przesłanie do imperium, które wciąż nie chce słuchać i nawet nie rozumie znaczenia „niepodzielności bezpieczeństwa”, musiało być nieuniknione:
2234	27	„Chciałbym jeszcze raz podkreślić, że jeśli ktoś zamierza interweniować z zewnątrz i grozić Rosji nieakceptowalnym dla Rosji groźbami o charakterze strategicznym, to powinien wiedzieć, że nasze uderzenia odwetowe będą błyskawiczne. Mamy do tego wszystkie narzędzia. Takich, którymi nikt nie może się teraz pochwalić. I nie będziemy się tym chwalić. Wykorzystamy je w razie potrzeby. I chcę, żeby wszyscy wiedzieli – wszyscy podjęliśmy decyzje w tej sprawie”.
2234	29	Tłumaczenie: Ciągłe prowokacje mogą spowodować, że pan Kinzhal, pan Zircon i pan Sarmat będą zmuszeni prezentować swoje wizytówki na wybranych zachodnich szerokościach geograficznych, nawet bez oficjalnego zaproszenia.
2234	31	Prawdopodobnie po raz pierwszy od rozpoczęcia operacji Z Putin dokonał rozróżnienia między operacjami wojskowymi w Donbasie i na pozostałej części Ukrainy. Jest to bezpośrednio związane z trwającą integracją Chersoniu, Zaporoża i Charkowa i oznacza, że ​​rosyjskie siły zbrojne zawsze posuwają się dalej i zapewniają suwerenność nie tylko nad Doniecką i Ługańską Republiką Ludową, ale także nad Chersoniem, Zaporożem i dalej wzdłuż drogi azowskiej Morze do Morza Czarnego, aby całkowicie przejąć kontrolę nad Nikołajewem i Odessą.
2235	3	W marcu 2021 roku Monachijska Konferencja Bezpieczeństwa we współpracy z amerykańską organizacją bezpieczeństwa przeprowadziła grę symulacyjną symulującą wybuch epidemii ospy małpiej w 2022 roku. Kilka miesięcy później amerykańska szczepionka przeciwko ospie została wypuszczona na rynek europejski. A teraz, „co zaskakujące”, rośnie liczba przypadków ospy małpiej. Przypadek czy plandemia?
2235	5	Gra biznesowa, opracowanie szczepionki i wybuch epidemii:
2235	7	W listopadzie 2021 r. amerykańska organizacja zajmująca się bezpieczeństwem Nuclear Threat Initiative (NTI) opublikowała raport zatytułowany „Wzmocnienie globalnych systemów zapobiegania zagrożeniom biologicznym o dużych konsekwencjach i reagowania na nie”. W niniejszym raporcie podsumowano wyniki ćwiczeń planszowych z 2021 r., przeprowadzonych we współpracy z Monachijską Konferencją Bezpieczeństwa. W tym ćwiczeniu Nuclear Threat Initiative (NTI) symulowała wybuch epidemii małpiej ospy w 2022 roku.
2235	9	Według kanału informacyjnego Euronews, nowa szczepionka przeciwko ospie została opracowana prawie w tym samym czasie przez amerykańską firmę przy wsparciu rządu USA, a teraz została również zatwierdzona dla Europy. A teraz przypadki małpiej ospy nagle pojawiają się w wielu krajach. „W polityce nic nie dzieje się przypadkiem. Kiedy coś się dzieje, możesz być pewien, że tak zostało to zaplanowane” – miał powiedzieć prezydent USA Franklin D. Roosevelt. Możesz odnieść takie wrażenie, studiując koronawirusa, świńską grypę, a teraz małpią ospę.
2236	3	Dwa badania sugerują obecnie, że krążący wirus ospy małpiej został zmanipulowany w laboratorium biologicznym
2236	5	Niedawno donieśliśmy, że badanie opublikowane przez Portugalski Instytut Zdrowia wykazało nieprawidłowe mutacje w rzekomo krążącym wirusie ospy małpiej, co sugeruje, że został zmanipulowany i przetworzony w laboratorium biologicznym. Opublikowano drugie badanie, które potwierdza tę teorię.
2236	7	Choroba ospy małpiej zwykle zaczyna się od gorączki, a następnie od jednego do pięciu dni później pojawia się wysypka, która często pojawia się na twarzy, a następnie rozprzestrzenia się na inne części ciała. Wysypka zmienia się i przechodzi przez różne etapy, zanim ostatecznie tworzy strup, który później odpada. Osoba jest zaraźliwa, dopóki cały strup nie odpadnie, a pod spodem pojawi się zagojona skóra.
2236	9	Choroba była historycznie niezwykle rzadka i została po raz pierwszy zidentyfikowana u ludzi w 1970 roku u 9-letniego chłopca w Demokratycznej Republice Konga. Od tego czasu przypadki ospy małpiej u ludzi odnotowano w 11 krajach afrykańskich. Dopiero w 2003 roku w Stanach Zjednoczonych zarejestrowano pierwszą epidemię ospy małpiej poza Afryką, a choroba nigdy nie została wykryta w więcej niż jednym kraju w tym samym czasie.
2236	11	Do teraz.
2236	13	Nowe badanie opublikowane przez portugalski Narodowy Instytut Zdrowia dostarczyło dowodów na to, że wirus odpowiedzialny za epidemię ospy małpiej w Europie, Ameryce i Australii był silnie manipulowany przez naukowców w laboratorium, a więcej dowodów sugeruje, że został on uwolniony celowo.
2236	15	Badanie zostało opublikowane 23 maja 2022 r. i jest dostępne tutaj.
2236	17	Naukowcy z NIH zebrali i przeanalizowali próbki kliniczne od 9 pacjentów z małpią ospą między 15 a 17 maja 2022 r.
2236	19	Naukowcy doszli do wniosku, że ponadnarodowa epidemia ospy małpiej, której jesteśmy obecnie świadkami, jest najprawdopodobniej spowodowana jednym pochodzeniem, biorąc pod uwagę, że wszystkie opublikowane do tej pory zsekwencjonowane wirusy są blisko spokrewnione.
2236	21	Doszli również do wniosku, że wirus należy do zachodnioafrykańskiego kladu wirusów ospy małpiej. Odkryli jednak, że jest on najbliżej spokrewniony z wirusami ospy małpiej, które zostały wyeksportowane z Nigerii do kilku krajów, a mianowicie do Wielkiej Brytanii, Izraela i Singapuru w 2018 i 2019 roku.
2236	23	Chociaż wirus jest bardzo podobny do wirusów 18/19 eksportowanych z Nigerii, różni się ponad 50 polimorfizmami pojedynczego nukleotydu (SNP), tj. H. różnice genetyczne, ale znaczące.
2236	25	Richard Neher, biolog ewolucyjny z Uniwersytetu w Bazylei, publicznie stwierdził w mediach głównego nurtu, że:
2236	27	Opierając się na normalnych ewolucyjnych liniach czasowych, naukowcy spodziewaliby się, że wirus taki jak małpia ospa wykryje tyle samo mutacji w ciągu może 50 lat, a nie czterech. To niezwykłe.
2236	29	Teraz opublikowano drugie badanie, w którym znaleziono coś w rzekomym genomie wirusa, czego nie powinno tam być.
