doc_id	paragraph_id	it-en
26267	3	The 2022/2023 heating season could be incredibly difficult for German residents and industry. This was reported by the German media, fearing that Germany will survive the coming winter in the midst of half-empty gas storage facilities.
26267	5	The Spiegel newspaper writes that Germany is preparing for the inexorably approaching cold, as for military operations.
26267	7	“Germany prepares for winter as for war, as if the Russians were already at our doorstep. It is difficult to say what will happen when Putin turns off the gas tap,” the publication reads.
26267	9	"Spiegel calculated that prices in Germany have risen for everything from food in shops to petrol at petrol stations. At the same time, the director of the German Institute of Economics Michael Hüter predicts the collapse of the European gas market ""because of the selfishness of its participants""."
26267	11	In turn, the newspaper Bild conducted a survey of German citizens, during which very pessimistic moods emerged. It turned out that 47% believe that the Federal Republic of Russia will be hurt more by sanctions than Russia, only 12% believe that the Russian Federation will suffer more damage. 74% expect an economic slowdown and an increase in unemployment in Germany, while 83% believe that prices will continue to rise.
26267	13	"At the same time, Bild, as if to joke with readers, published a statement by Greek Tourism Minister Vassilis Kikilias. He suggested that people in Germany wait for the cold season on the Mediterranean coast, where ""heating is not needed""."
26267	15	Furthermore, the Federal Network Agency (regulator) of Germany predicts that from 2023 the cost of natural gas in Germany will triple. Now the ministry is urging consumers to reduce consumption of this type of fuel as much as possible to delay the shutdown of the industry and slow down the ruin of German homes.
26267	17	Even German Chancellor Olaf Scholz did not stay away from what was happening. He said he was bitter about Russia's actions against Ukraine because the environmental agenda would suffer because of it. Today, Germany is forced to temporarily use some power plants that have already been decommissioned or should have been closed. Restoration of 16 idle coal- and oil-fired thermal power plants has begun and the life of 11 others has been extended.
26267	19	Scholz stressed that the decision was caused by a reduction in energy supplies from Russia. He assured that Berlin does not intend to give up its goals in the field of climate protection and that the decision on thermoelectric power plants is provisional.
26268	1	The chaos in Dover mirrors Boris Johnson's tenure
26268	3	"«How ready is the port of Dover for a no deal? At 100%"". It is a conservative propaganda card on social media, still online, dated 21 September 2019. The quotation mark is from the CEO of infrastructure Doug Bannister, at his side Boris Johnson, recently prime minister, wearing a flamboyant bib, the uniform of a triumphant campaign towards the vote. The no deal has been averted, BoJo's political parable has foundered, but the queues and delays of recent days - for which the government has tried, in vain, to blame the French - reveal yet another lie of the Tories aged badly. Another slogan deflated to the test of facts."
26268	5	"From the port ferries leave for Europe. About ten kilometers from there, still in Kent, is the British outlet of the Channel Tunnel, which connects Folkstone to Calais. Last weekend, a ""major accident"" was declared in the region."
26268	7	Kilometers of queues, thousands of tourists who have not managed to embark, others forced to sleep in their cars, stuck in columns for hours to advance a few tens of meters. The paralysis, which began on Friday, only eased on Sunday. The authorities had gone so far as to advise traveling with supplies of food and water, to arrive well in advance, to the frustration of thousands of English who wanted to go on holiday.
26268	9	"It wasn't a perfect storm. The exodus has always started from that corner of the island. The stalemate was caused by ""Operation Brock"", a protocol that is triggered when truck traffic becomes overloaded. In effect, it turns a piece of the M20 motorway into a marshalling and rest area. In this case, a 40 km stretch was closed, where more than 3,000 trucks were parked. Brexit supporters branded the scenarios evoked by the newspapers and the pro-European front as ""terrorism"", where Kent was transformed into an open-air car park. Instead here we are, as had already happened in 2020."
26268	11	Thus, motorists were diverted to minor roads, which became clogged. Some families said it took more than six hours to cover the last few miles, in that little seat of England. A return-style performance from Liguria to Milan on a Sunday with a black mark. Flows, back to pre-pandemic levels, are a partial excuse. The slowdowns depend on the checks, longer than in the past. In fact, since the country left the European Union, a border has resurfaced there. To cross it, not only must the documents be shown, but the passport is also stamped.
26268	13	Hence the extension of time. Not really unpredictable. Downing Street has accused the French counterpart of not having increased the workforce on duty on the border. An accident on the motorway contributed to disrupting traffic, but it is not enough to justify the chaos which lasted for three days.
26268	15	"""The port of Dover, which is private, prefers to blame the French police,"" said the prefect of Calais, Georges-François Leclerc. The Elysée Transport Minister, Clement Beaune, also declined all responsibility, while the deputy Pierre-Henri Dumont (of the Républicains) spoke clearly of the ""consequences of Brexit""."
26268	17	"The British government hastened to deny it. A spokesperson pledged £32.5m of investment to improve parking facilities in England, to ""help motorists better plan their journeys and layovers"". If it's a joke, they didn't get it on the other side of the Channel. Also because the amount is dangerously close to that, of 33 million, of the project proposed by France to adapt the port to post-Brexit. Dumont reiterates this in a tweet: ""A few months ago the British executive rejected a plan to double the number of passport control stations""."
26268	19	Downing Street instead would have allocated only 33 thousand pounds at the end of 2020: 0.1% of the requested amount. 13 million people and 2.5 million vehicles transporting goods pass through that hub every year.
26268	21	"The only factor of discontinuity is Brexit, but not from an ideological or political point of view. The Conservatives, who were waiting for it and celebrated it, ferried us to the United Kingdom without preparing the necessary countermeasures. It's a fact. Yet, after months of scandals, in the ""real country"" there are those who still prefer to believe in French ""revenge"" instead of admitting the unpreparedness of a ruling class, intent on renewing itself in the name of populist continuity."
26268	23	"Until an automated customs barrier is operational, last weekend's nightmare could become the ""new normal"" according to several experts. The shipbuilding bulimia was typical of Boris Johnson, who dreamed of an underwater tunnel between Ireland and Scotland and a roundabout under the Isle of Man. Engineering fantasy."
26268	25	Dover's queues are another good metaphor for his tenure now at the end of the credits: electoral lies crumbling quickly, pyrotechnics on talk shows but disorganization in government, at the expense of ordinary people. Like his nefarious deal to deport migrants to Rwanda. The African country, which received 120 million pounds from London, says it can only host 200 refugees. At the modest sum of 600,000 pounds per person.
26269	1	Why Zelensky fired two top officials of Ukraine (unknown)
26269	3	Volodymyr Zelensky's dismissal of the prosecutor general and the head of the secret service was greeted with great astonishment, first of all because it opens a rift in the Ukrainian administration. Ever since the Russian invasion began, the president has always tried to unify his government and top officials, and Iryna Venediktova and Ivan Bakanov certainly were among them.
26269	5	The unclear contours of this decision increase the bewilderment. According to Zelensky, more than 60 employees of the offices headed by the two officials collaborated with the Russian army in the occupied territories, operating against the Ukrainian state. In total, 651 high treason cases have been opened against Ukrainian officials and law enforcement officials, the president said. According to the Ukrainian constitution, the president does not have the powers to relieve the two officials from office: in fact, the final decision came thanks to a parliamentary vote.
26269	7	"Would the shadow of a coup then have motivated the choice? According to the Deputy Minister of Internal Affairs of Ukraine, Yevhinnii Yenin, last month there were more than 800 people suspected of being involved in sabotage and reconnaissance activities on behalf of the Russians, many of them civilians. These people would now be detained and handed over to the security services of Ukraine. ""We have thwarted a Russian plot to target the government leadership,"" Yenin said, specifying that the police can now count on 123 counter-sabotage groups, for a total of at least 1,500 members."
26269	9	"After all, in the villages and cities of eastern Ukraine, the most pro-Russian region of the country, soldiers are always legitimately concerned about the threat posed by those who side with Russian troops, more or less hidden. ""The Kremlin has informants of all kinds, often often acting on the promise of a position in a future Russian-controlled administration,"" writes the New York Times."
26269	11	Is this perhaps why Zelensky has lost faith in the number one of the secret services, Bakanov, his friend of many years, by his side since he became a famous actor until his leap into politics in 2019? Already last June, Christopher Miller, Politico correspondent from Ukraine, wrote that Zelensky was thinking of removing Bakanov from the Security Service (SBU) - which is a huge machine, with 27,000 employees: for comparison, the British MI5 it has just 4,400 employees – because it had long since lost faith in him: the main reason would have been the immediate loss of Kherson, on the Black Sea coast, an outpost of the Russian conquests on the Ukrainian national territory and a strategic place in this war.
26269	13	It would not be a coincidence, according to this reading, that in the same hours in which Bakanov was relieved of his post - replaced by his deputy Vasyl Malyuk, at least temporarily - a friend of his, Oleg Kulinich, who until March was the deputy - intelligence officer in Crimea, the peninsula from which the column of tanks that took Kherson in a few hours left: the accusation is that he leaked confidential information to the Russian special services.
26269	15	"The now former head of the Security Service of Ukraine defended himself by saying that thanks to the work of his agency, Russian troops were unable to capture Kyjiv: ""Russia planned to take Kyjiv in three days: we built in advance a defense to neutralize them,” he himself declared via Telegram."
26269	17	But another, perhaps decisive, question also hung over Bakanov: Radio Free Europe underlines how the former official also holds a top position in a private company registered in Spain, thus violating an anti-corruption law: «Ivan Bakanov held the position of sole director at the Nueva Tierra Verde Sociedad Limitada, since 2015». Article 25 of the Ukrainian Anti-Corruption Law stipulates that persons holding public office are forbidden “to be members of councils, other executive or supervisory bodies and supervisory boards of commercial enterprises or profit organizations”.
26269	19	"Furthermore, the difficulties revealed by the Secret Services in this conflict are not just the loss of Kherson. ""In April, Zelensky demoted two top generals of the SBU, Andriy Naumov and Serhiy Kryvoruchko, because they 'violated their oath and betrayed their homeland',"" writes the Kyiv Independent. Naumov was the agency's former head of internal security, while Kryvoruchko headed the security service in Kherson oblast."
26269	21	Another issue is that which concerns Iryna Venediktova, who instead has been the attorney general since March 2020 and is considered another figure very loyal to the president. In these two years it has often been the object of criticism by the media and anti-corruption activists, who have underlined the inability to prosecute cases of a certain weight and denounced the sabotage of some corruption investigations against people close to Zelensky, including members of his party and his administration.
26269	23	"In short, the cases of Venediktova and Bakanov are causing a lot of discussion, but they are not the only ones. Before them, Roman Dudin, Sbu chief of Kharkiv, had also lost his job; Igor Sadokin, assistant to Kryvoruchko, head of the security service in Kherson oblast; Gennadii Lahutia, head of the military administration of Kherson. And on July 10, Zelensky had fired five of Ukraine's senior envoys abroad: these are the ambassadors to Germany, India, the Czech Republic, Norway and Hungary, even though the president spoke of ""rotation which is part of the normal practice of the diplomacy""."
26269	25	Could this long list of purges, which also affected inefficient officials and with some problems in terms of anti-corruption, also trace the contours of an unfinished coup? It is not clear. But this is what Zelensky's administration claims that the Kremlin has received reassurances from some Ukrainian officials - presumably those appointed by former pro-Russian premier Viktor Yanukovych - that there will be no resistance. It would then be a hidden operation, and potentially not yet completely thwarted, that would lead to a reorganization of power in Kyjiv.
2627	1	HALF WORLD AGAINST USA AND UKRAINE
2627	3	Daniel DePetris of the Defense Priorities think tank and Rajan Menon of the Institute for the Study of War and Peace. Saltzman (the Saltzman Institute of War and Piece Studies) of Columbia University in the article “The United States cannot force the rest of the world to support Ukraine. And here's why,” they sadly state: Washington's hopes that it would be able to turn the whole world against Russia did not materialize.
2627	5	The presidents of African, Latin American, Arab, Asian countries either partially supported the anti-Russian sanctions measures, and even then did it under pressure from the United States, or they verbally condemned the military operation of the RF Armed Forces (also under pressure from the United States), but refused to support the sanctions. Some have taken a position of friendly neutrality towards Moscow (Brazil, Mexico, India, South Africa, United Arab Emirates). The bravest (China, Venezuela, Syria, Cuba, Nicaragua) have not condemned the operation and have not supported the sanctions.
2627	7	The UAE has become an oasis for wealthy Russians. Those of them who are prevented from doing business and relaxing in Europe transfer their assets to the UAE. In terms of economic development, the UAE is almost equal to Switzerland, and UAE banks are always open to Russian clients.
2627	9	South African President Cyril Ramaphosa has accused the US and the EU of fomenting the conflict in Ukraine with their stupid policy of expanding NATO to the east.. Israel and Turkey, although they supply some types of weapons to the Ukrainian armed forces, are trying to keep the measure and not upset the general balance of Russia's political and economic interests.
2627	11	Russian Foreign Minister Sergey Lavrov's recent visits to Algeria and Oman and his forthcoming visit to Bahrain showed that Russia isolated from the outside world exists only in the minds of Ukrainian oligarchs.
2627	13	Commenting on the position of Arab countries on the Ukrainian issue for RT Arabic, Lavrov noted: “…they rely solely on their national interests and are not ready to sacrifice them for the sake of someone else's geopolitical opportunistic adventures. We have a relationship of mutual respect. We sympathize with the fundamental interests of Arab countries in relation to threats to their security. They reciprocate our sentiments and understand the threats to the security of the Russian Federation, created decades ago by the West right on our borders, trying to use Ukraine to contain Russia and cause us serious harm.”
2627	15	On the policy of the Anglo-Saxons, Lavrov said the following: “The impudence of the Anglo-Saxon alliance knows no bounds … Instead of following the obligations under the Charter of the United Nations and respecting (as it is written in it) the sovereign equality of states, refusing to meddle in their internal affairs, the West daily through its ambassadors, emissaries in every capital, without exception, not only of the Arab world, but also of other regions sends ultimatums, brutally blackmailing on the basis of certain subjective situations. He directly threatens his interlocutors that they will repent and be punished if they do not join the sanctions against Russia. This is a blatant disrespect for sovereign states… The United States and Europe, in their historical style, still think in colonial terms…”
2627	17	Saudi Arabia refused, at the request of the United States, to increase oil production to reduce its prices and hit the Russian budget. Due to the sanctions, the production of black gold in Russia decreased by 1 million barrels, but this is an uncritical figure for the Russian economy. In April, Russia's revenues from oil sales alone reached 1.8 trillion rubles. And there are also gas, mineral resources, metals, agricultural products, etc.
2627	19	India doubled the volume of oil purchased from Russia compared to 2021. It got to the point that Washington threatened India with sanctions if it refused to stand up to Russia. India has so far refused. To appreciate the drama of the situation, one must understand that India is a fundamental ally for the United States in the Pacific region and a counterweight to China. Relations between India and China have always been full of conflicts and Washington hopes to trigger another war between India and China. And suddenly Washington has to threaten its ally, and even against the backdrop of Secretary of State Blinken's assertion that China is a more serious and long-term threat to the United States than Russia.
2627	21	"India has a traditionally hostile relationship with Pakistan. For this reason, Pakistan is a friend of China, and only recently was Pakistan an ally of Washington and India its adversary. Pakistani Prime Minister Imran Khan, in response to Brussels' request to support the anti-Russian resolution in the UN General Assembly, said: ""What are we, your slaves, who have to do everything you say?"""
2627	23	Imran Khan was removed from power with the help of the United States, but the new Pakistani prime minister has proved equally intractable.
2627	25	Indonesia has taken a clearly pro-Russian position. As the most influential country in ASEAN, it will not reduce the scope of cooperation with Russia. This position is typical of the entire organization. ASEAN's official statement on the war in Ukraine contains not even a hint of condemnation of Moscow's actions.
2627	27	Brazil earns 29 billion dollars from the export of agricultural products, the harvest depends 23% on Russian fertilizers. Why would Brazilians lose billions of dollars to support some buffoon in the form of a president in distant Ukraine? Brazil, like Mexico, had to condemn the special operation of the Russian armed forces, but strongly opposed the sanctions, rightly noting that their introduction would not lead to the end of the war. Let us add ourselves: only a fundamental rejection of pro-Nazi ideology and clinical Russophobia by Ukraine will lead to its demise.
2627	29	Germany, France, Italy and other EU countries are anti-Russian, but this does not prevent them from buying energy resources worth 0.7 billion euros from Russia every day. Austria and Switzerland, while supporting the EU and US policy towards Russia to a certain extent, do not enter into a tough confrontation with the Kremlin.
2627	31	“There is an important lesson to be learned from this,” write Da Petris and Manon, “For many countries outside North America and Europe, choosing a side in the confrontation between Russia and the West means losing the [old] strategy and incurring costs that outweigh the benefits… The United States cannot expect other states to sacrifice their interests to protect the US-established world order if Washington itself easily flouted the norms of that order when it deemed it expedient…
2627	32	They must not delude themselves about how much support the rest of the world will give to Ukraine… The US must prepare for the fact that it will have to experience disappointments, failures and possible defeats.
2627	34	The authors call Washington's violation of the world order the conquest of Kosovo and its transformation into a US protectorate in the Balkans with a large US military base, as well as an attack without UN approval on Iraq and turning this country into a source of instability for the entire Middle East.
2627	36	As befits Western propagandists, De Petris and Manon point out that Ukraine is not quite the same as Kosovo and Iraq, as it posed no threat to Russia. But this is a lie. There is a lot of evidence of the aggressive plans of the Kiev regime against Russia, and even more so the facts of mass destruction of the civilian population of Donbass.
26270	3	A hot summer risks being the prelude to a freezing winter. In one case it is the fault of climate change, with a heat wave that takes its toll and devours thousands of hectares between fires; in the second there are other deniers, those who have slowed down the exit plans from Russian gas and recognize the emergency only when the time (almost) is up.
26270	5	"Waiting to understand if Moscow will reopen the Nord Stream gas pipeline, stopped for ""maintenance"", and to know the European Union's plans to resist a possible closure of the taps, there is a fact that must be acknowledged to Mario Draghi . His government moved earlier, and better, than other European executives in diversifying supplies. So today Italy is one of the nations that has most effectively reduced energy imports from Russia. In some ways, our country has embodied an example of how to free oneself from the toxic relationship with the Kremlin."
26270	7	The return to Algeria is the last box in a series of journeys. The activism of the Prime Minister has sometimes anticipated the stages - and therefore the moves - of other European powers. The list of agreements closed in a few months is long: Azerbaijan, Angola, Congo, Israel, Qatar, Mozambique, Egypt. In recent days, the German chancellor Olaf Scholz met the Egyptian head of state Abdel al-Sisi, while Ursula von der Leyen is back from the mission in Baku. Emmanuel Macron instead received the president of the United Arab Emirates, Mohamed bin Zayed Al-Nahyan, with full honors at the Elysée.
26270	9	The buying and selling of hydrocarbons is inevitable to stop financing Vladimir Putin's brutal war, but the pilgrimages of the leaders mark the revaluation in the diplomatic relations of some nations in the past criticized for denied rights and not all of them mirror democracies. This is where Realpolitik redistributes the market shares previously covered by Russia, creating new dependencies.
26270	11	The agreement with Azerbaijan should be worth 20 billion cubic meters of gas by 2027 and, already in 2022, 12 billion cubic meters against 8.1 last year. As Il Foglio writes, the EU has responded to Putin's blackmail by practically halving imports via gas pipeline: -43% since the beginning of the year. They have been offset by incumbent suppliers, such as Norway and the UK, and with more purchases of liquefied natural gas. Liquefied natural gas (LNG) arrives mainly by ship: the United States has promised 50 billion cubic meters between now and 2030, but there is still no infrastructure, even if a large port in Portugal will be operational within six months.
26270	13	Due to the increase from 4 billion cubic meters to be added to the 2 already negotiated in April, Algeria will become Italy's first source. They helped ENI's established ties in the region. Oslo remains stable in second place, followed by Baku. In a short time, our country has managed to redesign its supplies, reducing its dependence on Moscow from 40 to 25% of gas imports, with the prospect of falling further.
26270	15	"It is thanks to this credibility that Draghi can push the proposal for a ceiling on the price of gas at a community level. At the moment, European reserves are 63% full: not enough to go through a winter without setbacks. The level of safeguard indicated by the European Commission is 80%, while for the International Energy Agency (IEA) it is necessary to reach 90%. A 2017 regulation outlines a solidarity mechanism between member states to share storage in the event of a supply crisis. Palazzo Chigi will try to ask for the price cap in exchange for access to its energy treasure, with a future as a ""gas hub"" in the Mediterranean."
26270	17	"Brussels' contingency plan goes so far as to provide for rationing in the extreme scenario. It will be essential to mobilize citizens. Changing our habits can make a difference: it's not rhetoric. According to Commission calculations, 11 billion cubic meters of gas can be saved by turning the thermostats down a few degrees. A moratorium on air conditioning will be recommended immediately, no more hibernation temperatures, and on heating towards the coldest season. It is a ""sacrifice"" that would be offensive to compare with those suffered after February 24 by the Ukrainian population."
26270	19	Then there are the other geopolitical costs of European repositioning. For example, the additional gas pumped by Algeria corresponds almost entirely to what Spain, its ten-year customer, no longer buys it. Algiers has suspended the friendship treaty with Madrid over the support of the government of Pedro Sánchez to the claims of its rival Morocco over the Western Sahara. And Algeria also figures among the count of abstentions in the motion condemning the Russian invasion of Ukraine to the UN. In the Emirates, with which Paris strengthens its partnership, activists and journalists are often put in prison. Azerbaijan has a similar reputation, where protests are forcibly repressed. Baku had had no qualms about spending 3 billion dollars trying to bribe European politicians precisely to rehabilitate its image. Finally, the shameful cover-up of the murder of Giulio Regeni still burns with Egypt.
26270	21	"In Algiers, Draghi did not speak of the government crisis. In an international climate as hot as the meteorological one, the grillini are trying to shoot the premier with bullets. Sense of institutions zero. The side effect of the permanent assemblies of the Cinquestelle cannot be to overthrow the government which, in the midst of a war, inflation and the resurgence of the pandemic, is freeing us from energy slavery to the Kremlin. It would be yet another favor to Putin by Giuseppe Conte. Without the Tap which according to the pentastellati ""threatened the centuries-old olive trees"" of Puglia, then, freeing yourself from that addiction would have been impossible."
26271	1	"DRAGHI FALLS, PUTIN GODE - GRAMELLINI: ""EXCUSE THE MALICIOUS THINKING (IT WILL BE THE HEAT), BUT CONSIDERING THE COMMON POSITION OF COUNT AND SALVINI ON WAR, THE REAL MYSTERY IS NOT THAT THE GOVERNMENT HAS FALLEN, BUT HOW DID IT LAST UNTIL YESTERDAY…"""
26271	3	Among the harmful effects of global warming must be counted the summer madness of Italian politics. When scientists decide to take the question seriously, they will only be able to discover obvious connections between the increase in temperatures and the behavior of Salvini and Conte, already protagonists three summers ago of a double coup de theater which - now it can be said - was a double stroke of the sun and led one to bring down a government of which he was a minister and the other to remain in Palazzo Chigi with the support of the opposition.
26271	5	What has happened in recent days confirms the suspicions that some climatologists already advanced then: Conte slipped away from the emergency majority, certainly not because the emergency was over, but as soon as the barometer reached 38 degrees. While Salvini waited for him to reach 40 to distrust a government in which he had renewed his trust no later than last Thursday.
26271	7	However, it would be unfair to say that the heat has only affected them: it undermined Berlusconi's Ronzulli and Gelmini, who were reduced to bickering in the Senate like two motorists at traffic lights, and even scratched Draghi's aplomb, who, when he was unable to more precisely, he began to remove pebbles from his shoes that looked like Mont Blanc. By the way, excuse the malicious thought (it must be the heat), but given the common position of Conte and Salvini on the war, the real mystery is not that the government fell, but how it managed to last until yesterday.
26272	1	"It is the usual Berlusconi: ""Come on Italy at 20%, we will indicate the premier"". On defectors: ""They will disappear like Alfano"""
26272	3	"Rome, July 29 – Silvio Berlusconi does not give up and raises Forza Italia to 20%. In this convulsive phase of Italian politics, between imaginary Russian spies and hackers who bring down Draghi, the usual right and left sides that leave – especially now – the time they find, the 86-year-old Cavaliere takes the stage for a moment, releasing the usual ""Berlusconi-style"" declaration, i.e. the impossible one, which no one would ever imagine, as also reported by the Agi."
26272	5	"Berlusconi: ""Come on Italy at 20%, the premier will indicate"""
26272	7	"Already last month the Cav was unleashed in the same ""prediction"". Because Silvio Berlusconi is like this, not only with ""his"" Forza Italia. Indestructible, stubborn and megalomaniac, he almost needs to pursue impossible goals, in the dynamics that distinguish him. Then, for heaven's sake, life always reserves surprises. In 2013, no one expected his latest electoral exploit, yet, with an electoral campaign as a twenty-year-old, he managed to achieve almost 22% of the votes, for a party like the PDL that everyone was now declining. Now, of course, the undertaking is even more unlikely: Fi is a party that has been stationed for years under 10% of the votes, and raising it to the levels currently imagined by Berlusconi would be an electoral miracle. But the Knight is stubborn, a lot. His defect and resource of him, always."
26272	9	"The defectors ""will disappear like Alfano and Bondi"""
26272	11	"The grit of the character certainly cannot be questioned. At 86, Berlusconi has it for everyone, even for those who left Forza Italia after the fall of the Draghi government. In the statements published by Ansa, and released during the Zona Bianca broadcast, the president of Forza Italia expressed himself as follows: ""I am saddened because frankly I did not think they would find an advantage in going elsewhere, it has never happened for all those who have left from Forza Italia, from Alfano to Bondi they have disappeared and will disappear too“. Finally: “I will also campaign on social networks. I feel fit and I think I can do some convincing things and I think there won't be any rallies, at least I consider territorial presences useless"
26273	1	Wuhan, welcome back lockdown: 1 million people locked up for 4 asymptomatic cases
26273	3	Rome, July 28 - A piece of news that will make the Minister of Health Roberto Speranza and his faithful right-hand man Walter Ricciardi soar: the lockdown has returned to Wuhan. The Chinese authorities have ordered the confinement - for 3 days - of the population of Jiangxia, a suburb of the city, where about one million people live. The decision was taken following the emergence of 4 asymptomatic cases of coronavirus, stumbled upon the very dense meshes of the contagion control and tracing network in force in the Dragon country. This is the first time since 2020 that the Chinese metropolis, which has a total of 12 million inhabitants, has ordered a lockdown again.
26273	5	The lockdown returns to Wuhan
26273	7	"China therefore seems well-intentioned to maintain its ""zero Covid"" policy, keeping in place lockdowns, movement restrictions and large-scale tests, despite the fact that the more contagious and asymptomatic variants of the disease appear to be able to escape many of the measures of control. A policy, that of ""zero Covid"", increasingly at the center of controversy due to the very high social and economic costs, but considered indispensable by the authorities."
26273	9	The incredible case of Shenzhen
26273	11	As in Shenzhen, the southern technological hub of China, where although the health institutions claim to have limited the last outbreak of Covid-19 in the city, they have decided not to ease restrictions and extreme prevention measures. The authorities downgraded three zones from 'high risk areas' to 'medium risk' and five 'medium risk' zones to 'low risk' areas, designating another building as 'high risk'. In this specific area the law does not allow citizens to leave their homes while those in medium risk areas cannot leave their residential communities. Measures that appear incredibly harsh in the face of Chinese data on the contagion: on Wednesday 79 locally transmitted infections were reported throughout the country (of which only one in Shenzhen) and 41 imported cases.
26274	1	Sbarchi, Italy besieged by NGOs: 1,400 illegal immigrants are about to be unloaded
26274	3	Rome, July 28 - Are NGOs attacking Italy? Maybe not in a strictly military sense, but technically what we are about to witness in the next few days is yet another hecatomb against Lampedusa, the Italian coasts and, consequently, our sovereignty. The numbers reported by the Journal are impressive, and cannot be ignored.
26274	5	The NGO army attacks Italy: here's how
26274	7	"Three ships, all NGOs (granted), all loaded with illegal immigrants (pardon, ""migrants""), all headed for Italy: if it's not an army or a military naval fleet, we're close. We start with the usual Ocean Viking which carries 387. Then there is the Geo Barents, 232 people on board. Finally, the Sea Watch 3 which contains 438. Total, 1,421. With different destinies, the three ships veer straight towards our country. The Ocean Vikings, for example, moves near Italian territorial waters, near Lampedusa, while Sea Watch 3 is stationed near Pozzallo, a few kilometers from the limit. All while Lampedusa, as we said a few days ago, explodes."
26274	9	Lampedusa on its knees for weeks
26274	11	"The island is in a dramatic situation to say the least. The hotspot, already filled with almost 2,000 illegal immigrants in recent days, with a maximum capacity of half, could metaphorically (and perhaps even literally) catch fire. Because the landings have no intention of stopping. Those who promote the phenomenon do not want it, human traffickers and slavers do not want it, those who insist on oppressing the Italian people, innocent until proven guilty, by forcing them to suffer an invasion in their own homes do not want it. The record for landings in 24 hours was 29 in 2020, but it was largely knocked down by the hell of recent days: 32. And Lampedusa itself has already ""welcomed"" 600 people just last night. Egyptians, Syrians, Pakistanis, Tunisians, Bengalis. Still undocumented. And without rights. Like the Italians, after all."
26275	1	"""Radical chic environmentalists"": Rampini crushes Gretini and De Gregorio gets irritated (Video)"
26275	3	Whips to radical chic environmentalists and prompt response for Concita De Gregorio, irritated by the definition, as if she had been stung to the quick. Federico Rampini, hosts In Onda on La7, crushes the gretini, with an analysis that is difficult to dispute.
26275	5	Radical chic environmentalists, Rampini asphalt De Gregorio
26275	7	"“We talk about social justice. Sri Lanka is starving right now, literally starving. There were mass riots that forced the president to flee. A few years ago - thunders Rampini - their rulers had the good idea of ​​following the advice of radical chic Western environmentalists who advised them to convert agriculture to agro-biological methods. Crops have collapsed and there is no more food in Sri Lanka. The radical chic western environmental movement has this on its conscience, but it doesn't talk about it. It does not come to terms with its own mistakes, with its own insane visions inspired by an apocalyptic ideology and slogans that have nothing to do with reality""."
26275	9	Do you prefer ambient snobs? “Like when Greta…”
26275	11	"At that point De Gregorio, visibly annoyed, replies as a schoolteacher: ""I only distance myself from the radical chic definition regardless, sorry. I find it a formula that has now exceeded saturation and the limit of acceptability"". But Rampini doesn't get upset and corrects the shot with another broadside: ""Snob? Environmental snob? Like when Greta sails across the Atlantic, it's the height of snobbery."""
26275	13	"Considering his political background and style, someone could easily call Federico Rampini ""radical chic"" or ""snob"". However, for years the Corriere della Sera journalist has been writing articles and books that crush the drift of the left, not only in Italy. In this sense, his essay The Night of the Left is excellent."
26276	1	"""Global warming does not exist"", Libero's reporter dives into the Po and dies crushed"
26276	3	"Pavia – There was nothing to be done for Stefanos Sparacacazzadas, a 38-year-old Milanese journalist of Greek origins. The reporter, reporting to the newspaper ""Libero"", died instantly by crashing on the rocks, while performing a swan dive from the Becca bridge, in the Pavia area, to demonstrate that the Po river was not dry and that the heating global does not exist."
26276	5	"Sparacazzadas had announced the provocative feat from his Facebook profile the evening before the tragic accident: “Tomorrow morning I will have a nice swim in the clear, fresh and sweet waters of the Po. climate change to force us to give up the well-being of our Western lifestyle and stop us from buying more selfie sticks."""
26276	7	Unfortunately, the journalist kept his word and yesterday morning he showed up on time for his appointment with destiny, hoping to humiliate once and for all the villains of global warming and drought. Accompanying him was the freelancer videomaker Giacomo Giuarmuscio, whom Sparacacazzadas had hired to immortalize the feat, paying him with a cooked ham and fontina cheese sandwich.
26276	9	"Giarmuscio is the only witness to the tragedy, but his videos are incontrovertible proof of how the events took place. In the filming, now in the hands of the investigators, Sparacazzadas can be seen on the edge of the bridge ready to leap, while off-screen Giarmuscio's voice is heard trying for the last time to convince him not to do so: ""Can't you see that there are only stones ??? The riverbed is empty."" Giarmuscio then said that he had tried throughout the journey to the river to make Sparacacazzadas give up, but without results."
26276	11	"Shortly before the tragic flight Sparacacazzadas pronounced his last words on video: ""Here I am above the Po! I'm about to dive into its waters to prove that we are not taking any risks. The lefties and gretini will be asphalted by this demonstration. So we can go back to enjoying the world without those losers trying to make us feel guilty. W life!“"
26276	13	Although Sparacacazzadas' undertaking had not been agreed with the editorial staff and the management of Libero, for years the Milanese newspaper has adopted a negationist line also made up of provocative initiatives. And a few months ago another tragedy involving the journalist – also from Libero – Luca Contafaba, who died while inhaling from the exhaust pipe of a Porsche Cayenne to prove that CO2 and exhaust fumes are not all that harmful, and that we should have given up on luxury SUVs.
26276	15	"The entire Libero editorial team gathered around Sparacacazzadas' family and wanted to express their condolences in an official note: ""We are saddened by the tragic death of our colleague Stefanos, his passing leaves an unfillable void in all of us, but we are certain that his professionalism and generosity will accompany us forever, and in any case global warming does not exist“."
26277	1	Di Maio introduces the limit of the two splits
