doc_id	paragraph_id	it-ge
26211	77	Das Insect Allies-Programm ist nur einer von vielen Fällen, in denen US-Forschung beschuldigt wurde, weltweit schlimme Folgen zu haben, insbesondere durch den Einsatz biologischer Labors.
26211	79	Die Vereinigten Staaten haben offen zugegeben, dass sie 336 biologische Labors in 30 Ländern auf der ganzen Welt betreiben, darunter 26 in der Ukraine. Die unterzeichneten Verträge deuten jedoch darauf hin, dass die Vereinigten Staaten Labors in 49 Ländern eröffnet haben, weit mehr als offiziell anerkannte.
26211	81	Das Pentagon hat eine lange Tradition in der Verwendung von Insekten als Krankheitsüberträger. Laut einem teilweise freigegebenen Bericht der US-Armee von 1981 hatten US-Wissenschaftler für biologische Kriegsführung mehrere Experimente mit Insekten durchgeführt.
26211	83	In den 1980er Jahren führte das Institute of Medical Research on Infectious Diseases der US-Armee Experimente durch, um zu testen, „ob Sandfliegen und Mücken Überträger des Rift-Valley-Virus, Dengue, Chikungunya und Östliche Pferdeenzephalitis sein könnten“. Laut der bulgarischen Investigativjournalistin Dilyana Gaytandzhieva hat das US-Militär ihren möglichen Einsatz als biologische Waffe untersucht.
26211	85	Im selben Jahrzehnt wurden im Rahmen einer US-Militäroperation namens May Day Aedes Aegupti-Mücken im Bundesstaat Georgia mit terrestrischen Methoden vertrieben. Es wird angenommen, dass Mücken Überträger von Dengue, Chikungunya und dem Zika-Virus sind.
26211	87	Gaytandzhieva enthüllte auch, dass das Pentagon entomologische Kriegstests in Ländern wie Georgien und Russland durchführen würde.
26211	89	Im Jahr 2014 wurde das Lugar Center, das in den Vereinigten Staaten in der Nähe von Tiflis, der Hauptstadt Georgiens, errichtet wurde, mit einer Insektenforschungseinrichtung ausgestattet und ein Projekt mit dem Titel „Steigerung des Bewusstseins für die Strichcodierung von Sandfliegen in Georgien und im Kaukasus“ gestartet. In den folgenden Jahren wurden im selben Zentrum zwei weitere Programme gestartet.
26211	91	Infolgedessen war Tiflis seit 2015 von „beißenden“ Fliegen befallen, die ein für lokale Arten untypisches Verhalten entwickelt hatten, z. B. dass sie das ganze Jahr über in Innenräumen überleben konnten und sehr kälteresistent waren.
26211	93	Stechfliegen wurden auch in der benachbarten Region Dagestan in Russland gefunden.
26211	95	Darüber hinaus waren die Vereinigten Staaten bei der Erforschung tödlicher Viren und Bakterien nicht in der Lage, die Sicherheit ihrer biologischen Labors zu gewährleisten. Das Pentagon gab 2015 zu, dass Milzbrand-Lebendproben 2003 fälschlicherweise vom Dugway Proving Ground in der Nähe von Salt Lake City, Utah, in alle 50 Bundesstaaten und neun Länder, einschließlich des Vereinigten Königreichs, verschickt wurden. , Südkorea und Deutschland.
26212	1	Der „Preis“, den Russland für den Einsatz militärischer Gewalt zahlen muss
26212	3	Das russische Militär dringt in den Sewerodonezker Bogen vor, um den ukrainischen Streitkräften den Rücken abzuschneiden, indem es sie in einer Tasche einschließt. Der Angriff hat sich in den letzten Tagen vor allem vom südlichen Teil aus manifestiert, wo die Russen von der Stadt Popasna nach Norden / Nordwesten vordringen.
26212	5	Moskau sammelte mit seinem Rückzug aus dem Gebiet von Charkiw Männer und Mittel in diesem Sektor, um den ukrainischen Widerstand aus etwa 10 Brigaden (zwei gepanzerte, zwei leicht gepanzerte, zwei mechanisierte und vier leichte Infanterie) zu eliminieren. Luft- und Artillerieangriffe, in bester Kampftradition der russischen Armee, setzen sich über die Verteidiger hinweg, deren Fluchtwege die Moskauer Streitkräfte versuchen, durch die Sprengung von Brücken abzuschneiden – wie es zwischen Sewerodonezk und Lisichansk geschehen ist.
26212	7	Der Kreml versucht daher, schrittweise vorzugehen, um seine strategischen Ziele zu erreichen, darunter die Schaffung einer territorialen Kontinuität zwischen der Krim und der Föderation, die kürzlich mit dem endgültigen Fall von Mariupol erreicht wurde, als die letzten Verteidiger, die sich auf dem Gebiet verbarrikadiert hatten, das Stahlwerk Asowstal aufgaben .
26212	9	Moskau hat gezeigt, dass es bereit ist, militärische Gewalt einzusetzen, um seine politischen Ziele zu erreichen – etwas, das wir in geringem Umfang bereits 2008 in Georgien, 2014 auf der Krim/Donbass und 2015 bei der Intervention in Syrien gesehen haben. Rechtliche Zusammenhänge Einige sind hervorzuheben: Der in Georgien war ein kurzer symmetrischer Konflikt zwischen zwei staatlichen Einheiten, auf der Krim/Donbass gab es die Anwendung der russischen hybriden Kriegsführung, während es in Syrien eine von Damaskus ausdrücklich geforderte militärische Intervention gab, um den zu beseitigen Bedrohung durch den Islamischen Staat und regierungsfeindliche Aufständische.
26212	11	Der aktuelle Krieg in der Ukraine verläuft in die gleiche Richtung wie diese vorangegangenen: Moskau zögert nicht, wenn es es für angebracht hält, zur Durchsetzung seiner Sicherheitsziele im weitesten Sinne des Wortes auch unter Berücksichtigung der Tatsachen mit harter Gewalt vorzugehen dass seine Soft-Power-Fähigkeiten – verstanden als die Fähigkeit, ein attraktives alternatives Entwicklungs-/Kooperationsmodell anzubieten – im Vergleich zu denen von beispielsweise China fehlen.
26212	13	Wenn diese Ziele für Georgien den NATO- und EU-Beitritt von Tiflis verhindern sollten, bedeutete die Intervention für Syrien, zu verhindern, dass ein Regimewechsel in Damaskus die Präsenz Moskaus im östlichen Mittelmeer, wo es einen Marinestützpunkt (Tartus) unterhält, beenden würde Zeiten der Sowjetunion.
26212	15	Russland zögert nicht (mehr), Gewalt anzuwenden, sagten wir, und es tut dies, weil es aus seiner Sicht glaubt, dass der Kontext der Regeln des Völkerrechts für die Nutzung und den Konsum der Vereinigten Staaten gestaltet wurde Staaten und westliche Länder, die sie von Zeit zu Zeit ausnutzen, um ihre eigenen Ziele zu erreichen (wie während der Intervention in Libyen 2011) oder einfach außerhalb davon vorgehen. Der relevante Fall und derjenige, den die Kreml-Propaganda am häufigsten in Bezug auf diesen letzten Punkt erwähnt, ist der Konflikt in Serbien, als die Atlantische Allianz 1999 die Operation der Alliierten durchführte, ohne das formelle Mandat der Die Vereinten Nationen behaupten, es handele sich um eine „humanitäre Intervention“.
26212	17	"Moskau versucht also mit diesen Militäraktionen, diese Regeln neu zu schreiben, und es steht mit dieser Mission nicht alleine da: Auch China, und nicht nur in der Taiwan-Frage, handelt in diesem Sinne, wenn auch mit anderen Methoden. Um das Ziel zu erreichen, in Asien eine eigene Sicherheits-, aber vor allem Einflusssphäre aufzubauen, setzt Peking seine militärische Macht auf weniger gewalttätige, aber ebenso wirkungsvolle Weise ein, und das typische Beispiel dafür sind die Ereignisse im Meer Südchina, wo die von den Chinesen besetzten Atolle der Spratly- und Paracelsus-Archipel schrittweise und langsam militarisiert wurden, gemäß einer präzisen Strategie namens Salami-Schneiden (""Schneiden von Salami""), die darauf abzielt, kleine Ergebnisse zu erzielen, die keine Ereignisse auslösen die internationale Gemeinschaft vor vollendete Tatsachen zu stellen. Aus diesem Grund bestreitet China die US-Fonop (Freedom of Navigation Operation) in diesen Gewässern (aber nicht nur) und betrachtet die Präsenz japanischer Marineeinheiten in den Gewässern eines anderen umstrittenen Archipels, dem des Senkaku, als aggressiven Schritt ."
26212	19	Dieses internationale System ist daher nicht mehr gut für Moskau und Peking, und die beiden Giganten bemühen sich seit Jahren, es zu ändern, indem sie parallel ein alternatives Modell anbieten, das deutlich attraktiver ist als das chinesische. Die „One Belt One Road“ oder „Neue Seidenstraße“ hat ein globales Netzwerk von Handelsabkommen mit Peking in ihrem Zentrum gewoben, das die US-Fähigkeit herausfordert, als primäre Referenz zu fungieren, und deshalb hat Washington mit dem kürzlichen Start in Deckung gegangen B3W (Build Back a Better World), deren Entwicklung allerdings noch abzuwarten ist.
26212	21	In der Ukraine spielt Moskau also nicht nur seinen Einfluss auf sein westliches nahes Ausland aus, das darüber hinaus gezeigt hat, dass es gerade deshalb nicht kontrollieren kann, weil es kein attraktives Modell bieten kann, das dem europäisch-atlantischen gleichwertig ist, sondern es will wieder der Regulierer des Völkerrechts sein. Ein Recht, das gerade durch die russische bewaffnete Intervention und durch das, was sie mit sich bringt, untergraben wird: die Annahme der Moskauer Bedingungen, der Formalisierung der Abtretung der Krim und der russischen territorialen Eroberungen, die sich aus dem Konflikt ergeben, wird daher für den Westen unmöglich, wenn er es könnte nachzugeben, würde erstens die Schwäche seines Modells demonstrieren und zweitens die Machbarkeit, mit roher Gewalt seine Ziele zu erreichen.
26212	23	Sicherlich gibt es in diesem Sinne auch das Gewicht der Geschichte, wenn auch in einem globaleren Kontext: Das Ergebnis der Münchner Konferenz von 1938 hinderte Hitlerdeutschland nicht daran, sich seinen Lebensraum weiter zu erarbeiten und auch heute den Einsatz einseitiger Gewalt zu akzeptieren Das würde bedeuten, eine Büchse der Pandora zu öffnen, die seit dem Ende des Zweiten Weltkriegs im Wesentlichen geschlossen blieb.
26212	25	"Aus diesem Grund geben die Vereinigten Staaten trotz der jüngsten diplomatischen Bemühungen mit Russland nicht nach und sprechen von einem ""langfristigen Preis"", den Moskau dafür zahlen muss, dass es mit dem Angriff auf die Ukraine zu militärischen Mitteln gegriffen hat. Diese Worte sagte Präsident Joe Biden am Montag, den 23., bei einer Pressekonferenz in Tokio mit dem japanischen Premierminister Fumio Kishida nach ihrem Gipfeltreffen. „Es ist der Preis für diejenigen, die die Vereinbarungen mit Gewalt ändern wollen“, fügte er hinzu. Genau diese ""Arrangements"", auf die sich Biden bezieht, sind jene Regeln des Völkerrechts, die Moskau mit dem aktuellen Krieg untergräbt, und es sind dieselben, die er, wiederum der Mieter des Weißen Hauses, für die Taiwan-Frage verteidigen wollte."
26212	27	Tatsächlich bekräftigte der Präsident während derselben Konferenz, dass die Vereinigten Staaten militärisch eingreifen würden, falls China versuchen würde, Taiwan mit Gewalt einzunehmen, eine Warnung, die ebenfalls von der bewussten Zweideutigkeit abzuweichen scheint, die traditionell von Washington unterstützt wird, und die Taipei sicherlich beruhigen wird , die bereits seit ihrem hastigen Rückzug aus Afghanistan Zweifel an der Bereitschaft der USA hegt, ihr im Falle eines offenen Konflikts mit dem Drachen beizustehen.
26212	29	"Der Konflikt in der Ukraine wird unsere Welt verändern, und zwar nicht nur im Hinblick auf die europäisch-westliche Außenpolitik, die Russland isoliert hat, indem sie es an China ausgeliefert und seine Bindungen weiter gestärkt hat, sondern auch, weil er den völkerrechtlichen Rahmen offen in Frage stellt zum ersten Mal vom Kreml in Frage gestellt, der dafür einen ""Preis"" zahlen muss, der durch seine wirtschaftliche Ausblutung repräsentiert wird, um den Konflikt fortzusetzen, den er entfesselt hat, durch kontinuierliche militärische und finanzielle Unterstützung der Regierung in Kiew."
26213	1	Die ukrainische Armee und die „Atlantistische Internationale“
26213	3	"23.06.2022 Die ukrainische Armee und die ""Atlantistische Internationale"""
26213	5	Während uns die westlichen Medien den militärischen Konflikt in der Ukraine als großen nationalen Befreiungskrieg gegen den verräterischen russischen Aggressor verkaufen, erfahren wir aus angelsächsischen Quellen ständig von der Beteiligung von Soldaten aus Nato-Staaten in den Reihen der ukrainischen Armee.
26213	7	So sehr, dass das ukrainische Militär nur eine leere Bezeichnung zu sein scheint, wie der ukrainische Staat, der verwendet wird, um die wirklichen Regierungsmechanismen zu verbergen. Nun, was die Briten angeht. Mit anderen Worten, es ist eher der internationale Atlantiker, der in der Ukraine gegen Russland kämpft!
26213	9	Vor einigen Tagen berichtete die Zeitung The Independent über ein Interview mit einem georgischen Kommandanten, der in der Ukraine auf ukrainischer Seite kämpft. Es ist wahr, dass Georgien eine große Erfahrung in Bezug auf interne Destabilisierung hat und vollständig unter amerikanischer Kontrolle steht (gehen Sie einfach durch Tiflis, um das Ausmaß der physischen militärischen Besetzung des Landes zu sehen), die sogar ihren Ex-Präsidenten-Gauner-Revolutionär Saakaschwilli mit umschulte der ukrainischen Regierung nach Maidan und zeitweise als Gouverneur von Odessa. Wir werden nicht einmal über die Maidan-Scharfschützen sprechen … Kurz gesagt, die Freundschaft der Länder, die im postsowjetischen Raum von sich selbst „befreit“ sind, in voller Aktion!
26213	11	So nahmen nach Angaben dieses georgischen Kommandanten bis zu 3.000 britische Soldaten an diesem großen nationalen Befreiungskrieg teil … in den Reihen der ukrainischen Armee. Und im Allgemeinen sind etwa 20.000 ausländische Soldaten in der Armee der Ukraine.
26213	13	Von welcher nationalen Armee sprechen wir? Welcher Kampf ist es?
26213	15	Ein amerikanischer Söldner sagte dem amerikanischen Journalisten Seth Harp, dass auch Mitglieder der britischen Spezialeinheiten der SAS dort seien:
26213	17	Die Russen behaupten zu Recht, dass allein die Anwesenheit dieser ausländischen Kämpfer in Azot den Verhandlungsprozess und damit die Freilassung ziviler Geiseln blockiert. Was für diese Fabrik gilt, gilt für das Land.
26213	19	Die Situation in der Ukraine hat sich dramatisch verschlechtert, seit sie unter ausländische Kontrolle kam. Und derzeit ist es die direkte Beteiligung der NATO-Staaten an dem militärischen Konflikt auf ukrainischem Boden, der diesen Konflikt von Dauer macht. Aus dem einfachen und guten Grund, dass sie kein Interesse daran haben, dass das brüderliche ukrainische und russische Volk friedlich zusammenleben, dass sie eine extremistische Minderheit benutzen wollen, um Terror im Land zu säen und formell durch sie gegen Russland zu kämpfen.
26214	1	Draghi wartet auf seinen Rücktritt, genau dann, wenn Europa ihn braucht
26214	3	Da die Amtszeit des italienischen Ministerpräsidenten Mario Draghi kurz vor dem Zusammenbruch steht, könnte die Europäische Union kurz davor stehen, einen der letzten Erwachsenen im Raum zu verlieren.
26214	5	Draghi, 74, wird zugeschrieben, den Euro während der Finanzkrise gerettet zu haben, und spielte eine entscheidende Rolle bei der Stabilisierung der drittgrößten Volkswirtschaft der EU, da der Block vor einer Energiekrise und einem Krieg vor seiner Haustür steht.
26214	7	Aber ein innenpolitisches Lehen innerhalb seiner Koalitionsregierung erwies sich gegenüber dem italienischen Führer als zu tolerant, und am Donnerstag kündigte er an, dass er seinen Rücktritt anbiete. Sein Rücktritt wurde vom italienischen Präsidenten Sergio Mattarella sofort abgelehnt, aber das Drama ist noch nicht vorbei.
26214	9	Am kommenden Mittwoch findet eine Vertrauensabstimmung statt, um zu sehen, ob die Regierung weitermachen kann. Es ist keineswegs klar, dass die Draghi-Allianz überleben wird.
26214	11	Italiens politische Turbulenzen werden in einer kritischen Zeit in ganz Europa zu spüren sein, da die Staats- und Regierungschefs der EU damit zu kämpfen haben, wie sie auf eine russische Invasion in der Ukraine, eine grassierende Inflation und ein Wiederaufleben des Coronavirus reagieren sollen.
26214	13	Der Zusammenbruch der Draghi-Regierung würde Gefahr laufen, „die Destabilisierung Europas“ auszulösen, sagte der Senator von Forza Italia, Antonio Saccone, dem Senat, als sich das politische Drama am Donnerstag in Rom abspielte. „Sie würden Putin einen Gefallen tun“, sagte er Draghi-Kritikern vor einer wichtigen Abstimmung im Parlament.
26214	15	Die Krise brach aus, nachdem langanhaltende Spannungen zwischen Draghi und seinen Koalitionspartnern in der populistischen 5-Sterne-Bewegung überkochten. Nach Wochen zunehmend streitsüchtiger Gespräche verließen die 5Stars das Büro und weigerten sich, Draghis charakteristische Wirtschaftspläne zu unterstützen, was, wie der Premierminister sagte, einem Misstrauensvotum gegen die Koalition gleichkam.
26214	17	Der Premierminister besuchte Mattarella sofort, um seine Zukunft zu besprechen, bevor er zurücktrat. Wenn Draghi endgültig aus dem Amt scheidet, wird dies eine Zeit der Instabilität und das Gespenst vorgezogener Neuwahlen in Italien einläuten.
26214	19	Doch selbst wenn Draghis Regierung überlebt, könnte diese Episode einfach der erste von vielen Machtkämpfen sein, wenn die Parteien der streitenden Koalition ihre Forderungen vor den Wahlen im nächsten Jahr verschärfen.
26214	21	Die Finanzmärkte haben am Donnerstag mit Sorge auf die Verschärfung der Krise reagiert. Der Euro fiel gegenüber dem Dollar, und der Spread zwischen den Renditen italienischer und deutscher Anleihen, der als wichtiger Risikoindikator gilt, weitete sich aus.
26214	23	Während die Nervosität der Märkte die italienische Wirtschaft stärker treffen wird, warnen Politiker und Analysten davor, dass der Schaden von Draghis Abgang in der gesamten Region nachhallen würde.
26214	25	Weitere Umfragedaten aus ganz Europa finden Sie unter POLITICO Polling Survey.
26214	27	Als ehemaliger Präsident der Europäischen Zentralbank habe ihm seine Autorität in Wirtschaftsfragen geholfen, eine zentrale Rolle in den Diskussionen der europäischen Staats- und Regierungschefs einzunehmen, sagte der Verfassungsanwalt und demokratische Gesetzgeber Stefano Ceccanti.
26214	29	„Bundeskanzler Scholz ist erst kürzlich an die Macht gekommen und Macron hat die Wahlen in Frankreich gewonnen, aber er ist geschwächt“, sagte Ceccanti und bezog sich dabei auf die französische und die deutsche Führung. „Danach ist Draghi der Wichtigste“.
26214	31	Ein italienischer Protagonist in Brüssel
26214	33	Wenn Draghi geht, wird seine Führung in Brüssel fehlen. Unter anderem hat er sich für eine Reform der EU-Steuervorschriften eingesetzt und mit dem französischen Präsidenten Emmanuel Macron an einem Plan gearbeitet, der noch nicht verwirklicht wurde.
26214	35	Darüber hinaus könnten Pläne zur Bewältigung der Energiekrise, einschließlich eines Hilfspakets zur Verringerung der Auswirkungen steigender Preise auf Verbraucher und Unternehmen, ohne Draghi schwieriger zu handhaben sein, so Wolfango Piccoli, Politikanalyst bei Teneo.
26214	37	Auf europäischer Ebene hat Draghi auch stark auf eine Preisobergrenze für Öl und möglicherweise sogar Gas gedrängt, in der Hoffnung, die steigenden Zahlungen an Russland zu reduzieren. Der russische Präsident Wladimir Putin finanziert seine Invasion in der Ukraine immer noch aus den Milliarden, die er mit dem Verkauf fossiler Brennstoffe aus der EU verdient hat, auch wenn der Block seine Einkäufe schnell kürzt. Obwohl Draghis Idee der Preisobergrenze auf Kritik stößt, wird sie in den kommenden Monaten Gegenstand der Diskussionen der EU-Führungsspitzen sein.
26214	39	"„Das ist die Art von Initiative, bei der Draghi etwas bewirken könnte“, sagte Piccoli. „Er würde in Europa gehört werden und direkt mit Biden sprechen können. Es könnte also ein Verlust für Europa werden."""
26214	41	Dann stellt sich die Frage, wo Italien einen Regierungswechsel belassen würde.
26214	43	Draghi wurde ursprünglich Anfang 2021 für die Stelle eingestellt, um das Darlehens- und Zuschusspaket der EU für die wirtschaftliche Erholung Italiens nach der Pandemie zu entwerfen und umzusetzen. Diese standen im Zusammenhang mit weitreichenden Reformen, deren Verwirklichung Draghis Führung als unerlässlich angesehen wurde.
26214	45	Als Hauptempfänger von EU-Mitteln ist Italien ein wichtiges Testfeld für den Erfolg des Programms: Wenn der Fonds dauerhaft werden soll, muss er dort als Erfolg gewertet werden.
26214	47	Für einige könnte Draghis Amtszeit auch dazu beitragen, die Kontinuität der europäischen Politik gegenüber der Ukraine sicherzustellen.
26214	49	In seiner Antrittsrede erklärte Draghi seine Regierung pro-NATO und pro-EU und wurde als einer der führenden Politiker Europas angesehen, der gegenüber Moskau aggressiver war, andere europäische Länder aufforderte, härter gegen die Oligarchen vorzugehen, und den Versuch der Ukraine unterstützte, eine formelle Regierung zu werden EU-Kandidat. Sein Ausstieg würde das westliche Bündnis schwächen.
26214	51	Bei anderen hingegen ist vor allem Draghis harte Linie gegenüber der Ukraine im Gespräch. Italiens Beitrag zur militärischen und finanziellen Unterstützung war im Vergleich zu anderen Staaten gering.
26214	53	Der Senator von Forza Italia, Maurizio Gasparri, hat die Auswirkungen von Draghis potenziellem Abgang heruntergespielt, indem er betonte, dass seine Zeit bis zum Ende der Legislaturperiode 2023 immer noch begrenzt sei, und feststellte, dass auch andere Länder inmitten der Pandemie und der Energiekrise Wahlen abgehalten hätten.
26214	55	Maurizio Gasparri von Forza Italia macht ein Selfie während des Parteitags in Ischia, Italien | Aelian Imperato/AFP über Getty Images
26214	57	"Draghi sollte nicht gezwungen werden zu bleiben, weil Italien die Wahlen fürchtet, sagte er: ""Wir werden noch innerhalb des nächsten Jahres wählen, wir können die Demokratie in Italien nicht aussetzen""."
26214	59	Kurzfristig ist ungewiss, ob Draghi gehen wird.
26214	61	Der Vorsitzende von 5Stars, Giuseppe Conte, deutete am Mittwoch an, dass seine Partei die Regierung immer noch unterstützen wolle, obwohl er das Wirtschaftspaket bei der Abstimmung am Donnerstag nicht unterstützte.
26214	63	Aber wenn Contes Partei beschließt, die Regierung zu verlassen, hat Draghi gesagt, dass er keine andere ohne die 5Stelle führen will. Sogar die rechte Liga hat vorgeschlagen, die Wahlen zu bevorzugen.
26214	65	Wenn Draghi nächste Woche das Vertrauensvotum verliert, könnte der Präsident vorgezogene Neuwahlen anberaumen. Aber wenn Draghi gewinnt und zum Bleiben überredet wird, bestehen viele darauf, dass es nicht nur im nationalen Interesse, sondern auch im europäischen Interesse ist, dass er bleibt.
26214	67	„Draghis Rolle in Europa“, sagte Ceccanti, „ist der stärkste Grund, warum Draghi bleibt.“
26215	1	The New York Times: Draghis Rücktritt ist eine potenzielle Katastrophe für Europa
26215	3	1 - DIE SCHNITTLICHEN REAKTIONEN DER AUSLÄNDISCHEN PRESSE AUF DIE REGIERUNGSKRISE, NEW YORK TIMES: „ITALIEN IM CHAOS, DER AUSGANG VON DRAGHI IST AUCH EIN HIT FÜR DIE EU“
26215	5	der Rücktritt von Dragons faz
26215	7	"""Drachen am Abgrund"". ""Der italienische Ministerpräsident sagte, er sei bereit zu bleiben."" Aber ""es kommt nicht ans Ziel"". Die ersten heißen Reaktionen der ausländischen Presse auf die italienische Regierungskrise sind scharf. Viele Zeitungen warten darauf, das Ergebnis des Tages im Senat vollständig zu verstehen, aber andere widmen ihm bereits reichlich Platz."
26215	9	"Für die New York Times stürzt die Regierung der nationalen Einheit des Premierministers, die Italien „Einfluss und Glaubwürdigkeit wiederhergestellt“ hat, und lässt das Land in einem kritischen Moment auf dem Weg in eine „neue Saison des politischen Chaos“, in der die EU "" versucht, angesichts Russlands geeint zu bleiben und seine Wirtschaft wiederzubeleben."
26215	11	der Rücktritt politischer Drachen
26215	13	Die Zeitung betont, Draghis Abgang sei ein «ein herber Schlag für Italien und Europa». Der ehemalige EZB-Präsident, der zur Rettung des Euro beigetragen hat, nutzte seine Größe nach seinem Amtsantritt als Premierminister im Jahr 2021 für ein kurzes goldenes Zeitalter für Italien.
26215	15	Doch ein schonungsloseres Bild verdichtet sich im Incipit des Leitartikels, mit dem El Pais die Online-Ausgabe eröffnet: «Das italienische Parlament, ein wildes und selbstzerstörerisches Tier, führte am Mittwoch seine letzte tödliche Operation durch und liquidierte die Legislative, die die erste erzwang Minister Mario Draghi zum Rücktritt. Das gewalttätige Ereignis hat viele Eltern. Aber es waren die rechten Parteien, Forza Italia und die Lega, die der Exekutive, der sie angehörten, den Gnadenstoß versetzten.
26215	17	Titelseite el pais zum Rücktritt der Drachen
26215	19	"Die Financial Times beschreibt ""Drachen am Abgrund, nachdem die Verbündeten der Koalition ihre Unterstützung zurückgezogen haben"". Le Figaro schildert die Krise, indem er schreibt, dass ""drei Parteien in Mario Draghis Regierung sich weigern, ihm zu vertrauen""."
26215	21	"Um den Stecker zu ziehen, erklärt der Artikel, der eine Einführung von AFP aufgreift, „sind Forza Italia, die rechte Partei des ehemaligen Ministerpräsidenten Silvio Berlusconi, die Lega, die rechtsextreme Formation des populistischen Tribunen Matteo Salvini und die populistischen Movimento Cinque Stars""."
26215	23	Für die Frankfurter Allgemeine Zeitung «Draghi erreicht das Ziel der Vertrauensgewinnung nicht, wahrscheinlicher Rücktritt des italienischen Ministerpräsidenten». Die Rede ist von „einer bitteren Niederlage bei einer Vertrauensabstimmung im Senat und seine Regierung in Rom steht damit kurz vor dem Bankrott“.
26215	25	der Rücktritt von Dragons le Figaro
26215	27	"Und dann wird unterstrichen, dass „Außenminister Luigi di Maio von der Partei „Gemeinsam für die Zukunft“ den Politikern vorgeworfen hat, versagt zu haben. ""Wir haben mit der Zukunft der Italiener gespielt. Die Folgen dieser tragischen Abstimmung werden in die Geschichte eingehen""»."
26215	29	Auf Politico.Eu «Mario Draghi riskiert den Tod, weil die italienische Koalition sich weigert, ihn zu unterstützen». Und noch einmal: „Mario Draghi riskiert das Ende seines Amtes als Ministerpräsident, nachdem er von den rechten Parteien seiner Koalition nicht genügend Unterstützung erhalten hat, um weiterhin die italienische Regierung zu führen.“
26215	31	SERGIO MATTARELLA MARIO DRAGHI
26215	33	Schließlich Le Monde, die die Draghi-Regierung als „nahe an der Implosion nach dem Abfall von drei Parteien“ beschreibt. Nach seinem Rücktritt in der vergangenen Woche – so wird hinzugefügt – sagte der italienische Ministerpräsident, er sei bereit, auf seinem Posten zu bleiben, falls sich die Koalition konsolidieren könne. Aber Forza Italia, die Lega und die 5-Sterne-Bewegung haben entschieden, nicht an der Vertrauensabstimmung teilzunehmen.
26215	35	2 - VOM WEISSEN HAUS NACH BRÜSSEL UND MADRID DIE WELT (BESORGT) SCHAUT NACH ROM
26215	37	Francesca Basso für den „Corriere della Sera“
26215	39	„Europa braucht Führungspersönlichkeiten wie Draghi“. So lautet der Titel der vor zwei Tagen auf der Politico-Website veröffentlichten Rede des spanischen sozialistischen Ministerpräsidenten Pedro Sanchez. Eine Geste der Freundschaft und auch des Mutes, denn Madrid hat sich hautnah gezeigt. Sanchez schrieb, was die meisten europäischen Hauptstädte und EU-Institutionen denken.
26215	41	der Rücktritt von Dragons Financial Times
26215	43	Italiens politische Wechselfälle werden mit Besorgnis und sogar Erstaunen verfolgt, denn Italiens Instabilität hat Auswirkungen auf die gesamte EU. Der Chefsprecher der EU-Kommission, Eric Mamer, erinnerte gestern Abend noch einmal an seine Äußerungen anlässlich des Rücktritts von Ministerpräsident Draghi am 15. Juli: «Präsidentin Ursula von der Leyen hat wiederholt die enge und konstruktive Zusammenarbeit mit Präsident Mario Draghi betont.
26215	45	Sie freut sich auf die Fortsetzung ihrer Zusammenarbeit mit den italienischen Behörden in Bezug auf europäische Prioritäten und Politiken.“
26215	47	PAOLO GENTILONI UND MARIO DRAGHI
26215	49	EU-Wirtschaftskommissar Paolo Gentiloni forderte in einem Tweet Verantwortung: «Das Ballett der Verantwortungslosen gegen Draghi kann einen perfekten Sturm auslösen. Jetzt ist es an der Zeit, Italien zu lieben: Es erwarten uns schwierige Monate, aber wir sind ein großartiges Land».
26215	51	Während die Vorsitzende der Sozialisten im EU-Parlament, Iratxe García Pérez, mit dem Finger auf die italienischen Populisten und Bürger zeigte: „Es gibt Besorgnis über die Entwicklung der Regierungskrise in Italien – twitterte sie –. Verantwortlich für diese Situation sind die Populisten zusammen mit der Ppe.“ Auch Übersee beobachtet uns.
26215	53	LUIGI DI MAIO UND MARIO DRAGHI
26215	55	Das Weiße Haus erinnert daran, dass „die italienische Führung unter der Führung von Premierminister Mario Draghi in verschiedenen Dossiers von entscheidender Bedeutung war“, vom Klima über die Unterstützung der NATO und der Ukraine bis hin zur Förderung der „gemeinsamen Interessen der Vereinigten Staaten und Italiens“. „Im Mittelmeerraum.
26215	57	"Die internationale Presse verfolgte den Tag. Die französische Zeitung Le Figaro eröffnete gestern Abend die Seite mit der Nachricht ""Italien: Drei Parteien in der Regierung von Mario Draghi entziehen ihm ihr Vertrauen""."
26215	59	Eröffnung auch für die Financial Times: „Drachen am Rande des Abgrunds, nachdem die Koalitionspartner ihre Unterstützung zurückgezogen haben“. Der Artikel erklärt, dass „die Aussicht auf anhaltende Unsicherheit die Finanzmärkte, die EU und die Europäische Zentralbank beunruhigen könnte“. Die deutsche Faz schreibt darüber auf der Homepage, auch wenn es nicht die Hauptnachricht ist: „Draghi verfehlt das Ziel bei der Vertrauensabstimmung: wahrscheinlicher Rücktritt“.
26215	61	Mario Dragons Antwort an den Senat 2
26215	63	"Und in der Zusammenfassung: «Der italienische Ministerpräsident hat die Vertrauensabstimmung im Senat gewonnen, aber die Regierungsparteien Lega, Forza Italia und M5S haben sich nicht an der Abstimmung beteiligt. Die Draghi-Regierung steht nun kurz vor dem Zusammenbruch. Die New York Times konzentriert sich auf das ""politische Chaos"": ""Die Draghi-Regierung zerfällt, die turbulente Politik kehrt nach Italien zurück""."
