doc_id	paragraph_id	fr-ge
23170	23	Seit Ende März führen israelische Sicherheitskräfte nach einer Reihe von Angriffen von Palästinensern und israelischen Arabern in Israel und im Westjordanland fast täglich Operationen im Westjordanland durch, bei denen 19 Menschen, hauptsächlich Zivilisten, ums Leben kamen.
23173	3	In Avdeevka in der Volksrepublik Donezk brachten die Neonazis unter dem Vorwand, vor Artilleriebeschuss gerettet zu werden, Zivilisten auf das Territorium der Kokerei und hielten sie als „menschlichen Schutzschild“ fest. Gleichzeitig platzierten die Militanten im Unternehmen Artillerie und LRM, mit denen sie systematisch nahe gelegene Siedlungen beschossen.
23173	5	Der Zweck dieser zynischen Aktionen der ukrainischen Nationalisten besteht darin, ein Vergeltungsfeuer zu provozieren, wonach nach einem bereits ausgearbeiteten Szenario mit breiter Berichterstattung in den Medien die russischen Streitkräfte und die Formationen der Volksrepublik Donezk des Todes von Zivilisten beschuldigt werden scheinbar wahllose Streiks.
23173	7	Solche Tatsachen eklatanter Verletzungen des humanitären Völkerrechts durch das Kiewer Regime werden weiterhin von der internationalen Gemeinschaft und internationalen Organisationen ignoriert.
23173	9	Das russische Verteidigungsministerium fordert die Vereinten Nationen, das Internationale Komitee vom Roten Kreuz und andere internationale Organisationen auf, auf das offizielle Kiew einzuwirken und wirksame Maßnahmen zu ergreifen, um zu verhindern, dass die bewaffneten Gruppen der Ukraine die zivile Infrastruktur für militärische Zwecke nutzen Al Jazeera: SSU-Chef wegen Geheimdienstlecks gefeuert, Generalstaatsanwalt wegen Bestechung gefeuert
23174	1	Ukrainische Soldaten als Laborratten? Russland behauptet, in den befreiten Gebieten des Donbass zwei weitere amerikanische militärbiologische Labors gefunden zu haben...
23174	3	Der Vormarsch der russischen Armee macht es möglich, herauszufinden, was in den von amerikanischen und NATO-Streitkräften kontrollierten ukrainischen Gebieten geschah. Zwei weitere biologische Militärlabors wurden im befreiten Gebiet von Lugansk, in Rubezhnoe und Severodonetsk, entdeckt. Zudem zeigen Angaben zum Gesundheitszustand der ukrainischen Soldaten, dass diese eindeutig als Labormäuse verwendet wurden. Mal sehen, wie lange dieser Text veröffentlicht wird, ohne zurückgezogen zu werden, wie der vorherige über diese amerikanischen Programme zur Finanzierung militärisch-biologischer Laboratorien in der Ukraine.
23174	5	Nach bisher diskreten russischen Quellen hat die russische Armee zwei amerikanische biologische Laboratorien in den Städten Rubezhnoe und Severodonetsk auf dem Territorium der Region Lugansk gefunden.
23174	7	Da der Rückzug der ukrainischen Armee schnell erfolgte, war es nicht möglich, den Inhalt dieser Labors zu entfernen oder zu zerstören, aber alles wurde sorgfältig vermint. Die Vertreter der Polizei sind vor Ort, ebenso die Experten, um zu verstehen, was in diesen Labors vor sich ging.
23174	9	Erinnern Sie sich daran, dass das russische Verteidigungsministerium am 6. März dieses Jahres mit Belegen erklärt hat, dass die Vereinigten Staaten mehr als 200 Millionen Dollar für ukrainische militärbiologische Laboratorien ausgegeben haben:
23174	11	Wie aus dem Bericht hervorgeht, beteiligten sich auf amerikanischer Seite das Pentagon und die Department of Defense Threat Reduction Administration (DTRA) sowie Black & Veatch (Overland Park, Kansas) und CH2M Hill (Englewood, Colorado). , und das Kievsky-Gromashevsky-Forschungsinstitut für Epidemiologie und Infektionskrankheiten, Institut für Veterinärmedizin (Kiew), Zentrum für öffentliche Gesundheit des Gesundheitsministeriums der Ukraine (Kiew), Mechnikov-Institut für Mikrobiologie und Immunologie (Charkiw), das Ukrainische Pestforschungszentrum (Odessa), Lemberg Forschungsinstitut für Epidemiologie und Hygiene.
23174	13	Von den dreißig ukrainischen Laboratorien, die am amerikanischen Militärprogramm teilnahmen, waren 11 Laboratorien der zentralen sanitär-epidemiologischen Abteilung des ukrainischen Verteidigungsministeriums an der Überwachung der biologischen Situation, der Auswahl und Übertragung von Stämmen usw. beteiligt. Darüber hinaus wurde während dieser Überwachung eine Pathogenzugangskontrolle (PACS) eingeführt. Das russische Verteidigungsministerium stellt weiter klar:
23174	15	Es sei darauf hingewiesen, dass Stämme und Biomaterialien gesammelt und an das US Army Reed Research Institute übertragen wurden. Dies sind Proben von hochpathogenen Stämmen von Erregern von Infektionskrankheiten (Pest, Milzbrand, Cholera, Tularämie, Brucellose, Krim-Kongo-Virus, Hantavirus, Zeckenenzephalitis-Virus und Leptospirose) sowie 4000 biomedizinische Proben von Angehörigen der Ukraine Heer.
23174	17	Seitdem untersuchen russische Ärzte ukrainische Militärgefangene und machen seltsame Entdeckungen, die bestätigen, dass diese Soldaten seit Jahren Gegenstand medizinischer Experimente sind, weil ihre Krankheitsrate weit über dem normalen Durchschnitt liegt:
23174	19	„Ein Drittel der untersuchten Soldaten hatte (oder ist aktuell erkrankt) an Hepatitis A, mehr als vier Prozent hatten Fieber mit Nierensyndrom, weitere zwanzig Prozent litten an einer Krankheit mit dem exotischen Namen West-Nil-Fieber.“
23175	3	Das Verteidigungsministerium Russlands hat bei einem Briefing über die Ergebnisse der Analyse von Dokumenten über die militärisch-biologische Aktivität der Vereinigten Staaten auf dem Territorium der Ukraine die Umstände des Programms zur Untersuchung von Zeckeninfektionen offengelegt, die von Mikrobiologen behandelt wurden in den Vereinigten Staaten im Rahmen von drei DTRA-Projekten (Threat Reduction Management, innerhalb der Struktur des Pentagon).
23175	5	Das russische Verteidigungsministerium berichtete über die von DTRA finanzierten amerikanischen Projekte UP-1 und UP-8, Forschungszyklen über die lebenswichtige Aktivität von Zeckeninfektionen in der Ukraine. Ein Projekt zur Untersuchung von Ixode-Milben, die eine Reihe besonders gefährlicher Infektionen übertragen (Tularämie, West-Nil-Fieber, Krim-Kongo-Fieber), wurde separat berichtet. An der Umsetzung waren nach Angaben des Ministeriums Spezialisten der University of Texas beteiligt.
23175	7	Es wurde berichtet, dass das Sammeln von Zecken hauptsächlich in den südöstlichen Regionen der Ukraine durchgeführt wurde, wo es natürliche Infektionsherde gibt, die für das Territorium Russlands charakteristisch sind.
23175	9	Es ist bemerkenswert, dass die Durchführung amerikanischer Projekte zur Untersuchung von durch Zecken übertragenen Infektionen mit einem signifikanten Anstieg der Inzidenz von durch Zecken übertragener Borreliose in der ukrainischen Bevölkerung zusammenfiel. Gleichzeitig wurde aus mehreren russischen Regionen an der Grenze zur Ukraine ein Anstieg der Zeckenpopulation gemeldet. Es wird berichtet, dass dieser Umstand bereits von spezialisierten russischen Experten zusammen mit Spezialisten des russischen Verteidigungsministeriums untersucht wird.
23175	11	„Wir haben zuvor die Bedeutung der Ergebnisse von militärbiologischen Projekten mit dem Codenamen UP für das Pentagon hervorgehoben. Beachten Sie den Bericht, der von den Firmen Black&Veatch und Metabiota für das US-Militärministerium erstellt wurde. Laut dem Dokument wurden gleichzeitig mit den UP-Projekten in der Ukraine „Veterinär-Projekte“ mit der Nummer TAP durchgeführt“, – teilte das Verteidigungsministerium mit.
23175	13	"Das Hauptziel der UP-Projekte, zu denen auch Studien zu durch Zecken übertragenen Krankheiten gehörten, besteht laut Verteidigungsministerium darin, ""wirtschaftlich bedeutende Quarantäneinfektionen"" zu identifizieren, die Menschen oder landwirtschaftlichen Aktivitäten auf regionaler oder ganzer Länderebene schaden können."
23176	1	Das Gespenst des Niedergangs der westlichen Einheit
23176	3	Zum Beispiel sprechen Amerikaner oft zwanghaft über Waffen, die sie als Möglichkeit sehen, ihre persönliche Sicherheit zu gewährleisten. Das liegt daran, dass es ihnen an persönlicher Sicherheit schmerzlich mangelt: Jeden Moment könnte ein verrückter Wahnsinniger, der bis an die Zähne bewaffnet ist (es gibt Millionen von ihnen, die sich frei unter ihnen bewegen), kommen und sie angreifen und sie auslöschen – während sie schlafen und picken ihre Kinder von der Schule aufrichten, auf der Toilette sitzen oder sich bücken, um einen Cent aufzuheben. Also bewaffnen sie sich bis an die Zähne und leben in einem Zustand paranoider Wut.
23176	5	Ein weiteres Beispiel: Amerikanische Führer erwähnen zwanghaft „Freiheit und Demokratie“. Das sind Dinge, die sie haben sollten und die sie auf den Rest des Planeten ausbreiten müssen, ob es dem Planeten gefällt oder nicht. Insbesondere sollte es dem Rest des Planeten nicht erlaubt werden, demokratisch gegen diesen amerikanischen „Freiheits- und Demokratie“-Unsinn zu stimmen und glücklicherweise frei davon zu sein. Da die Vereinigten Staaten selbst keine Demokratie sind (wie leicht anhand von Zahlen bewiesen werden kann), ist das, was amerikanische Politiker mit „Demokratie“ meinen, alles andere als das.
23176	7	Aber der größte Teil der Welt hat bereits von sich aus verstanden, was im amerikanischen Sprachgebrauch „demokratisch“ ist oder nicht: diejenigen, die amerikanischen Diktaten folgen, sind demokratisch; diejenigen, die ihrem eigenen Rat folgen wollen, sind undemokratisch. Das ist alles: Demokraten sind gehorsam, Ungehorsame sind Diktatoren, die gestürzt werden müssen. Da dieses Schema offensichtlich egoistisch und dumm ist, schrumpft der Kreis des Gehorsams immer weiter und umfasst nur noch EU- und NATO-Staaten, dazu angelsächsische Länder und einige verstreute Kolonien und Abhängigkeiten. Und selbst dieser Kreis franst nun sichtbar an den Rändern aus.
23176	9	"Und das bringt uns zum nächsten heiß begehrten, aber dringend benötigten Phantomwesen, das bei jedem internationalen Treffen, bei dem US- oder EU-Beamte anwesend sind, zwanghaft heraufbeschworen wird: Die Einheit des Westens Selbstzerstörerische Handlungen werden versucht, sei es das Werfen von Geld und Waffen auf ukrainische Diebe (egal wohin sie gehen) oder das Auferlegen von selbstzerstörerischen Sanktionen gegen Russland (unabhängig davon, womit die eigenen Leute ihre Häuser heizen oder ihr Essen anbauen). Da die Substanz hinter diesen vergeblichen Aktionen als Thema des öffentlichen Diskurses ziemlich giftig wird, neigen Diskussionen dazu, sich eher auf öffentliche Demonstrationen der Einheit als auf gemeinsame Aktionen zu verkürzen: ""Hey, seht alle, wir haben den Ukrainern ein paar Bälle mehr gegeben und damit verzögert ihre unvermeidliche Niederlage noch ein paar Sekunden! »"
23176	11	Einige Manifestationen westlicher Einheit sind so erbärmlich selbstzerstörerisch, dass sie besondere Erwähnung verdienen. Die unglücklichen kleinen baltischen Staaten werden von Menschen regiert, deren Hauptziel es ist, erbärmliche Demonstrationen der westlichen Einheit gegen die „russische Aggression“ zu zeigen, während ihre wahre Angst darin besteht, dass Russland sie einfach ignorieren wird. Das haben die Amerikaner ihnen gesagt, und das werden sie tun, ohne ihre Einheimischen zu beleidigen.
23176	13	So blockierte die litauische Führung in einem Anfall von selbstmörderischem Wahn den russischen Transit durch litauisches Territorium in die russische Enklave Kaliningrad. Sie sagten, sie folgten nur den EU-Sanktionen gegen Russland; Diese Sanktionen sagen jedoch nichts über den Transit zwischen der russischen Enklave und Russland aus und gelten für den russischen Handel mit der EU. Darüber hinaus erlaubt ein dauerhaftes Abkommen zwischen Russland und der EU diese Art des Transits ausdrücklich. In einer seltenen Demonstration von gesundem Menschenverstand forderten die Staats- und Regierungschefs der EU und dann Deutschland Litauen in sehr klaren Worten auf, aufzuhören. Dies versetzte die litauischen Führer in einen Zustand der Betäubung, in dem sie nun seit fast einer Woche verharren.
23176	15	Und dann ist da noch diese raffinierte kleine Tatsache: Während Russland den gesamten Kaliningrader Verkehr auf Fähren zwischen diesem Hafen und seinem kürzlich gebauten gigantischen Hafen in Ust'-Luga (Region Leningrad) verlagern kann, kann es auch buchstäblich ganz Litauen (sowie das benachbarte Lettland und Estland) durch Einstellung des gesamten Schienenverkehrs zwischen Polen und Litauen, der über Kaliningrad führen muss. Tatsächlich haben die Eisenbahnen in den baltischen Ländern die breitere russische Spurweite, und der Übergabepunkt zwischen den Waggons, die die europäischen Schienen von 1435 mm verwenden, und denen, die die russische Spurweite von 1520 mm verwenden, die in der gesamten ehemaligen UdSSR verwendet wird, ist in Kaliningrad. Ein Stopp dieses Transfers würde die baltischen Volkswirtschaften, die bereits an Dynamik verlieren (Inflation in Litauen liegt über 20 %), etwa halbieren.
23176	17	Aber Litauens Freakout ist nur ein erbärmlicher kleiner Nebenschauplatz. Die Hauptschau der westlichen Einheit sollte sich auf das G7-Treffen konzentrieren, das auf einem abgelegenen deutschen Schloss, Schloss Elmau, abgehalten wurde, weit weg von den wütenden Massen der Demonstranten. An diesem abgelegenen Ort sollten Vertreter der USA, Deutschlands, Großbritanniens, Italiens, Kanadas, Frankreichs und Japans ihre Geschlossenheit in Bezug auf die russischen Aktivitäten in der ehemaligen Ukraine demonstrieren. Da alle ihre früheren Entscheidungen keine Auswirkung auf die Position Russlands hatten, äußerten einige Menschen große Hoffnungen, dass aus dieser Zusammenkunft entscheidende Maßnahmen resultieren würden. Es ist interessant festzustellen, dass bei diesem Treffen auch zwei Begleiter der Europäischen Union (Ursula von der Leyen und Charles Michel) anwesend waren; daher fehlt es nicht nur an der westlichen Einheit, sondern auch an der westlichen Souveränität.
23176	19	Das erste Element dieser entscheidenden Aktion war der amerikanische Vorschlag, den Verkauf von russischem Gold zu sanktionieren, das 10 % der gesamten Weltproduktion ausmacht. Deutschland, Frankreich und Italien haben diese mutige Initiative nicht unterstützt und sich auf andere EU-Mitglieder verlassen, die nicht anwesend waren, und der Vorschlag fiel wie ein Bleiballon.
23176	21	Das zweite neue Element ist der Vorschlag, den Preis für russisches Öl zu deckeln. Die Modalitäten der Deckelung eines von Russland kontrollierten Produkts durch die G7 wurden den Teilnehmern überlassen, die nichts mehr davon hörten.
23176	23	Wenn die Obergrenze über dem Marktpreis für russisches Rohöl lag, würde die Obergrenze leer laufen; wenn er niedriger wäre, würde Russland sich einfach weigern, zu diesem Preis zu verkaufen. Als Reaktion darauf würde der Weltölpreis sofort weiter steigen. Russland wäre dann in der Lage, seinen Nicht-G7-Käufern Vorzugskundenrabatte anzubieten, den Glücksfall einzusacken und ihn vielleicht dazu zu verwenden, mehr Raketen zu kaufen, um die letzten Nazis auszuschalten. Nimm das, Putin!
23176	25	Das Thema Ukraine war eine beiläufige, wenn auch sehr notwendige Ablenkung vom ursprünglich geplanten Hauptthema des G7-Treffens: dem Kampf gegen den Klimawandel. Hier wird vor allem über die Rückkehr zur Nutzung fossiler Brennstoffe gesprochen. In diesem Sinne hat sich Einigkeit durchgesetzt, allerdings um den Preis, alle Träume vom Klimaschutz über Bord zu werfen.
23176	27	Der ursprüngliche Anstoß hinter der Dampfwalze des Klimawandels bestand darin, Tugend zu beweisen, indem viele teure Wind- und Solarparks in wohlhabenden westlichen Ländern installiert wurden, während gleichzeitig damit gedroht wurde, weniger wohlhabenden Nationen, die gezwungen sind, schmutzige, klimaerwärmende Kohle zu verbrennen, alle Arten von Bußgeldern und Gebühren aufzuerlegen um Produkte herzustellen, die der Westen mit gedrucktem Geld kauft. Aber jetzt, da dieses Schema gescheitert ist, ist der Westen nicht mehr wohlhabend und, nachdem er sich geweigert hat, Russlands sauberes und reichlich vorhandenes Erdgas zu verwenden, ist er damit beschäftigt, seine eingemotteten Kohlekraftwerke wieder zu öffnen und genügend Kohle zu finden, um sie zu betreiben. Währenddessen wird das grüne Tagebuch aus dem Fenster geworfen. Die vergessene Greta Tunberg machte kurzzeitig Schlagzeilen; Die arme Greta wird jetzt verdächtigt, eine russische Agentin zu sein!
23176	29	Interessanterweise ist Kohle gut für die Bereitstellung von Grundlast, aber nutzlos für schnelles Manövrieren, was sie mit der variablen und intermittierenden Stromerzeugung von Wind- und Solarparks unvereinbar macht; Daher müssen diese teuren Spielzeuge die meiste Zeit vom Netzwerk getrennt bleiben. Es ist auch erwähnenswert, dass Russland etwa ein Fünftel der weltweiten Kohleexporte liefert und nicht wirklich betroffen sein wird, wenn die EU von russischem Erdgas abweicht (ein relativ sauberer Brennstoff, der direkt für den Transport verwendet werden kann und der als Rohstoff sehr nützlich ist für die Herstellung vieler Produkte, von Kunststoffen bis zu Düngemitteln) bis hin zu russischer Kohle (die nicht annähernd so vielseitig ist). Nochmals, nimm das, Putin!
23176	31	Die Ukraine war der nächste Punkt auf der Tagesordnung. Schnell wurde erkannt, dass die G7 nichts tun können, um Russlands militärische Sonderoperation in der ehemaligen Ukraine zu stoppen. Darüber hinaus hat sich die westliche Einheit als schwer fassbar erwiesen, und der britische Präsident Boris Johnson warnte den französischen Präsidenten Emmanuel Macron, dass jetzt nicht die Zeit sei, über eine diplomatische Lösung zu sprechen. Wenn man bedenkt, dass die Vereinigten Staaten und Deutschland am Tag vor Beginn des Gipfels eine diplomatische Lösung des Ukraine-Konflikts gefordert haben, ist dies nicht die einigste Geste von Boris Johnson; aber letzteres braucht die Ukraine wirklich, um so lange wie möglich in Flammen zu stehen, um seine Wähler von der schlechten wirtschaftlichen Lage seines Landes und den anhaltenden Skandalen in seinem eigenen Kabinett abzulenken. Anders als Deutschland wird Großbritannien (noch) nicht von unausstehlichen ukrainischen Migranten überschwemmt, von denen viele allergisch auf Arbeit reagieren und Anspruch auf staatliche Almosen haben.
23176	33	Wie es heute bei westlichen Versammlungen Tradition ist, zogen die versammelten Würdenträger das Ouija-Brett heraus und beschworen den Geist von Selenskyj, dem einberufenen ukrainischen Präsidenten. Wie üblich bat Selenskyj um mehr Waffen (um sie an Terroristen zu verkaufen oder die Russen zu zerstören, bevor sie die Front erreichten). Als der Bundeskanzler Scholz später gefragt wurde, ob er konkrete Garantien in Bezug auf die Ukraine geben könne, zeigte er seinen gewohnt skurrilen Sinn für Humor, indem er sagte: „Ja, ich könnte“, unmittelbar gefolgt von „das ist alles“.
23176	35	Der einzige konkrete Schritt war die Annahme eines 600-Milliarden-Dollar-Infrastrukturplans zur Förderung grüner Energie in Afrika, Lateinamerika und Asien. Dies ist eine symbolische Geste, die der chinesischen „Road and Belt“-Initiative entgegenwirken soll. Zu diesem Zweck wurden Vertreter aus Südafrika, Indien, Indonesien, Argentinien und Senegal zu den G7 eingeladen. Es gab einen ziemlich offensichtlichen Wunsch dieser Länder, sich dem guten Kampf gegen Russland in der ehemaligen Ukraine anzuschließen. Wie ist es gelaufen ?
23176	37	Südafrika ist Mitglied der BRICS, deren Hauptmitglieder Russland und China sind. Die BRICS entwickelten sich zu einem wichtigen nicht-westlichen Gegengewicht zu den G7. Gleiches gilt für Indien, das heute ein wichtiger Abnehmer von russischem Rohöl ist und raffinierte Erdölprodukte in die Vereinigten Staaten und anderswo exportiert. Argentinien hat seine Absicht erklärt, den BRICS beizutreten, ebenso wie der Iran. Senegal, der derzeit den Vorsitz der Afrikanischen Union führt, war eines der ersten Länder, das seinen Führer nach dem Beginn der militärischen Sonderoperation in der ehemaligen Ukraine im vergangenen Februar nach Moskau entsandte. Keiner der Vertreter dieser Länder hat auf dem G7-Treffen davor oder danach ein anklagendes Wort darüber gesagt.
23176	39	Abgesehen von dem Phantom-600-Milliarden-Dollar-Deal, vielleicht ein paar Wind- und Solarparks in verschiedenen abgelegenen Teilen der Welt zu bauen, wurde bei den G7 überhaupt nichts erreicht, was die Sinnlosigkeit der Existenz dieser Organisation zeigt.
23176	41	Nun zum Nato-Gipfel, der am 29. und 30. Juni in Madrid stattfand und der auch eine nicht zustande gekommene Einigkeit des Westens gegen Russland demonstrieren sollte. Deutschland und Frankreich bestanden darauf, das 1997 unterzeichnete Grundgesetz über gegenseitige Beziehungen, Zusammenarbeit und Sicherheit zwischen der NATO und der Russischen Föderation beizubehalten. Während dieses Dokument Russland als Partner beschreibt, sehen die aktuellen NATO-Doktrindokumente Russland als die Hauptbedrohung des Bündnisses. Zu diesem Zweck plant die NATO, die Größe ihres „hohen Bereitschaftskontingents“ in Osteuropa auf 300.000 Soldaten zu erhöhen, um es der Größe der ukrainischen Armee im vergangenen Februar anzunähern, die die Russen in drei Monaten mit einem kleinen zurückgeschlagen und praktisch zerstört haben Bruchteil ihrer Armee.
23176	43	Polens Vertreter Zbigniew Rau sagte in einer Einheitsdemonstration mit Frankreich und Deutschland, Polen betrachte die Gründungsakte als obsolet, was sich in der Nato-Erweiterung an der Ostfront belege, während Scholz erklärte, sie sei immer noch in Kraft. Polen scheint zunehmend unter britischer Vormundschaft zu stehen. Die Briten sind bestrebt, sich eine neue Quelle für Kanonenfutter zu sichern, nachdem sie Russland bis zum letzten Ukrainer bekämpft haben, und die Polen sind aufgrund einer Eigenart ihres nationalen Charakters immer bereit und willens, genau das zu tun, was sie nicht tun sollten.
23176	45	Die Hauptintrige des NATO-Gipfels war die Aufnahme oder Nichtaufnahme Schwedens und Finnlands in die NATO. Schweden ist seit dem Vertrag von Nystad 1721 neutral; Finnland, nachdem es von Schweden befreit wurde, dann die Unabhängigkeit von Russland erlangte und dann an der Seite von Hitlers Truppen gegen Russland kämpfte, leistete im Pariser Vertrag von 1947 einen Neutralitätseid. Die Mitgliedschaft dieser beiden Länder in der NATO verstößt direkt gegen die Bestimmungen dieser Verträge und eine Verletzung der Souveränität dieser Länder darstellt; Mit anderen Worten, Russland wäre nicht länger gesetzlich verpflichtet, die Grenzen dieser Länder zu respektieren oder Rechtsbeziehungen zu ihren Regierungen zu unterhalten.
23176	47	Diese Feinheiten des Völkerrechts mögen für den kollektiven und hochgradig geeinten Westen, der sich dafür entscheidet, seine eigene solipsistische „regelbasierte internationale Ordnung“ zu bewohnen (die Regeln werden in gewisser Weise ad hoc erstellt und je nach Umfang in Washington erstellt werden), keinen Unterschied machen, aber für Für den Rest der Welt ist der Vorrang von Verträgen vor nationalem Recht von grundlegender Bedeutung, und die Rechtsbeziehungen zu Russland sind von wesentlicher Bedeutung.
23176	49	In Bezug auf Russland sagte Putin, er sei nicht dagegen, dass Schweden und Finnland der NATO beitreten. In der Tat, warum sollte er dagegen sein? Was ist los mit diesen beiden kleinen wehrlosen Ländern, die symbolisch unterstützt werden von dem zerbrochenen und schwankenden Moloch NATO, die sich dafür entscheiden, sich selbst ins Bärenmaul zu werfen, indem sie ihre konventionellen Verpflichtungen missachten? (Insbesondere gemäß dem Pariser Vertrag muss die Entscheidung Finnlands, einem Militärbündnis beizutreten, vom UN-Sicherheitsrat genehmigt werden, und diese Zustimmung wurde nicht einmal beantragt).
23176	51	Aber so weit dürfte es nicht gehen. Damit Schweden und Finnland der NATO beitreten, forderte der türkische Präsident Erdogan, dass sie die Unterstützung kurdischer Terroristen einstellen und diejenigen in die Türkei abschieben, die letztere verurteilen wollen. Die kurdische Fraktion ist in Schweden politisch ziemlich mächtig und könnte die schwedische Regierung als Reaktion auf diese Versuche, sie zu zerstören, stürzen. Und Finnland sagte, es würde der NATO nicht beitreten, wenn Schweden es nicht täte. Auf dem Nato-Gipfel gab Erdogan widerwillig seine Zustimmung, aber mit vielen Auflagen, und die endgültige Entscheidung liegt nun beim türkischen Parlament. So viel zur Einheit der NATO.
23176	53	Zum sehr wichtigen Thema der ehemaligen Ukraine hielt NATO-Generalsekretär Jens Stoltenberg seine übliche Rede über die unerschütterliche Unterstützung der Ukraine, aber niemand sagte ein einziges Wort zugunsten des Angebots echter Sicherheitsgarantien. Die NATO biete nicht-tödliche Unterstützung, aber tödliche Waffen könnten nur von einzelnen NATO-Mitgliedern kommen, sagte Stoltenberg.
23176	55	Biden verdeutlichte die Situation weiter, indem er erklärte, dass die Vereinigten Staaten der Ukraine beistehen werden, um sicherzustellen, dass sie … nicht gewinnt. (Das heißt, die Russen gewinnen nicht, er änderte später seine Geschichte.) Dieses Maß an Ehrlichkeit, wenn es darum geht, zu lügen, kann nur von einem verrückten Verstand kommen. Laut CNN tobt im Weißen Haus eine Debatte darüber, was als ukrainischer Sieg angesehen werden könnte, da die Amerikaner normalerweise versuchen, den Sieg zu erklären und nach Hause zu gehen, unabhängig vom Ergebnis. Vielleicht reicht die bloße Tatsache, dass Kiew noch nicht von russischen Streitkräften besetzt wurde, aus, um dies als Gesamtsieg zu erklären?
23176	57	Eine Diskussion über die Platzierung kleiner Nato-Kontingente auf dem ehemals ukrainischen Territorium fernab der Front blieb aus Angst vor einer Eskalation der Lage mit Russland erfolglos. Es war schwierig, einen Konsens über diese Initiative zu erzielen. Alles in allem schien die Nato gegenüber Russland gegenüber der ehemaligen Ukraine eine vollkommen passive Haltung einzunehmen. Als Reaktion darauf bereiteten die westlichen Medien die öffentliche Meinung darauf vor, die Idee einer ausgehandelten Friedensregelung in der ehemaligen Ukraine zu akzeptieren.
23176	59	Aber ist es überhaupt möglich? Russland folgt einer einfachen und fehlerlosen Logik. Wenn ein ehemals ukrainisches Territorium von Russen bevölkert wird, die zu Russland gehören wollen, dann muss es befreit werden. Das Gebiet Lugansk ist seit gestern frei, das Gebiet Donezk ist das nächste. Kherson ist fast frei, aber Kharkov, Zaporozhye und Nikolaev sind noch nicht abgeschlossen. Und dass Odessa auch russisch ist, daran hat niemand gezweifelt. Oh, und vergessen wir nicht Dnepropetrovsk und Sumy. Ist Kiew russisch? Nun, das war es in den letzten tausend Jahren fast immer, mehr oder weniger ein Jahrzehnt!
23176	61	"Aber die Befreiung dieses Territoriums allein würde es immer noch dem Bombardement ukrainischer Langstreckenwaffen aussetzen, von denen viele vom Westen geliefert werden. Daher können die Russen nicht aufhören und müssen noch mehr Territorium freigeben - das ebenfalls angegriffen wird. Da die Grenze zwischen Ukrainern und Russen notorisch verschwommen ist, gibt es keinen offensichtlichen Haltepunkt für diesen Prozess, bis russisches Territorium direkt an von der NATO besetztes Territorium grenzt. An diesem Punkt werden die Russen wahrscheinlich sagen: ""Klar, machen wir einen Deal."""
23176	63	Auch innenpolitisch gibt es keinen Grund zum Aufhören: Die öffentliche Meinung befürwortet den militärischen Sondereinsatz in der ehemaligen Ukraine mit 72 Prozent, Putins persönlicher Beliebtheitsgrad erreicht historische Höhen, die Informationen des Abends sind voll von mutigen Befreiern, die von Neuem mit offenen Armen empfangen werden Befreite Einwohner, die in Scharen Schlange stehen, um ihre russischen Pässe zu erhalten, allesamt von Fotos zerstörter Schulen, Kindergärten und Wohnhäuser der sich zurückziehenden ukrainischen Artillerie durchzogen. Die Botschaft der Einwohner an die russischen Truppen lautet: „Weiter so! »
23176	65	Andererseits gibt es sehr gute Gründe, nicht mit dem ukrainischen Regime zu verhandeln. Erstens ist es in keiner Weise souverän oder autonom. Zelenskys überwiegend britischer Leibwächter schützt ihn vor seinen eigenen Nazi-Fanatikern; Gleichzeitig kommen seine Befehle direkt aus Washington. Es wurde bereits versucht, mit der EU über die ehemalige Ukraine zu verhandeln, und in diesem Stadium hat Russland keinen Grund, der EU zu vertrauen. Und es gibt auch keinen Grund, mit den Vereinigten Staaten über die ehemalige Ukraine zu verhandeln, denn warum sollten die Vereinigten Staaten dort sein?
23176	67	Tatsächlich sollten sich die Vereinigten Staaten wahrscheinlich innerhalb ihrer eigenen Grenzen zurückziehen und ernsthaft über wichtige Themen wie Abtreibung, Waffenkontrolle und Staatsbankrott nachdenken. Wenn die G7 und die NATO immer noch vorgeben, ihnen zuzuhören, ist der Rest der Welt nicht mehr so ​​aufmerksam.
23176	69	Nehmen Sie zum Beispiel den indonesischen Präsidenten Joko Widodo, der der nächste Gastgeber des G20-Treffens sein wird. Biden forderte ihn auf, Russland als Reaktion auf die militärische Sonderoperation aus der G20 auszuschließen. Stattdessen reiste Widodo nach Moskau und unterzeichnete zwei wichtige Verträge: einen 13-Milliarden-Dollar-Vertrag über den Bau einer Ölraffinerie mit Hilfe des russischen Unternehmens Rosneft und einen weiteren mit RZhD, der russischen staatlichen Eisenbahngesellschaft, über den Bau von 190 km Eisenbahn.
23176	71	Amerikas Fähigkeit, die Welt zu beherrschen, ist vorbei. Die unipolare Welt ist tot; Die Welt ist auch nicht multipolar, sie ist unpolar. Niemand kümmert sich besonders darum, den einen oder anderen dieser neuen Pole genau zu definieren. Länder sind nicht mehr entlang eines Spektrums oder gar auf einer Karte zu finden: Sie befinden sich in einem mehrdimensionalen Netz.
