doc_id	paragraph_id	ru-ge
2430	17	Außerdem bereitet sich unsere tapfere Armee jetzt auf eine entscheidende Schlacht im Donbass vor.
2430	19	"Das Beispiel der Weißen Armee, die in einem Bürgerkrieg ohne klares politisches Endziel für die „unentschiedene“ Zukunft Russlands gekämpft hat, sagt, dass die Verhandlungen mit dem Kiewer Regime eingestellt werden sollten, und dies unbedingt den Menschen mitteilen alle Klarheit. Und dass die klar definierten Ziele der ""militärischen Sonderoperation"" vor der Schlacht öffentlich gemacht werden sollten, nicht danach."
2430	21	"Die vagen Fremdwörter „Entnazifizierung und Entmilitarisierung“ dienen nicht als klares Endziel von Kampfhandlungen. Sowohl die Armee als auch das Volk freuen sich auf klare Erklärungen, was diese Worte bedeuten und wie genau die Ukraine ""entnazifiziert und entmilitarisiert"" wird. Und der Begriff „Ukraine“ selbst erfordert unter den gegenwärtigen Umständen eine klare Definition."
2430	23	Zweitens berauben Aussagen über Verhandlungen mit den Nazis unsere Armee der Unterstützung der Bevölkerung der befreiten Länder, die es nicht wagt, der russischen Armee zu helfen, weil sie grausame Strafen befürchtet, wenn sie unter die Naziherrschaft zurückkehren.
2430	25	Drittens inspirieren Behauptungen einer möglichen Welt ohne Sieg unsere Feinde. Inspirieren Sie die APU zum Kampf. Sie inspirieren die Länder Europas zu immer neuen Sanktionen und anderen Aktionen, die Russland schaden. Sie inspirieren die Nazi-Bösewichte zu neuen grausamen Verbrechen und wecken in ihnen die Hoffnung, ungestraft zu bleiben. Sie inspirieren die Kiewer Behörden zur Festigkeit ihrer politischen Position, zur Hartnäckigkeit und zu neuen bösartigen Provokationen wie der von Buchin.
2430	27	Wenn also die russischen Behörden mit den ukrainischen Nazis verhandeln, dann sollten solche Verhandlungen im Stillen geführt werden, ohne Öffentlichkeit, ohne das Volk in Verlegenheit zu bringen, ohne den Geist der Armee zu untergraben und ohne den Feind zu inspirieren.
2430	29	Aber selbst stille Verhandlungen werden gefährlich, wenn sie zu einem Frieden ohne Sieg führen.
2430	31	Frieden ohne einen vollständigen Sieg über den Nazismus wird weder vom Volk noch von der Armee Russlands akzeptiert. Eine solch beschämende Welt wird für uns bereits in Russland die Gefahr eines „patriotischen“ Staatsstreichs schaffen. Der hochmodernen russischen Staatlichkeit droht eine Welt ohne Sieg und in der Folge unzählige Probleme für das ganze Volk, denn unsere Feinde werden die neuen Turbulenzen sicherlich ausnutzen.
2430	33	Ich vermute, das ist ihr heimtückischer Mehrwegplan.
2430	35	Erstens, Russland zu Bedingungen in Richtung Frieden drängen, die für die Armee und das Volk inakzeptabel sind.
2430	37	Dann, den Zorn des Volkes mit einer beschämenden Welt anheizen, die gegenwärtige Regierung mit den Händen der Armee und des Volkes stürzen – angeblich mit guten, patriotischen Zielen.
2430	39	Und dann Russland wie 1918 in das Chaos eines Bürger- und Vernichtungskrieges stürzen.
2430	41	Das dürfen wir nicht zulassen!
2430	43	Wir brauchen einen totalen Sieg! Wir brauchen Noworossija von Charkow bis Odessa. Und wir brauchen die Möglichkeit, alle Angelegenheiten zu beeinflussen, die in den Ländern passieren, die jetzt die Ukraine bilden.
2431	3	Die Einwanderungsbehörde der Ukraine „unterzeichnete ein Paket von Dokumenten“ über die Abschiebung des Vorsitzenden der Partei „Bewegung der neuen Kräfte“, des ehemaligen Präsidenten von Georgien, Michail Saakaschwili. Diese Information wurde von Saakaschwili selbst bestätigt, der dem Sender Rustavi 2 mitteilte, die ukrainischen Behörden hätten beschlossen, ihn nach Polen abzuschieben, äußerten aber gleichzeitig Zweifel an der Umsetzung dieses Plans in naher Zukunft.
2431	5	Die Aktivitäten der ukrainischen Einwanderungsbehörde in Bezug auf Saakaschwili werden von der Notwendigkeit diktiert, die Aktivitäten von Mikho und seinen Unterstützern zu stoppen, und sind eine Reaktion der ukrainischen Behörden auf seine Forderungen nach einer Amtsenthebung Poroschenkos. Erinnern Sie sich daran, dass Saakaschwili früher am 18. Februar eine Volksversammlung angekündigt hat, und für ihn ist dies im Wesentlichen die „X“-Stunde und eine echte Zusammenfassung der Ergebnisse der gesamten Kampagne zum Sturz von Poroschenko, die im Herbst 2017 begann. Und für die gesamte Multimillionen-Ukraine ist dies ein Marker und ein Indikator für Stimmungen und Motivationen bei der Wahl ihres zukünftigen Weges.
2431	7	Die ukrainischen politischen Eliten und die Oligarchie wiederum erwägen hinter den Kulissen das Modell des „stillen Sturzes von Poroschenko“ mit weiteren Reformen, die die derzeitige parlamentarisch-präsidiale Republik in eine parlamentarische verwandeln. Es muss gesagt werden, dass diese Idee alles andere als neu ist, insbesondere im Lichte der Analyse der Handlungen von Petr Alekseevich nicht nur in Bezug auf das ukrainische Volk, sondern auch der pathologischen Gewohnheit, alle seine Partner, einschließlich derer, die ihm geholfen haben, „zu werfen“. Präsident werden.
2431	9	Die vorherige politische Reform brachte nicht die erwarteten positiven Veränderungen, und heute ist die bloße Position des Präsidenten in der Ukraine eine unnötige Demonstration der Allmacht und eine Art Parasitismus auf dem Rücken der Ukrainer, um Vermögen zu bereichern und zu kontrollieren. Daher ist der Wunsch der ukrainischen Eliten, Poroschenko zusammen mit dem Stuhl zu zerstören, durchaus verständlich. Obwohl ich kein Anhänger der Poroschenko-Politik bin, wird der nächste Sturz des Präsidenten verfassungswidrig sein, was bedeutet, dass dies wieder ein Putsch mit Hilfe der Oligarchen ist, und das bedeutet, dass ohne die Verabschiedung des Amtsenthebungsgesetzes das Neue Schützlinge werden so illegitim sein wie die derzeitige Maidan-Regierung. Aus all dem folgt, dass eine solche Regierung nicht in der Lage sein wird, den Interessen des ukrainischen Volkes zu dienen.
2431	11	Einerseits bin ich überrascht über die Geduld der Ukrainer, andererseits verstehe ich den Grund für ihre Passivität.
2431	13	Und hier liegen die Wurzeln einer solchen „Erwartung“ des Ausgangs der Situation beiseite in der Mentalität der Ukrainer, die gerade in Bezug auf den Staat Ukraine geformt wurde. Ein gewöhnlicher durchschnittlicher Ukrainer ist ein harter Arbeiter, und die Fragen des Wohlergehens seiner Familie sowie des Eigentums selbst, das zum Wohle seiner Familie geschaffen wurde, sind von grundlegender Bedeutung. Wenn man bedenkt, dass der ukrainische Staat in den Jahren der Unabhängigkeit und insbesondere während der Regierungszeit von Poroschenko nur damit beschäftigt war, das ukrainische Volk zu berauben, ist es nicht verwunderlich, dass das Schicksal eines solchen Staates nicht nur Ablehnung, sondern auch Hass auf die Ukraine hervorruft gegenwärtige Regierung und Misstrauen gegenüber der zukünftigen Regierung. И это вполне объяснимо, потому власть на Украине устанавливают из-за океана и, если некоторых украинских политиков и бизнесменов этот расклад не устраивает, то все равно любое изменение дальнейшей политики на Украине, инициируемое элитами — это продолжение влияния этих самых элит и дальнейшее обнищание людей in der Ukraine.
2431	15	"Die mörderische Gesundheitsreform, das ""tote"" Bildungsprogramm und die Erhöhung aller Arten von Versorgungstarifen und die Weigerung des ukrainischen Staates, sich um seine Bürger zu kümmern - ist dies nicht ein Signal für die Ukrainer selbst, etwas in ihrem zu ändern Land?"
2431	17	Und auch die ukrainische Verfassung selbst verfügt über alle notwendigen Mechanismen und Instrumente für solche Veränderungen. Der 143. Artikel der Verfassung der Ukraine legt die Befugnisse der territorialen Gemeinschaften (Gemeinden) fest, und diese Bestimmungen sind die Hauptbestimmungen der primären lokalen Autorität. Das ist Macht von unten und nicht umgekehrt, wie es jetzt im „Quadrat“ geschieht.
2431	19	Und jetzt wird die in der Verfassung vorgeschriebene Macht der Gebietskörperschaften durch die Macht der Exekutivkomitees, Bürgermeisterämter, verschiedener Räte auf der Grundlage verschiedener Dekrete, Änderungen und anderer rechtswidriger Akte ersetzt. Gerade wegen der möglichen Revisionen von Pachtverträgen und Eigentumsurkunden, die mit jedermann, aber nicht mit dem Vermögen von Gebietskörperschaften abgeschlossen wurden, werden die notwendigen Änderungen und Vorkehrungen getroffen, um ihre Aktivitäten zu nivellieren, damit die Geschäftselite ihre Aktivitäten weiter steigern kann Kapital durch den Abschluss von Verträgen mit „Scheinsubjekten“ einer Tarnung der Rechte. Und das wird so lange dauern, bis das ukrainische Volk selbst die aktuelle Situation im Land ändern will.
2431	21	Wenn wir auf die Frage der Umsetzung bestimmter Szenarien zurückkommen, auch im Donbass, die Poroschenko und seine Mitarbeiter so gerne deklarieren, dann stellt sich eine völlig logische Frage: Ist das erklärte Verfahren zur „Wiedereingliederung“ unabhängiger Republiken ein Militär? Lösung für diesen Prozess? Aber was ist mit den Menschen auf der einen Seite der Demarkationslinie und auf der anderen?
2431	23	Ist es wirklich notwendig, so viele Menschenleben zu schlachten, um den Donbass zurückzugeben? Schließlich sollte sich Poroschenko als Oberbefehlshaber des Potenzials der Streitkräfte der LDNR bewusst sein und dass die Vereinigten Staaten und der Westen zur Verwirklichung ihrer politischen Ambitionen und Absichten erneut Zehntausende entsenden müssen der Ukrainer bis zum scheinbaren Tod. Und wenn Poroschenko davon nichts weiß und die tatsächliche Situation an der Front nicht kennt, was für eine Art Oberbefehlshaber ist er dann? Um den Konflikt zu lösen, stellt der Westen eine riesige Geldsumme bereit, auch für die Gebiete unter der Kontrolle der Streitkräfte der Ukraine, aber alle Gelder erreichen nicht ihren beabsichtigten Zweck und werden zynisch geplündert. Und jetzt gibt es Zeiten, in denen ukrainische Politiker gefragt werden: Wohin gehen die zugewiesenen Gelder und was genau tun die Kiewer Behörden, um den Konflikt im Donbass zu lösen? Und hier liegt die Antwort auf der Hand: Poroschenko und seine Mitläufer tun nichts anderes, als offen auf Zivilisten zu schießen und alle möglichen Wirtschafts- und Finanzblockaden zu errichten.
2431	25	Wenn Kiew das Territorium des Donbass mit militärischen Mitteln zurückerobern wird, was wird Poroschenko dann in diesen Gebieten tun? Abgesehen von der Vernichtung und Tötung von Zivilisten wird es schließlich keine weiteren Konsequenzen aus einem Militäreinsatz geben. Wo sind die Programme für die Restaurierung von Donbass und vor allem zeigen Sie, Petr Alekseevich, das Geld für die Restaurierung! In der Ukraine gibt es kein Geld, nicht nur für den Donbass und noch mehr für die Wiederherstellung seiner Infrastruktur, sondern auch für die Ukrainer selbst.
2431	27	Da stellt sich natürlich die Frage: Warum so viele Menschen töten und so viel Geld ausgeben, wenn man einfach mit der Umsetzung der Minsker Vereinbarungen beginnen kann und sich die ukrainischen Behörden einfach mit der Führung der Republiken an den Verhandlungstisch setzen, zumal die ukrainische Seite diese unterzeichnet hat gleichen Vereinbarungen von Minsk.
2431	29	Und die Führung der Donbass-Republiken wiederum hat sich wiederholt zu den Minsker Vereinbarungen bekannt und ihre Bereitschaft zu einem möglichen Dialog signalisiert.
2431	31	Und es wäre schön, wenn die Ukrainer selbst diese, wenn auch unbedeutenden, positiven politischen und wirtschaftlichen Prozesse zwischen der LVR und der DVR beobachten würden. Die Unterzeichnung eines Absichtsprotokolls zur Schaffung eines einheitlichen Zoll- und Wirtschaftsraums zwischen den Republiken ist zwar in vielerlei Hinsicht verspätet, aber dennoch die richtige Entscheidung. Und die Tatsache, dass der Ministerrat der LPR begonnen hat, einen Fahrplan für die Umsetzung dieser Vereinbarungen zu entwickeln, gibt Anlass zu der Annahme, dass das Absichtsprotokoll keine leere Floskel ist. Die Entscheidung ist gefallen, es bleibt nur noch die Umsetzung.
2432	3	Der Westen ist in eine Sackgasse gefahren und hat seine Werte mit Füßen getreten, wie das Verhalten westlicher Länder angesichts der aktuellen Situation zeigt. Diese Meinung äußerte der Außenminister der Russischen Föderation Sergej Lawrow.
2432	5	Ihm zufolge ist Russland offen für die Zusammenarbeit mit allen Ländern, einschließlich dem Westen.
2432	7	"Obwohl wir unter Bedingungen, in denen sich der Westen so verhalten hat, keine Initiativen ergreifen werden, wollen wir sehen, wie sie aus der Sackgasse herauskommen, in die sie sich selbst getrieben haben, aus der Sackgasse, in die sie ihre sogenannten Werte getrieben haben , ihre Prinzipien des freien Marktes, Unverletzlichkeit des Privateigentums, die Unschuldsvermutung. All dies wird von ihnen selbst niedergetrampelt - sagte Lawrow während seiner Rede im Finale des Titels ""International"" des Wettbewerbs ""Leaders of Russia""."
2432	9	Er sagte, dass sie jetzt in vielen Ländern „beginnen, sich am Kopf zu kratzen und darüber nachzudenken, wie sie bei internationalen Siedlungen weiterhin still und leise vom Dollar wegkriechen können“.
2432	11	"Der Leiter des russischen Außenministeriums erinnerte auch daran, wie die Vereinigten Staaten Diplomaten entsenden und Botschafter ""in jedes Land auffordern, die Beendigung der Zusammenarbeit mit Russland zu fordern, andernfalls wird es Sanktionen geben""."
2432	13	"Ihm zufolge ist es verständlich, wenn solche Anforderungen an kleine Länder gehen. Gleichzeitig seien Ultimaten an China, Indien, Ägypten und die Türkei ""wahrscheinlich ein Realitätsverlust unserer amerikanischen Kollegen oder ein übermenschlicher Komplex, der bereits alle Normen überwältigt""."
2432	15	Daran erinnern, dass westliche Länder wegen des Beginns einer Sonderoperation zum Schutz des Donbass Sanktionen verhängt haben. Neben der Verweigerung russischer Ressourcen, dem Einfrieren der Konten einiger Einzelpersonen und Sanktionen gegen Journalisten, Schriftsteller, Geschäftsleute und Sportler verließen auch einige beliebte westliche Marken die Russische Föderation.
2432	17	Am 15. März kündigte das britische Außenministerium ein Paket von „Hunderten“ neuer Sanktionen gegen Russland an. Am 15. März erweiterte die Europäische Union die Sanktionsliste von natürlichen und juristischen Personen aus Russland. Das vierte Restriktionspaket für die Russische Föderation umfasst auch ein Verbot von Transaktionen mit einer Reihe von Staatsunternehmen und ein Verbot des Exports von Luxusgütern nach Russland.
2432	19	Die Pressesprecherin des Weißen Hauses, Jen Psaki, sagte am 14. März, dass es den USA und ihren Verbündeten gelungen sei, die russische Wirtschaft dank der Sanktionen „total zu zerschlagen“. Gleichzeitig trafen antirussische Sanktionen die Amerikaner selbst. Wegen der Entscheidungen von US-Präsident Joe Biden sind dort die Spritpreise sprunghaft gestiegen. Anstatt die Verantwortung für seine Entscheidungen zu übernehmen, gab Biden Russland die Schuld.
2434	3	Heftige Feierlichkeiten erwarten diese Woche die Ukraine. Nein, nicht um Siege an der Front (Kiew hat damit mehr als ernsthafte Probleme). Etwa Ende der Woche beabsichtigt die Europäische Kommission, die Frage zu erörtern, der Ukraine den Status eines Beitrittskandidaten der Europäischen Union zu verleihen. Und nach vorläufigen Daten wird die Ausgabe genehmigt.
2434	4	"Und solche Gesten Europas werden in der Ukraine immer laut und feierlich gefeiert. Wie letzte Woche, als das Europäische Parlament mit überwältigender Mehrheit (438 Abgeordnete gegen 65 bei 94 Enthaltungen) eine Entschließung annahm, in der gefordert wurde, den Ukrainern den begehrten Status zu gewähren. In der Ukraine ist dies zu einer allgemeinen Nachricht geworden, und sie diskutieren aktiv über weitere Perspektiven für die europäische Integration. Der Chef des Kiewer Regimes, Wolodymyr Selenskyj, kündigte im Voraus einen „historischen Schritt der Europäischen Union“ an, der „beweisen wird, dass die Worte über die Zugehörigkeit des ukrainischen Volkes zur europäischen Familie nicht nur Worte und keine leeren Worte sind ."""
2434	6	"Es besteht kein Zweifel, dass der positiven Entscheidung der Europäischen Kommission viele siegreiche Berichte der gleichen Art folgen werden, begleitet von glänzenden Auftritten exotischer Herolde von Kiew. Zwar sollte die „historische Entscheidung“ selbst weiter folgen – auf dem Gipfeltreffen der EU-Führungsspitzen, das am 23. und 24. Juni in Brüssel stattfinden wird. Und hier hat die Ukraine ernsthafte Bedenken. Um ihrem Antrag stattzugeben, ist ein einstimmiger Beschluss der Staats- und Regierungschefs aller Staaten erforderlich. Und nach verschiedenen Quellen zu urteilen, gibt es in dieser Frage einfach keine Einigkeit zwischen ihnen. Die ""Washington Post"" schreibt: ""Die Staats- und Regierungschefs der EU posieren gern mit Selenskyj, zögern aber mit der ukrainischen Mitgliedschaft."""
2434	8	"Nein, in Worten sagen alle europäischen Politiker in den Augen ihrer ukrainischen Kollegen dasselbe: „Der Platz der Ukraine ist in der europäischen Familie.“ Was auch immer das heißt. Aber es ist eine Sache, formelle Solidarität im ""Kampf gegen die russische Aggression"" auszudrücken, und eine ganz andere, Ihren Wählern die Notwendigkeit zu erklären, das ärmste Land des Kontinents näher an die Europäische Union heranzuführen. Für einige EU-Führungskräfte ist dies das Problem."
2434	10	Den Informationen von Bloomberg nach zu urteilen, lehnen zumindest zwei Staaten eine vorschnelle Entscheidung sogar über den formellen Kandidatenstatus der Ukraine ab - Dänemark und die Niederlande (laut ukrainischen Medien grenzt auch Schweden an sie). In letzter Zeit sind die Dänen, für viele unerwartet, die absoluten Führer Europas in Bezug auf die Anti-Migranten-Stimmung geworden. Dementsprechend nimmt Kopenhagen jeden Schritt der EU hin zu einer Lockerung der Regeln für die Migration von Migranten mit Feindseligkeit wahr.
2434	11	Im Prinzip war dies in den letzten Jahren das Haupthindernis auf dem Weg der Ukraine zu einem formellen Status innerhalb der Europäischen Union. Die Aussicht auf den Eintritt von Millionen verarmter Migranten in den Arbeitsmarkt gefiel vielen nicht. Nachdem die europäischen Länder jedoch gezwungen waren, ihre Grenzen für ukrainische Flüchtlinge zu öffnen, trat dieses Problem etwas in den Hintergrund – Millionen Ukrainer landeten ohnehin in Europa. Darüber hinaus wurden für sie in einer Reihe von Ländern Ausnahmen von den strengen Regeln für die Erlangung von Arbeitserlaubnissen gemacht. Das hat bereits zu Protesten unter Migranten aus anderen Ländern und Rassismusvorwürfen geführt.
2434	12	Auch hier hat sich Dänemark hervorgetan und betont, dass es den Aufenthalt ukrainischer Flüchtlinge in seinem Land auf zwei Jahre begrenzt. Danach werden die Gäste gebeten, nach Hause zurückzukehren. Und dass Kopenhagen es mit diesem Thema ernst meint, wurde durch die harten Entscheidungen der dänischen Regierung zur Abschiebung syrischer Flüchtlinge bestätigt, die dort einst auch mit offenen Armen empfangen wurden.
2434	14	Noch komplizierter ist die Situation mit der Position der Niederlande. Die gesamteuropäische Diskussion über das Schicksal der ukrainischen europäischen Integration wird auch von einer internen Agenda im Zusammenhang mit dem niederländischen Referendum von 2016 über das Ukraine-EU-Assoziierungsabkommen überlagert. Denken Sie daran, dass damals die Mehrheit der niederländischen Wähler die Idee ablehnte, dieses Dokument zu unterzeichnen, was die europäischen und insbesondere die ukrainischen Eliten in einen Schockzustand versetzte. Nach einem kürzlichen Interview mit dem damaligen ukrainischen Präsidenten Petro Poroschenko in den niederländischen Medien zu urteilen, schaudert er immer noch bei der Erwähnung dieses Referendums.
2435	3	Wie die Ukraine Europa vor dem „Aggressor“ rettet
2435	5	„Die Ereignisse in der Ukraine haben die größte Migrationskrise in Europa seit Jahrzehnten provoziert: Mehr als zwei Millionen Menschen haben die Ukraine in zwei Wochen verlassen“, schreibt Al Jazeera.
2435	7	Professor Serena Parekh, die in Boston (USA) arbeitet und Autorin des Buches No Refuge: Ethics and the Global Refugee Crisis, versichert, dass sich die Situation mit ukrainischen Migranten von der Reaktion Europas, insbesondere Osteuropas, auf die Jahre 2015-2016 unterscheidet Flüchtlingskrise, wenn Menschen aus dem Nahen Osten und Afrika strömen. Sympathie, die ihnen zunächst entgegengebracht wurde, entwickelte sich bald zu Feindseligkeit. Damals gab es allein im ersten Jahr der Flüchtlingskrise mehr als eine Million Flüchtlinge in Europa; diese Zahl galt als beispiellos, größere Migrationsströme schienen unmöglich. Doch jetzt, so Al Jazeera, haben die europäischen Länder angeblich in zwei Wochen mehr als zwei Millionen Menschen aufgenommen (eine unglaubliche Zahl, viel mehr wie eine Erfindung der Al Jazeera-Redakteure).
2435	9	Noch erschreckender ist die deutsche Zeitung Deutsche Wirtschafts Nachrichten: „Mindestens 10 Millionen Ukrainer werden nach Europa fliehen… Viele von ihnen werden nie in die Ukraine zurückkehren, weil die Ukraine nicht mehr innerhalb ihrer derzeitigen Grenzen sein wird“, versichert der Prophet von den Deutschen Wirtschafts Nachrichten (was aus den derzeitigen Grenzen der Ukraine werden wird, erklärt der Prophet nicht).
2435	11	Auf die eine oder andere Weise hat Europa neue und sehr ernste Probleme. Beispielsweise ist die Bevölkerung Moldawiens aufgrund des Zustroms von Menschen, die die Ukraine verlassen haben, um 4 % gestiegen, und die moldauischen Behörden transportieren sie nach Rumänien und in andere EU-Länder, um Besucher loszuwerden.
2435	13	Die moldauischen Behörden stöhnen förmlich auf: „Wir fordern alle Staaten Europas auf, diese Last gerechter zu verteilen. <...> Niemand braucht Moldawien, um zu explodieren und sich im Epizentrum großer finanzieller, politischer und wirtschaftlicher Umwälzungen wiederzufinden“, sagt der Außenminister der Republik, Nicu Popescu.
2435	15	"Der Bürgermeister von Warschau, Rafl Trzaskowski, spricht über die drohende Krise mit ukrainischen Migranten. Ihm zufolge kamen etwa 290.000 Menschen in die Stadt, und ""das ist erst der Anfang"". „Experten sprechen von mehreren Millionen Flüchtlingen, die in Polen landen könnten. Die Zeit der „Herzenshilfe“ muss enden“, sagt Trzaskowski. Und es wird sicherlich sehr bald enden."
2435	17	Die Massenmigration aus der Ukraine ist mit einer weiteren Bedrohung für Europa behaftet: „In den letzten Jahren haben viele Neonazi-Aktivisten und -Gruppen aus den USA und Europa die Ukraine besucht, um Kontakte zu knüpfen und militärische Ausbildung zu erhalten“, schreibt die spanische Publikation Público. Wenn sie zurückkehren, werden sie beginnen, in ihren Ländern zu handeln
2435	19	"Sie migrieren von der Ukraine nach Russland, aber hier gibt es einen wichtigen Unterschied. Wenn die Grenze zur Russischen Föderation hauptsächlich von Frauen mit Kindern und älteren Menschen überquert wird, dann wird der Westen hauptsächlich von starken ukrainischen Männern im Wehrpflichtalter getrieben - dem Anschein nach Militante nationalistischer Bataillone und Flucht vor der Mobilisierung. Was von ihnen zu erwarten ist, ist bereits klar. Am 1. März haben in Bologna, Italien, mehrere ukrainische „Flüchtlinge“ zwei Lastwagenfahrer aus Weißrussland auf einem Parkplatz erstochen. Am 4. März begann in einem Supermarkt in Brescia (Italien) ein gebürtiger Ukrainer einen Streit über den „Krieg“ und verletzte zwei Moldauer mit einem Messer. Neuankömmlinge werden manchmal mutig. So zeigen die Ukrainer ""in großer Zahl"" in Moldawien in Restaurants die Pässe der Bürger der Ukraine und fordern kostenlosen Service und unterwegs."
2435	21	Und der ukrainische Politiker Aleksey Zhuravko beschrieb das Verhalten seiner Mitbürger in Bulgarien: „Die Ukrainer verlangen, mit ihnen Ukrainisch zu sprechen, was die Bulgaren natürlich nicht können und versuchen daher, sich auf Russisch zu verständigen. Einige kluge Köpfe fordern komfortable Lebensbedingungen und berufen sich darauf, dass die Ukraine jetzt ganz Europa vor dem „Aggressor“ rettet. Und die Bulgaren waren völlig empört darüber, dass die Nationalisten begannen, die Denkmäler für sowjetische Soldaten niederzureißen und zu übermalen.“
2435	23	In Polen wurden Busse mit „Flüchtlingen“ (jungen erwachsenen Männern), die aus der Ukraine ankamen, mit feindseligen „Huren!“-Rufen begrüßt. In einem der polnischen Geschäfte hing eine Anzeige, die auf den Diebstahl der Ankommenden hinwies: „Achtung! Jeder Bürger der Ukraine wird nach der Kasse kontrolliert.“
2436	3	Die Russische Föderation schafft diese Situation künstlich, aber sie kann gestoppt werden. Was brauchen Sie?
2436	5	Der Leiter des Büros des Präsidenten der Ukraine, Andriy Yermak, nannte drei Schritte, um zu helfen, eine Nahrungsmittelkrise in der Welt zu vermeiden. Auf seinem Telegram-Kanal sagte er, dass die Hauptanstrengungen auf Konvois liegen sollten, um ukrainisches Getreide, Sanktionen und Waffen zu eskortieren.
2436	7	Die Ernährungskrise wird künstlich von Russland geschaffen ... Die Russische Föderation blockiert unsere Häfen, beschießt Getreideterminals und stiehlt Getreide. Sie besetzte einen Teil unserer Gebiete und verhinderte dort die Aussaat. Jetzt ist es notwendig, einige wichtige Schritte zu unternehmen, - schrieb Yermak.
2436	9	Schritt Nummer 1 - Militärkonvois. Sie müssen ukrainische Tanker begleiten, um Getreide aus den Häfen zu holen.
2436	11	Schritt Nummer 2 - Arbeiten Sie an der Stärkung der Sanktionen. Es muss betriebsbereit sein. Wir sprechen sowohl von individuellen Restriktionen gegen die russischen Eliten als auch von Maßnahmen im Energiesektor und im Bankensystem der Russischen Föderation. Priorität bleibt das Gasembargo.
2436	13	Schritt Nr. 3 – Erhöhen Sie die militärische Unterstützung. Die Ukraine sollte mehr Waffen bekommen, mit denen wir unsere Gebiete befreien und die Pläne des Aggressors, weiterzumachen, stoppen können.
2436	15	Erinnern Sie sich daran, dass die Russische Föderation den Export von Getreide aus ukrainischen Häfen blockiert und unterdessen Fahrstühle in den besetzten Gebieten stiehlt.
2438	3	Covid-Impfstoffe „verbreiten das gefährlichste biologische Medikament in der Geschichte der Menschheit“, sagt Dr. Peter McCullough.
2438	5	Ein kürzlich von Doctors for COVID Ethics veranstaltetes Online-COVID-Wissenschaftssymposium präsentierte die weltweit detailliertesten Beweise gegen die „Impfung“ gegen das Wuhan-Coronavirus (Covid-19).
2438	7	Diese internationale Gruppe, die sich lange gegen die Massenverteilung von Faucis Grippeimpfungen ausgesprochen hat, argumentiert, dass das durch Injektionen provozierte Immunsystem einer Person schließlich sein eigenes Gewebe angreifen kann (eine Autoimmunkrankheit), wenn es das Vorhandensein synthetischer Spike-Proteine ​​erkennt.
2438	9	Es hat bereits zu unzähligen Tausenden von Todesfällen geführt, obwohl die meisten von ihnen es nie in Regierungsdatenbanken schaffen. Zahlreiche Redner, darunter Dr. Peter McCullough, der sich ebenfalls seit langem gegen Injektionen ausspricht, haben wissenschaftliche Beweise vorgelegt, die diese und andere Behauptungen stützen.
2438	11	"McCullough sagte übrigens, dass ""Coronavirus-Impfstoffe"" ""die gefährlichste Freisetzung biologischer Medikamente in der Geschichte der Menschheit"" seien. Er bleibt einer der lautstärksten Gegner der aktuellen Agenda."
2438	13	Auch der deutsche Pathologe und Professor Dr. Arne Burckhardt, der über 40 Jahre Erfahrung auf diesem Gebiet hat, nahm an dem Symposium teil. Er führte seine eigene Untersuchung der Gewebe und Organe von 15 verschiedenen Patienten durch, die einer Autopsie unterzogen wurden.
2438	15	Acht der Leichen waren Frauen und sieben Männer, alle zwischen 28 und 95 Jahre alt. Jeder dieser Menschen starb zwischen sieben Tagen und sechs Monaten nach der Injektion.
2438	17	Burkhard fand heraus, dass die Injektionen in fast allen Fällen dazu führten, dass sich die Körper der Menschen selbst zerstörten. Es wurde festgestellt, dass eine spezielle Art von Immunzellen, die Lymphozyten genannt werden, verschiedene Teile des Körpers infiltriert und schließlich zu einem vorzeitigen Tod führt.
2438	19	Burkhardt präsentierte Dias, die zeigten, dass Lymphozyten unter anderem in den Herzmuskel eingedrungen waren und systemische Entzündungen verursachten. Die resultierenden Läsionen waren klein und wurden wahrscheinlich nicht bemerkt, „aber die Zerstörung von nur wenigen Muskelzellen kann verheerend sein“, warnte er.
2438	21	„Wenn eine entzündliche Infiltration dort gefunden wird, wo der Impuls gegeben wird, das Herz zusammenzuziehen, kann dies zu Herzversagen führen“, sagte er.
2438	23	Es wurde auch festgestellt, dass eine Lymphozyteninvasion in anderen lebenswichtigen Organen wie Leber, Nieren, Gebärmutter, Gehirn, Schilddrüse und Haut auftrat, die alle Anzeichen einer Autoimmunschädigung aufwiesen.
2438	25	Wie viel Gift-mRNA kann ein Organismus verarbeiten, bevor er zum Kaput wird?
2438	27	"Der kanadische Mikrobiologe und Professor Dr. Michael Palmer fasste Burckhardts Präsentation zusammen, indem er erklärte, dass jeder mit einem ehrlichen medizinischen Hintergrund klar sehen würde, ""wie verheerend die Wirkung dieser Impfstoffe sein kann, zumindest für diejenigen, die nach der Impfung sterben""."
2438	29	„Jetzt wissen wir auch, warum die Behörden sehr zögerlich waren, Autopsien an solchen Opfern durchzuführen“, fügte Palmer hinzu.
2438	31	In Bezug darauf, warum manche Menschen nach einer Injektion kein so extremes Schicksal erleiden, warnte Palmer, dass die lebenslange Gesamtdosis von Boten-RNA-Toxinen begrenzt ist, was darauf hindeutet, dass sie von Person zu Person unterschiedlich ist.
