doc_id	paragraph_id	ge-en
22149	15	Criticism of the media and the Russia controversy
22149	17	"Toscana is a journalist and successful YouTuber who has 209,000 subscribers on his channel ""Visione TV"". He called the guests at the congress like Donato and Rizzo “the best free and courageous intelligentsia in the country”. These would put themselves ""at the service of a unified project"". At the beginning of June, former five-star senator Bianca Laura Granato also joined Ancora Italia."
22149	19	"Toscana addressed sharp words to the media. He called out to journalists during the congress: ""Let the servants of the system, the clowns in the service of an apparatus tending to suppress dissent, know that we will not back down an inch""."
22149	21	A few hours later, the pro-government newspaper Open reported that Francesco Toscano “over time has won the support of various personalities pursued by the world of disinformation and the Italian conspiracy.” “Ancora Italia” was on the second National Congress also “formalized” their support for Vladimir Putin's Russia.
22149	23	For a sovereign and democratic Italy
22149	25	"Toscana's words on the Ukraine conflict were greeted with an ovation by the 3,000 guests. What was he really saying? ""I recognize the reasons of Russia, which intervened in Donbass to end a genocide, as inviolable. We are on the side of those fighting against the Nazis, transformed from men with no sense of mockery into Kantian philosophers. Noi siamo dalla parte di chi combatte i nazisti trasfigurati in filosofi kantiani da gente senza senso del ridicolo."")"
22149	27	"Toscana told L'Indipendente: “We from Ancora Italia want to return to a solid, participatory politics, with territorial sections that live, where people can discuss and educate themselves, and which are therefore serious intermediaries, indispensable for democracy ."""
22149	29	"“Ancora” sees itself as a democratic-sovereignist movement. Toscana: ""The current system aims to prevent individuals from exercising a kind of democratic counter-power to the technical violence of the financial system through self-organization, which leads to alienation from public life."""
22149	31	"It is seen as a task to organize ""the growing dissent"" in Italy and ""to create a perspective for radical change, pursued with democratic and participatory methods and with respect for the Constitution, repeatedly betrayed by Draghi and his ministers"". , can be read in the congress report of “Ancora”."
2215	1	Build, build, build: mass immigration is taking its toll
2215	3	"The ""immigration without action"" and the additional import of countless people to Germany never end. In 2020 there were 1,186,702 people moving to Germany; minus the emigration, the net migration from abroad was 220,251 people. There will be even more in 2021, for which the exact data is not yet available. The Federal Statistical Office estimates that there was between 270,000 and 320,000 people in the balance sheet for the previous year. The number of inhabitants has risen by 2.5 million to around 83.2 million since Chancellor Merkel’s half-time, whereby the exact number is likely to be between 1 and 4 percent higher according to the municipal registers – which means that 85 million people are likely to live in Germany ."
2215	5	"Undeterred by this development, the traffic light coalition wants to make Germany even more of an ""immigration country"". Already in the preamble of their coalition agreement, the three parties emphasize their common ""understanding of Germany as a diverse immigration society"". This is reflected there, in Chapter VII, under the programmatic title ""Germany's responsibility for Europe and the world, Europe, integration, migration, flight"" on a total of 13 pages. The government knows that the media and business leaders of many sectors are on their side in this endeavor, or, conversely, it is the vicarious agent of both."
2215	7	"More people need more housing; that's why 400,000 apartments are to be built every year, 300,000 are no longer enough. In order to be able to stomp this out of the ground, the construction and finishing trades require additional workers from abroad - because among the previous successful globetrotters with final destination Germany there are not enough suitable and willing - not only for the construction industry, but also for the other economic sectors . And the “new arrivals” also want to live somewhere. Or will they soon be ""assigned"" by law to those with housing, as was the case after the war? When forced quarantine and compulsory vaccinations become normal, then it will certainly not be far to forced billeting."
2215	9	Various reasons for vacancy
2215	11	"But maybe that's not so dramatic, because: ""We have two billion vacant apartments in Germany,"" said Bonn's green mayor Katja Dörner verbatim. She probably meant two million, which is three zeros less. After all, that's fewer zeros than there are in their offices and committees in the country - so forget it. But the figure of two million is of course not correct either: In reality there are 722,000 residential units vacant, or around 2.8 percent (but you can no longer take our political amateurs at their word anyway). There are many reasons for this vacancy. If a change takes place after four years of letting and the apartment is prepared for new tenants for a month, this temporary vacancy alone accounts for two percent statistically. “We live too big” we are told – meanwhile on an average of 46 square meters per person. That's not entirely true either, because the temporarily vacant apartments are also included in this calculation, as are other special circumstances; for example, the soldiers stationed here and their families have a special status that falsifies the statistics."
2215	13	"But now to the real problem: the conflicting goals of even more land use, construction activity and CO2 emissions. It's the same phenomenon almost everywhere: the same people who are demanding and supporting more immigration resist the development of new building areas for ""reasons of sustainability"" - and, as far as it affects their immediate area, of course also against wind turbines that produce construction site electricity and if there is a loss of Coal, oil and gas could provide energy for living. A study found that 35 percent of CO2 emissions for living are due to construction alone. The erection of buildings - not the subsequent living and heating. Because the more apartments are built, the more energy-intensive concrete is required, the production of which is a CO2 slingshot."
2216	3	Records show that over a million people in the United States have died from the Wuhan coronavirus (COVID-19). Every single one of these deaths can be attributed to the White House Chief Medical Advisor, Dr. Anthony Fauci.
2216	5	The US is estimated to have passed the one million mark for COVID-19 deaths as of Wednesday night, March 23. This comes according to data from statistics website Worldometers, which at the time of press claims the US has 1,002 million COVID-19 deaths.
2216	7	"The Centers for Disease Control and Prevention (CDC) has yet to confirm this, as they only update their ""official"" COVID-19 data every two weeks. The agency's data tracker website still shows US deaths at around 972,000."
2216	9	If current trends continue, the US death toll from COVID-19 will top 1.2 million by the end of April.
2216	11	This catastrophic loss of life should not be discounted. In two years, more Americans have died from COVID-19 than from any war the United States has fought combined since the 20th century, including World War II. On average, nearly 3,000 Americans die from the coronavirus every two days, more than the 2,977 people killed on 9/11.
2216	13	One in 100 people over the age of 65 has died from COVID-19. Over 200,000 children have lost a parent or primary caregiver. The broader societal impact of this pandemic has yet to be properly grasped.
2216	14	"Fauci is responsible for at least 400,000 ""official"" COVID-19 deaths"
2216	16	According to The New American journalist Ben Armstrong, Fauci should be blamed for nearly half of the deaths attributed to COVID-19 in the United States. he's too nice
2216	18	Armstrong based his conclusions on research by Edward Dowd, a hedge fund expert and former equity portfolio manager at investment firm BlackRock.
2216	20	"""It's either stupidity or a plan,"" Dowd said during an interview. “But in the first year of the pandemic we prevented early treatment and put people on intubators and a lot of people died. There were estimates that if there was early prevention and if you didn't intubate people, 400,000 people didn't have to die in the first year."""
2216	22	Fauci, as senior White House medical adviser and director of the National Institute of Allergy and Infectious Diseases, is a major influence on the COVID-19 protocol and can be blamed for pushing hospital policies that are leading to more deaths from the coronavirus to have. Some of those policies include putting severe COVID-19 patients on ventilators and giving them the toxic drug remdesivir.
2216	24	Armstrong pointed out that remdesivir is one of only a handful of drugs approved by the CDC and the Food and Drug Administration to treat hospitalized COVID-19 patients, and many doctors across the country have protested its use.
2216	26	Without remdesivir, Armstrong said, COVID-19 patients in hospitals only have to worry about their lungs and breathing. But with remdesivir, their kidneys have become a problem as the drug could cause kidney problems, multiple studies show.
2216	28	"Once the kidneys and other organs of COVID-19 patients begin to close, hospitals put them on ventilators. ""Who did all this? Fauci did all of that,"" Armstrong said. ""That's why I'm following these deaths on Fauci. That's Fauci's fault."""
2216	30	"Armstrong added that he could blame even more COVID-19 deaths in the US because of his role in funding the coronavirus research functions in Wuhan, China. ""Even though he denies it, we all know it's true,"" he said. And that's exactly why every single COVID-19 death -- not just in the US, but around the world -- can be attributed to Fauci."
2216	32	He added that hundreds of thousands more American deaths should also be attributed to Fauci for supporting and promoting the use of the experimental and dangerous COVID-19 vaccines.
2216	34	"""People chose to obey Fauci, doctors chose to obey Fauci. They didn't have to, and Fauci is why they should never have obeyed,"" Armstrong said. ""Do not obey like a slave, because you will have disastrous consequences""."
22161	3	"Peschiera des Garda, Italy (World Express). Anyone who thinks they cannot cope with the Germanization of one or the other word in the Latin language should write Schwarzer instead of Neger. One or the other black was at the ""Africa parties"" of the Nafris and thus the North Africans, especially Arabs, at Lake Garda. Hundreds of young, male foreigners, including Mohammedans and cutlers, hung around Lake Garda. Sexual harassment and all sorts of insults not only by women were apparently not in short supply, but the rule. This also applied to theft."
22161	5	"The young men from Africa thought they were ""celebrating"" ""L'Africa a Peschiera"" (""Africa in Peschiera"") under a motto of the conversion of many people. Their celebration also included brawls, attempted rapes, and plenty of property damage."
22161	7	"Under the headline “Peschiera del Garda – fight and sexual harassment after a trap music meeting on Lake Garda”, the “Kleine Zeitung” (June 13, 2022) reports that “a gathering of hundreds of young people who attended a festival with trap music ( a sub-genre of hip-hop) on a beach in Peschiera del Garda on the south-eastern shore of Lake Garda in northern Italy"" and that ""a few days ago this degenerated into a huge brawl and then into riots"". It was ""the beach of Campanello-Pioppi between Castelnuovo and Peschiera del Garda""."
22161	9	"The fact that the police had to intervene and clear the area with the use of batons is no secret. In ""Der Standard"" (June 13, 2022) there is as little information about the repopulation as in ""Kleine Zeitung"", but Dominik Straub reports from Rome under the title ""Peschiera del Garda - riots and sexual harassment by young North Africans in Italy"". that ""about 2,500 people - mainly young men with a North African migration background"" were responsible for the riots by foreigners on Lake Garda and that they are called ""Afro-Baby-Gang"" in the Italian media, but also that it was in a video that has been showing since Friday circulating on the world network means: ""Peschiera was just a foretaste, see you in Riccione."" ."
22161	11	There was no renewed gathering of foreigners, because in Riccione a large number of police officers were called up early on, who were sorely missed in Peschiera del Garda at the beginning.
22161	13	Experts and critics believe that in most of the main outflow media of the apartheid state of Germany, which has been a vassal state of the United States with the United Kingdom in the dinghy since it came into existence, there have been gaps in lying. Bernhard Zimniok (AfD) shared in the “Facebook” (June 14, 2022): “A few days ago, 2,000 Africans rioted at Lake Garda, there were fights, stabbings and sexual assaults. The ARD and ZDF, which are committed to neutrality and objectivity, refused their indoctrinated viewers any reporting about it. Instead, they reported on the legalization of cannabis in Thailand – or a pizza-making championship in Argentina. The consumer of the compulsory fee-financed propaganda should simply not be confronted with reality. Therefore: Abolish broadcasting fees!”
22161	15	In Italy, many people in politics and the press are already a step further. Matteo Salvini (Lega), a former Deputy Prime Minister, shared: “Violence and threats are not welcome, if these 'good guys' don't like it here they might as well leave Italy, along with the complicit or distracted 'parents'. Members of the Lega achieved 34 percent of the votes in the last elections to the supposed European Parliament and became the strongest political party in Italy.
22161	17	In the local elections last Sunday, her and other candidates who not only want to end the revolution, but also reverse it, did well, prophecies of doom from their opponents in politics and the press.
22164	1	Aggressive land grabs and lots of “single cases”: clash of cultures
22164	3	"The images of the last few weeks will be burned into the collective memory of Europeans. First, 2,000 migrants terrorized bathers on Lake Garda and shouted: ""This is Africa!"" June, which the system declared as ""Pride Month"", resulted in migrant violence. The mainstream covers up the causes. As a new, imported sense of honor makes way, unknown to Europeans for good reason, many are wondering: Is this still the home I know?"
22164	5	"Sometimes it's a mass brawl between immigrants in the Berlin outdoor pool, days later a fight between rival Arab clans in Duisburg. It is the ""dislocations"" that the US political scientist and globalist Yasha Mounk spoke of when he praised the risk of multiculturalism as a historically unique ""experiment"". It is precisely the ""liberal"" lifestyle that is the first to be targeted by the aggressive land grab."
22164	7	If the globalists and their political-media henchmen have their way, mass migration can only be portrayed positively. This is what the UN Migration Pact and the world restructuring “Agenda 2030” say.
22169	1	"Putin: ""Unfortunately, Nord Stream has to be throttled because my dog ​​ate the turbine"""
22169	3	Moscow (dpo) - What bad luck! According to Vladimir Putin, gas supplies through the Nord Stream 1 pipeline have to be drastically reduced after his dog Buffy ate a turbine necessary for the operation.
22169	5	"Yes, that was totally unfortunate, the Russian President apologized on state television. ""Actually, after the maintenance break, the gas should flow again completely according to the contracts. But unfortunately my Buffy thought that the turbine, which is so important for the operation, was something to eat. Such bad luck!"""
22169	7	"Putin only let the Karakatschan males out of sight for a very short moment. ""When I got back, one of the turbines was gone. There were still a few pieces around Buffy though."""
22169	9	This is what the turbine that was eaten by Putin's dog looked like:
22169	11	It is currently unclear when more gas will be able to flow again. According to Putin's veterinarian, however, there is a chance that the dog will spit out the turbine voluntarily. All the EU has to do is give up all support for Ukraine and recognize the territories occupied by Russia.
22170	3	Cairo (dpo) - Russian Foreign Minister Sergei Lavrov made a clear statement on Russia's intentions in Ukraine yesterday during his trip abroad. He also mentioned a possible overthrow of the Ukrainian government by the Kremlin.
22170	5	"We want to change the Ukrainian government… Excuse me? Lavrov said while an aide whispered something to him. ""That happens automatically every five years through an election? Why do you do something like that?"" Then, in disbelief, the diplomat allowed himself to be explained about the modalities of the democratic system in Ukraine."
22170	7	Lavrov learned, for example, that the government of incumbent President Volodymyr Zelenskyy came to power through such an election in 2019 and replaced the previous government of Petro Poroshenko. Such a regular systemic regime change is also planned for 2024.
22170	9	"""I could have sworn elections only serve to confirm the incumbent ruler, who automatically always wins,"" Lavrov said. ""Or to occasionally exchange the president and prime minister for constitutional reasons. At least that's how we know it from Russia, where my boss Vladimir Putin has been in power since 1999 and I've been foreign minister since 2004. Is that how everyone in the West does it? It's totally stupid because then the people everywhere can join in. How are you supposed to cement your power forever like that."""
22170	11	"According to Lavrov, however, Russia still wants to stick to the regime change plans for Ukraine. ""That's also necessary, because unfortunately we have to assume that the Ukrainians, with their funny system, will not vote for Putin voluntarily."
22171	1	Sunday question: What do you think of the fact that Lindner is said to have coordinated with Porsche during the coalition negotiations?
22171	3	Did everything go right? Apparently, FDP leader Christian Lindner was in constant contact with Porsche during the traffic light coalition negotiations, which was reflected in an exception for e-fuels when the planned end for the combustion engine:
22171	5	Has the Minister of Finance possibly gone a little overboard? This week, the Lobbyistillon (backed by Corruption Control) wants you to:
22171	7	And here are the incredibly exciting results of the last Sunday question (total votes: 31,116):
22171	9	What do you think of the 9-euro ticket being followed by a 69-euro ticket? (top 3 answers)
22171	11	3. Good. The public funds that have so far been wasted on the 9-euro ticket are urgently needed for subsidies for the car industry. - 11.69% (3638 votes)
22171	13	2. The number excites me for some reason, so I'm all for it. - 17.35% (5085 votes)
22173	3	Laughing with Putin: Titanic satirizes war and German neo-heroism
22174	3	Brussels/Dresden – After Economics Minister Robert Habeck (52, Greens) or FDP man Wolfgang Kubicki (70), PARTEI boss Martin Sonneborn (57) now also gave his recommendation for the election of the mayor in Dresden. In addition to the state capital itself, one candidate did not fare well.
22174	5	"Unlike Robert Habeck, I've never lived in your shitty town. This is how the less than charming video by MEP, PARTEI founder and Titanic veteran Martin Sonneborn begins. ""I don't like them at all, I also campaigned for the Frauenkirche to be demolished at the time,"" he continues to etch against our beautiful Florence on the Elbe."
22174	7	"Brief explanation: In his video call for elections, Habeck said that Dresden had even been something of a ""second home"" for him in the meantime and that he even had his own jogging track here."
22174	9	After the first flood of insults, which are probably not meant to be taken seriously, Sonneborn then allows himself to be carried away to a first election recommendation, which is again presented only unflatteringly.
22174	11	"Please do not under any circumstances vote for the green candidate whose name I just forgot. Because: ""Whenever you vote for the Greens, we get involved in wars."" And ""you know your way around wars (in Dresden) - kennel smiley""."
22174	13	A clear allusion by the controversial satirist to what is probably Dresden's darkest day, February 13, 1945.
22174	15	"But with whom would Martin Sonneborn make his cross himself? ""Choose Jan Pöhnisch (32)"" - the candidate of the PARTEI Dresden, is his recommendation, which was also promptly shared on Twitter in Dresden."
22174	17	At the end of the video, with which he probably did not make many friends in Dresden, Sonneborn waved goodbye to the wide world of the World Wide Web.
22175	3	"Hanover (dpo) - Is the gas shortage that is being talked about everywhere scaremongering? Are we all being lied to by the government? Yes, claims Ingo Bölke from Hanover. The amateur physicist and gas denier believes that the existence of ""gas"" cannot be scientifically proven."
22175	5	"A valuable 'air' that you can light to heat? Bölke asks mockingly. ""Of course! The government doesn't believe that itself. It's all a big lie, so that everyone is afraid in winter and the heat pump industry can fill its pockets."""
22175	7	"So far, nobody has been able to show him the supposed ""gas"" that everyone supposedly needs so urgently. ""But it's also practical that this gas is invisible like Santa Claus and the tooth fairy. You just have to trust Habeck and Scholz and save a lot, because otherwise we'll all die."""
22175	9	From Bölke's point of view, heating simply heats up when you turn it on and the gas stove produces a flame when you switch it on. This is similar to a lamp or a faucet.
22175	11	"He points to a gas balloon hanging under the ceiling. ""Look,"" he says, popping the balloon with a needle. ""There was nothing in it. Nothing at all. Anyone can carry out this experiment at home and understand it for themselves."""
22176	3	Frankfurt (dpo) - That's just annoying! Since the start of the Lufthansa strike, Friedrich Merz, who is currently planning to fly home from Frankfurt to Sauerland in his private plane, has been constantly harassed by hitchhikers.
22176	5	"Everywhere they stand around with their thumbs out and block the runway, the CDU boss said irritably. ""How are you supposed to take off like that? Away over there! Otherwise my propellers will make salami!"""
22176	7	"Merz makes a defensive gesture and calls out the window. ""NO! I'm not flying to Malle by accident. I'm on my way home to Arnsberg! I don't care if you only have 12 kilograms of luggage with you. No! Not even if you take part in the fuel."""
22176	9	"Suddenly Merz stops his machine. ""Hmmm... Exactly how much would you pay? Okay. Put a zero after that and we're in business. What do you mean usury here? It's market economy. No, there's no discount! Take it or leave, okay? Is the deal on? Excellent, come in! But wait, stop! Pay first, then fly."""
22177	1	"CNN director in leak: ""Climate change will be the next Covid thing!"""
22177	3	"Brazen climate swindle: On hidden camera, a CNN technical director admitted that the broadcaster has decided to make climate change the next ""pandemic"". Because, according to Charlie Chester: Fear sells. After the scaremongering with Corona, now comes climate change. And this is apparently not much more than a media propaganda fairy tale. This is reported by the magazine ""Wochenblick.at""."
22177	5	"The magazine goes on to say: ""Crowd-control scaremongering"
22177	7	"In video from US investigative platform Project Veritas, Chester can be heard saying that ""the story of Covid-19"" is coming to an end and CNN is willing to sell the story of ""climate change"" and ""fear"" too stir up Because according to Chester, the public is no longer afraid of Corona. Therefore, the elites could no longer use it to control the masses. In his view, the media needs a ""story"" with ""longevity."""
22177	9	Propaganda: after Corona comes climate change
22177	11	"When asked how he would define propaganda, he explained: ""For example, you can influence the perception of an entire people about something, depending on how you do it."" The corona pandemic will go back so far that it is no longer a problem, said Chester. Climate change, on the other hand, will take years. The CNN director explains: “Our focus was to oust Trump, right? Without saying it, that's it, right? So our next thing will be climate change awareness. Climate change will be the next Covid thing for CNN. We're going to jump at it."" The decision to focus on climate change came from former CNN boss Jeff Zucker, who left the network in early 2022."
22177	13	The video is a continuation of a series of clips originally released in 2021 and is currently going viral again on social media. The CNN director chatted so lightheartedly out of the box that he thought he was on a Tinder date. His remarks make it clear how the mainstream media work and what for: They spread fear in order to control and direct the population in the sense of the globalist power elites! Reality doesn't matter.
22178	1	More COVID-19 deaths in children since vaccination began — and no one is investigating why
22178	3	The sense of vaccinating children against the corona virus is controversial among physicians. The Standing Vaccination Commission (STIKO) at the Robert Koch Institute (RKI) rates the benefit of the measure for minors aged five and over as higher than the possible risks. However, according to the RKI, significantly more minors and young adults under the age of 20 have died “of or with” COVID-19 than before since child vaccination began. Since mid-August 2021, the number of people of this age who have died has quadrupled from 23 to 94. However, there is apparently little political interest in researching the reason.
22178	5	"Government: ""Check the weekly report"""
22178	7	The member of the Bundestag Kay-Uwe Ziegler (AfD) tried to bring light into the darkness. He wanted to know from the federal government how many of the young people who had died from or with the corona virus had been vaccinated once, twice or three times.
22178	9	However, the federal government did not provide concrete figures. Instead, in her answer of July 13, which is available to the author, she referred the questioner to the latest RKI weekly report. He should look there. Problem: The requested information is not included in this paper. The letter of reply was signed by the SPD member of parliament and parliamentary state secretary in the Ministry of Health, Sabine Dittmar.
22178	11	In addition, Ziegler wanted to know how many of the deceased children and young people were autopsied after their death. Because the highest German science authority always assured in its reports, in which it listed the number of deceased minors, that all of these cases were “individually checked and validated by the RKI”. Apparently that didn't happen. The government explained to the questioner that they didn't know anything about this because it was the responsibility of the local health authorities.
22178	13	In mid-August 2021, STIKO recommended two doses of vaccine for all 12 to 17 year olds. In December, she initially recommended the same for previously ill younger children aged five and over and those who lived in a household with “vulnerable” people. In March of this year, she suggested a third vaccination to young people aged twelve and over, and in May all younger children aged five and over at least a single dose.
22178	15	It is now common knowledge that the vaccines do not protect against infection and transmission of the virus, i.e. do not offer complete protection from others. According to official rhetoric, however, they protect against severe courses and death from COVID-19. In view of the data from the intensive care register of the German Interdisciplinary Association for Intensive Care and Emergency Medicine (DIVI), this is also extremely questionable. In the case of children and adolescents, the question of the benefit arises in particular because of the low level of concern.
22178	17	Significantly more young corona deaths since vaccination began
22178	19	"The development of the ""corona deaths"" recorded by the RKI among those under 20 is therefore a cause for concern. From the beginning of the pandemic until the beginning of January 2021, the Institute registered a total of 14 deaths in these age groups, as shown on page 8 of this situation report. In its weekly report of August 19, 2021, it reported on page 15 that 23 children and young people had died in the meantime, nine more than at the beginning of the year."
22178	21	Broken down, this means that in the first year of Corona, according to RKI data, a minor died every 21 days in connection with the corona virus. From January to mid-August 2021, there was one such death about every 23 days. However, this has changed for the worse since the first vaccination recommendation for young people aged twelve and over in mid-August.
22178	23	"From August 19, 2021 to the end of December last year, i.e. within four and a half months, the RKI recorded 15 more corona deaths in this age group. In its weekly report of December 30, 2021, it had already reported on page 9 of 38 deaths among under-20s. According to this, during these four and a half months, a minor died statically every nine days ""on or with"" the virus. According to the RKI counting method, the corona mortality of the youngest increased by about two and a half times compared to the time before."
22178	25	Corona deaths among minors are currently seven times more common
22178	27	The authority has recorded an even more drastic increase since the beginning of this year. According to the Federal Statistical Office, the RKI had already reported 94 deaths among under-20s by July 6. That is 56 more deaths than at the end of December and 71 more than in mid-August last year.
22178	29	Statistically, the RKI even recorded a new death among the youngest about every third day in connection with a corona infection. Compared to the period from March 2020 to August 2021, when children and adolescents were not yet vaccinated on a large scale, this means a more than seven-fold increase in corona mortality in the youngest age groups.
22178	31	Higher case numbers are not sufficient as the sole explanation
22178	33	This correlates with the rapid increase in the number of cases determined since adult vaccinations began at the end of 2020. In 2021, the RKI identified a total of 5.3 million new positive cases - almost three times more than in 2020 (1.9 million). In the first half of 2022 alone, 22 million new cases were added, eleven times more than in the entire first year of Corona. However, it is still unclear what role the vaccinations themselves play in this. As early as 2020, some scientists had warned of so-called immune escape variants caused by vaccines that do not induce sterile immunity.
22178	35	On the other hand, a comparison of the total number of deaths with the number of cases indicates a significant decrease in the danger of the virus, especially since the omicron variants became established at the beginning of this year. For children and young people, the risk of becoming seriously ill or even dying has been close to zero since the beginning of the pandemic.
22178	37	In addition, the increase in case numbers before childhood vaccinations began did not appear to affect deaths in the youngest age groups. On the contrary: From January to August 2021, the RKI even reported a minor who died “on or with” Corona less frequently than in the previous year. That all changed with the advent of vaccinations.
22179	3	Almost all airlines have required their employees to be vaccinated. You now get the bill presented with high sickness rates and the resulting enormous chaos. This time Lufthansa itself is affected and not just the subsidiaries.
22179	5	TKP recently reported on 52 of 360 canceled flights at Lufthansa subsidiary AUA and strikes at Lufthansa subsidiary Brussels Airlines. Lufthansa itself has already canceled 5,770 flights planned for the summer, and there is a lack of healthy staff on the ground and on the planes. The syringe keeps the planes on the ground. At the Lufthansa subsidiary Swiss, there have long been disputes with flying personnel who refuse to be vaccinated.
22179	7	"""Bild am Sonntag"" (BamS) ran the headline yesterday ""At Lufthansa, almost every third person is sick"". A Lufthansa spokesman on BamS:"
22179	9	“The sickness rates among our ground staff have risen sharply. Due to CoV infections, but also due to overwork, the sickness rate here reaches up to 30 percent. For flight personnel in the cockpit and cabin, the rate is significantly lower in the single digits.”
22179	11	A short video in the article shows queues of passengers at Hamburg Airport stretching back to the street. At Frankfurt Airport, 5,000 Lufthansa passengers' suitcases are left behind on the ground every day.
22179	13	The reason for this is the generally much higher probability of infection and disease in the vaccinated compared to the unvaccinated. Especially compared to the various Omicron variants, vaccinated people are considerably more susceptible.
22179	15	We have seen that in Germany the difference in the vaccination rate between east and west is also reflected in the incidence rates - the higher the vaccination rate, the higher the incidence rates. And Lufthansa now has one of the highest vaccination rates.
22179	17	In the weekly reports of the RKI from July 7th and 14th, this is explained under point 1.4. Geographical distribution confirmed as follows:
22179	19	"""The observed geographical differences in reporting incidences can possibly be explained not only by different testing and vaccination behavior but also by the regionally different course of previous waves of infection."""
22179	21	Well, at least the RKI is willing to admit for the first time that immunity acquired through infection protects against infection and disease. Conversely, of course, it also means that vaccination does not protect and is even harmful. You can see the differences between the GDR and the FRG and with Lufthansa.
22180	1	"14-year-old student from Berlin: »Compulsory service? No thank you!"""
22180	3	"In earlier times there was a one-stroke rhetorical checkmate against young people with a bad inclination towards socialism: ""Go over there!"" Everyone knew they wouldn't do that. And everyone knew exactly why."
22180	5	When Federal President Frank-Walter Steinmeier proposed compulsory military service for young people, he may have had a similar move in mind. We do not know it.
22180	7	"In any case, it didn't take long before a student from Berlin got in touch with a small article in Die Welt. The 14-year-old's answer was unequivocal: »Compulsory service? No thank you!"""
22180	9	"Not equal. At first, the high school student claimed about her peers: A job in the social field ""should definitely be attractive for many."" Then she rowed back hard. With remarkable arguments:"
22180	11	"""Even if politicians like Federal President Frank-Walter Steinmeier are convinced that it would be good for our country, one cannot simply assign inexperienced young people responsible tasks"". - I don't think anyone will argue with that."
22180	13	"However, the Federal President's proposal was not aimed at qualified work, but at unskilled work, as is likely to be the case in every hospital and nursing home. However, Alma von Raggamby rejects such ""base activities"" for herself. In other words, they should be made by others for them. You can guess why migrants from Arabia and Africa should come to Berlin."
22180	15	"The justification is foolhardy: ""Many adolescents don't know which career path they want to take after school,"" reports Alma: ""What they should specialize in during their studies, whether they might want to go abroad and start a job or an apprenticeship there."" Nothing new could be said."
22180	17	But the way to the goal is ingenious: »To clarify that and to find yourself, you need freedom.«
22180	19	"Consequently, most young people refuse to be committed to a year of service. ""Why is that?"" asks the student, who is doing well at school and later at university at the expense of the older generation. »Certainly because many older people want to determine and control the lives of future generations. And the fact that the coercion – and with it the restriction of freedom – would only affect the younger ones.”"
22180	21	"And yet the Miss needs a moral justification for a life free of work at the expense of others who go to work. This is the biggest bang in the tangled web of thoughts of Raggamby's Alma. Young people, she claims, don't need to go to work because they're already doing something: ""They're already very committed anyway, fighting for a more social society, opposing climate change. They shouldn't be required to do a year's community service as well."""
22181	3	"""The fire-dangerous excesses of rampant illegal mass immigration is shown by the seizure of forty heavily armed migrants shortly before the Hungarian border,"" said FPÖ security spokesman NAbg today. Hannes Amesbauer worried about the corresponding media reports and continued: ""It makes it clear how negligent and irresponsible the 'ÖVP asylum propaganda' is. On the one hand, constantly flooding the headlines with edgy but insubstantial statements and, on the other hand, burying one's head in the sand and hiding behind the crashing failure of EU migration policy and Union law is simply no longer possible in view of the dynamic developments. Either the currently incumbent ÖVP Interior Minister Karner finally does his job or he resigns."
22181	5	"""What else has to happen for the black-green federal government to finally understand that things can't go on like they are now?"" Amesbauer asked himself. “We have already let well over 30,000 illegal immigrants into the country this year. There are now estimates that there will be 70,000 or more by the end of the year. These are dimensions like in the horror year 2015,"" emphasized the liberal security spokesman, who also recalled that at that time even under red-black an upper limit of 37,500 asylum applications per year was introduced in order to ensure the maintenance of public security and order as well as social peace to ensure the functioning of state institutions. ""This already very high upper limit was already exceeded in 2021 with almost 40,000 asylum applications and will be literally pulverized this year,"" says Amesbauer."
22182	3	Former US Secretary of State Henry Kissinger said a few days ago that depending on the conditions under which the Russian military operation in Ukraine ends, NATO's role in Europe could weaken or strengthen. According to him, the military conflict can end in three ways.
22182	5	Influential international relations expert and former US Secretary of State Henry Kissinger set out his perspective in an interview with British magazine The Spectator published on July 2. He listed three options for the conflict, each of which he believes is still possible:
22182	7	"First, if the Russian military maintains its current positions, ""it will retain 20 percent of Ukraine and most of Donbass, the main industrial and agricultural areas, and a strip of land along the Black Sea,"" Kissinger said. In his opinion, this will be a victory for Russia ""despite all the failures it suffered at the beginning"" and NATO's role ""will not be as crucial"" as before."
22182	9	"Second possibility: Russia could be “expelled” from the territories it took control of in 2014, including Crimea. Then, according to Henry Kissinger, ""the question of war with Russia itself will arise."""
22182	11	"Third possibility: If Ukraine ""can prevent Russia from a military conquest and the ""front line is pushed back to the February 24 borders, it will mean a loss for the Russian Federation. Ukraine will be restored to the form it was at the start of the war: the post-2014 battle line. It will be rearmed and closely associated with, if not part of, NATO. The remaining issues could be resolved through negotiation. It would be a situation that freezes for a while. But as we have seen with the reunification of Europe, they can be achieved over time,"" said the former diplomat and adviser to US presidents."
22182	13	"Kissinger is convinced that the Ukrainian President Volodymyr Zelenskij subscribes to the third scenario. In that case, NATO would only get stronger with Finland and Sweden joining, and Ukraine ""would have the largest conventional ground forces in Europe,"" the former foreign minister added. The Ukrainian army will also be the only one in Europe with experience fighting an enemy at high intensity - a trait that European armies have lacked for decades."
