doc_id	paragraph_id	fr-po
23189	7	Francuzi też będą musieli zacząć, planowane jest nieprzekraczanie 19°C dla indywidualnego ogrzewania tej zimy, „eko-gest”, który będzie połączony z reaktywacją taryf poza szczytem/godzinami szczytu… Ten stary przepis na lata 80. polega na umożliwieniu Francuzom korzystania z niższych taryf poza godzinami szczytowego zużycia energii elektrycznej, ponieważ, jak zapewnia, „jest to korzystne dla przetrwania zimy i dla naszej planety”. Czy głowa państwa nie ostrzegała nas, że zamierza „umożliwić obywatelom mniejsze zużycie energii” poprzez swój plan trzeźwości energetycznej?
23189	9	Ale z kogo żartujemy?
23189	11	To, co do wczoraj było przedstawiane przez francuski rząd jako plan antycypacji kryzysu energetycznego spowodowanego najbardziej ryzykowną akcją dyplomatyczną, tak naprawdę wynika z planu Komisji Europejskiej zaprezentowanego 20 lipca w Brukseli. Nazywa się to „Oszczędzanie gazu na bezpieczną zimę” i dosłownie wprowadza Europę w stan gospodarki wojennej: „Komisja proponuje dziś nowy instrument legislacyjny i europejski plan zmniejszenia zapotrzebowania na gaz w celu zmniejszenia zużycia gazu o 15% w Europie do następnej wiosny. Wszyscy konsumenci, rządy, gospodarstwa domowe, właściciele budynków użyteczności publicznej, dostawcy energii elektrycznej i przemysł mogą i powinni podejmować działania na rzecz oszczędzania gazu. »
23189	13	Rosja dostarcza 40% europejskiego gazu, więc jest to kwestia próby przewidzenia w katastrofie tego, co było w dużej mierze do przewidzenia, a mianowicie poważnych niedoborów tej zimy i prawdziwych trudności w odbudowie zapasów na przyszły rok. W tym celu europejska nowomowa jest w porządku: komunikat prasowy Komisji mówi o „wzmocnieniu w ten sposób europejskiej odporności energetycznej”.
23189	15	Państwa członkowskie są w rzeczywistości proszone o zmniejszenie zużycia gazu o 15 % od sierpnia (za dziesięć dni) do 31 marca 2023 r. Komisja nie zawaha się też wykazać się wyraźnie większymi środkami przymusu w przypadku poważnego kryzysu, czyniąc z tego celu wiążący środek: „Nowe rozporządzenie dałoby również Komisji możliwość ogłoszenia, po konsultacji z państwami członkowskimi, „unijnego alarmu” dotyczącego bezpieczeństwa dostaw, nakładając obowiązkową redukcję zapotrzebowania na gaz na wszystkie państwa członkowskie. »
23189	17	Tyle w kwestii trzeźwości!
23189	19	Jeśli chodzi o solidarność między państwami członkowskimi, za której zasługi jesteśmy chwaleni, nierozerwalnie związaną z Unią Europejską, będzie ona obowiązywać tylko pod następującymi warunkami: „Państwa członkowskie ubiegające się o solidarne dostawy gazu będą musiały wykazać środki zmniejszyć popyt wewnętrzny. „Środki sprawdzane co dwa miesiące… Ten kryzys jest zatem również okazją do wzmocnienia współzależności energetycznej między państwami członkowskimi.
23189	21	To także – ideologia nakazuje – szansa na przyspieszenie transformacji ekologicznej: „Plan zawiera wytyczne, które państwa członkowskie muszą uwzględnić przy planowaniu redukcji. […] Priorytetem powinno być przejście na energię odnawialną lub czystsze, mniej emisyjne lub zanieczyszczające środowisko opcje. »
23189	23	Kryzys energetyczny, w który się wpakowaliśmy, jest teraz tylko pretekstem do brutalnego odcięcia suwerenności każdego z krajów członkowskich Unii Europejskiej. Po suwerenności w kwestiach zdrowotnych, w dużej mierze nadszarpniętej przez kryzys Covid, dzisiaj poważnie podważana jest nasza suwerenność energetyczna.
23191	1	Zbieg okoliczności powraca
23191	3	W grudniu zeszłego roku poprzedni artykuł odnotował niezwykły wzrost drobnych problemów z sercem wśród sportowców, a zwłaszcza piłkarzy w 2021 roku: najwyraźniej w tym roku na boisku zginęło więcej niż w poprzednich latach. Bliskość tych wydarzeń do rozmieszczenia magicznych pikusów była niepokojąca.
23191	5	Ale zapewniono nas wtedy, że wszystko to był czysty zbieg okoliczności: przypominając raz po raz, że korelacja nie jest związkiem przyczynowym, że wszystko jest pod kontrolą i że nie było tam błędu obserwacji lub atrybucji, w najgorszym przypadku moglibyśmy zaobserwować całkiem dobrze, że niektórzy sportowcy, chorzy na Covid w 2020 roku, ponieśli straszne konsekwencje dziesięć lub dwanaście miesięcy później przy okazji wysiłku serca. Długi covid – nigdy jasno określony, ale w tym przypadku z grubsza praktyczny – odpowiedział na kilka pytań, które wciąż pozostały.
23191	7	Życie wróciło do normy, usiane naturalnymi atakami serca, zwykłymi zakrzepami, częstymi nagłymi zgonami i całkowicie uzasadnionymi zaburzeniami miesiączkowania.
23191	9	Czas mija, badania kumulują się, a medycyna postępuje. Daleko od mediów i patroli Oficjalnego Rozumu, którzy przypominają wszystkim, co byłoby błędem wyobrażać sobie, myśleć lub dedukować, od tego czasu opublikowano pewne badania, które dały zdumiewające wyniki. Wnioski są raczej jednoznaczne.
23191	11	Tak więc badanie opublikowane w Nature (niejasna broszura naukowa) pokazuje 25% wzrost nagłych zdarzeń sercowo-naczyniowych wśród osób w wieku 16-39 lat po pierwszej i drugiej dawce szczepionki. Niesamowity zbieg okoliczności.
23191	13	Tak więc inne badanie wydaje się wykazywać wyższy wskaźnik zapalenia mięśnia sercowego u mężczyzn poniżej 40 roku życia po dwóch lub trzech dawkach szczepionki oraz w większym odsetku niż zapalenie mięśnia sercowego obserwowane u mężczyzn w tej samej grupie wiekowej po Covid. .
23191	15	W JAMA odkryto, że dwie dawki Pfizera zwiększyłyby ryzyko zapalenia mięśnia sercowego u młodych ludzi w wieku od 12 do 15 lat 133 razy w porównaniu z wartością początkową. Przypadek sprawia, że ​​powstają niesamowite rzeczy.
23191	17	Najwyraźniej covid nie byłby odpowiedzialny za te nadliczbowe problemy sercowe, ponieważ w tym badaniu nie zaobserwowano żadnych dowodów na zwiększone ryzyko zapalenia mięśnia sercowego i zapalenia osierdzia u nieszczepionych dorosłych pacjentów, którzy wyzdrowieli z covid-19 - to spośród kilkuset tysięcy Izraelczyków. Zaskakujący
23191	19	Wreszcie, nadal w JAMA i według nordyckiego badania przeprowadzonego na populacji Danii, Szwecji, Norwegii i Finlandii, cudowny eliksir firmy Pfizer naraziłby osoby w wieku 16-24 lat na większe ryzyko zapalenia mięśnia sercowego niż covid-19.
23191	21	Oczywiście, trzeba by być wyjątkowo szalonym, by sądzić, że to, co obserwuje się u milionów Brytyjczyków, Duńczyków, Izraelczyków czy Szwedów, odnosi się również do sportowców, którzy intensywnie wykorzystują swoje serce. To, co zaobserwowano na boiskach piłkarskich, pozostałoby zatem tajemnicą lub zwykłą anomalią statystyczną.
23191	23	Jest zatem jasne, że zbiegi okoliczności zdarzają się wszędzie. Przeciętny obserwator jest oczywiście pełen tików i bardzo często popada w błąd statystyczny, mgliste przybliżenie i pochopne wnioski.
23191	25	Jednak każdego dnia obserwujemy rosnącą liczbę elementów, które sprawiają, że ludzie myślą, że nie wszystko byłoby całkiem różowe w królestwie szczepionek „95% bezpiecznych i skutecznych”, promowanych przez przemysł farmaceutyczny nigdy nie potępiony za oszustwa i rządy o nienagannej uczciwości .
23191	27	W ten sposób możemy zastanawiać się nad innymi zbiegami okoliczności, takimi jak ci ludzie, którzy umierają w domu częściej niż zwykle lub ta nadmierna śmiertelność zarówno w Wielkiej Brytanii, jak i w pozostałej części Europy, szacowana w tej części świata na 5 do 15%, podczas gdy szczepienia dotyczą tam ponad 80% osób.
23191	29	Wydaje się jasne, że ograniczenia wyrządziły wiele szkód: samobójstwa, słabsza opieka medyczna, zachęty dla wszystkich, aby nie szli do szpitala, który od dwóch lat jest wszędzie przepełniony, wszystko to przyczynia się zarówno do gwałtownego wzrostu liczby „zmarłych w domu” i zbyt późne diagnozy niektórych śmiertelnych chorób.
23191	31	Faktem jest, że obecnie umieramy częściej w 2022 roku niż w 2019, 2020 i 2021 roku. Możemy się zastanawiać nad efektem „żniwa”, który normalnie powinien był zrekompensować te szkodliwe skutki polityki katastrofalnej polityki zdrowotnej w ciągu ostatnich dwóch lat, a na brak realnego wyjaśnienia znacznego wzrostu liczby małych trumien obserwowanych w zakładach pogrzebowych i wśród balsamistów.
23191	33	Bądźcie pewni: te przypadkowe obserwacje są po prostu zbiorami odmiennych elementów, które niestety stanowią podstawę do niepokoju opartego prawie wyłącznie na zbiegu okoliczności. Nie ulega wątpliwości, że – dokładnie tak, jak w przypadku problemów sercowych piłkarzy – to tylko wola, idiotyczna, zaciekła i ewidentnie konspiracyjna widzieć tam powiązania, kiedy nic nie ma.
23193	3	Arcom (ex-CSA) zauważa, że ​​biali i zamożni ludzie pojawiają się znacznie częściej niż ci z imigracji i mniej szczęśliwych kategorii społecznych.
23193	5	„Republika jest jedna i niepodzielna; tak musi być również w swoim przedstawieniu na ekranach. Ten imperatyw, sformułowany przez Carole Bienaimé Besse, członkinię Arcom (ex-CSA), służy telewizji jako chimera. W ciągu nieco ponad dekady zrobiła niewielkie postępy i nadal woli pokazywać na antenie białych ludzi należących do zamożnych kategorii społecznych i mieszkających w dużych miastach niż tych ze środowisk imigranckich, z niższych warstw społecznych i mieszkających na wsi – podsumowuje. sprawozdanie roczne sporządzone przez regulatora sektora audiowizualnego. Zostało to obliczone na podstawie 1800 godzin programów wszystkich gatunków oglądanych na dziewiętnastu kanałach naziemnej telewizji cyfrowej w 2021 roku. „Widzimy, że wydawcom niezwykle trudno jest reprezentować francuskie społeczeństwo”, przepraszam Carole Bienaimé Besse, również producentka.
23193	7	W 2021 roku sytuacja jeszcze się pogorszyła w przypadku „osób postrzeganych jako„ nie-białe ””. Ich wskaźnik reprezentacji wzrósł w ciągu roku z 16% do 14%, w szczególności za sprawą kanałów informacyjnych non-stop, gdzie wskaźnik nie przekraczał 10%, z wyjątkiem BFM-TV (14%). Osoby kolorowe, niezadowolone ze znacznie mniejszej reprezentacji w programach informacyjnych, odegrały negatywną rolę w 2021 r., w 43% przypadków, co oznacza skok o 11 punktów w ciągu jednego roku.
23196	3	Na spotkaniu w Madrycie NATO powinno uwzględnić w nowej Koncepcji Strategicznej, że Rosja stanowi bezpośrednie zagrożenie dla jego bezpieczeństwa.
23196	5	„Zbrodnia wojenna”, „okrucieństwa”, próba „ogłuszenia” w celu terroryzowania ludności cywilnej, „bezprecedensowa brutalność”… w Elmau w Niemczech pod koniec spotkania G7, przed wyjazdem do Madrytu na szczyt NATO. „Rosja nie może i nie może wygrać tej wojny” – nalegał szef państwa Emmanuel Macron w Bawarii, zapominając przynajmniej na chwilę o swoim pragnieniu utrzymania okna dialogu z Władimirem Putinem. „Musimy być zjednoczeni w Madrycie, zjednoczeni w poparciu dla Ukrainy, zjednoczeni w naszej stanowczości, zjednoczeni w obronie i bezpieczeństwie wschodniej flanki naszego Sojuszu”, nalegał, podczas gdy w Niemczech siedmiu przywódców najbogatszych krajów postanowiło uderzyć w rosyjską gospodarkę, „pracując” nad ograniczeniem cen rosyjskiej ropy i nakładając ograniczenia na import rosyjskiego złota.
23196	7	Ponad cztery miesiące po rozpoczęciu konfliktu, gdy NATO również przygotowuje się do wyciągnięcia konsekwencji, autokrata wybrał zastraszanie i prowokację. Podczas gdy Ukraińcy opłakiwali swoich zmarłych, członek NATO Litwa była celem cyberataku w odpowiedzi na sankcje nałożone na enklawę kaliningradzką. „To nie pierwszy. Od 24 lutego znamy wielu innych – skomentowała premier Ingrida Simonyte. Sekretarz obrony USA Lloyd Austin rozmawiał w poniedziałek ze swoimi odpowiednikami z krajów bałtyckich.
23196	9	„Dla nas Krym jest częścią Rosji, co oznacza, że ​​jest na zawsze
23196	10	Dmitrij Miedwiediew, były prezydent i bliski Putinowi”.
23196	12	W tym kontekście zagrożeń Kreml potwierdził swoją determinację do prowadzenia wojny do końca. Konflikt zakończy się, gdy Ukraina „złoży broń” i wdroży „wszystkie warunki postawione przez Rosję” – powiedział rzecznik Kremla Dmitrij Pieskow. Jednocześnie Dmitrij Miedwiediew, były prezydent i bliski Putinowi, był wojowniczy: jeśli Krym zostanie zaatakowany przez państwo członkowskie NATO, „będzie to trzecia wojna światowa” – ostrzegł. „Dla nas Krym jest częścią Rosji. To znaczy, że na zawsze” – powiedział.
23196	14	W Hiszpanii wojna jest daleko. Rozdarta koalicja rządząca dostarcza Ukrainie niewiele broni i przeznacza na obronę tylko jeden procent swojego PKB, czyli z tyłu stawki. Ale wraz ze szczytem NATO, który rozpoczął się we wtorek wieczorem kolacją z królem Hiszpanii Filipem VI, Sojusz przygotowuje się do zapisania czarno na białym w swojej nowej Koncepcji Strategicznej, że Rosja stanowi bezpośrednie zagrożenie dla jego bezpieczeństwa. Główne militarne państwa Sojuszu powinny ogłosić „dodatkowy wysiłek”, zapewnia amerykański dyplomata; „a nawet Francja”. „Jesteśmy niezawodnym sojusznikiem”, podkreślamy w Pałacu Elizejskim.
23196	16	Wygrana w Unity Bet
23196	18	Stany Zjednoczone powinny potwierdzić w środę „nowe długoterminowe zobowiązania wojskowe (Amerykanie w Europie, przyp. red.) na lądzie, morzu iw powietrzu”. Ze swojej strony kanclerz Olaf Scholz zapewnił w rozmowie z ARD, że Bundeswehra stanie się „największą armią konwencjonalną” w Europie. „Jest to ważne dla zdolności obronnych NATO jako całości” – powiedział.
23196	20	Ale to nie te zdolności będą walczyć. Prezydent Ukrainy Wołodymyr Zełenski raz po raz wzywa do broni. Wzywa zatem swoich zachodnich partnerów do zapewnienia w szczególności systemów obrony przeciwrakietowej. NATO bada sposoby zastąpienia zdolności, które państwa członkowskie dostarczyłyby Ukrainie.
23196	21	Mieszkańcy Zachodu będą musieli wygrać zakład o jedność. Moskwa stawia na erozję i zmęczenie demokracji w perspektywie średnioterminowej, aby osłabić Ukrainę
23196	23	Aby przejść próbę niezłomności, ludzie Zachodu będą musieli stawić czoła wyzwaniu jedności. Moskwa ze swojej strony stawia na erozję i zmęczenie demokracji w perspektywie średnioterminowej, aby osłabić Ukrainę. W każdym razie szczyt w Madrycie zakończył się sukcesem we wtorek wieczorem: Turcja wycofała weto w sprawie kandydatury do Sojuszu Finlandii i Szwecji, podczas gdy spodziewano się blokady ze strony Recepa Tayyipa Erdogana.
23197	3	Aby ograniczyć naszą emisję CO2, rząd wprowadza trzeźwość operacyjną. Klimatyzowane sklepy, które pozostawiają otwarte drzwi wejściowe, zostaną ukarane grzywną, a podświetlane znaki będą musiały migotać krócej. W 2000 roku ówczesny minister ekologii powiedział Francuzom, aby nie pozostawiali swoich urządzeń w trybie gotowości, aby zmniejszyć zużycie energii. Absurd polega na tym, że w tym samym czasie pojawiły się świecące ekrany reklamowe, które emitowały tyle ciepła co grzejnik elektryczny. Zgarnęliśmy łyżkę po jednej stronie i kontynuowaliśmy otwieranie wrót po drugiej.
23197	5	Środki rządowe mające na celu osiągnięcie trzeźwości wpłyną również na przemysł. W jaki sposób dużym firmom uda się konsumować mniej bez zmniejszania produkcji i płac? Wszyscy będą musieli się zaangażować, od małego sklepikarza z klimatyzacją po huty, które topią metal za pomocą łuków elektrycznych. Bardzo szybko pojawi się problem równości w redukcji gazów cieplarnianych. Czy powinniśmy narzucić klasie średniej taką samą oszczędność energii, jak mieszkańcom ekskluzywnych dzielnic? Osoba zamożna prawdopodobnie konsumuje więcej niż inna osoba, ponieważ może sobie na to pozwolić kupując duże, zanieczyszczające środowisko samochody lub podróżując prywatnym odrzutowcem. Ale wyzwaniem jest ograniczenie wszystkiego na planecie, co w taki czy inny sposób wytwarza gazy cieplarniane. A tam nikt nie może powiedzieć, że ich nie produkuje, że mieszka w Monako, Berry czy Seine-Saint-Denis. Ponieważ oszczędność energii nie jest podatkiem od wielkich fortun. Nie trzeba być bardzo bogatym, aby produkować zanieczyszczenia.
23197	7	Podczas raportu w oczyszczalni ścieków Achères w Yvelines (patrz Charlie nr 1257) powiedziano nam, że chociaż populacja Paryża wzrosła w ostatnich latach, ilość ścieków pozostała stała. Jak ? Dzięki bardziej wodooszczędnym pralkom czy spłuczkom toaletowym z małymi zbiornikami, by wymienić tylko kilka przykładów. Podsumowując, te pozornie absurdalne środki odniosły skutek, ponieważ zrzuty ścieków pozostały stabilne, a liczba mieszkańców nadal rosła. Te środki ekonomiczne dotyczyły nie tylko zamożnych dzielnic, ale całego Île-de-France. Pokazało to, że środki ekologiczne nie zawsze są skorelowane z podejściem społecznym. Każdy będzie musiał je stosować, bez względu na pochodzenie, ponieważ nałożenie tych ograniczeń tylko na jedną kategorię społeczną nie wystarczy, by przyniosły trwałe efekty.
23197	9	Rozważając zamykanie drzwi sklepów wyposażonych tylko w klimatyzację, zaczynamy od najłatwiejszego. Kiedy konieczne będzie ograniczenie rodzajów konsumpcji, które dotyczą wszystkich klas społecznych, debaty nabiorą rumieńców. Powiedzą nam, że zostało naukowo udowodnione, że to bogaci najbardziej zanieczyszczają środowisko i dlatego tylko oni będą musieli oszczędzać energię. Na początku lat 90. pojawili się sceptycy klimatyczni, którzy twierdzili, że udowodnili naukowo, że globalne ocieplenie nie istnieje. W ten sam sposób będziemy świadkami pojawienia się „klimatospołecznych sceptyków”, którzy potwierdzą, wspierając dane liczbowe, że ponieważ bogaci zanieczyszczają najbardziej indywidualnie, to przede wszystkim oni będą musieli ograniczyć swój styl życia . . Po trzydziestu latach zmarnowanych na walkę z klimatosceptykami, ryzykujemy utratę kolejnych trzydziestu lat w walce z „klimato-społeczno-septycznymi”.
23198	3	Nie tak dawno temu nawet deklaracja krytyki igrzysk zapewniła ci miejsce w obozie olimpijskich zabójców. Globalna komunia wokół świętego płomienia była de rigueur, a wszelkie kwestionowanie dużej masy sportu i sponsorów było uważane za bluźnierstwo. Ale odkąd Paryż zdobył zardzewiały puchar Igrzysk 2024, a zbliża się fatalna data i gromadzą się kafelki, przeciwników imprezy jest coraz więcej. Dla niektórych przyjemność zmiażdżenia trochę więcej Anne Hidalgo jest niewątpliwie dla wielu. Ale niezależnie od powodów, które popychają się nawzajem do odreagowania, możemy się tylko cieszyć. Dla przypomnienia, jeśli Paryż w końcu uzyskał „przywilej” organizacji igrzysk olimpijskich w 2024 r., stało się tak również dlatego, że inne miasta kandydujące, Toronto, Hamburg, Boston, Rzym, Budapeszt, wycofały się z kolei. Idź, dowiedz się, dlaczego...
23198	5	We współczesnych igrzyskach olimpijskich zawsze mniej chodziło o sport, a bardziej o łapówki, nieskrępowany doping i kompromisy z najgorszymi reżimami na świecie, od nazistowskich Niemiec po Chiny Xi Jinpinga, w tym Rosję Putina. Jeśli chodzi o organizację „imprezy”, to w przypadku wyznaczonych miast nieuchronnie rymuje się ona z dziełami faraonów, które dały początek infrastrukturom równie ohydnym, co bezużytecznym, z których wiele zostanie porzuconych, oraz z budżetami przekraczającymi wszystkie sufity przyzwoitości i generując ogromne długi przez kilka pokoleń. Do Paryża 2024 trzeba jeszcze dodać absurdalny pomysł „pływającej” ceremonii otwarcia, odbywającej się wzdłuż całego brzegu Sekwany na odcinku 6 km. Co zdaniem wszystkich ekspertów oznacza prawdziwy ból głowy związany z bezpieczeństwem. W taki sam zresztą sposób, jak zarządzanie utrzymaniem porządku tych dwóch tygodni paryskiej olimpiady. Według szacunków Trybunału Obrachunkowego zapewnienie bezpieczeństwa obiektów będzie wymagało zatrudnienia od 22 do 33 tysięcy agentów dziennie, co znacznie przekracza liczbę pracowników dostępnych we francuskich prywatnych firmach ochroniarskich...
23198	7	W czasach, gdy wszyscy mają na ustach tylko słowo „trzeźwość”, jaki jest sens tego typu megalomańskiej imprezy, która opiera się na nadmiarze i domniemanym marnotrawstwie? Jeśli mamy pojęcie, na podstawie doświadczeń poprzednich gier pomagających, o kosztach finansowych tej megabufonady – na razie szacuje się, że wyniosą one 10 lub 11 miliardów euro, czyli niewiele ponad dwukrotność początkowego budżetu – nie wiele osób zastanawia się nad kosztami ekologicznymi. Lasy dźwigów na placach budowy przyszłych obiektów olimpijskich i konwoje wiertnicze metra Wielkiego Paryża – które jednak nie będzie gotowe na czas do połączenia miejsc igrzysk olimpijskich, jak pierwotnie planowano… – dają nam pewne wskazówki . Wartości olimpijskie mierzone są również w tonach wylanego betonu i wyrzuconego do atmosfery CO2. To tyle w kwestii przygotowania.
23198	9	Pozostały same igrzyska, wielkie dwa tygodnie zawodów i różnych uroczystości. Nie trzeba być ekspertem od klimatu, aby wiedzieć, że teraz, kto mówi o Letnich Igrzyskach, mówi o Igrzyskach podczas bardzo prawdopodobnej fali upałów. To będą zatem tysiące metrów kwadratowych obiektów, w tym pakiet na świeżym powietrzu, które trzeba będzie odświeżyć, zamgławić, klimatyzować, jeśli nie chcemy setek sportowców, którzy będą się tam pocić i milionów widzów, którzy się tam spiętrzą i zemdleją, a reanimacja siłą okoliczności podniesie się do rangi dyscypliny olimpijskiej. Innymi słowy, rachunek za energię również może być szczególnie wysoki. Nawet jeśli wyłączymy na noc stadiony i zamkniemy drzwi do klimatyzowanych szatni.
23199	1	Szturm na Kapitol: Ostatecznie Trump nie był zabawny
23199	3	Widziany z Europy Trump był równie śmieszny, co przerażający. Ponieważ komisja bada wydarzenia z 6 stycznia 2021 r., jest to ostatecznie całkowicie przerażające.
23199	6	Kierowana przez Demokratów komisja śledcza Izby Reprezentantów w sprawie wydarzeń z 6 stycznia 2021 r. na Kapitolu odbędzie swoje dwa ostatnie przesłuchania w lipcu, a nie w czerwcu. Powód ? Im bardziej komisja zagłębia się w przebieg tego szalonego dnia – który rozpoczął się przemową Donalda Trumpa do jego zwolenników, a zakończył szturmem Kongresu – tym bardziej odkrywa nieprawdopodobne. Najwyraźniej o włos dzieliło przekazanie władzy między Trumpem a Bidenem, które zostało utrudnione przez zamach stanu. Swoboda, wręcz pożądana, przez odchodzącego prezydenta, który nie chciał odejść ze stanowiska i chciał pokazać, że wybory z listopada 2020 r. zostały mu „ukradzione”.
23199	8	Do śledczych wciąż napływają dodatkowe elementy, świadczące o skali nacisków wywieranych przez Ministra Sprawiedliwości Williama Barra, aby „podkręcał” wyniki urn wyborczych. Czego ten konserwatysta, który ma zasady, odmówił do tego stopnia, że ​​wolał zrezygnować. Odroczenie prac ogłosiła republikańska wiceprzewodnicząca komisji Liz Cheney. Nie żeby chciała je pochować. Córka Dicka Cheneya, byłego wiceprezydenta Busha juniora, jest przeciwnikiem Trumpa, który jest dręczony przez jego obóz za zdradę: nagrałaby uwagi przywódcy republikanów w Izbie Reprezentantów, Kevina McCarthy’ego, pociągnięcie Trumpa do odpowiedzialności za atak fanatycznych zwolenników na Kapitol. W tym neonaziści z Proud Boys, którzy znaleźli się zaledwie 12 m od wiceprezydenta Mike'a Pence'a, którego chcieli zabić, argumentując, że ten ewangeliczny chrześcijanin, przeciwnik aborcji i LGBT, ale obdarzony zdrowym rozsądkiem, miał wyjaśnił Trumpowi, że przegrał i że muszą opuścić Biały Dom…
232	3	Ubóstwo żywnościowe i ubóstwo energetyczne: nie można winić ekologów za utrzymywanie tajemnicy ich intencji.
232	4	Pod względem programowym najbardziej ekstremistycznymi partiami ekologów w Europie są belgijska Ecolo & Groen i niemiecka partia Die grünen. Wspólne dla tych partii jest sprawowanie władzy na poziomie federalnym w swoich krajach, wraz z partiami socjalistycznymi i liberalnymi.
232	5	Belgia jest obok Francji jednym z krajów europejskich, których miks energetyczny emituje najmniej CO2. Ta zaleta jest całkowicie zasługą siedmiu doskonale działających reaktorów jądrowych. As! Ekolodzy, których głównym motorem ideologicznym jest i nigdy nie była nic innego jak nienawiść, żywią niewygasłą nienawiść do energii jądrowej. Z jednej strony bowiem energia jądrowa wydaje im się rodzajem gwałtu na Gai, poprzez wydobywanie z niej praktycznie nieograniczonej energii. Z drugiej strony, ponieważ ta energia jest właśnie nieograniczona, co przeciwdziała powszechnej nędzy – preferują skromność – która jest obecnie głównym celem ekologów w polityce. Belgijscy ekolodzy zażądali i prawie nie udało im się zastąpić całej floty jądrowej elektrowniami gazowymi. To nagle pchnęłoby Belgię do klasy krajów europejskich o najwyższych emisjach CO2. Urzędnik ds. środowiska powiedział wówczas: „To nie ma znaczenia, inne kraje europejskie zrekompensują to, zmniejszając swoje emisje. „Mądra małpa! Inwazja na Ukrainę zniweczyła ultra-karbonistyczne projekty ekologów. W rzeczywistości zdał sobie sprawę, że elektrownie gazowe, o których marzyli ekolodzy, będą częściowo iz konieczności zasilane rosyjskim gazem, przyczyniając się bezpośrednio do działań wojennych Rosji. Pokonani przez rzeczywistość w sprawie rozbudowy energetyki jądrowej, belgijscy ekolodzy zastanawiają się teraz nad szczegółami: rozbudową dwóch reaktorów jądrowych, podczas gdy konieczna będzie rozbudowa pięciu. Rzeczywiście, partie Ecolo i Groen wciąż domagają się zastąpienia trzech rentownych reaktorów jądrowych elektrowniami gazowymi, które spowodują eksplozję belgijskich emisji CO2. Te elektrownie gazowe nadal i zawsze, z materialnej konieczności, byłyby częściowo zasilane rosyjskim gazem, finansując w ten sposób rosyjski imperializm. Nowością jest to, że dowiadujemy się, że jedna z wymyślonych przez ekologów elektrowni miałaby powstać, a więc być kontrolowana przez totalitarny reżim… chiński. Europejscy ekolodzy są zdecydowanie — i zdecydowanie! — opatrzność humanobójczych reżimów.Zastanawiamy się: od jakiego progu sprzeczności wyborcy Ecolo – w Groen już ich prawie nie ma – będą zastanawiać się nad stosownością, racjonalnością i zgodnością z własnymi wartościami, z wyborami wyborczymi?
232	6	W Niemczech w 2018 r. na mównicy ONZ prezydent Donald J. Trump zasygnalizował Niemcom, że zwiększą swoją arcyzależność od rosyjskiego gazu – a więc i Europy – dodając Nord-Stream 2 do Nord-Stream 1 Delegacja niemiecka z zadowoleniem przyjęła tę deklarację – proste stwierdzenie faktów – z charakterystyczną atmosferą wyższości: — zamknięcie trzech ostatnich działających niemieckich reaktorów jądrowych. To, aby zastąpić je gazem — zawsze więcej gazu! 55% niemieckiego gazu trafia do Rosji – i węgla, który jest najbardziej zanieczyszczającym źródłem energii, oprócz masowego emitowania CO2. Dużo czytamy, że Niemcy uczą się na swoich błędach. Można w to wątpić.
2320	1	Walka z covidem: rozwiązania będą pochodzić od lokalnych
2320	3	Pandemia jest najlepszym dowodem na to, że o ile organizacje międzynarodowe mogą udzielać informacji i porad, o tyle walkę z kryzysami należy pozostawić administracji lokalnej.
2320	5	Rządy krajowe i organizacje ponadnarodowe, takie jak WHO, nadal naciskają na zwiększenie uprawnień, aby zapobiec kolejnemu wielkiemu kryzysowi. Nie mogą jednak chronić obywateli przed nieprzewidywalnymi katastrofami, takimi jak Covid-19. Prawdziwe rozwiązania będą natomiast pochodzić od lokalnych organizacji, pod warunkiem, że pozostaną one elastyczne i przygotowane.
2320	7	Podczas dorocznego zgromadzenia Światowej Organizacji Zdrowia (WHO) w tym tygodniu będzie ona argumentować, że potrzebuje większej roli i większej mocy, aby zwalczać przyszłe kryzysy zdrowotne. Przede wszystkim organizacja chce więcej pieniędzy.
2320	9	Podobnie jak klęski żywiołowe, epidemie mają tendencję do zaskakiwania. Są z natury nieprzewidywalni, a poczucie bezpieczeństwa w ich obecności jest złudne.
2320	11	Gdy szalała pandemia Covid-19, WHO chciała przejąć inicjatywę w walce z chorobą. Ale to nie była jej rola i nie była do tego przygotowana. Praca organizacji polega raczej na oferowaniu wsparcia w zakresie dzielenia się wiedzą i doświadczeniem, a nie na określaniu polityki.
2320	13	W początkowej fazie Chińczycy utrudniali organizacji prowadzenie dochodzeń na miejscu. Jednak nawet gdy Pekin stawiał te przeszkody, organizacja wychwalała sukces Chin w powstrzymywaniu choroby – prawdopodobnie ze względów politycznych – i ignorowała opresyjne kroki, jakie podjęły, aby to osiągnąć.
2320	15	Stronniczość WHO na korzyść Chin była widoczna także wtedy, gdy odrzuciła prośbę Tajwanu o udział w charakterze obserwatora w dorocznym zgromadzeniu, które odbyło się w dniach 24 maja – 1 czerwca 2021 r. pokazuje, że polityka jest ważniejsza niż walka z pandemią dla organizacja.
2320	16	Biurokratyczny i nieproporcjonalny
