doc_id	paragraph_id	po-ge
2519	54	Und dass da nichts wäre
2519	56	"Im August stürmte Braun unter dem Vorwand, er führe eine parlamentarische Kontrolle durch, in das Büro des Amtes für die Registrierung von Arzneimitteln, Medizinprodukten und Biozidprodukten und forderte von dessen Chef, Grzegorz Cessak, „Zugang zu klinischen Studien der Bevölkerung unter 12 Jahren."" Begleitet wurde er von der rechtsextreme Blogger Marcin Rola, der ehemalige TVP-Moderator Jan Pospieszalski und die Autorität der Pandemie-Skeptiker, Dr. Katarzyna Ratkowska."
2519	58	Im Dezember versuchte der Abgeordnete eine ähnliche unangekündigte und nicht näher bezeichnete, aber live übertragene, parlamentarische Intervention im Gesundheitsministerium. Diesmal wurde er von einem Abgeordneten der Eidgenossenschaft und der Nationalen Bewegung, Robert Winnicki, begleitet.
2519	60	"2020 wurde Braun wiederholt vom Verfahren ausgeschlossen und bestraft, weil er im Plenarsaal keine Maske trug. Seit einiger Zeit schloss sich ein weiteres Mitglied der Konföderation, Jakub Kulesza, regelmäßig seiner Kampagne des ""parlamentarischen Ungehorsams"" an. Kulesza ist in den letzten Tagen auch berühmt geworden, als er bekannt gab, dass er als Coronavirus-Träger an den Sitzungen des Sejm teilnimmt. Der „Witz“ war, dass der MP Muster von Coronaviren mit geringer Pathogenität angab, die für saisonale, leichte Atemwegsinfektionen verantwortlich sind."
2519	62	Am 15. Dezember sollte der Sejm-Gesundheitsausschuss an dem seit langem angekündigten Entwurf des Gesetzes über die Regeln der Covid-Sicherheit am Arbeitsplatz arbeiten. Aber zu viele Abgeordnete kamen in den Sitzungssaal – der gesamte Confederation Club und seine Gäste – alle ohne Masken. Die Sitzung wurde daher blockiert.
2519	64	"Der Fall ist so absurd, dass die PiS aus Angst vor eigenen ""Impfgegnern"" in der Koalition dem Gesetzentwurf die Zähne ausgeschlagen hat. Die neuen Regelungen bedeuten im Wesentlichen, dass Unternehmer ihre Mitarbeiter von Zeit zu Zeit bitten können, einen Antigentest durchzuführen."
2519	66	Es stellt sich jedoch heraus, dass die Tests auch den Politikern der Eidgenossenschaft nicht gefallen, weil - wie Artur Dziambor auf Twitter mitteilte - es sehr unangenehm ist, einen Stock in die Nase zu stecken.
2519	68	Sie werden in der Opposition sein. Der Bund kann es sich leisten, die von der Pandemie gereizte rechte Wählerschaft zu erwischen, sie predigt ein populistisches Programm im Stil von Krzysztof Kononowicz – „lass nichts werden“. Keine Sperren, keine Einschränkungen, keine Masken, Pässe, Covid-Schutzmaßnahmen, Impfungen. Sie tragen keine politische Verantwortung für die tödliche Katastrophe, und wenn sie selbst geimpft sind – wie ihre zahlreichen Äußerungen zeigen – tragen sie keine persönliche Verantwortung für die von ihnen gepredigten Theorien und Postulate.
25190	1	Je mehr Erneuerbare, desto einfacher wird es für uns, auf Gas und Öl aus Russland zu verzichten. Die PiS-Regierung sollte aufwachen
25190	3	Der von Russland entfesselte Krieg hat eine Energiekrise verursacht. Alle beschleunigen die Entwicklung von RES. Die Bereitschaft polnischer Unternehmer und Einwohner, in diese billigen Energiequellen zu investieren, ist enorm, wird jedoch durch jahrelang zu wenig investierte Energienetze und gesetzliche Hindernisse blockiert, deren Beseitigung die Regierung verzögert
25190	5	Erneuerbare Energien haben ein großes Potenzial, die Energiepreise zu senken und Volkswirtschaften unabhängiger von fossilen Brennstoffen zu machen. Vor allem Russisch. Mit der Entwicklung neuer Technologien und dem wachsenden Umfang von Investitionen in erneuerbare Energien sind die Kosten von Photovoltaikmodulen und Windkraftanlagen im Laufe des Jahrzehnts um mehrere Dutzend Prozent gesunken, während ihre Effizienz und Haltbarkeit zugenommen haben.
25190	7	Erneuerbare Energien sind nicht mehr teuer und subventioniert, sondern günstig und konkurrenzfähig gegenüber Kohle- und Gaskraftwerken.
25190	9	In Polen beträgt die installierte Kapazität aus erneuerbaren Quellen fast 20 GW, was einem Drittel der im Stromsystem installierten Gesamtkapazität entspricht.
25190	11	Wie von Bloomberg NEF-Analysten berechnet, liegen die Stückkosten der Stromerzeugung (LCOE) aus Photovoltaik, also der Grenzenergiepreisindikator, der die Rentabilität der Investition sicherstellt, derzeit um 86 Prozent niedriger. als 2010.
25190	13	Bei Windkraftanlagen beträgt die Senkung der Stromgestehungskosten 46 %. trotz der in den letzten Monaten verzeichneten Kostensteigerungen für Rohstoffe, Produktion und Transport.
25190	15	Neuprojekte von Onshore-Windparks und großen Solarkraftwerken sind rund 40 % mehr als weltweit. laut Bloomberg NEF billiger als neue Kohle- und Gaskraftwerke.
25190	17	Der zehnjährige Kostensenkungstrend wurde im letzten Jahr umgekehrt, aber die Kostenlücke zwischen RES und fossiler Energie vergrößert sich aufgrund des noch schnelleren Anstiegs der Preise für Gas, Kohle und teure Kohlendioxidemissionszertifikate in der EU Markt. Investitionen in billigere und saubere Energiequellen werden fast überall auf der Welt beschleunigt, wobei China eine Vorreiterrolle einnimmt.
25190	19	Im vergangenen Jahr wurden weltweit fast 295 GW an neuen Kapazitäten zugebaut, in diesem Jahr erwartet die Internationale Energieagentur 320 GW, was einen Zuwachs von 8 % bedeutet, mehr als im Vorjahr.
25190	21	An erster Stelle steht hier die Photovoltaik, die billigste, am weitesten verbreitete, bereit für den Einsatz in großen Solarparks sowie kleine Heiminstallationen, die von Prosumern genutzt werden.
25190	23	Wichtig ist, dass Polen zu den weltweit führenden Ländern gehört, in denen sich die Solarenergie am schnellsten entwickelt, was hauptsächlich in der Verantwortung der Eigentümer von Einfamilienhäusern liegt, die in den letzten Jahren massiv in Mikroinstallationen investiert haben. Das ändert sich jetzt.
25190	25	Ein sonniges Wunder an der Weichsel
25190	27	Betrachtet man nur das Ergebnis der Solarenergie, so lässt sich feststellen, dass Polen Vorreiter bei der Energiewende ist. Im vergangenen Jahr wurden in unserem Land 3,8 GW neue Solarenergiekapazität hinzugefügt, was einer Steigerung von 56 Prozent entspricht. Jedes Jahr. In der Rangliste der Organisation Solar Power Europe tauchte Polen zum ersten Mal unter den Marktführern auf und belegte den dritten Platz in der Europäischen Union nach Deutschland und Spanien und den 10. Platz weltweit.
25190	29	„Das ist eine positive Überraschung, mit der die meisten Solarmarktanalysten nicht gerechnet haben“, urteilt die Organisation.
25190	31	Es muss betont werden, dass die polnische Regierung eine so schnelle Entwicklung der Solarenergie nicht geplant hat. Das strategische Dokument „Energiepolitik Polens bis 2040“ (PEP 2040) prognostizierte, dass Polen am Ende dieses Jahrzehnts ca. 5-7 GW Solarkapazität haben würde, während diese Kapazität im Mai dieses Jahres bereits 10 GW überstieg.
25190	33	Innerhalb von sieben Jahren wurde die Photovoltaikleistung in Polen um das 100-fache gesteigert.
25190	35	Für fast 80 Prozent Mikroinstallationen bis 50 kW entsprechen diesen Investitionen, hauptsächlich auf den Dächern polnischer Häuser, aber auch in Supermärkten, Büros, Lagern und Produktionshallen.
25190	37	Reiner Profit von der Sonne
25190	39	Der Erfolg der Photovoltaik wurde u. a. bestimmt durch das System zur Abrechnung der von Prosumern produzierten Energie in Mikroanlagen, Förderungen aus dem Programm „Mein Strom“, Abzüge von Aufwendungen für Photovoltaik im Rahmen der Thermomodernisierungsförderung und eine Senkung der Preise von Photovoltaikmodulen.
25190	41	Zuschuss bis zu 5.000 PLN PLN aus dem Programm „Mein Strom“, das ursprünglich aus den Einnahmen des Staatshaushalts aus dem Verkauf von CO2-Emissionszertifikaten bei Auktionen finanziert wurde, generierte etwa 20.000 PLN. PLN der Investition seitens des Prosumers. Keine andere Technologie in der Energiewirtschaft konnte mit so schnellen und spektakulären Effekten auftrumpfen.
25190	43	Mit einem so großen Investitionsschub der Polen hatte die Regierung nicht gerechnet, was letztlich zunächst zu einer Kürzung der Subventionen im Programm „Mein Strom“ und schließlich in diesem Jahr zu einem Wechsel zu einem weniger günstigen Prosumer-Siedlungssystem führte.
25190	45	Während die Zukunft von Mikroinstallationen auf Dächern ungewiss ist, boomt das Segment der großen Solarparks. Als Ergebnis der in den letzten Jahren durchgeführten Auktionen wurden 6,5 GW neue Kapazität in Solarparks kontrahiert, die den Energiebedarf des Landes in kurzer Zeit decken können.
25190	47	Bei den aktuell hohen Strompreisen ist die Amortisation in einem Solarkraftwerk in 5 Jahren erfolgt, danach kann der Investor mit einem reinen Gewinn rechnen. Auf dem Weg der Investoren ins sonnige Eldorado gibt es nun nur noch ein, aber ein riesiges Hindernis: die Voraussetzungen für den Anschluss an das Stromnetz zu schaffen.
25190	49	Ohne Netz keine erneuerbaren Energien
25190	51	Verteilnetzbetreiber werden mit Anfragen von Investoren überschwemmt, die vor allem Photovoltaikparks ans Netz bringen wollen, weil sie – anders als Windparks – auf keine nennenswerten regulatorischen Hürden stoßen. Leider werden die meisten Bewerbungen abgelehnt.
25190	53	„Es gibt Gründe, das Netzwerk als Bedingungen für Milestone gegen den Wind abzuschalten
25190	55	"Allerdings hat die Onshore-Windenergie keine Chance auf eine rasante Entwicklung. In Polen liefert es die billigste Energie, was aus den geografischen Bedingungen und der Reife der Technologie selbst resultiert, aber die Projekte neuer Windparks wurden abrupt durch ein Gesetz gestoppt, das 2016 von der Regierung der Vereinigten Rechten eingeführt wurde und als ""Anti -Windmühle"" handeln."
25190	57	Sie führte die sog die 10H-Regel, die den Bau von Windmühlen in einem Abstand von weniger als der 10-fachen Höhe der Windkraftanlage von Gebäuden und Schutzgebieten verbietet. In der Praxis schließt es 99 Prozent von der Windenergie aus. des Landes. Durch gewonnene Ausschreibungen der letzten Jahre werden Windparkprojekte umgesetzt, die bereits vor Inkrafttreten des Windmühlengesetzes genehmigt wurden.
25190	59	Neue entstehen nicht mehr und vieles deutet darauf hin, dass sie auch in den nächsten Jahren nicht entstehen werden.
25190	61	Die Windindustrie bemüht sich seit Jahren um eine Liberalisierung der 10H-Regel, doch der Entwurf einer solchen Änderung ist gescheitert
25191	1	Standardsetter
25191	3	Es ist gut, dass es noch kein Gerät auf der Welt gibt, das Heuchelei misst. Wenn es ihn gäbe, müsste der Maßstab leider in der Wiejska-Straße in Warschau angepasst werden. Es ist schwer vorstellbar, noch tiefer zu gehen. übertreibe ich?
25191	5	Lassen Sie mich Ihnen mitteilen, dass die Expertin für Hassrede von Campus Polska... Barbara Kurdej-Szatan ist, die in Polen berühmt wurde, weil sie den Grenzschutz vulgär anrief. Klein? Vielleicht wird Donald Tusk, der über … Jarosław Kaczyńskis Eloquenz und Sturheit lacht, Eindruck hinterlassen. Was kommt als nächstes? Ryszard Kalisz lacht jemanden aus, weil er zugenommen hat? Franek Sterczewski empört über betrunkene Radfahrer? Oder vielleicht Sylwia Spurek, die einen Rindfleischspieß isst? Wahrscheinlich ist jetzt alles möglich, denn es stellt sich heraus, dass Politiker ihre Meinung immer öfter ändern und Stabilität nur von politischen Gegnern verlangen. Sie sehen ihre Fehler nicht. Und so wird Donald Tusk, der den Namen „Rhabarber“ nicht richtig ausspricht, über die Aussprache des PiS-Präsidenten lachen, und Barbara Kurdej-Szatan, die ihre Aussagen mit „k…wa“ beginnt, über Hass lehren. Und dann wundern sich natürlich alle darüber, dass die Polen Politik mit Klärgruben assoziieren und unsere Wahlbeteiligung ganz unten liegt. Sehr seltsam, oder?
25193	1	Elon Musk über Frauen. Korwin-Mikke antwortete: Das habe ich immer gesagt
25193	3	Der beliebte und exzentrische Milliardär Elon Musk hat einen kurzen Eintrag über Frauen gepostet. Janusz Korwin-Mikke applaudierte ihm.
25193	5	Die Meinung über Frauen, die Korwin-Mikke und Musk verband, wird Feministinnen sicherlich nicht gefallen. Die Bemerkung des amerikanischen Milliardärs findet im Übrigen immer weniger Gehör in den sogenannten Mainstream.
25193	7	Was hat Musk gesagt? Nun, er schrieb, dass es für Frauen genauso wichtig ist, Mutter zu sein wie eine Karriere.
25193	9	„Mutter zu sein ist so wichtig wie jede Karriere“, schrieb Musk, der für seine sehr kurzen, aber unverblümten Einträge berühmt ist.
25193	11	"Janusz Korwin-Mikke antwortete ihm ebenso kurz. ""Großartig! Ich habe immer darüber gesprochen! Frauen sind das Wichtigste!“ – schrieb der Doyen der polnischen Libertären."
25193	13	Obwohl viele Frauen in den Kommentaren Musk zustimmen und ihr Zeugnis teilen, gibt es auch Meinungen, dass es die Objektivierung von Frauen ist, dass sich die Welt verändert hat und nicht mehr so ​​ist, wie Musk sie sieht. Auch nach der Antwort von Korwin-Mikke gab es mehrere Stimmen, die darauf hinwiesen, dass Frauen für den Bundespolitiker nicht das Wichtigste seien, weil er sie lieber zu Hause einsperren, auf die Rolle der Hausfrau reduzieren und ihnen die Arbeit verbieten würde.
25193	15	Wie hat Korwin-Mikke kürzlich auf solche Argumente reagiert? - Früher waren es Männer, die für Frauen schufteten, und jetzt sitzt man hinter einem Schreibtisch, blättert in einer Zeitung, und vier Damen wuseln wie Ameisen durchs Büro und arbeiten. Und diese Feministinnen denken immer noch, dass es gut ist, dass es zu ihren Gunsten ist – sagte er in einem der Interviews.
25193	17	– Frauen wollen diese Kisten in Biedronka sicherlich nicht bewegen, aber wenn sie zum Beispiel malen wollen, lassen Sie sie malen. Maria Skłodowska-Curie ging es in Zeiten, in denen es keinen Feminismus gab, großartig. Niemand verbiete Frauen, das zu tun, was sie wollen, solange es nicht die Logik des gesellschaftlichen Lebens ruiniere, betonte Korwin-Mikke.
252	1	Ist Nord Stream 2 eine „Wiedergutmachungsformel“, eine „Entschädigung“ für Hitlers Verbrechen in Russland? Was der Bundespräsident wirklich gesagt hat
252	3	Polnische Politiker – Premierminister, Minister im Büro des Präsidenten, stellvertretender Leiter des Außenministeriums – haben den deutschen Präsidenten dafür kritisiert, dass er in einem Interview angeblich suggeriert hat, die Gaspipeline Nord Stream 2 sei eine Form der Wiedergutmachung für deutsche Verbrechen, die im Polen begangen wurden Sowjetunion während des Zweiten Weltkriegs. Solche Aussagen wurden im Interview jedoch nicht gemacht.
252	5	Ein Interview mit Bundespräsident Frank Walter Steinmeier, das am 6. Februar in der Tageszeitung Rheinische Post veröffentlicht wurde (auch auf der Website des Bundespräsidenten verfügbar), provozierte eine Reaktion polnischer Politiker. Das Gespräch widmete sich hauptsächlich dem Verlauf der Corona-Pandemie in Deutschland, am Ende standen aber zwei Fragen zur Einschätzung der deutsch-russischen Beziehungen. PiS-Politiker entschieden, dass die Antwort von Frank Walter Steinmeier eine Diskussion über die Entschädigung Polens für Kriegsverluste eröffnet. Denn der Bundespräsident sollte sagen, Nord Stream 2 sei eine Art Wiedergutmachung für die Gräuel, die Deutschland den Russen im Zweiten Weltkrieg zugefügt habe.
252	7	Nur, dass polnische Politiker sich auf Worte beziehen, die in dem Interview nicht gesprochen wurden – und nur in Interpretationen dieses Gesprächs auftauchten.
252	9	Für uns Deutsche hat es eine ganz andere Dimension
252	10	"Die erste Frage zu den deutsch-russischen Beziehungen an Präsident Steinmeier betraf die Festnahme und Verurteilung des russischen Oppositionellen Alexej Nawalny. Der Präsident antwortete: „Es ist völlig zynisch, jemanden einzusperren, der sich gerade von der Vergiftung erholt hat, der er in seinem Heimatland ausgesetzt war. Russland verstößt gegen die Verpflichtungen, die das Land im nationalen und internationalen Recht zum Schutz der Menschenrechte eingegangen ist.“ Die Festnahme und Verurteilung von Alexej Nawalny hat nichts mit Rechtsstaatlichkeit zu tun."""
252	12	"Er fügte hinzu: „Wir müssen das breitere Bild der Beziehungen zwischen der EU und Russland im Auge behalten. Bei unserer Kritik an der innenpolitischen Situation in Russland müssen wir klar und eindeutig sein – und ständig nach gemeinsamen Punkten in der Außenpolitik suchen, um ein schlechtes Geschenk zu machen in eine bessere Zukunft."""
252	14	Die zweite Frage betraf den Bau der Gaspipeline Nord Stream 2, die Gas von Russland nach Deutschland auf dem Grund der Ostsee transportieren soll – unter Umgehung von Polen, aber auch der Ukraine.
252	16	Was halten Sie von der Fertigstellung von Nord Stream 2? Sind deutsche Interessen eher Energiesicherheit oder Loyalität zu den USA? – fragte der Journalist der „Rheinischen Post“.
252	18	Der Präsident antwortete:
252	20	Wenn das so einfach wäre. Aber zuerst: Der Dialog mit der neuen amerikanischen Regierung zu diesem Thema hat noch nicht begonnen. Darüber hinaus sollten wir umdenken: Nach einer dauerhaften Verschlechterung der Beziehungen in den letzten Jahren sind die Energiebeziehungen fast die letzte Brücke zwischen Russland und Europa. Beide Seiten sollten überlegen, ob diese Brücke unwiderruflich und ersatzlos zerstört werden soll. Ich glaube nicht, dass das Abbrennen von Brücken ein Zeichen von Stärke ist. Wie sollen wir einen für uns unannehmbaren Zustand beeinflussen, wenn wir die letzten Glieder kappen? Für uns Deutsche hat es eine ganz andere Dimension: Wir blicken zurück auf unsere sehr bewegte Geschichte mit Russland. Es gab Perioden fruchtbarer Partnerschaften, aber noch mehr Perioden schrecklichen Blutvergießens. Am 22. Juni jährt sich zum 80. Mal der Beginn des deutschen Überfalls auf die Sowjetunion. Mehr als 20 Millionen der Bevölkerung der damaligen Sowjetunion wurden Opfer des Krieges. Das rechtfertigt kein Fehlverhalten in der heutigen russischen Politik, aber wir dürfen das Gesamtbild nicht aus den Augen verlieren. Ja, wir leben in der Gegenwart einer schwierigen Beziehung, aber es gibt eine Vergangenheit davor und eine Zukunft danach.
252	22	Erste Reaktionen im Ausland
252	24	Der ukrainische Botschafter in Berlin, Andriy Melnyk, reagierte auf dieses Interview. Am Tag nach der Veröffentlichung des Interviews, am 7. Februar, sagte Melnyk in einer Erklärung: „Die Äußerungen von Präsident Steinmeier haben uns tief ins Herz getroffen, weil Nord Stream 2 ein geopolitisches Projekt des russischen Präsidenten Wladimir Putin bleibt, entgegen den ukrainischen Interessen des sozialistischen Terrors und darüber hinaus Millionen sowjetischer Opfer des deutschen Krieges allein der Zerstörung und Versklavung Russlands zuzuschreiben. Botschafter Melnyk kritisierte Steinmeier dafür, dass er die vielen Millionen Opfer der Nazis in der damals zur Sowjetunion gehörenden Ukraine nicht ausdrücklich erwähnt habe.
252	26	"Auch einige deutsche Kommentatoren kritisierten die Worte des Bundespräsidenten. Clemens Wergin, Kommentator der Welt, schrieb am 9. Februar, Steinmeiers Verteidigung von Nord Stream 2 sei eine ""Verzerrung der Geschichte"". „Der Bundespräsident behauptet, dass Deutschland aufgrund der Verbrechen des NS-Regimes besondere Verpflichtungen gegenüber Russland habe. Als ob andere Länder der ehemaligen Sowjetunion nicht genauso oder sogar noch mehr gelitten hätten“, betont der deutsche Journalist."
252	28	Am 9. Februar berichtete die britische Zeitung The Times über das Interview von Präsident Steinmeier und den Protest des ukrainischen Botschafters in einem Artikel mit dem Titel „Wir schulden Russland die Gaspipeline Nord Stream für Nazi-Gräueltaten, sagt der deutsche Präsident“. Bundespräsident Steinmeier hat die Ukraine wütend gemacht, indem er das russische Pipeline-Projekt mit dem Argument verteidigte, sein Land schulde Moskau eine Schuld an den Gräueltaten des Zweiten Weltkriegs.
252	30	Polnische Medien und polnische Politiker reagieren
252	32	"Die deutschen und britischen Kommentare wurden von Diskussionen über das Interview mit dem deutschen Präsidenten begleitet, das in einigen polnischen Medien erschien. Am 10. Februar (um 17.06 Uhr) betitelte das Portal wPolityce.pl das Interview mit Frank Walter Steinmeier und die Reaktion des ukrainischen Botschafters: „Nord Stream 2 als Entschädigung für Russland für Hitlers Angriff?! Skandalworte des Bundespräsidenten in einem der Interviews."""
252	34	"Etwa ein Dutzend Minuten später sagte der stellvertretende Außenminister Marcin Przydacz in einem Interview für das Staatsfernsehen, die Worte des Bundespräsidenten deuten darauf hin, dass Deutschland bereit sei, über Kriegsreparationen zu sprechen. „Als wir heute den deutschen Präsidenten gehört haben, der sagt, dass Nord Stream 2 eine Formel für Reparationen oder Schuldenrückzahlungen für die Gräueltaten ist, die Deutschland den Russen während des Zweiten Weltkriegs zugefügt hat, muss ich sagen, dass es eine neue Bedeutung bekommt . Wenn dieses Projekt behandelt wurde, ist Deutschland bereit, über Reparationen zu sprechen"", sagte Przydacz."
252	36	"Am 11. Februar erklärte ein weiterer stellvertretender Leiter des Außenministeriums, Szymon Szynkowski vel Sęk, in einem morgendlichen Gespräch im Polnischen Rundfunk, dass „das Gespräch über die Gaspipeline Nord Stream 2 die schlechteste Art ist, über eine Entschädigung an Russland zu sprechen ."""
252	38	Am Nachmittag desselben Tages gab Krzysztof Szczerski, Staatssekretär in der Kanzlei des Präsidenten der Republik Polen, bekannt, dass er auf Empfehlung von Präsident Andrzej Duda ein Gespräch mit dem Leiter der Kanzlei des Präsidenten geführt habe Deutschland, Stephan Steinlein. Wie er auf Twitter schrieb: „In dem Gespräch habe ich unsere stark kritische Position zum Bau der Gaspipeline Nord Stream 2 und der Vertiefung der Abhängigkeit Europas von russischen Gasimporten zum Ausdruck gebracht.“
252	40	"Nach 14 Uhr erschien auf dem Portal der „Gazeta Wyborcza“ ein Text mit dem Titel ""Nord Stream 2 als Entschädigung Russlands für Hitlers Einmarsch? Empörung in Polen und der Ukraine"". Der Autor erklärte: „Der deutsche Präsident Frank-Walter Steinmeier, der die russische Gaspipeline Nord Stream 2 verteidigte, schlug vor, dass dies eine Entschädigung für Russland für Hitlers Angriff auf die Sowjetunion sei. Solche Vorschläge verursachten einen Aufruhr in Polen und der Ukraine.“"
252	42	Zur gleichen Zeit veröffentlichte das Portal Dziennik.pl einen Artikel mit ähnlichem Titel: „Der Bundespräsident: NS2 ist Wiedergutmachung für Verbrechen.“ In dem Text heißt es: „Die britische Zeitung („The Times“ – Anm. d. Red.) berichtete am Mittwoch, dass Steinmeier schätzt, dass Deutschland wegen Nazi-Verbrechen Russland Schulden schuldet und dass die Gaspipeline Nord Stream 2 eine der letzten „Brücken“ ist „zwischen Europa und Russland“.
252	44	Am Abend des 11. Februar schrieb Ministerpräsident Mateusz Morawiecki auf Facebook: „Nord Stream 2 ist die denkbar schlechteste Form der Kompensation. Seine Umsetzung wird keine historische Rechnung begleichen – sie wird nur die Bilanz auf den laufenden Bankkonten des Projekts verbessern Einfach gesagt: Es ist eine Investition, die der europäischen Solidarität schadet, sie ist eine Bedrohung für die Sicherheit Europas und eines seiner größten Nachbarn, der Ukraine.
252	46	"Am 12. Februar fragte der PiS-Abgeordnete Joachim Brudziński auf Radio Maryja: „Wenn heute das deutsche Staatsoberhaupt sagt, dass Nord Stream sinnvoll ist, weil es Teil einer Art Kompensation für Russland ist, dann muss man fragen: Worum geht es? Entschädigung für Polen?"""
252	48	Nur dass Präsident Steinmeier nicht gesagt hat...
252	50	Historiker, Experte für polnisch-deutsche Beziehungen, Prof. Stanisław Żerko vom Institut für Westpolitik in Poznań betonte in mehreren Tweets, die die Äußerungen von PiS-Politikern kommentierten: „Nur dass Präsident Steinmeier nicht gesagt hat, dass NS2 eine Wiedergutmachung für deutsche Verbrechen in der UdSSR ist.“
252	52	Auf dasselbe wies Witold Jurasz, Präsident des Zentrums für strategische Analysen, hin, der am 12. Februar in einem Text für Onet.pl kommentierte, dass „der Präsident, der Premierminister und der stellvertretende Leiter der Diplomatie unter Bezugnahme auf die Worte des deutschen Präsidenten , verwies auf Worte, die nicht ausgesprochen und auf der Grundlage von Medienberichten widerstanden wurden, die offenbar von der Kanzlei des Präsidenten, der Kanzlei des Ministerpräsidenten oder dem Außenministerium überhaupt nicht überprüft wurden.
252	54	"Die Journalistin Ewa Wanat notierte am 13. Februar in einem Facebook-Post: „Von links nach rechts berichten polnische Medien mit Empörung, dass der deutsche Bundespräsident in einem Interview mit der Rheinischen Post vorgeschlagen hat, Nordstream 2 sei eine Entschädigung für Russland für Kriegsverluste.“ Plus Morawiecki et consorts. Sogar Wyborcza One Witold Jurasz in Onet hat geschrieben, wie es ist. Steinmeier hat so etwas nicht gesagt. Er hat es nicht einmal vorgeschlagen, wie von GW vorgeschlagen. "" Und Wanat zitierte die Worte des Bundespräsidenten."
252	56	Andrzej Byrt, ehemaliger polnischer Botschafter in Deutschland, stellt in einem Kommentar für Konkret24 fest, dass es dafür keinen Hinweis gibt
252	57	Der Bundespräsident verbindet den Bau der Gaspipeline mit einer Entschädigung Russlands für seine Kriegsverluste.
252	59	„Das ist eine absurde Behauptung von jemandem, der das Interview nicht gelesen hat“, sagt Botschafter Byrt. - Es gibt keinen Zusammenhang zwischen dem Bau von Nord Stream und der Wiedergutmachung für den Tod von 20 Millionen Russen. Bundespräsident Steinmeier spricht nur, wenn auch präziser, von der Notwendigkeit der Solidarität mit den Kriegsopfern. Auch kann aus seinen Worten nicht geschlossen werden, dass Deutschland ein Diskussionsfeld über Reparationen Polens für die Verluste unseres Landes im Zweiten Weltkrieg eröffnet. Dieses Thema wird intern von Leuten aus der rechten politischen Szene gespielt, die anhand des Interviews mit dem Bundespräsidenten das Thema Reparationen aufwärmen wollen, sagt Andrzej Byrt.
2520	2	Ziobro zu Covid-Zertifikaten: Ich bin kein Unterstützer
2520	4	"Die Entscheidung über die Impfung ist eine individuelle Angelegenheit für jeden Polen - sagte der Justizminister Zbigniew Ziobro am Morgen des katholischen Radios ""Siódma-Dziewiąta"". - Wir haben es hier mit einem Problem rechtlicher, ethischer und verfassungsrechtlicher Art zu tun, das nicht einfach zu lösen ist - fügte er hinzu."
2520	6	Der Chef des Justizministeriums wurde am Freitag zu dem Vorschlag befragt, eine Pflicht zur Vorlage eines COVID-19-Test- oder Impfzertifikats am Eingang eines Restaurants oder einer Kirche einzuführen. - Ich bin kein Befürworter solcher Lösungen, weil ich ein Befürworter der Freiheit bin - sagte Zbigniew Ziobro.
2520	8	"Er machte deutlich, dass er persönlich für Impfungen ist. Ich habe mich selbst impfen lassen und ermutige jeden, sich impfen zu lassen. Jedenfalls habe ich – leider traurige – Erfahrungen aus dem Justizministerium, dass mehrere Menschen starben, darunter auch junge Menschen, allesamt ungeimpft, was die These zu bestätigen scheint, dass Impfungen die Überlebenschancen im Krankheitsfall erhöhen (…) Unabhängig davon Tatsache, dass dies meine Meinung zu Impfungen war, sehe ich darin ein Problem verfassungsrechtlicher Natur"" - sagte der Gast von ""Siódma9"" am Morgen."
2520	10	Nach Ansicht des Ministers fehlt es an einer Debatte über Nutzen und Risiken der Impfung. - Ich glaube, dass das Potenzial, das Bewusstsein der Polen zu erreichen und sie dazu zu bringen, Entscheidungen zu treffen, die ihrer Meinung nach das Beste für ihre Gesundheit und ihr Leben und das ihrer Angehörigen sind, nicht vollständig genutzt wird - bemerkte der Leiter des Ministeriums für Polen Gerechtigkeit.
2520	12	Ziobro verwies auch auf die Entscheidung des Gesundheitsministers, den breiteren Zugang zu Amantadin zu blockieren. „Das sind solche unverständlichen Botschaften an die Öffentlichkeit, die unnötige Emotionen, Verdächtigungen und verschiedene Spekulationen hervorrufen können, die nicht dazu dienen, die Angelegenheit gründlich zu erklären und die Polen zu ermutigen, aus ihrer Sicht eine vernünftige Entscheidung zu treffen“, bewertete der Minister.
2521	2	Covid19. Immer mehr Länder in Europa verschärfen die Impfvorschriften
2521	4	Niemand wundert sich über staatliche Dekrete, die Impfungen für bestimmte soziale Gruppen zur Pflicht machen. Sie treten sogar in Ländern auf, in denen die Impfrate hoch ist.
2521	6	In gewisser Weise war die Einführung der obligatorischen Impfung unvermeidlich oder zumindest lang erwartet. Nahezu alle Beteiligten des Pandemiestreits haben dieses Szenario vorhergesagt. Gegner der Beschränkungen, die Regierungen des „sanitären Faschismus“ bezichtigten, ein Begriff, der vor allem in der ersten Hälfte des Jahres 2020 seit den ersten Tagen der Pest populär war, warnten davor, dass Politiker Injektionen als letzten Akt der Unterdrückung der bürgerlichen Freiheiten erzwingen würden. Ihre Unterstützer wiederum ahnten, dass es selbst dann, wenn der Covid-Impfstoff weit verbreitet wäre, immer noch eine große Gruppe von Menschen geben würde, die sich weigern würden, ihn freiwillig zu akzeptieren. Egal, wie man die derzeit in Europa eingeführten Impfpflichten betrachtet, sie werden sich immer als selbsterfüllende Prophezeiung entpuppen.
2521	8	Impfstoffe retten Krankenhäuser
