doc_id	paragraph_id	it-fr
26262	27	Dernière observation : quand Fdi parle de patrie et de patriotisme, il faut rappeler que l'Italie a été faite par la Maison de Savoie et que l'identité nationale est faite de la période monarchique (85 ans), la période républicaine (76 ans). Même sur les chiffres, la monarchie gagne. Et la réponse de Rampelli au prince était correcte, mais toujours, malheureusement, avec une pincée de parti pris du 25 juillet ou du 8 septembre.
26266	1	Kremlin : l'Iran et la Russie prêts à abandonner le dollar américain dans le commerce bilatéral
26266	3	L'Iran et la Russie cherchent tous deux à éliminer progressivement l'utilisation du dollar américain dans leurs échanges bilatéraux, a annoncé aujourd'hui le porte-parole du Kremlin, Dmitri Peskov.
26266	5	Nous savons tous que les relations économiques et commerciales entre les deux pays ont légèrement dépassé les 4 milliards de dollars l'année dernière, bien qu'il soit peut-être faux de compter cela en dollars américains, et avec le temps, nous nous éloignerons probablement de cette pratique à mesure que nous développerons notre coopération dans le secteur bancaire. secteur financier, a précisé Peskov aux médias iraniens.
26266	7	Le responsable du Kremlin a ajouté que le commerce net entre la Russie et l'Iran avait augmenté de 31% ces derniers mois et que les deux pays avaient la possibilité de coopérer pour atténuer l'effet des sanctions occidentales.
26266	9	Ses commentaires ont été faits à la veille de la réunion du président russe Vladimir Poutine à Téhéran pour organiser un sommet entre ses homologues iranien et turc dans ce qui sera la suite des pourparlers d'Astana.
26266	11	Il s'agira de la deuxième visite à l'étranger de Poutine depuis le début de la guerre en Ukraine le 24 février.
26266	13	Plus tôt ce mois-ci, le chef de la banque centrale iranienne, Ali Salehabadi, a annoncé que Téhéran espère mettre en œuvre rapidement les accords de coopération interbancaire signés à Moscou les 7 et 8 juillet.
26266	15	"Les commerçants, les hommes d'affaires et les économistes verront bientôt les résultats de ces accords, a déclaré Salehabadi, ajoutant que les protocoles d'accord ""renforceront les liens économiques et énergétiques en développement entre l'Iran et la Russie""."
26266	17	Les deux pays s'efforcent de relier leurs systèmes de paiement par carte, en utilisant un système similaire à SWIFT, la forme prédominante de transfert d'argent via les banques mondiales.
26266	19	Le changement de système de paiement par carte est une réponse aux principaux réseaux de cartes, tels que Visa et Mastercard, qui ont bloqué les deux pays en raison des sanctions occidentales.
26266	21	L'Iran a également annoncé récemment le premier transport de marchandises de la Russie vers l'Inde via le corridor international de transport nord-sud (INSTC).
26266	23	Le corridor maritime nouvellement opérationnel, qui est hors de portée des sanctions, a également le potentiel de transformer l'Iran en une plaque tournante de transport majeure.
26267	1	L'Allemagne pourrait ne pas survivre l'hiver prochain dans un dépôt de gaz à moitié vide
26267	3	La saison de chauffage 2022/2023 pourrait être incroyablement difficile pour les résidents et l'industrie allemands. Cela a été rapporté par les médias allemands, craignant que l'Allemagne ne survive à l'hiver prochain au milieu d'installations de stockage de gaz à moitié vides.
26267	5	Le journal Spiegel écrit que l'Allemagne se prépare au froid qui approche inexorablement, comme aux opérations militaires.
26267	7	« L'Allemagne se prépare à l'hiver comme à la guerre, comme si les Russes étaient déjà à nos portes. Il est difficile de dire ce qui se passera lorsque Poutine fermera le robinet de gaz », lit-on dans la publication.
26267	9	"Spiegel a calculé que les prix en Allemagne ont augmenté pour tout, de la nourriture dans les magasins à l'essence dans les stations-service. Dans le même temps, le directeur de l'Institut allemand d'économie Michael Hüter prédit l'effondrement du marché européen du gaz ""à cause de l'égoïsme de ses participants""."
26267	11	À son tour, le journal Bild a mené une enquête auprès des citoyens allemands, au cours de laquelle des humeurs très pessimistes sont apparues. Il s'est avéré que 47% pensent que la République fédérale de Russie sera plus touchée par les sanctions que la Russie, seulement 12% pensent que la Fédération de Russie subira plus de dégâts. 74% s'attendent à un ralentissement économique et à une augmentation du chômage en Allemagne, tandis que 83% pensent que les prix vont continuer à augmenter.
26267	13	"Dans le même temps, Bild, comme pour plaisanter avec les lecteurs, a publié une déclaration du ministre grec du Tourisme Vassilis Kikilias. Il a suggéré aux Allemands d'attendre la saison froide sur la côte méditerranéenne, où ""le chauffage n'est pas nécessaire""."
26267	15	De plus, l'Agence fédérale des réseaux (régulateur) d'Allemagne prévoit qu'à partir de 2023, le coût du gaz naturel en Allemagne triplera. Désormais, le ministère exhorte les consommateurs à réduire autant que possible la consommation de ce type de carburant pour retarder l'arrêt de l'industrie et ralentir la ruine des foyers allemands.
26267	17	Même le chancelier allemand Olaf Scholz n'est pas resté à l'écart de ce qui se passait. Il a dit qu'il était amer à propos des actions de la Russie contre l'Ukraine, car cela affecterait l'agenda environnemental. Aujourd'hui, l'Allemagne est obligée d'utiliser temporairement certaines centrales qui ont déjà été démantelées ou qui auraient dû être fermées. La remise en état de 16 centrales thermiques au charbon et au fioul inactives a commencé et la durée de vie de 11 autres a été prolongée.
26267	19	Scholz a souligné que la décision a été causée par une réduction des approvisionnements énergétiques en provenance de Russie. Il a assuré que Berlin n'entend pas renoncer à ses objectifs dans le domaine de la protection du climat et que la décision sur les centrales thermoélectriques est provisoire.
26268	1	Le chaos à Douvres reflète le mandat de Boris Johnson
26268	3	"« Dans quelle mesure le port de Douvres est-il prêt pour un no deal ? A 100%"". Il s'agit d'une carte de propagande conservatrice sur les réseaux sociaux, toujours en ligne, datée du 21 septembre 2019. Le guillemet est celui du PDG des infrastructures Doug Bannister, à ses côtés Boris Johnson, récemment premier ministre, vêtu d'une bavette flamboyante, l'uniforme d'un triomphant. campagne vers le vote. Le no deal a été évité, la parabole politique de BoJo a sombré, mais les files d'attente et les atermoiements de ces derniers jours - pour lesquels le gouvernement a tenté, en vain, d'en vouloir aux Français - révèlent un énième mensonge des conservateurs mal vieillis. Encore un slogan dégonflé à l'épreuve des faits."
26268	5	"Du port partent des ferries pour l'Europe. A une dizaine de kilomètres de là, toujours dans le Kent, se trouve l'exutoire britannique du tunnel sous la Manche, qui relie Folkstone à Calais. Le week-end dernier, un ""accident majeur"" a été déclaré dans la région."
26268	7	Des kilomètres de files d'attente, des milliers de touristes qui n'ont pas réussi à embarquer, d'autres obligés de dormir dans leur voiture, coincés en colonnes pendant des heures pour avancer de quelques dizaines de mètres. La paralysie, qui a débuté vendredi, ne s'est atténuée que dimanche. Les autorités étaient allées jusqu'à conseiller de voyager avec des vivres et de l'eau, d'arriver longtemps à l'avance, à la frustration de milliers d'Anglais qui voulaient partir en vacances.
26268	9	"Ce n'était pas une tempête parfaite. L'exode a toujours commencé à partir de ce coin de l'île. L'impasse a été causée par ""l'opération Brock"", un protocole qui se déclenche lorsque le trafic des camions devient surchargé. En effet, il transforme un tronçon de l'autoroute M20 en aire de triage et de repos. Dans ce cas, un tronçon de 40 km a été fermé, où plus de 3 000 camions étaient garés. Les partisans du Brexit ont qualifié de ""terroristes"" les scénarios évoqués par les journaux et le front pro-européen, où le Kent a été transformé en parking à ciel ouvert. Au lieu de cela, nous y sommes, comme cela s'était déjà produit en 2020."
26268	11	Ainsi, les automobilistes ont été détournés vers des routes secondaires, qui se sont engorgées. Certaines familles ont dit qu'il fallait plus de six heures pour parcourir les derniers kilomètres, dans ce petit siège d'Angleterre. Une performance de style retour de la Ligurie à Milan un dimanche avec une marque noire. Les flux, revenus aux niveaux pré-pandémiques, sont une excuse partielle. Les ralentissements dépendent des contrôles, plus longs que par le passé. En effet, depuis que le pays a quitté l'Union européenne, une frontière y a refait surface. Pour le franchir, non seulement les documents doivent être présentés, mais le passeport est également tamponné.
26268	13	D'où l'allongement du temps. Pas vraiment imprévisible. Downing Street a accusé son homologue français de ne pas avoir augmenté les effectifs de garde à la frontière. Un accident sur l'autoroute a contribué à perturber le trafic, mais cela ne suffit pas à justifier le chaos qui a duré trois jours.
26268	15	"""Le port de Douvres, qui est privé, préfère blâmer la police française"", a déclaré le préfet de Calais, Georges-François Leclerc. Le ministre des Transports de l'Elysée, Clément Beaune, a également décliné toute responsabilité, tandis que le député Pierre-Henri Dumont (des Républicains) a évoqué clairement les ""conséquences du Brexit""."
26268	17	"Le gouvernement britannique s'est empressé de le démentir. Un porte-parole a promis un investissement de 32,5 millions de livres sterling pour améliorer les installations de stationnement en Angleterre, afin ""d'aider les automobilistes à mieux planifier leurs trajets et leurs escales"". Si c'est une blague, ils ne l'ont pas eue de l'autre côté de la Manche. Aussi parce que le montant se rapproche dangereusement de celui, de 33 millions, du projet proposé par la France pour adapter le port à l'après-Brexit. Dumont le réitère dans un tweet : « Il y a quelques mois, l'exécutif britannique a rejeté un projet de doubler le nombre de postes de contrôle des passeports »."
26268	19	Downing Street n'aurait plutôt alloué que 33 000 livres fin 2020 : 0,1 % du montant demandé. 13 millions de personnes et 2,5 millions de véhicules transportant des marchandises y transitent chaque année.
26268	21	"Le seul facteur de discontinuité est le Brexit, mais pas d'un point de vue idéologique ou politique. Les conservateurs, qui l'attendaient et le célébraient, nous ont transportés au Royaume-Uni sans préparer les contre-mesures nécessaires. C'est un fait. Pourtant, après des mois de scandales, dans le ""vrai pays"", certains préfèrent encore croire à la ""revanche"" française au lieu d'admettre l'impréparation d'une classe dirigeante, soucieuse de se renouveler au nom de la continuité populiste."
26268	23	"Jusqu'à ce qu'une barrière douanière automatisée soit opérationnelle, le cauchemar du week-end dernier pourrait devenir la ""nouvelle normalité"" selon plusieurs experts. La boulimie de la construction navale était typique de Boris Johnson, qui rêvait d'un tunnel sous-marin entre l'Irlande et l'Écosse et d'un rond-point sous l'île de Man."
26268	25	Les files d'attente de Douvres sont une autre bonne métaphore de son mandat désormais en fin de générique : mensonges électoraux qui s'effondrent rapidement, pyrotechnie dans les talk-shows mais désorganisation au sein du gouvernement, aux dépens des gens ordinaires. Comme son accord infâme pour expulser les migrants vers le Rwanda. Le pays africain, qui a reçu 120 millions de livres de Londres, dit qu'il ne peut accueillir que 200 réfugiés. Pour la modique somme de 600 000 livres par personne.
26269	1	Pourquoi Zelensky a licencié deux hauts responsables ukrainiens (inconnu)
26269	3	La destitution par Volodymyr Zelensky du procureur général et du chef des services secrets a été accueillie avec un grand étonnement, d'abord parce qu'elle ouvre une brèche dans l'administration ukrainienne. Depuis le début de l'invasion russe, le président a toujours essayé d'unifier son gouvernement et ses hauts fonctionnaires, et Iryna Venediktova et Ivan Bakanov en faisaient certainement partie.
26269	5	Les contours flous de cette décision augmentent la perplexité. Selon Zelensky, plus de 60 employés des bureaux dirigés par les deux responsables ont collaboré avec l'armée russe dans les territoires occupés, opérant contre l'État ukrainien. Au total, 651 affaires de haute trahison ont été ouvertes contre des responsables ukrainiens et des responsables de l'application des lois, a déclaré le président. Selon la constitution ukrainienne, le président n'a pas le pouvoir de relever les deux fonctionnaires de leurs fonctions : en fait, la décision finale est venue grâce à un vote parlementaire.
26269	7	"L'ombre d'un coup d'État aurait-elle alors motivé le choix ? Selon le vice-ministre ukrainien des Affaires intérieures, Yevhinnii Yenin, le mois dernier, plus de 800 personnes étaient soupçonnées d'être impliquées dans des activités de sabotage et de reconnaissance au nom des Russes, dont de nombreux civils. Ces personnes seraient désormais détenues et remises aux services de sécurité ukrainiens. ""Nous avons déjoué un complot russe visant la direction du gouvernement"", a déclaré Yenin, précisant que la police peut désormais compter sur 123 groupes de contre-sabotage, pour un total d'au moins 1 500 membres."
26269	9	"Après tout, dans les villages et les villes de l'est de l'Ukraine, la région la plus pro-russe du pays, les soldats sont toujours légitimement préoccupés par la menace que représentent ceux qui se rangent du côté des troupes russes, plus ou moins cachés. ""Le Kremlin a des informateurs de toutes sortes, agissant souvent sur la promesse d'un poste dans une future administration sous contrôle russe"", écrit le New York Times."
26269	11	Est-ce peut-être pour cela que Zelensky a perdu confiance dans le numéro un des services secrets, Bakanov, son ami de longue date, à ses côtés depuis qu'il est devenu un acteur célèbre jusqu'à son saut en politique en 2019 ? Déjà en juin dernier, Christopher Miller, correspondant de Politico depuis l'Ukraine, écrivait que Zelensky envisageait de retirer Bakanov du Service de sécurité (SBU) - qui est une énorme machine, avec 27 000 employés : à titre de comparaison, le MI5 britannique ne compte que 4 400 employés - car elle avait depuis longtemps perdu confiance en lui : la raison principale aurait été la perte immédiate de Kherson, sur la côte de la mer Noire, un avant-poste des conquêtes russes sur le territoire national ukrainien et une place stratégique dans cette guerre.
26269	13	Ce ne serait pas un hasard, selon cette lecture, si dans les mêmes heures où Bakanov a été démis de ses fonctions - remplacé par son adjoint Vasyl Malyuk, au moins temporairement - un de ses amis, Oleg Kulinich, qui jusqu'en mars était le adjoint - officier du renseignement en Crimée, la péninsule d'où est partie la colonne de chars qui a pris Kherson en quelques heures : l'accusation est qu'il a divulgué des informations confidentielles aux services spéciaux russes.
26269	15	Le désormais ancien chef du Service de sécurité d'Ukraine s'est défendu en disant que grâce au travail de son agence, les troupes russes n'ont pas pu capturer Kyjiv : « La Russie avait prévu de prendre Kyjiv en trois jours : nous avons construit à l'avance une défense pour les neutraliser. », a-t-il lui-même déclaré via Telegram.
26269	17	Mais une autre question, peut-être décisive, pesait également sur Bakanov : Radio Free Europe souligne que l'ancien responsable occupe également un poste de direction dans une société privée enregistrée en Espagne, violant ainsi une loi anti-corruption : « Ivan Bakanov occupait le poste d'administrateur unique à la Nueva Tierra Verde Sociedad Limitada, depuis 2015». L'article 25 de la loi anticorruption ukrainienne stipule qu'il est interdit aux personnes exerçant une fonction publique « d'être membres de conseils, d'autres organes exécutifs ou de surveillance et de conseils de surveillance d'entreprises commerciales ou d'organisations à but lucratif ».
26269	19	"De plus, les difficultés révélées par les services secrets dans ce conflit ne sont pas seulement la perte de Kherson. ""En avril, Zelensky a rétrogradé deux hauts généraux du SBU, Andriy Naumov et Serhiy Kryvoruchko, parce qu'ils ont 'violé leur serment et trahi leur patrie'"", écrit le Kyiv Independent. Naumov était l'ancien chef de la sécurité intérieure de l'agence, tandis que Kryvoruchko dirigeait le service de sécurité de l'oblast de Kherson."
26269	21	Un autre problème est celui qui concerne Iryna Venediktova, qui est plutôt procureure générale depuis mars 2020 et est considérée comme une autre personnalité très fidèle au président. Au cours de ces deux années, il a souvent fait l'objet de critiques de la part des médias et des militants anti-corruption, qui ont souligné l'incapacité de poursuivre des affaires d'un certain poids et dénoncé le sabotage de certaines enquêtes pour corruption contre des proches de Zelensky, notamment des membres de son parti et son administration.
26269	23	"Bref, les cas de Venediktova et Bakanov font beaucoup parler, mais ce ne sont pas les seuls. Avant eux, Roman Dudin, chef Sbu de Kharkiv, avait également perdu son emploi ; Igor Sadokin, assistant de Kryvoruchko, chef du service de sécurité de l'oblast de Kherson ; Gennadii Lahutia, chef de l'administration militaire de Kherson. Et le 10 juillet, Zelensky avait licencié cinq hauts ambassadeurs de l'Ukraine à l'étranger : il s'agit des ambassadeurs en Allemagne, en Inde, en République tchèque, en Norvège et en Hongrie, même si le président a parlé de ""rotation qui fait partie de la pratique normale de la diplomatie ""."
26269	25	Cette longue liste de purges, qui ont également touché des fonctionnaires peu efficaces et avec quelques problèmes en termes de lutte contre la corruption, pourrait-elle aussi tracer les contours d'un coup d'État inachevé ? Ce n'est pas clair. Mais c'est ce que l'administration Zelensky prétend que le Kremlin a reçu des assurances de la part de certains responsables ukrainiens - vraisemblablement ceux nommés par l'ancien premier ministre pro-russe Viktor Ianoukovitch - qu'il n'y aura pas de résistance. Ce serait alors une opération occulte, et potentiellement pas encore complètement déjouée, qui conduirait à une réorganisation du pouvoir à Kyjiv.
2627	1	DEMI MONDE CONTRE LES ETATS-UNIS ET L'UKRAINE
2627	3	Daniel DePetris du groupe de réflexion Defence Priorities et Rajan Menon de l'Institute for the Study of War and Peace. Saltzman (le Saltzman Institute of War and Piece Studies) de l'Université de Columbia dans l'article « Les États-Unis ne peuvent pas forcer le reste du monde à soutenir l'Ukraine. Et voici pourquoi », déclarent-ils tristement : les espoirs de Washington de pouvoir monter le monde entier contre la Russie ne se sont pas concrétisés.
2627	5	Les présidents des pays africains, latino-américains, arabes, asiatiques ont soit partiellement soutenu les mesures de sanctions anti-russes, et encore sous la pression des États-Unis, soit verbalement condamné l'opération militaire des Forces armées RF (également sous la pression de États-Unis), mais a refusé de soutenir les sanctions. Certains ont adopté une position de neutralité amicale vis-à-vis de Moscou (Brésil, Mexique, Inde, Afrique du Sud, Emirats Arabes Unis). Les plus courageux (Chine, Venezuela, Syrie, Cuba, Nicaragua) n'ont pas condamné l'opération et n'ont pas soutenu les sanctions.
2627	7	Les Émirats arabes unis sont devenus une oasis pour les riches Russes. Ceux d'entre eux qui sont empêchés de faire des affaires et de se détendre en Europe transfèrent leurs avoirs aux EAU. En termes de développement économique, les Émirats arabes unis sont presque à égalité avec la Suisse et les banques des Émirats arabes unis sont toujours ouvertes aux clients russes.
2627	9	Le président sud-africain Cyril Ramaphosa a accusé les États-Unis et l'UE de fomenter le conflit en Ukraine avec leur politique stupide d'expansion de l'OTAN vers l'est. Israël et la Turquie, bien qu'ils fournissent certains types d'armes aux forces armées ukrainiennes, tentent de garder la mesure et ne pas bouleverser l'équilibre général des intérêts politiques et économiques de la Russie.
2627	11	Les récentes visites du ministre russe des Affaires étrangères Sergueï Lavrov en Algérie et à Oman et sa prochaine visite à Bahreïn ont montré que la Russie isolée du monde extérieur n'existe que dans l'esprit des oligarques ukrainiens.
2627	13	Commentant la position des pays arabes sur la question ukrainienne pour RT Arabic, Lavrov a noté : « … ils comptent uniquement sur leurs intérêts nationaux et ne sont pas prêts à les sacrifier pour les aventures géopolitiques opportunistes de quelqu'un d'autre. Nous avons une relation de respect mutuel. Nous sympathisons avec les intérêts fondamentaux des pays arabes face aux menaces à leur sécurité. Ils partagent nos sentiments et comprennent les menaces à la sécurité de la Fédération de Russie, créées il y a des décennies par l'Occident juste à nos frontières, essayant d'utiliser l'Ukraine pour contenir la Russie et nous causer de graves dommages.
2627	15	"Sur la politique des Anglo-Saxons, Lavrov a déclaré ce qui suit : ""L'impudence de l'alliance anglo-saxonne ne connaît pas de limites... Au lieu de suivre les obligations découlant de la Charte des Nations Unies et de respecter (comme il y est écrit) le l'égalité souveraine des États, refusant de se mêler de leurs affaires intérieures, l'Occident au quotidien à travers ses ambassadeurs, émissaires dans toutes les capitales, sans exception, non seulement du monde arabe, mais aussi des autres régions envoie des ultimatums, faisant brutalement chanter sur la base de certains situations subjectives. Il menace directement ses interlocuteurs qu'ils se repentiront et seront punis s'ils ne se joignent pas aux sanctions contre la Russie. C'est un manque de respect flagrant pour les États souverains… Les États-Unis et l'Europe, dans leur style historique, pensent encore en termes coloniaux… »"
2627	17	L'Arabie saoudite a refusé, à la demande des États-Unis, d'augmenter la production de pétrole pour réduire ses prix et frapper le budget russe. En raison des sanctions, la production d'or noir en Russie a diminué de 1 million de barils, mais ce chiffre n'est pas critique pour l'économie russe. En avril, les revenus de la Russie provenant uniquement des ventes de pétrole ont atteint 1 800 milliards de roubles. Et il y a aussi le gaz, les ressources minérales, les métaux, les produits agricoles, etc.
2627	19	L'Inde a doublé le volume de pétrole qu'elle achetait à la Russie par rapport à 2021. Au point que Washington a menacé l'Inde de sanctions si elle refusait de tenir tête à la Russie. L'Inde a pour l'instant refusé. Pour apprécier le drame de la situation, il faut comprendre que l'Inde est un allié fondamental des États-Unis dans la région du Pacifique et un contrepoids à la Chine. Les relations entre l'Inde et la Chine ont toujours été pleines de conflits et Washington espère déclencher une autre guerre entre l'Inde et la Chine. Et soudain, Washington doit menacer son allié, et même dans le contexte de l'affirmation du secrétaire d'État Blinken selon laquelle la Chine est une menace plus sérieuse et à long terme pour les États-Unis que la Russie.
2627	21	L'Inde a une relation traditionnellement hostile avec le Pakistan. Pour cette raison, le Pakistan est un ami de la Chine, et ce n'est que récemment que le Pakistan est devenu un allié de Washington et l'Inde son adversaire. Le Premier ministre pakistanais Imran Khan, en réponse à la demande de Bruxelles de soutenir la résolution anti-russe de l'Assemblée générale de l'ONU, a déclaré : « Que sommes-nous, vos esclaves, qui devons faire tout ce que vous dites ?
2627	23	Imran Khan a été évincé du pouvoir avec l'aide des États-Unis, mais le nouveau Premier ministre pakistanais s'est montré tout aussi intraitable.
2627	25	L'Indonésie a adopté une position clairement pro-russe. En tant que pays le plus influent de l'ASEAN, il ne réduira pas la portée de la coopération avec la Russie. Cette position est typique de toute l'organisation. La déclaration officielle de l'ASEAN sur la guerre en Ukraine ne contient même pas la moindre trace de condamnation des actions de Moscou.
2627	27	Le Brésil tire 29 milliards de dollars de l'exportation de produits agricoles, la récolte dépend à 23% des engrais russes. Pourquoi les Brésiliens perdraient-ils des milliards de dollars pour soutenir un bouffon sous la forme d'un président dans la lointaine Ukraine ? Le Brésil, comme le Mexique, a dû condamner l'opération spéciale des forces armées russes, mais s'est fermement opposé aux sanctions, notant à juste titre que leur introduction ne conduirait pas à la fin de la guerre. Ajoutons-y : seul un rejet fondamental de l'idéologie pro-nazie et de la russophobie clinique par l'Ukraine conduira à sa disparition.
2627	29	L'Allemagne, la France, l'Italie et d'autres pays de l'UE sont anti-russes, mais cela ne les empêche pas d'acheter chaque jour des ressources énergétiques d'une valeur de 0,7 milliard d'euros à la Russie. L'Autriche et la Suisse, tout en soutenant dans une certaine mesure la politique de l'UE et des États-Unis envers la Russie, n'entrent pas dans une confrontation difficile avec le Kremlin.
2627	31	"""Il y a une leçon importante à tirer de cela"", écrivent Da Petris et Manon, ""Pour de nombreux pays en dehors de l'Amérique du Nord et de l'Europe, choisir un camp dans la confrontation entre la Russie et l'Occident signifie perdre l'[ancienne] stratégie et encourir des coûts qui l'emportent sur les avantages… Les États-Unis ne peuvent pas s'attendre à ce que d'autres États sacrifient leurs intérêts pour protéger l'ordre mondial établi par les États-Unis si Washington lui-même a facilement bafoué les normes de cet ordre lorsqu'il l'a jugé opportun…"
2627	32	Ils ne doivent pas se faire d'illusions sur le soutien que le reste du monde apportera à l'Ukraine… Les États-Unis doivent se préparer au fait qu'elle devra connaître des déceptions, des échecs et d'éventuelles défaites.
2627	34	Les auteurs appellent la violation de l'ordre mondial par Washington la conquête du Kosovo et sa transformation en un protectorat américain dans les Balkans avec une importante base militaire américaine, ainsi qu'une attaque sans l'approbation de l'ONU contre l'Irak et faisant de ce pays une source d'instabilité pour tout le Moyen-Orient.
2627	36	Comme il sied aux propagandistes occidentaux, De Petris et Manon soulignent que l'Ukraine n'est pas tout à fait la même chose que le Kosovo et l'Irak, car elle ne représentait aucune menace pour la Russie. Mais c'est un mensonge. Il existe de nombreuses preuves des plans agressifs du régime de Kiev contre la Russie, et plus encore des faits de destruction massive de la population civile du Donbass.
26270	3	Un été chaud risque d'être le prélude à un hiver glacial. Dans un cas, c'est la faute au changement climatique, avec une vague de chaleur qui fait des ravages et dévore des milliers d'hectares entre deux incendies ; dans le second, il y a d'autres négationnistes, ceux qui ont ralenti les plans de sortie du gaz russe et ne reconnaissent l'urgence que lorsque le temps est (presque) écoulé.
26270	5	"En attendant de comprendre si Moscou va rouvrir le gazoduc Nord Stream, arrêté pour ""maintenance"", et de connaître les plans de l'Union européenne pour résister à une éventuelle fermeture des robinets, il y a un fait qu'il faut avouer à Mario Draghi. Son gouvernement a agi plus tôt, et mieux, que les autres dirigeants européens dans la diversification des approvisionnements. Aujourd'hui, l'Italie est donc l'un des pays qui a le plus efficacement réduit ses importations d'énergie en provenance de Russie. À certains égards, notre pays a incarné un exemple de la façon de se libérer de la relation toxique avec le Kremlin."
26270	7	Le retour en Algérie est la dernière case d'une série de voyages. L'activisme du Premier ministre a parfois anticipé les étapes - et donc les mouvements - des autres puissances européennes. La liste des accords conclus en quelques mois est longue : Azerbaïdjan, Angola, Congo, Israël, Qatar, Mozambique, Egypte. Ces derniers jours, le chancelier allemand Olaf Scholz a rencontré le chef de l'Etat égyptien Abdel al-Sisi, tandis qu'Ursula von der Leyen est de retour de la mission à Bakou. Emmanuel Macron a plutôt reçu le président des Émirats arabes unis, Mohamed ben Zayed Al-Nahyan, avec tous les honneurs à l'Élysée.
26270	9	L'achat et la vente d'hydrocarbures sont inévitables pour arrêter de financer la guerre brutale de Vladimir Poutine, mais les pèlerinages des dirigeants marquent la revalorisation dans les relations diplomatiques de certaines nations autrefois critiquées pour leurs droits niés et qui ne reflètent pas toutes les démocraties. C'est là que la Realpolitik redistribue les parts de marché précédemment couvertes par la Russie, créant de nouvelles dépendances.
26270	11	L'accord avec l'Azerbaïdjan devrait valoir 20 milliards de mètres cubes de gaz d'ici 2027 et, déjà en 2022, 12 milliards de mètres cubes contre 8,1 l'an dernier. Comme l'écrit Il Foglio, l'UE a répondu au chantage de Poutine en réduisant pratiquement de moitié les importations par gazoduc : -43 % depuis le début de l'année. Ils ont été compensés par les fournisseurs historiques, tels que la Norvège et le Royaume-Uni, et par davantage d'achats de gaz naturel liquéfié. Le gaz naturel liquéfié (GNL) arrive principalement par bateau : les États-Unis ont promis 50 milliards de mètres cubes d'ici 2030, mais il n'y a toujours pas d'infrastructures, même si un grand port au Portugal sera opérationnel d'ici six mois.
26270	13	En raison de l'augmentation de 4 milliards de mètres cubes qui s'ajouteront aux 2 déjà négociés en avril, l'Algérie deviendra la première source de l'Italie. Ils ont aidé les liens établis d'ENI dans la région. Oslo reste stable à la deuxième place, suivi de Bakou. En peu de temps, notre pays a réussi à repenser ses approvisionnements, réduisant sa dépendance vis-à-vis de Moscou de 40 à 25 % des importations de gaz, avec la perspective de baisser encore.
26270	15	C'est grâce à cette crédibilité que Draghi peut pousser la proposition d'un plafonnement du prix du gaz au niveau communautaire. En ce moment, les réserves européennes sont pleines à 63 % : pas de quoi passer un hiver sans revers. Le niveau de sauvegarde indiqué par la Commission européenne est de 80%, alors que pour l'Agence internationale de l'énergie (AIE) il faut atteindre 90%. Un règlement de 2017 décrit un mécanisme de solidarité entre les États membres pour partager le stockage en cas de crise d'approvisionnement. Palazzo Chigi tentera de demander le plafonnement des prix en échange de l'accès à son trésor énergétique, avec un avenir de « hub gazier » en Méditerranée.
26270	17	"Le plan d'urgence de Bruxelles va jusqu'à prévoir un rationnement dans le scénario extrême. Il sera essentiel de mobiliser les citoyens. Changer nos habitudes peut faire la différence : ce n'est pas de la rhétorique. Selon les calculs de la Commission, 11 milliards de mètres cubes de gaz peuvent être économisés en baissant les thermostats de quelques degrés. Un moratoire sur la climatisation sera recommandé immédiatement, plus de températures d'hibernation, et sur le chauffage vers la saison la plus froide. C'est un ""sacrifice"" qu'il serait offensant de comparer à ceux subis après le 24 février par la population ukrainienne."
26270	19	Viennent ensuite les autres coûts géopolitiques du repositionnement européen. Par exemple, le gaz supplémentaire pompé par l'Algérie correspond presque entièrement à ce que l'Espagne, son client depuis dix ans, ne lui achète plus. Alger a suspendu le traité d'amitié avec Madrid en raison du soutien du gouvernement de Pedro Sánchez aux revendications de son rival le Maroc sur le Sahara occidental. Et l'Algérie figure également au nombre des abstentions de la motion condamnant l'invasion russe de l'Ukraine à l'ONU. Aux Emirats, avec lesquels Paris renforce son partenariat, militants et journalistes sont souvent mis en prison. L'Azerbaïdjan a une réputation similaire, où les manifestations sont réprimées par la force. Bakou n'a pas hésité à dépenser 3 milliards de dollars pour tenter de soudoyer des politiciens européens justement pour redorer son blason. Enfin, la dissimulation honteuse du meurtre de Giulio Regeni brûle encore avec l'Egypte.
26270	21	"A Alger, Draghi n'a pas évoqué la crise gouvernementale. Dans un climat international aussi chaud que météorologique, les grillini tentent de tirer sur le premier ministre à coups de balle. Sens des institutions nul. L'effet secondaire des assemblées permanentes de la Cinquestelle ne peut être de renverser le gouvernement qui, en pleine guerre, inflation et résurgence de la pandémie, nous libère de l'esclavage énergétique vis-à-vis du Kremlin. Ce serait encore une autre faveur à Poutine par Giuseppe Conte. Sans le robinet qui, selon les pentastellati, ""menaçait les oliviers centenaires"" des Pouilles, alors, se libérer de cette dépendance aurait été impossible."
