doc_id	paragraph_id	fr-ru
23166	63	Возможно, что еще серьезнее, эта операция разрушила государственное и социальное обеспечение в беспрецедентных масштабах, опустошила экономику и общество, травмировала детство и посадила молодежь. И, в конечном счете, чрезвычайно обогатил самых богатых, американских и международных плутократов, больших друзей Макрона, у которых есть открытый стол в Елисейском дворце.
23166	65	Проигнорированная, но гигантская преступная афера с Covid-19
23166	67	Во время больших дебатов между двумя раундами Макрон безнаказанно повторял, что Covid-19 был крупнейшей эпидемией за столетие. Огромная живая ложь, никем не замеченная и никем не разоблаченная! Утверждать, как это делал Макрон, что Covid-19 является величайшей эпидемией за столетие, заведомо неверно, поскольку, повторим, смертность от Covid-19 не превышает смертности от обычного гриппа. Еще показательнее то, что почти безвредный характер Covid-19 для людей до 65 лет без сопутствующих заболеваний в итоге делает его менее опасным, чем многие гриппы, особенно для молодых людей, подростков и здоровых детей, поскольку они, так сказать, неуязвимы для него.
23166	69	Таким образом, в прямом эфире в среду, 20 апреля 2022 года, Макрон смог воспользоваться самой большой ложью нашего времени, которая на протяжении двух лет портила нам жизнь и разрушала страну... не будучи опровергнута!
23166	71	Вся афера с Covid-19 заключалась в том, чтобы использовать своего рода карабиновый грипп в качестве предлога, чтобы глубоко подорвать Францию ​​​​и поработить ее народ с необычайной эффективностью. Операция стала возможной благодаря серии политических и медийных манипуляций. Но также и тем, что, несомненно, является одним из самых ужасных аспектов этого дела: запретом на лечение. Смерти, вызванные таким образом, подпитывают повествование о страхе. С этой точки зрения, поскольку массовое убийство было поставлено на службу политическим целям, мы действительно имеем дело с преступлением против человечности. Но сказать это — значит быть причисленным к заговорщикам и, следовательно, быть неслышным, потому что буквально демонизироваться. Риторика, которая позволяет нейтрализовать этот аргумент, каким бы ужасным он ни был, запрет на лечение, от гидроксихлорохина до ивермектина через азитромицин, с его тысячами индуцированных смертей...
23166	73	Все это с одной основной целью: хищничество.
23166	75	Франция пожирается с помощью создателя Макрона, которому помогают сети, связанные с ЦРУ, которые пересекают политические, медиа и экономические круги. Среди этих сетей есть даже несколько солдат, наиболее показательной из которых, несомненно, является упомянутая выше группа «Молодые лидеры франко-американского фонда».
23166	77	В начале Пятой республики Де Голль, отказавшись от африканских заморских территорий и Алжира, разрушив Империю, окончательно стер Францию ​​с лица земли как ведущую мировую державу. Ранг, который он занимал на протяжении многих веков.
23166	79	На закате Пятой республики именно Франция tout court или то, что от нее осталось, Макрон вполне может ликвидировать раз и навсегда. Таким образом, с Макроном исчезнет старейшая нация Европы, ставшая жертвой зубчатого колеса в виде махинации.
23166	81	Но за Макроном, как и за Де Голлем, мы видим Соединенные Штаты. От братьев Джона Фостера и Аллена Даллеса до Франко-американского фонда.
23166	83	Соединенные Штаты взорвали Великую Францию ​​вместе с Де Голлем. Эти же США дополняют Францию ​​Макроном. Мы переживаем эту последнюю фазу, фазу толчка.
23166	85	Сегодня в лапах тех, кто нас уничтожает, кто нас вампиризирует, кто нас пожирает, чьим слугой является Макрон, марионеткой, оживляемой McKinsey, за которую он платит цену золота, как в фаустовской сказке, мы только что подписали контракт на пять больше лет.
23166	87	Если Макрон получит большинство в Ассамблее, а есть все основания опасаться, что он его получит, нам конец.
23167	1	Дюпон-Моретти голосует за Меланшона: та же ненависть к копам
23167	3	Этот самопровозглашенный специалист по борьбе с РН и ультраправыми носит костюм активиста защиты отморозков, которые, по его словам, являются побочными жертвами сдвига общества вправо. Он бесцеремонно пророчит антифашистскую пропаганду и призрачную угрозу ультраправого голосования.
23167	5	Дюпон-Моретти сильно ударил в конце июля 2022 года. Франция и французы с болью наблюдают за развитием чепухи среди министров Макрони. Радио-телевидение — единственный элемент, который действительно имеет значение для Дюпон-Моретти, который борется против РН и крайне правых, но не на местах.
23167	7	Дюпон-Моретти среди нупов: несправедливость. Злость. Разочарование. Слова слабы, когда вы больше не можете доверять слову служителя. Государственная измена наконец признана! И вдруг тихо Дюпон-Моретти признается, что проголосовал за NUPES. (Габриэль Клюзель, bvoltaire.fr) Скандал? Маленькая фраза Эрика Дюпон-Моретти не произвела абсолютно никакого шума в СМИ. Но это откровение заслуживает большего внимания!
23167	9	Бесстыдно Дюпон-Моретти признает, что проголосовал за NUPES, партию тех, кто кричит, что «полиция убивает», кто марширует вместе с Асса Траоре, и тот, кто хвастается, что продавал наркотики!
23167	11	Дюпон-Моретти жестко бьет: «Есть ряд депутатов от NUPES, которые являются республиканцами. Я имею в виду тех, кто принадлежит к правительственной партии. В своем избирательном округе я голосовал за кого-то из НУПЕС, который принадлежал к левым демократам. Но для национальных правых все должно быть выброшено.
23167	13	Для крайне левых Дюпон-Моретти деликатно практикует республиканское уважение. Есть мораль, потому что рассматриваемый кандидат NUPES, который должен был быть кандидатом EELV, Эмили Дюкурант, был избит кандидатом RN Пьерриком Бертелутом. Она не ответила, солидарна ли она с Сандрин Руссо и считает ли она также, что полиция убивает. Итак, вот демократические левые, как их понимает Эрик Дюпон-Моретти.
23167	15	И в то же время 73% французов недовольны системой правосудия, подчеркивая ее расхлябанность!
23167	17	Для поддержки крайне левого министра Макрона Дюпон-Моретти является сильным символом.
23167	19	Для Дюпон-Моретти приоритет уголовной политики отдается идеологии крайне левых. Дюпон-Моретти вряд ли осквернит здравый смысл французов. Несмотря на это, он не поднял очень плохой уровень министров Макрона: это недостойно всех наших республиканских принципов.
23167	21	Французские жертвы головорезов — изгои, которых Дюпон-Моретти упорно унижает, даже в то время как незарегистрированные преступники и жестокие нелегальные иммигранты всегда остаются безнаказанными.
23167	23	Можем ли мы объяснить абсурдную правительственную логику Дюпона-Моретти? Ждем рационального объяснения тому факту, что Дюпон-Моретти без зазрения совести признается, что проголосовал за НУПЕС! Это мировая слава. Его богатство во всем мире. Именно среди иностранцев-мигрантов без документов он нашел своих лучших союзников в своей борьбе против RN и национальных правых, таких как право на палестинское государство против Израиля, так называемого колониального государства. Все проалжирские высказывания Макрона были восприняты без критики.
23167	25	И если он не стал культовым фразеологом в Алжире, то, по крайней мере, не дискредитировал ФНО у власти. Макрон надеялся заняться театром. Кандидат в президенты, он хотел сделать нас своим кинотеатром в Алжире!
23167	27	Дело в том, что Макрон не просто кто-то в Алжире, как Дюпон-Моретти в тюрьме. Вот почему Дюпон-Моретти предпочитает голосовать за неомарксистских исламо-левых депутатов НЮПЕС, не придерживаясь либертарианского катехизиса вульгарного Макрони. Потому что Дюпон-Моретти не знал страданий жертв насилия в затерянных кварталах Республики. Революционное насилие лежит в основе неомарксистской идеологии NUPES. Дюпон-Моретти, этот человек, мыслящий, как Меланшон, вызывает сомнения у вульгарного Макрони. Это дает возможность непропорционального бунта в тюрьмах.
23167	29	И эта разбитая президентская судьба Меланшона делает его больше, чем великим политиком. Для Дюпон-Моретти в нем есть что-то вроде героя! И ему нравится то, что делает его похожим на фигуру бандита с «полицейским убийством»!
23167	31	Детально проработана болтливая мифология Дюпон-Моретти, воспитанная матерью, которая зарабатывала себе на жизнь уборкой. Для него модно среди левых относиться к голосованию РН с презрением. Он далеко не на голову выше левых интеллектуалов! Эталонным антифашистским гуру является Меланшон, который с высоты своего исламо-левого высокомерия демонстрирует уровень своей философской некомпетентности.
23167	33	Дюпон-Моретти среди нупов: никто не клеймит его пристрастность! Мы полностью забыли бы его, и его репутация всегда была бы самой низкой, полностью презираемой миром справедливости, если бы он не поддерживал Нупов! Он одинокий человек, затерянный среди нупов. Великие умы не ненавидят Дюпона-Моретти, они его игнорируют. Сегодня мы измеряем путь, пройденный Макроном, обновляя Дюпон-Моретти!
23167	35	Французы отмечают, что крах правосудия во Франции является результатом идеологической уверенности Дюпона-Моретти, которая делает Макрона все более и более персоной нон грата среди большинства французов. Вот почему его иммиграционная политика подчинена космополитическим этико-политическим ценностям ЕС и мистификации прав человека. С Макроном и Дюпон-Моретти мы находимся в эпицентре идеологии.
23167	37	Макрон и Дюпон-Моретти хотят навязать переход к настоящему вопиющему сектантскому либертарианско-леволиберальному с тотальной дегуманизацией глобалистской иммиграционной политики ЕС.
23167	39	Справедливость без свободы — это диктатура, а свобода без справедливости — закон сильнейшего!
23167	41	С Эриком Земмуром: Мы должны восстановить контроль над нашей страной!
23168	1	В Камеруне Макрон выразил обеспокоенность российским присутствием в Африке
23168	3	Во время турне по Африке Эммануэль Макрон беспокоился о российском влиянии на африканском континенте. Президент Франции пытается разжечь пламя, которое постепенно угасало в последние годы.
23168	5	Эммануэль Макрон прибыл в Камерун, чтобы начать свое африканское турне. Он хочет оживить отношения между Африкой и Францией, которые теряют динамику. В Яунде он встретился с президентом Полом Бийей. Но во время пресс-конференции, последовавшей за этим интервью, г-н Макрон назвал российское присутствие в Африке «вызывающим тревогу».
23168	7	"Если он упомянул в первую очередь присутствие «великой политической и военной державы», у которой сложились отношения с несколькими странами, что нормально в великом союзе наций, то он проявил себя более агрессивно, назвав это русское присутствие « гибридный""."
23168	9	Чтобы объяснить это гибридное присутствие, он, не колеблясь, указал пальцем на российские СМИ RT и Sputnik, запрещенные в Европейском союзе по решению Еврокомиссии. После Камеруна Эммануэль Макрон остановится в Бенине и Гвинее-Бисау.
23168	11	Напряженный визит
23168	13	Камерунское двухнедельное издание Sans Détour в номере от 25 июля назвало визит Эммануэля Макрона «минным полем». Для средств массовой информации это пребывание скрывает проблемы, которые сводятся к сохранению части пре-квадрата от конкурирующих влияний. По данным газеты, вопрос о преемственности 89-летнего Пола Бийи также может быть на столе переговоров. Затем он попытается уладить различные истории с Яунде, связанные с колонизацией, которая была смертельной, уточняет Санс Детур.
23168	15	Эту позицию разделяет и еженедельная газета La Voix du Centre, которая озаглавила визит так: «С какими целями? “. Газета утверждает, что президент Франции никогда не был добр к своему камерунскому коллеге, хотя две страны давно сотрудничают.
23168	17	Угасающее французское влияние
23168	19	Позиции Франции в последние годы ослабли в Африке. Операция Бархане, проводимая Францией в Сахеле и Сахаре с 2014 года, привела к выводу французской армии из региона. Это французское присутствие подверглось критике в регионе.
23168	21	Опрос Mali-Mètre 2021 года, в ходе которого малийцев просили высказать свое недовольство Барханом, показал, что 73% респондентов обвинили французские вооруженные силы в неспособности защитить людей от насилия. Вторая жалоба заключалась в том, что они были замешаны в вооруженных силах (45%), а третья жалоба заключалась в том, что силы не могли защитить себя.
23169	3	Предвыборные обещания Э. Макрон часто оказывается проанализированным после того, как они были казнены, в объявлении о «плохом поступке» (против достижения, свободы, прерогативы государства), завернутом в подарочную упаковку.
23169	5	Очевидно, то же самое и с обещанием отменить телевизионную лицензию, которое только что проголосовало Национальное собрание.
23169	7	Мы хотим сократить дефицит и убираем пошлину… при этом не увеличивая налоги!
23169	9	10-летнему ребенку это показалось бы «странным».
23169	11	Ему тогда объяснили, что это подготовительный этап к приватизации. Согласно известному процессу: государство постепенно отказывается от финансирования, и учреждение должно само найти средства, необходимые ему для работы. Точно так же, как с университетом или государственной больницей. (что является «рыночными» услугами в «европейской» общественной идеологии). А потом трансформируем состояние организма
23169	13	чтобы он попал в руки частных инвесторов (PTT, Edf, аэропорты и т.д.).
23169	15	Публичные новостные каналы, которыми руководят люди, созвучные с правителями, рассказывают, что нужно правительству, в частности, чтобы держать население в некоем вялом состоянии, подальше от карусели.
23169	17	В некотором смысле мы находимся в ситуации 1958 года, когда общественное вещание контролировалось исполнительной властью.
23169	19	Но есть разница в размерах.
23169	21	Дело в том, что в 1958 году печатная пресса была враждебна личности и концепциям генерала де Голля: отсюда идея контролировать общественное телевидение и радио, чтобы голос правительства - в то время: общие интересы, достоинство Франция в мире – можно услышать.
23169	23	И дело в том, что сегодня частные СМИ борются вместе с главой государства в пользу общественной идеологии, в которой свободная деловая жизнь внутри считается занимающей место общих интересов. И в котором подчинение США видится снаружи как путь ко всеобщему спасению.
23169	25	Мы также знаем, что европейские тексты делают глав государств и правительств древних народов своего рода деловыми агентами, позволяющими частным инвесторам приобретать то, что до этого принадлежало, контролировалось или регулировалось государством. То есть то, что принадлежало народу в более ранней версии понятия демократии. В этом отношении мы видели, что Е. Макрон был (Alstom, Le Monde, Mc Kinsey,…) виртуозом в этой области.
23169	27	Таким образом, приватизация государственных СМИ в настоящее время ничего не изменит в фактах.
23169	29	Но, если мы думаем о будущем, если мы представляем себе, что однажды глава государства снова станет им, если мы представим, что парламентарии будут представлять народ, который восстановит право решать, что для него хорошо, необходимо что государственные институты имеют возможность быть услышанными.
23169	31	В этой связи нам казалось разумным, чтобы государство сохранило контроль над частью аудиовизуальных средств массовой информации. Хозяева цепей и рации тогда делают в тот день… только продолжают быть в приказах. Но по другой (и лучшей) причине.
2317	1	Россия помогает Донбассу, Франция милитаризирует Украину
2317	3	Франция увеличит общую помощь Украине до 2 млрд долларов против 1,7 млрд до сих пор, то есть дополнительно 300 млн долларов, заявил Эммануэль Макрон в минувший четверг, 5 мая, в видеотрансляции во время конференции международных доноров. 2 миллиарда снято из кармана французских налогоплательщиков БЕЗ ИХ СОГЛАСИЯ! 2 миллиарда вылили щедро, пока снижен ППЛ студентов, что пенсии не переоценены и что стоит серьезный вопрос о снижении пособий безработным… за неимением денег! Для французов государственная казна пуста, а для украинцев полна, ищите ошибку.
2317	5	Финансовая помощь, основанная на государственной лжи, постоянно повторяемой по телевидению, радио и в печатной прессе, чтобы лучше заставить французских овец проглотить змею.
2317	7	На сегодняшний день мы предоставили Украине 615 тонн оборудования, доставленного при поддержке Европейского Союза, в том числе медикаменты, медицинское оборудование, генераторы для больниц, помощь на проживание, продовольственную помощь и 200 тонн семенного картофеля для укрепления продовольственной безопасности, спасательных и пожарных - боевое снаряжение. Картофельные растения! Сделать что ? Сажать их на разоренных войной полях? Под ракетами картошка растет?
2317	9	Наряду с этим и всеми этими очевидными добрыми намерениями мы в основном предоставили оборонное оборудование на сумму 100 миллионов евро: средства защиты, оптико-электронное оборудование, вооружение и боеприпасы, системы вооружения «Милан» - среди прочего - в ответ на потребности, выраженные Украиной. А Франция продолжает предоставлять Украине дополнительные военные возможности, всегда официально в ответ на потребности, выраженные украинскими властями, и в координации с ее европейскими и союзными партнерами... На потребности, озвученные Зеленским, если только это не США. подталкивают Европу всеми силами к 3-й мировой войне? Может возникнуть вопрос.
2317	11	Кого обманывает Макрон? С одной стороны мы посылаем помощь, а с другой средства убивать, уничтожать и бороться до последнего украинца… Макрон переигрывает историю поросенка, которого мы откармливаем, чтобы лучше поджарить на Рождество или баловать, баловать и сыта Пасхального агнца лучше зарезать его весной.
2317	13	Со своей стороны, со 2 марта Российская Федерация доставила в Украину 20 437,4 тонн гуманитарной помощи. Реальная помощь, состоящая из лекарств, продуктов, одеял и т.д. На местах в городах, пострадавших от обстрелов, проведено 1017 гуманитарных акций. В пунктах выдачи в России собрано более 23 тысяч тонн товаров первой необходимости для следующей отправки.
2317	15	Наверняка несчастный скажет мне, что это меньшее, что может сделать Россия после «вторжения» в Украину, что Россия «напала» на Украину. Раз и навсегда НЕТ! Россия не нападала и не вторгалась в Украину. Россия только что откликнулась на призыв о помощи жителей Донбасса, которым угрожает сосредоточенная у ее дверей украинская армия.
23170	3	Когда же мы увидим, как французское государство, депозитарий по закону законного насилия, низвергнет Абдесламов, Мерахов и других братьев Куаши, которых во Франции легион?
23170	5	Когда у кур появятся зубы или когда французы выгонят касту глобалистов в лице Макрона?
23170	7	По данным министерства здравоохранения Палестины, двое палестинцев в возрасте 25 и 28 лет были убиты во время операции под руководством Израиля на Западном берегу. По данным Палестинского общества Красного Полумесяца, еще 19 человек получили ранения, десять из которых получили ранения.
23170	9	Два палестинца были убиты и еще 19 ранены в ночь с 23 на 24 июля в Наблусе в ходе новых ночных операций, проведенных на оккупированном Западном берегу израильской армией, которая объяснила, что хотела задержать людей, разыскиваемых за их причастность к нападениям. По данным министерства здравоохранения Палестины, Мухаммад Азизи (25 лет) был ранен в грудь, а Абдул Рахман Сулейман Собх (28 лет) — в голову. Палестинский Красный Полумесяц также сообщил о 19 раненых, в том числе о 10 раненых боевыми патронами.
23170	11	Израильская армия заявила, что за ночь провела «контртеррористические операции» на Западном берегу. Она сообщила о «перестрелках между вооруженными подозреваемыми и военнослужащими» во время операции в Наблусе, на севере палестинской территории, оккупированной Израилем с 1967 года. которые также открыли огонь в направлении войск», — добавили в армии, которые утверждают, что ответили «средствами подавления беспорядков и боевыми патронами».
23170	13	«В ходе израильской операции на Западном берегу за ночь были арестованы в общей сложности четыре человека, подозреваемых в террористической деятельности», — говорится в заявлении армии.
23170	15	Премьер-министр Израиля вспоминает об «эффективной и успешной» операции, палестинский президент осуждает «преступление»
23170	17	Премьер-министр Израиля Яир Лапид заявил на заседании кабинета министров 24 июля, что «армия, Шин Бет [служба внутренней безопасности] и Ямам [полицейский коммандос] совершили налет на убежища разыскиваемых лиц в Наблусе той ночью».
23170	19	Это террористы, которые в последнее время совершали теракты с применением огнестрельного оружия», — добавил он. «Мы не собираемся сидеть и ждать, пока они нападут на граждан Израиля», — заявил он, высоко оценив «эффективную и успешную» операцию сил безопасности.
23170	21	Пресс-секретарь президента Палестины Набиль Абу Рудейна осудил «новое [...] преступление Израиля, которое не подорвет решимость и волю нашего народа», в комментариях, воспроизведенных государственным агентством «Вафа». «Регион будет оставаться в цикле насилия до тех пор, пока [он не добьется] прекращения [израильской оккупации палестинских территорий] и установления справедливого мира», — сказал он.
23170	23	С конца марта израильские силы безопасности проводят почти ежедневные операции на Западном берегу после серии нападений палестинцев и израильских арабов в Израиле и на Западном берегу, в результате которых погибли 19 человек, в основном мирные жители.
23173	3	В Авдеевке Донецкой Народной Республики неонацисты под предлогом спасения от артиллерийского огня вывели мирных жителей на территорию коксохимического завода и удерживали их в качестве «живого щита». При этом на территории предприятия боевики разместили артиллерию и РДМ, из которых систематически обстреливают близлежащие населенные пункты.
23173	5	Цель этих циничных действий украинских националистов - спровоцировать ответный огонь, после чего по уже отработанному сценарию с широким освещением в СМИ обвинить ВС РФ и формирования ДНР в гибели мирных жителей после кажущиеся неизбирательными удары.
23173	7	Подобные факты вопиющих нарушений международного гуманитарного права киевским режимом продолжают игнорироваться международным сообществом и международными организациями.
23173	9	Минобороны России призывает ООН, Международный комитет Красного Креста и другие международные организации оказать влияние на официальный Киев и принять действенные меры для недопущения использования вооруженными формированиями Украины объектов гражданской инфраструктуры в военных целях. Аль-Джазира: глава СБУ уволен за утечку разведданных, генпрокурор уволен за взятки
23174	1	Украинские солдаты служат лабораторными крысами? Россия утверждает, что обнаружила на освобожденных территориях Донбасса еще две американские военно-биологические лаборатории...
23174	3	Наступление российской армии позволяет выяснить, что происходило на украинских территориях, контролируемых американскими и натовскими войсками. Еще две военные биологические лаборатории были обнаружены на освобожденной территории Луганска, в Рубежном и Северодонецке. Более того, информация о состоянии здоровья украинских солдат свидетельствует о том, что их явно использовали в качестве лабораторных мышей. Посмотрим, как долго этот текст будет публиковаться, не будучи отозванным, как и предыдущий об этих американских программах финансирования военно-биологических лабораторий в Украине.
23174	5	Согласно пока скрытым российским источникам, российская армия обнаружила две американские биологические лаборатории в городах Рубежное и Северодонецк на территории Луганской области.
23174	7	Поскольку вывод украинской армии был стремительным, вывезти или уничтожить содержимое этих лабораторий не представлялось возможным, но все было тщательно заминировано. На месте находятся представители полиции, а также эксперты, чтобы понять, что происходит в этих лабораториях.
23174	9	Напомним, что Минобороны России с подтверждающими документами заявило 6 марта этого года, что США потратили на украинские военно-биологические лаборатории более 200 миллионов долларов:
23174	11	Как видно из отчета, с американской стороны в программе участвовали Пентагон и Администрация по уменьшению угрозы Министерства обороны США (DTRA), а также компании Black & Veatch (Оверленд-Парк, Канзас) и CH2M Hill (Энглвуд, Колорадо). , а также Киевский НИИ эпидемиологии и инфекционных болезней имени Громашевского, Институт ветеринарной медицины (Киев), Центр общественного здоровья МЗ Украины (Киев), Институт микробиологии и иммунологии имени Мечникова (Харьков), Украинский центр изучения чумы (Одесса), Львовский научно-исследовательский институт эпидемиологии и гигиены.
23174	13	Из тридцати украинских лабораторий, участвовавших в американской военной программе, 11 лабораторий центрального санитарно-эпидемиологического управления Минобороны Украины принимали участие в мониторинге биологической ситуации, селекции и переносе штаммов и т.д. Кроме того, в ходе этого мониторинга был введен контроль доступа к патогенам (PACS). Далее Минобороны России уточняет:
23174	15	Следует отметить, что штаммы и биоматериалы были собраны и переданы в Исследовательский институт Рида армии США. Это образцы высокопатогенных штаммов возбудителей инфекционных заболеваний (чумы, сибирской язвы, холеры, туляремии, бруцеллеза, крымско-конговируса, хантавируса, вируса клещевого энцефалита и лептоспироза), а также 4000 медико-биологических образцов от членов Украинской армия.
