doc_id	paragraph_id	it-ru
26202	23	В проекте документа есть научно необоснованные утверждения. Например, сертификат Covid считается эффективной защитой от распространения вируса — какие данные могут подтвердить это утверждение?…
26202	25	Привет, я потрясен и возмущен решениями об убийстве свободы, принятыми в ЕС… в отношении этого «европейского сертификата»…..
26202	27	Я никогда больше не хочу подвергаться дискриминационному сертификату…
26202	29	И так далее по 385 191 ответу, почти все отрицательные.
26202	31	Естественно, поскольку ответы почти все были отрицательными и против, Комиссия решила наоборот: договорилась о продолжении. Потому что, в конце концов, Комиссии все равно, что думают европейцы. Важна только его повестка дня.
26202	33	Благодаря нашему Telegram-каналу вы можете быть в курсе публикации новых статей из журнала «Экономические сценарии».
26203	1	16 самых больших лжи, которые правительство США рассказывает миру о войне на Украине
26203	3	Ложь лежит ложь, вот девиз новой нормальности, гимн лжи, которая сковывает массы теперь в тисках неуправляемых автоматизмов, которые защищаются с обнаженным мечом….
26203	5	… Я имел в виду массы, которые читают не вы, я знаю, что вас немного, но у вас есть привилегия бороться за благородное дело, что в наши дни очень редко.
26203	7	Тоба60
26203	9	На любой войне первая жертва - это правда. Вот самая большая ложь
26203	11	(1) «Украина – демократия
26203	13	Президент Украины Владимир Зеленский запретил все оппозиционные партии и запретил использование русского языка в качестве второго государственного.
26203	15	Почему он нарушил свое предвыборное обещание 2019 года остановить геноцид тысяч людей на Донбассе, хотя за него голосовали? Он солгал, потому что неонацисты угрожали убить его, если он не сделает то, что они хотят? [Или он боится ЦРУ, которое убило других лидеров, сделав его своей марионеткой? Должны ли мы доверять суждению человека, призывающего к созданию бесполетной зоны, которая может вызвать глобальную ядерную катастрофу? Зеленский руководит пытками и убийствами политических диссидентов[2].
26203	17	(2) «Национальный суверенитет священно»
26203	19	Когда Иди Амин совершил геноцид в Уганде, Организация Объединенных Наций нарушила суверенитет Уганды, чтобы остановить его. Когда Украина совершила геноцид на Донбассе и планировала эскалацию, Россия остановила это. [Соединенные Штаты нарушили суверенитет Кубы, чтобы поставить планету на грань ядерной катастрофы. Соединенные Штаты нарушили многие суверенитеты в недавних войнах, убив миллионы людей. Учитывая геноцид национального меньшинства со стороны Украины, «суверенитет Украины должен уважаться».
26203	21	(3) «Путин — военный преступник
26203	23	Если это военный преступник за гибель мирных жителей, то как мы называем Украину, которая с 2014 года убила 14 тысяч мирных жителей на Донбассе? [4] Кто-нибудь называет Зеленского военным преступником? Миллионы людей, убитых США в других недавних войнах, в сотни раз хуже. Называние Путина военным преступником мешает Байдену вести с ним переговоры под предлогом «с военными преступниками нельзя разговаривать». Из-за этого очень трудно остановить эту войну. Очевидно, США хотят, чтобы эта война продолжалась до последнего украинца. План Rand Corporation состоит в том, чтобы «закачать» Россию в трясину так же, как США обанкротили СССР, начав оппозицию «Аль-Каиде» в Афганистане.
26203	25	(4) «Мир осуждает вторжение в Россию».
26203	27	На самом деле этого нет в большей части мира, включая Китай, Индию, большую часть Африки, Израиль, половину Латинской Америки и многие другие страны. Две крупнейшие политические партии России не выступают против вмешательства России, второй из них является Коммунистическая партия.
26203	29	(5) «Путин угрожал применить ядерное оружие».
26203	31	У России та же политика, что и у США. 22 марта официальный представитель Кремля Дмитрий Песков заявил, что Россия применит ядерное оружие только в том случае, если само ее существование окажется под угрозой, сообщает агентство ТАСС. [5] У России была политика «неприменения первыми», пока США не отказались делать то же самое, а затем отказались от нее. После окончания Второй мировой войны президенты США несколько раз угрожали применить ядерное оружие против стран, не представляющих угрозы для США [6].
26203	33	(6) «Прислонившись спиной к стене, Путин прибегнет к химическому оружию, как в Сирии».
26203	35	Россия не применяла химическое оружие в Сирии. Россия договорилась об уничтожении или удалении сирийских запасов. Химические атаки в Сирии были совершены повстанцами, которых поддерживали Саудовская Аравия и США. [7] Если кто и загнан в угол, так это украинцы и неонацисты, обученные ЦРУ тактике ложного флага. Как и в Сирии, американские СМИ ложно обвиняют русских без каких-либо доказательств. Как и в Сирии, любые химикаты, выпущенные в Украине, скорее всего, будут делом рук противников России, которые будут обвинять последнюю.
26203	37	Соединенные Штаты поставляли Ираку химическое оружие, которое использовалось для убийства тысяч курдов и иранцев в 1982-83 годах, прежде чем Ирак уничтожил его запасы. США являются химическим убийцей, а не Россия, которая его предотвратила. История полна фальшивых флагов США. [8]
26203	39	(1) «Путин может прибегнуть к биологической войне».
26203	41	Хотя это обвинение было распространено в СМИ во вторую неделю марта, после позорного разоблачения того, что Пентагон финансирует лаборатории в Украине, СМИ больше его не освещали. Сначала США сообщили, что опасные образцы необходимо уничтожить, чтобы они не попали в руки России; позже сообщалось, что образцы совершенно не опасны, чтобы не инкриминировать США.
26203	43	Любой выброс патогенов Украиной по вине России теперь, скорее всего, исключен. Пентагон виновен в финансировании исследований вирусов с усилением функции в Китае после того, как они были запрещены в Соединенных Штатах, с риском возможного лабораторного выпуска COVID-19. Соединенные Штаты являются биоубийцей, использовавшим американский военный штамм сибирской язвы в октябре 2001 года, а не Россия.
26203	45	(7) «Россия нацелилась на мирных жителей Украины».
26203	47	Согласно Newsweek, «Путин не нападает на мирных жителей намеренно… В течение почти четырех недель по Киеву были выпущены небольшие ракеты… Разрушение — это лишь малая часть того, что возможно». [9] Предполагаемая резня мирных жителей в Буче, которая побудила Байдена обвинить Путина в военных преступлениях, была совершена украинцами, которые «очищали» город от предполагаемых коллаборационистов после ухода российских войск несколькими днями ранее. [10]
26203	49	(8) «Россия будет совершать атаки под ложным флагом»
26203	51	Нет никаких доказательств того, что Россия атаковала цели и обвинила в этом Украину. Напротив, за семь дней до российского вторжения Миссия наблюдателей ОБСЕ представила доказательства нападения Украины на приют под ложным флагом, чтобы обвинить в этом сепаратистов Донбасса. [Никто не погиб, но за следующие четыре дня украинские обстрелы Донецка усилились в 100 раз, что привело к вторжению России, чтобы остановить его.
26203	53	[Нападения на родильное отделение, квартиры и концертный зал могли быть нападениями под ложным флагом, постановочными мероприятиями или ситуациями, когда гражданские лица были взяты в заложники комбатантами. Сообщалось, что в роддоме оттуда стреляли украинские снайперы. Вышедшие жители Мариуполя показали, что украинские боевики препятствовали бегству мирных жителей через гуманитарный коридор, чтобы использовать их в качестве живого щита.[13]
26203	55	(9) «Если Путин победит в Украине, он нападет на страны НАТО».
26203	57	Это утверждение вопиюще смехотворно, потому что Россия уже слишком растянулась и не может напасть ни на кого другого. Кроме того, Россия не хочет ядерной войны. Цель России — обезопасить Донбасс, добиться признания Крыма, денацифицировать Украину и не допустить приближения ядерных ракет к российской границе. Преувеличивая цели Путина вместо того, чтобы обсуждать их, Соединенные Штаты затягивают войну и вызывают разрушение Украины.
26203	59	10 «Россия угрожает атомным электростанциям»
26203	61	Российским солдатам было приказано «контролировать и контролировать» эти объекты, чтобы избежать непреднамеренного или преднамеренного повреждения. На фотографиях видно, что украинцы произвели первый выстрел, уничтожив российский танк, по которому второй танк открыл ответный огонь. При обмене был поврежден учебный корпус. Возгораний не было рядом с реакторами. Электричество для охлаждения никогда не отключали. Но ажиотаж был создан, чтобы напугать Европу до усрачки, чтобы заставить ее вмешаться в войну на Украине.[14]
26203	63	(11) «Вторжение в Россию угрожает всему миру».
26203	65	Если Россия сможет предотвратить размещение американских ядерных ракет на Украине в семи минутах полета от Москвы, она окажет человечеству большую услугу. Точно так же, как стационарные межконтинентальные баллистические ракеты США находятся в состоянии боевой готовности с приказом «запустить или проиграть» без отмены после запуска, ракеты в Украине увеличивают вероятность аварий или просчетов в короткие сроки.
26203	67	Судный день будет на иголках. Это должно напугать всех до усрачки. В марте Индия осуществила случайный пуск ракеты, которая без боеголовки приземлилась в Пакистане, вооруженном ядерным оружием. [Путин предупредил в 2019 году, что любая приближающаяся ракета, предположительно, будет ядерной, что потребует ответного запуска со стороны России до того, как приближающаяся ракета попадет, чтобы не уничтожить российские силы сдерживания. [16]
26203	69	(12) Планете угрожают США и НАТО, а не Россия. Вот факты:
26203	71	Президент Рейган отклонил предложение президента Горбачева отказаться от размещения в космосе системы противоракетной обороны «Звездные войны» в качестве условия ликвидации обеими странами всего ядерного оружия.
26203	73	Президент Клинтон отклонил предложение президента Путина сократить наши огромные ядерные арсеналы до 1500 бомб каждый и пригласить все другие государства, обладающие ядерным оружием, к переговорам о ликвидации всего ядерного оружия в обмен на то, что США не будут размещать ракетные комплексы в Румынии.
26203	75	Президент Джордж Буш-младший вышел из Договора по противоракетной обороне 1972 года и разместил ракетную базу в Румынии.
26203	77	Президент Трамп разместил еще одну ракетную базу в Польше. Президент Буш в 2008 году и президент Обама в 2014 году заблокировали любое обсуждение российских и китайских предложений о запрете космического оружия в Комитете ООН по разоружению в Женеве, которое основано на консенсусе.
26203	79	Президент Обама отклонил предложение президента Путина о заключении договора о запрещении кибервойны.
26203	81	Президент Трамп вывел США из Договора о ракетах средней и меньшей дальности.
26203	83	От президента Клинтона до президента Байдена Соединенные Штаты никогда не ратифицировали Договор о всеобъемлющем запрещении ядерных испытаний 1992 года, в то время как Россия его ратифицировала.
26203	85	Нажмите, чтобы получить доступ: «Обзор ядерной политики» организации «Ветераны за мир». (январь 2022 г.)
26203	87	Стоит ли сомневаться в том, что именно Соединенные Штаты, а не Россия, угрожают не только миру, но и всему человеческому роду навечно?
26203	89	(13) «В Соединенных Штатах есть« свободная пресса », в то время как российские новости контролируются».
26203	91	Новости США принадлежат олигархам-миллиардерам с Уолл-Стрит, которые дают так называемым репортерам сценарии для репортажей, заставляя тележурналистов оплачивать работу актеров, которые знают, где их хлеб. Американские СМИ оказались более опасными и воинственными, чем Пентагон, о чем свидетельствуют прошлые войны США (Вьетнам, Ирак, Сирия, Газа, Йемен, Афганистан).
26203	93	Теперь эти миллиардеры подвергают цензуре социальные сети, поэтому мы не можем проводить личные поиски. Соединенные Штаты закрыли российские СМИ, такие как ТАСС и Russia Today (RT), чтобы американцы не могли выслушать другую сторону и решить для себя, кто лжет, а кто говорит правду. Чего боятся Соединенные Штаты, если они скажут правду? По словам лауреата Пулитцеровской премии журналиста Карла Бернштейна, ЦРУ захватило газеты New York Times и Washington Post.
26203	95	(14) «Россия планирует кибератаки против США».
26203	97	Россия остается открытой для диалога и сотрудничества в области кибербезопасности со всеми государствами, и Соединенные Штаты не являются исключением», — заявил представитель Кремля Андрей Крутских в интервью Newsweek. «Видение Москвы такой многосторонней киберсхемы включает в себя ряд обязательств не использовать ИКТ в качестве оружия». Одна потенциально ключевая встреча состоялась в апреле, когда Крутских стремился работать с Вашингтоном в цифровой сфере. [17]
26203	99	(15) «Россия убивает детей».
26203	101	Цифры преувеличены, как и все другие преувеличения Украины о втягивании НАТО в войну. Каждая смерть детей случайна, в отличие от преднамеренного убийства детей Соединенными Штатами и Израилем. Когда Мадлен Олбрайт спросили, стоили ли того полмиллиона детей, умерших от голода в Ираке в результате санкций США, она ответила «да». [18] Во время операции «Защитный край» в 2014 году израильские вооруженные силы убили 2200 палестинцев, более 80 процентов из которых были гражданскими лицами, а почти четверть — детьми.[19]
26203	103	(16) «Россия может применить тактическое ядерное оружие».
26203	105	Россия могла бы разрушить Киев обычной взрывчаткой, но не сделала этого, так зачем ей применять ядерное оружие?
26204	1	Китай, российско-украинский конфликт и новый многополярный порядок
26204	3	Риад основной получатель средств для китайского Шелкового пути в первой половине 2022 года
26204	5	Официальная позиция Китая по украинскому вопросу заключается в поддержке Минских соглашений, которые установили приемлемый для сторон компромисс.
26204	7	Пекин прямо не высказался о признании Крыма частью России, так как склонен поддерживать только двусторонние договоренности между претендентами, а не ситуации де-факто. Однако министр обороны Китая заявил, что США «виновны в эскалации конфликта» на Украине и, следовательно, в ее «сирианизации».
26204	9	Критика американских подрывных действий
26204	11	Критиковал ли Китай переворот в Киеве, свергнувший законного президента Янукового? и двойные стандарты, всегда навязываемые американцами, что если Россия жалуется на размещение баз на ее границах, то независимые государства могут делать все, что им заблагорассудится. Китай же, если он создаст военно-морские базы на Соломоновых островах или в Экваториальной Гвинее, угрожает безопасности США, даже если они находятся за тысячи, а иногда и за десятки тысяч километров.
26204	13	Китай воздерживается от осуждения России, неодобрения незаконных санкций, которые США и их вассалы ввели в отношении Москвы. США могут в любой момент украсть чужие или государственные деньги, когда им что-то не нравится, чему учит и Афганистан, но другие страны не могут этому противодействовать.
26204	15	Очевидно, что США просчитались в последствиях войны. Западные санкции основывались на ложном предположении, что российская экономика очень уязвима. Изменения в российской экономике за последние годы остались без внимания. Жители Запада поверили в миф, созданный ими самими. Вместо того, чтобы сокрушить Россию, их санкции привели к безудержной инфляции внутри страны, и Байден почти наверняка проиграет промежуточные выборы. В Европе еще хуже. Поддержка Украины душит Запад инфляцией, подобной которой не было уже много лет.
26204	17	Президент Китая Си Цзиньпин подверг критике односторонние санкции, определенные как «произвольные», и их влияние на развивающиеся страны, призвав «крупные развитые страны» проводить «ответственную» экономическую политику. Выступая на Деловом форуме БРИКС, Си сказал, что «факты снова и снова показывают, что санкции — это бумеранг и палка о двух концах». Те, кто «политизирует, манипулирует и вооружает мировую экономику, эксплуатируют господство международной финансовой и валютной системы для введения произвольных санкций, в конечном итоге наносят вред себе, другим и всему миру».
26204	19	По словам министра финансов США Уолли Адейемо, Пекин должен следовать торговым ограничениям, которые Вашингтон наложил на Москву «в наказание» за проведение «спецоперации» на Украине. Требования США к Китаю были выражены в ультиматумной форме. Китай должен следовать правилам, установленным американцами. Однако китайские власти не принимают эти ультиматумы. Поэтому Пекин пообещал принять ответные меры против американских компаний и частных лиц в случае давления со стороны США.
26204	21	Китай решительно выступает против любых односторонних санкций США и применения принципа экстерриториальности, заявил на брифинге официальный представитель МИД КНР Чжао Лицзянь.
26204	23	Опасения за безопасность России
26204	25	Прежде всего, Китай понимает озабоченность России безопасностью. Он понимает, насколько реальную угрозу для Москвы представляют расширение НАТО, милитаризация восточных границ, когда ракеты с возможными ядерными боеголовками нацелены на российскую территорию всего в нескольких минутах от цели.
26204	27	Американцы дали устные обещания не расширять НАТО до восточных границ. Со времен индейских войн янки говорили «раздвоенными языками», как говаривали индейские вожди. Просто послушайте, что они говорят о признании политики «одного Китая», а потом проследите за их действиями на Тайване.
26204	29	То, что создала НАТО, — это ситуация крайней незащищенности для России. Американский дипломат Джордж Кеннан, политический стратег против СССР, предвидел эту войну, если НАТО начнет расширение на восток.Такие дипломаты-реалисты, как Генри Киссинджер, предостерегали принимать во внимание потребности России.
26204	31	Сам Папа Франциск сообщил, что «мудрый» глава государства, с которым он встречался за два месяца до начала конфликта, выразил обеспокоенность по поводу «лая» НАТО на границах российского пространства. Гарнизон этого пространства никогда не позволит другим силам подойти слишком близко. Последовала бы война, как это и произошло.
26204	33	китайские предложения
26204	35	Китай предлагает формировать архитектуру безопасности так, чтобы учитывались региональные и глобальные потребности, учитывались интересы каждого актора. Си также сказал Путину, что Пекин «активно способствует миру во всем мире и стабильности глобального экономического порядка». По мнению китайского политолога, причина, по которой великая держава действительно является великой державой или считается таковой, заключается не в ее способности бросить вызов старому порядку, не говоря уже о ее способности вести войну, а в ее способности и ответственности. продвигаться вперед, сохраняя международный мир.
26204	37	Пекин борется за устойчивую систему региональной безопасности, которая также должна быть приоритетом для Европы.
26204	39	Страны, в которых доминирует США
26204	41	Китай хотел бы получить более автономную Европу от Вашингтона. Необоснованно покорная политика США ведет к ослаблению Европы и усилению США. Вашингтон использует традиционных врагов европейской интеграции, а именно Великобританию и Польшу, чтобы заставить Европу следовать за ними. Американцы широко используют в качестве провокаторов прибалтийские государства, в первую очередь Литву, которая также спровоцировала Китай своего рода признанием Тайваня. США делают ставку на эти раболепные государства, чтобы использовать их против Пекина и, возможно, против России. Вспомните провокации канадцев с самолетами-разведчиками на границе с Китаем, австралийцев на Соломоновых островах и литовцев с угрозой блокады Калининграда против России. НАТО стало личным инструментом США, или, возможно, так было всегда.
26204	43	Китай применяет активный нейтралитет, признавая потребности каждого. Не принимает активного участия ни санкциями, ни военной помощью. Он не нарушает соглашений с Европой и Россией, но Китай постоянно критикует НАТО и США. Пекин признал, что этот конфликт имеет глубокие корни. Неделя начинается не в воскресенье, а в понедельник, а понедельник датируется 2014 годом. Это не означает, что мы обязательно соглашаемся на военную интервенцию, но мы признаем ее причины.
26204	45	Для Пекина необходимо найти переговорный путь, основанный на компромиссе. Предпосылками являются освобождение от логики блоков и холодной войны. Многосторонность, диалог и международное сотрудничество должны осуществляться при взаимном уважении. Признаки внешней политики Китая — сотрудничество, многосторонность, экономический рост, новая глобализация, основанная на взаимной выгоде, конкуренция, верховенство международного права, мирное господство — это все, чего не хотят Соединенные Штаты и их друзья-однодневки.
26204	47	Укрепление сотрудничества с Россией
26204	49	Давление Вашингтона с целью отделить Китай от России неприемлемо. Китай, с другой стороны, делает акцент на укреплении сотрудничества с Россией не как новый союз, противостоящий кому-то другому, а как стратегическое партнерство. Пекин не может смириться с дестабилизацией Москвы, а тем более сотрудничать для достижения этой цели. Как уже было сказано, предложение американцев звучит так: «Помогите нам вывести русских, потому что тогда мы сможем сконцентрироваться на уничтожении вас». Более того, действия Америки против России значительно замедлят перенос стратегических сил США из Европы в Индо-Тихоокеанский регион в пользу Китая. Китай повсеместно выступает против политики смены режимов, продвигаемой извне.
26204	51	Хотя Пекин стремится улучшить отношения с Западом и с Россией, в результате они улучшаются с Москвой и ухудшаются с Западом. Отношения с неприсоединившимся миром также улучшаются. Между Россией и Китаем есть элементы экономической взаимодополняемости, кроме того, две страны согласны в многосторонности и преодолении однополярного мира. Главный фактор этих отношений заключается во взаимном уважении, в отличие от китайско-американских отношений, где США стремятся доминировать и сдерживать Китай. Россия и Китай — соседи, и каждый прекрасно знает, что переместить другого в другое место невозможно, поэтому единственное решение для этих двух ядерных держав — сотрудничать и помогать друг другу. Китай силен в производстве и технологиях, Россия обладает огромными природными ресурсами, в том числе некоторыми компонентами, необходимыми в полупроводниковой промышленности, а также является большой страной с высоким потенциалом сельскохозяйственного производства.
26204	53	Китайские официальные лица заявили, что отношения и сотрудничество между Китаем и Россией будут и далее укрепляться. В ходе недавней беседы с Путиным Си Цзиньпин отметил, что с начала этого года двусторонние отношения сохраняют устойчивую динамику развития перед лицом глобальных потрясений и преобразований. Экономическое и торговое сотрудничество между двумя странами достигло значительного прогресса. Трансграничный автомобильный мост Хэйхэ-Благовещенск открылся для движения транспорта, создав новый канал, соединяющий две страны.
26204	55	Си и Путин также обсудили украинский вопрос. Си Цзиньпин подчеркнул, что Китай всегда независимо оценивал ситуацию, исходя из исторического контекста и существа дела, и активно содействовал миру во всем мире и стабильности глобального экономического порядка. Си Цзиньпин заявил, что все стороны должны ответственно добиваться надлежащего урегулирования украинского кризиса, добавив, что Китай продолжит играть свою законную роль в этом отношении. Мир, достигнутый путем переговоров, является наилучшим исходом для всех. Китай, как одна из немногих крупных держав, формально занимающих нейтральную позицию в этом конфликте, может иметь прекрасную возможность помочь найти мирное решение. Позиции Зеленского по Тайваню точно не помогают, наоборот звучат как явная провокация.
26204	57	Марксистская точка зрения
26204	59	Китай готов работать с Россией над их соответствующими целями суверенитета и безопасности, углубляя их стратегическую координацию и укрепляя совместные действия в крупных международных и региональных организациях, таких как Организация Объединенных Наций, механизм БРИКС и Шанхайская организация сотрудничества. Китай также готов работать с Россией для укрепления солидарности и сотрудничества между странами с формирующимся рынком и развивающимися странами, содействия развитию международного порядка и глобального управления в более справедливом и разумном направлении. В этом есть полное согласие с Путиным, который хочет координации с Китаем для достижения более справедливого международного порядка.
26204	61	С марксистской точки зрения сегодня важно сформировать систему международных союзов для свержения гегемонистского однополярного порядка во главе с США, для установления нового контргегемонистского порядка, дающего пространство развивающимся странам. Каждая страна, приобретенная в этой борьбе, представляет собой новую могучую крепость и дот. Борьба за многополярный мир — форма, которую классовая борьба принимает в XXI веке. Заявление Путина о том, что будущее принадлежит суверенным странам, само по себе является революционной позицией. В Китае нет современной колониальной и империалистической традиции, но, во всяком случае, это страна, где произошла самая важная в истории антиколониальная и антиимпериалистическая революция.
