doc_id	paragraph_id	po-ru
25169	18	Недавно депутат от Гражданской коалиции Катажина Любнауэр также коснулась проблемы загрязнения рек. В прошлую среду она опубликовала в Интернете документы после парламентской проверки в Центре государственной безопасности. Письма касались реакции государственных органов на экологическую катастрофу на реке Одра.
25169	20	Продление запрета
25169	22	Западнопоморский воевода принял участие в пятничной пресс-конференции с участием министра Анны Москви. Ранее сам Збигнев Богуцкий встретился с представителями СМИ, чтобы сообщить о решении продлить запрет на подход к воде Одера. Запрет будет действовать до четверга, 25 августа этого года. Решение было ожидаемым и в конечном итоге должно было быть принято после консультаций с местными властями и рыбаками.
25169	24	Губернатор объяснил, что власти хотели избежать продления запрета каждые несколько дней, чтобы обеспечить надлежащее планирование мероприятий для людей, так или иначе использующих реку.
2517	2	Кукиз о непривитых: Если кто-то хочет повеситься, он может это сделать
2517	4	Я поддержу бюджет, представленный правительством, - сказал лидер Kukiz'15 Павел Кукиз в интервью RMF FM.
2517	6	Я рад, что от наших голосов зависит так много, потому что благодаря этому я могу вводить законы, которые сам никогда в жизни не смог бы ввести, - сказал Кукиз, указав, что правящее большинство, в том числе при голосовании по бюджету зависит от голосов Кукиза'15 депутатов.
2517	8	Взамен я получил закон о борьбе с коррупцией, который уже был подписан президентом. У нас есть изменения в правилах содержания норок. Мы получили компенсацию пособий для лиц, осуществляющих уход за инвалидами, в размере 30 000 злотых. к семьям будут относиться справедливо, эти люди много лет добивались справедливого отношения, перечислил Кукиз.
2517	10	Мы получили прямую продажу фермерам, мировые судьи уже обсуждаются в Сейме, - добавил он.
2517	12	Я не угрожаю - так ответил Кукиз на вопрос, почему, если сотрудничество с ПиС так хорошо, он угрожает правящей партии, что не будет голосовать вместе с ней, если Лукаш Мейза останется заместителем министра спорта. – Я не отказываюсь от него, это не угроза, не шантаж и т. д. Я разговаривал с президентом Ярославом Качиньским и в какой-то момент сказал, что президент не должен рассматривать этот вопрос, который я сейчас обсужу, в политических категорий, а в этических и моральных категориях, - сказал лидер Кукиз'15. – У меня нет возможности косвенно поддержать правительство с малопрозрачным членом путем голосования. Он не отступает от этого, добавил он.
2517	14	Я недоволен тем, что Лукаш Мейза отстранил себя, – подчеркнул Кукиз, добавив, что Мейза действительно ушел в отпуск. «Ты не можешь повеситься, ты можешь повеситься», — усмехнулся он. - Он до сих пор де-факто в Министерстве спорта. Я не буду действовать поспешно, я подожду до конца года, я продержусь до конца года, — заявил он.
2517	16	Что касается того, что это означает, что в самом важном голосовании по бюджету ПиС не будет давить на Мейзу, Кукиз ответил, что «если бюджет не будет принят, правительство рухнет». - А если правительство падет, то вариант, реализующий эти мои законы, провалится. А те... Я их много раз спрашивал, абсолютно никакого интереса. PSL выгнала нас из коалиции, забрала деньги, которые должны были распределяться на продвижение прямой демократии, и не выполнила другие обязательства. С кем мне говорить? Это оставляет мне ПиС, — добавил он.
2517	18	На вопрос, может ли он баллотироваться на будущих выборах по спискам «Объединенных правых», Кукиз ответил, что может баллотироваться из любых списков, «если это имеет смысл».
25170	1	Туск гремит о «состоянии мечты»: PiS похожа на ртуть
25170	3	Убивают не только рыбу в Одере, убивают всю страну при Качиньском. PiS похожа на ртуть, написал лидер PO Дональд Туск в Twitter.
25170	5	Туск также упомянул экологическую катастрофу на реке Одер в четверг во время встречи с жителями Якторова в Мазовии. Он оценил ситуацию, связанную с гибелью рыбы и других животных в реке Одер, как «один из крупнейших экологических скандалов последних лет».
25170	7	Как добавил Дональд Туск в Якторове, с 26 июля, когда появились первые сигналы по этому поводу, правители «фактически не отправляли людям информацию о том, что вода отравлена». - Мы все немного похожи на тех рыб в реке Одра, - добавил он.
25170	9	Территории помогут
25170	11	Глава ПО также напомнил, что информация по этому поводу появилась в Нижней Силезии уже в конце июля. - 26 июля уже было известно, что реке Одер грозит экологическая катастрофа, уже тогда по Одеру текли сотни килограммов мертвой рыбы. 3 августа уже был парламентский запрос, один из лидеров партии Зеленых, от нашей коалиции, подал (этот) запрос (...). Сегодня мы узнаем, что г-н Блащак отправляет туда солдат, когда река Одер фактически отравлена ​​на всем протяжении», — сказал он.
25170	13	"В четверг министр национальной обороны Мариуш Блащак объявил в Twitter, что солдаты будут отправлены в район Одера. «Территории и оперативные войска помогут устранить загрязнение реки», — написал Блащак. ""Также они будут готовы выполнять и другие задачи"", - добавил он."
25170	15	Поздно вечером в четверг портал rbb24 сообщил, что сотрудники лаборатории в Берлине-Бранденбурге обнаружили высокие концентрации ртути в пробах воды. Рыбная чума на Одере ниже Олавы наблюдается с середины июля. Также наблюдалась мертвая рыба, например. в окрестностях Вроцлава. Военная инспекция по охране окружающей среды во Вроцлаве также сообщила в четверг, что ни один из образцов, взятых из реки Одер в Нижнесилезском воеводстве после 1 августа, не содержал мезитилен и что «во всех протестированных образцах, начиная с 28 июля, микроскопический биологический анализ показал наличие возбудителей, типичных для речной кори».
25172	1	Моравецкий беспощаден. «Корь так же заражена ртутью, как Бивень правдивостью»
25172	3	Матеуш Моравецкий не оставил сухой нитки о Дональде Туске. Яблоком раздора между мужчинами на этот раз стала экологическая катастрофа на Одере. Премьер-министр без обиняков сравнил заражение реки с... правдивостью лидера ПО.
25172	5	Вся страна живет в драматической ситуации на реке Одра. На данный момент пожарные и рыболовы выловили из реки более 100 тонн мертвой рыбы. Тревожные сигналы впервые наблюдались в конце июля в Олаве под Вроцлавом, а в середине августа загрязненная вода достигла Щецина. Специалисты говорят об огромной экологической катастрофе, после которой экосистема будет возрождаться годами.
25172	7	Власти уже несколько дней пытаются определить, что стало причиной массового вымирания рыбы. Сначала испытания показали повышенный уровень кислорода и высокую соленость, затем в СМИ распространились сенсационные сообщения о загрязнении реки Одер ртутью. Наличие этого элемента должны были продемонстрировать испытания, проведенные немцами, но позже выяснилось, что это была ошибка перевода, а немецкие службы имели в виду высокий рН в воде.
25172	9	Моравецкий без жалости к Туску
25172	11	Прежде чем эта информация была скорректирована, новость о якобы ртути в польской реке подхватила пресса, и польские власти прогремели. За непринятие быстрых мер в вопросе загрязнения воды правительство набрало m. Дональд Туск. «Убивают не только рыбу в Одере, убивают все государство при Качиньском» и «ПиС похож на ртуть», — написал он в Twitter.
25172	13	Теперь за эти слова лидера ПО ударил премьер. На пятничной конференции в Смолайнах (Варминско-Мазурское воеводство) Матеуш Моравецкий прямо и недвусмысленно напомнил, что «некоторые намекали на некое загрязнение Одера химикатами, загрязнение Одера ртутью».
25172	15	Вот я и хотел сказать, что река Одер так же загрязнена химикатами, как загрязнена ртутью, как Дональд Туск заражен правдивостью, то есть вообще, - прямо заявил глава правительства.
25172	17	Недавние исследования позволили премьер-министру сделать столь твердое суждение о реке. В тот же день министр климата Анна Москва заявила, что проверки вод не выявили противоправных действий на реке. Теперь правительство возлагает вину за катастрофу на до сих пор не идентифицированные водоросли и высокую соленость воды, которая, в свою очередь, могла быть вызвана сбросом воды из шахты.
25174	1	Россияне без работы и вида на жительство. «Речь идет о национальной безопасности»
25174	3	Напомним: об отказах гражданам России мы сообщали в начале августа. Теперь мы знаем больше подробностей.
25174	5	Информация, предоставленная нам Управлением Поморского воеводства в Гданьске, показывает, что с 24 февраля (то есть со дня, когда российские войска незаконно напали на Украину) было вынесено 78 отрицательных решений в отношении граждан России, подавших заявление на временное проживание или работу.
25174	7	Всего с февраля по 30 июня было подано 548 таких заявлений. Однако неизвестно, какой у них сейчас статус.
25174	9	Не исключено, что они все еще анализируются чиновниками. Однако масштабы отказов могут быть еще больше. Об этом свидетельствует правовая основа, упомянутая в уже вынесенных отрицательных решениях.
25174	11	Как удалось выяснить, ст. 100 сек. 1 пункт 4 закона от 12 декабря 2013 года об иностранцах. Согласно формулировке этого положения:
25174	13	иностранцу отказывают в выдаче разрешения на временное пребывание, когда это требуется по соображениям государственной обороны или безопасности, или защиты общественной безопасности и порядка, или обязательства, вытекающего из положений ратифицированных международных договоров, применимых к Республике Польша.
25174	15	Сотни россиян работают в Померании
25174	17	Здесь стоит отметить, что российские граждане являются одной из самых больших групп иностранцев, работающих в Померании.
25174	19	По последним данным ZUS, среди иностранцев, зарегистрированных для социального страхования в отделениях в Гданьске и Слупске, преобладают украинцы. На конец марта их было более 42,5 тысяч. Это рост более чем на 2,5 тысячи человек. по сравнению с декабрем 2021 года
25174	21	Вторая группа насчитывает около 5000 человек. граждан Беларуси (увеличение на 500 человек).
25174	23	Замкнули пятерку обладатели паспортов: Грузии (1524), России (1203) и Молдовы (1072).
25174	25	Европа становится все более закрытой для России
25174	27	Между тем, мы неофициально слышали, что выдача решений об отказе в работе и пребывании россиянам связана с рекомендациями Службы внутренней безопасности.
25174	29	Однако действия польских служб не должны вызывать удивления, особенно на фоне гораздо более жестких и официальных заявлений граничащих с Россией стран.
25174	31	Недавно американское агентство Associated Press сообщило о требованиях лидеров Эстонии и Финляндии. Власти этих стран требуют прекратить выдачу россиянам туристических виз.
25174	33	По их мнению, граждане этой страны не должны иметь возможность проводить отпуск в Европе, пока российское правительство ведет войну в Украине.
25174	35	В мае Управление Верховного комиссара ООН по правам человека сообщило, что с 24 февраля по 15 мая в Украине погибли 3668 мирных жителей. 3896 человек получили ранения. Есть и другие свидетельства военных преступлений, совершенных российскими солдатами.
25174	37	В свою очередь, российское информационное агентство ТАСС сообщило, что по данным опроса, проведенного 10-15 мая по выборке 1600 чел. доверие взрослых граждан России Владимиру Путину составляет 81 процент. Однако следует отметить, что доверие к прокремлевскому опросу и агентству относительно низкое.
25175	1	Овсяк отвечает на слова Дуды о границе. «Больше глупостей исходит из ваших уст»
25175	3	Юрек Овсяк в своих соцсетях решил сослаться на слова Анджея Дуды, которые президент произнес во время выступления по случаю Дня Войска Польского. «Ваши слова о том, что такое поведение является глупостью и изменой, — это очередной бред, который исходит из ваших уст», — сказал руководитель Большого оркестра Рождественской благотворительности.
25175	5	Анджей Дуда в своем выступлении по случаю Дня Войска Польского упомянул, среди прочего, ситуации на польско-белорусской границе.
25175	7	В первую очередь президент поблагодарил солдат, защищающих границу от мигрантов. «Благодаря отношению польских солдат и офицеров, благодаря вашему отношению, мы показали эту решимость всему миру, защищая польскую границу, защищая границу Европейского Союза, защищая границу Шенгенской зоны», — сказал Анджей Дуда. . «Несмотря на разного рода нападения, разных дураков и предателей, разных безответственных людей, польский солдат оказался на высоте и выстоял», — добавил он.
25175	9	Овсяк о помощи мигрантам
25175	11	"Судя по всему, слова Анджея Дуды обидели Юрека Овсяка, который решил сослаться на них в своем профиле в Facebook. ""Господин Президент. Вы в очередной раз дали сигнал с планеты, на которой живете - но это далеко не Польша и поляки, у которых свой простой, ясный и гражданский кодекс поведения!"" он начал."
25175	13	Овсяк напомнил, что его фонд уже более трех лет обучает «маленьких детей и молодежь принципам оказания первой помощи — почти три миллиона человек прошли наши курсы с сданным экзаменом». «Основным принципом наших курсов является принцип доброго самарянина, который говорит нам помогать нуждающемуся, и этот же принцип может привести к юридическим последствиям для нас, которые не оказывают этой помощи», - продолжил он.
25175	15	Он упомянул, что волонтеры открыли гуманитарный пункт в Михалове на польско-белорусской границе. «Мы видели, сколько людей добрых поможет измученным и истощенным людям. Не все пережили те страшные дни и по сей день страдают люди на этом клочке земли», — писал Овсяк.
25175	17	Овсяк — Дуде: из твоих уст вылетает больше чепухи
25175	19	Руководитель Большого оркестра Рождественской благотворительности позже не скрывал, что слова Дуды его расстроили. Он обвинил президента в том, что его слова — «чушь собачья».
25175	21	Юрек Овсяк также заявил, что помощь, которую он и его фонд оказывают, безусловно, не закончится. «Мы будем и дальше помогать всякий раз, когда есть необходимость, и делаем это по принципу доброго самарянина, и ваши мысли и поступки, которых я часто стыжусь, никогда не остановят меня и моих друзей от честных и гуманных поступков. выше всех религий и цветов».
25175	23	С большим оптимизмом в душе читаю много комментариев к вашим словам, которые так же как и я не согласны с ними и показывают нам поляков как людей, которые всегда помогут ближнему в экстремальной ситуации! – заключил Овсяк.
25177	1	Выборы в Италии: лидер ультраправых Джорджия Мелони на волне поддержки
25177	3	Итальянский политик Джорджия Мелони пользуется поддержкой, благодаря которой она может стать первой женщиной-премьер-министром страны и первым ультраправым лидером со времен Второй мировой войны.
25177	5	Хотя ее партия «Братья Италии» имеет неофашистские корни и продвигает идеи христианства, патриотизма, материнства и традиционных семейных ценностей, Мелони пытается развеять опасения по поводу своего наследия, говоря, что избиратели устали от таких дискуссий.
25177	7	Тем не менее, есть неприятные признаки того, что такое наследие не так легко разрушить: символом ее партии является изображение трехцветного пламени, заимствованное у неофашистской партии, образовавшейся вскоре после окончания войны.
25177	9	Если «Братья Италии» выиграют выборы 25 сентября и 45-летний Мелони станет премьер-министром, исполнится почти 100 лет с тех пор, как Бенито Муссолини, фашистский диктатор Италии, пришел к власти в октябре 1922 года.
25177	11	Мелони с гордостью представила Кайо Джулио Чезаре Муссолини, правнука диктатора, в качестве одного из своих кандидатов в Европейский парламент в 2019 году, хотя в конечном итоге он проиграл.
25177	13	Для большинства итальянских избирателей вопросы об антифашизме и неофашизме не являются «ключевым мотивом для голосования», сказал Лоренцо Прельяско, глава компании YouTrend, занимающейся опросами. «Они не считают это частью настоящего. Они считают это частью прошлого».
25177	15	Читайте также: Аналитика: поражение — это победа ультраправых на выборах во Франции
25177	17	Тем не менее, Мелони чувствительна к международному контролю в отношении ее возможного запуска и предпочитает термин «консервативный», а не «ультраправый», для описания своей партии.
25177	19	Недавно она записала видеообращения на английском, французском и испанском языках, в которых говорилось, что итальянские правые «десятилетиями передают фашизм в историю, безоговорочно осуждая подавление демократии и позорные антиеврейские законы».
25177	21	Это была ссылка на закон 1938 года, запрещающий небольшой итальянской еврейской общине участвовать в бизнесе, образовании и других аспектах повседневной жизни. Постановления проложили путь для депортации многих итальянских евреев в нацистские лагеря смерти во время немецкой оккупации Рима в конце Второй мировой войны.
25177	23	Тем не менее, сохраняя трехцветное пламя на логотипе своей партии, он «символически играет с этим наследием», — сказал Дэвид Арт, профессор политологии Университета Тафтса, изучающий крайне правых в Европе. «Но потом он хочет сказать: «Мы». ты не расист».
25177	25	Кто такая Джорджия Мелони?
25177	27	Она извинилась за «тон», но не за содержание ужасающей речи, которую она произнесла в июне в Испании, чтобы заручиться поддержкой ультраправой партии Vox.
25177	29	«Они скажут, что мы опасны, экстремисты, расисты, фашисты, отрицатели и гомофобы», — прогремел Мелони, очевидно имея в виду отрицателей Холокоста. Она завершила крещендо криками лозунгов: «Да, натуральным семьям! Нет ЛГБТ-лобби! Да половой идентичности! Нет гендерной идеологии!»
25177	31	Мелони раскритиковал «брюссельских бюрократов» и «климатический фундаментализм». Мелони, у которого есть маленькая дочь, заявила, что «наиболее цензурируемой» фразой была «женщина и материнство».
25177	33	Аборт не стал предметом предвыборной кампании в Италии, где он разрешен. Но Мелони осудил снижение уровня рождаемости в Италии, который был бы еще ниже, если бы женщины-мигранты не рожали.
25177	35	На митинге сторонников правого толка в Риме в 2019 году Мелони вызвал рев одобрения, выкрикивая отрывисто: «Я Джорджия! Я женщина. Я мать. Я итальянец и я христианин. И этого у меня не отнимешь!»
25177	37	Через несколько дней ее заявление стало основой для текста рэп-песни. Хотя некоторые сочли это пародией, Мелони это понравилось, и он даже спел несколько тактов в государственном радиошоу.
25177	39	Согласно ее мемуарам 2021 года « Я - Джорджия» , большая часть ее личности была сформирована тем, что она выросла в рабочем районе Гарбателла в Риме.
25177	41	В возрасте 15 лет она присоединилась к молодежному отделению Итальянского общественного движения, неофашистской партии с символом пламени и политическими плакатами в столице.
25177	43	Когда ей был 31 год, Берлускони назначил ее министром по делам молодежи в своем третьем и последнем правительстве. Однако вскоре она пошла своим путем, став соучредителем Brothers of Italy в 2012 году.
25177	45	И Сальвини, и Мелони утверждают, что защищают то, что они называют христианской идентичностью Европы. Сальвини целует висячие четки и носит большой крест на часто обнажаемой груди, а маленький крест Мелони иногда выглядывает из-под ее мешковатых блузок.
25177	47	Ее партия твердо поддержала шаги Драги по поставке оружия Украине, хотя Сальвини и Берлускони, открытые поклонники президента России Владимира Путина, предложили лишь вялую поддержку. Мелони также защищает альянс НАТО, основанный Соединенными Штатами, страной Большой семерки. Однако он часто считает правила Европейского Союза нарушением суверенитета Италии.
25177	49	Если ультраправые силы Мелони будут доминировать в следующем правительстве Италии, есть опасения по поводу поддержки Италией правых правительств Венгрии и Польши «в связи с их глубоко консервативными программами» на фоне опасений «отступления от демократии» в ЕС, говорится в ст.
25177	51	Со своей стороны, Мелони говорит, что он «будет яростно противостоять любому антидемократическому течению».
25177	53	Что стоит за созданием партии «Братья Италии»?
25177	55	Всего пять лет назад «Итальянские братья» — название, вдохновленное вступительными словами государственного гимна, — считались маргинальной силой, набрав 4,4% голосов. В настоящее время опросы показывают, что в сентябре она может занять первое место с 24% голосов, опередив левоцентристскую Демократическую партию во главе с бывшим премьер-министром Энрико Леттой.
25177	57	В сложной полупропорциональной избирательной системе Италии избирательные коалиции — это то, что приводит лидеров партий к премьер-министру, а не просто голоса. В этом году правые политики добились гораздо лучших результатов, чем демократы, в налаживании широких избирательных партнерств.
25177	59	Мелони объединилась с правой партией «Лига» во главе с Маттео Сальвини, который, как и она, выступает за борьбу с нелегальной миграцией. Другой ее союзник на выборах — правоцентристская партия Forza Italia бывшего премьер-министра Сильвио Берлускони.
25177	61	В прошлом году ее партия была единственной, кто отказался присоединиться к коалиции национального единства Италии по борьбе с пандемией, возглавляемой премьер-министром Марио Драги, бывшим главой Европейского центрального банка. Правительство Драги рухнуло в прошлом месяце, его внезапно покинули Сальвини, Берлускони и лидер 5-звезд Джузеппе Конте, озабоченные падением успехов своих партий в опросах и местных выборах.
25177	63	Согласно опросам общественного мнения, Мелони «приписывают последовательный и последовательный подход к политике. Она не пошла на компромисс», — сказал Лоренцо Прельяско из YouTrend, добавив, что ее также считают «лидером, у которого есть четкие идеи — очевидно, не все с ними согласны».
25178	1	Как опальный миллиардер намерен «всех осчастливить». Сильвио Берлускони возвращается в политические салоны
25178	3	У 85-летнего бывшего премьер-министра Италии есть шанс стать главным игроком на предстоящих выборах. Это может дать ему еще пять лет политического влияния. Карьера Сильвио Берлускони, миллиардера, магната в сфере недвижимости, медиа-магната и трехкратного премьер-министра Италии, продолжается уже несколько десятков лет, но в последнее время его популярность значительно пошла на убыль.
25178	5	Берлускони болен. Тем не менее, он до сих пор не дает о себе забыть. Скорее он появляется на партийных мероприятиях по видеосвязи. Более того, после того, как его признали виновным в налоговом мошенничестве, ему запретили занимать государственные должности в Италии в течение четырех лет.
25178	7	Однако теперь, когда ему 85 лет, а большинство людей его возраста скорее разваливаются на диване, бывший премьер-министр Италии решил баллотироваться на выборах. «Таким образом, все будут счастливы», — сказал он по радио со своей безошибочной уверенностью.
25178	9	Если не случится чуда, то на выборах 25 сентября правая коалиция одержит победу, а Берлускони станет главным плеймейкером, что даст ему влияние на следующие пять лет.
25178	11	Возвращение является результатом его чувства «долга», говорится в письменных ответах POLITICO на наши запросы. По его словам, Италии нужны ценности, которые представляет только его партия, для улучшения экономики. «Мои родители научили меня, что когда я чувствую сильное чувство долга, я должен найти в себе мужество, чтобы сделать это».
25178	13	Ванка-рост
25178	15	Хотя он доминировал в итальянской политике и средствах массовой информации более двух десятилетий, до недавнего времени казалось, что политическая карьера Берлускони позади.
25178	17	Его имидж был запятнан так называемым дело bunga bunga, в котором свидетели описывали оргии на его роскошной вилле недалеко от Милана. В 2011 году нарастающий кризис государственного долга и опасения, что Италия может объявить дефолт, вынудили его передать власть технократу Марио Монти. Он столкнулся с многочисленными обвинениями, пока его окончательно не исключили из Сената после того, как в 2013 году его признали виновным в налоговом мошенничестве.
25178	19	Однако неожиданная вспышка националистического популизма в последнее десятилетие дала Берлускони шанс переосмыслить себя как ответственного, выступающего за ЕС и умеренного политика. Он был избран в Европейский парламент в 2019 году, но редко голосует.
25178	21	В прошлом году его реабилитация казалась завершенной, когда он присоединился к большой коалиции во главе с бывшим президентом Европейского центрального банка Марио Драги, опорой европейских институтов.
25178	23	В прошлом месяце, по-видимому, почувствовав перемену в политическом ветре, он присоединился к другим партнерам по коалиции в отказе от поддержки правительства Драги, что привело к досрочным выборам, на которых у правого крыла есть шансы на победу. Трое министров его правительства подали в отставку из Forza Italia, заявив, что он «безответственен» и ставит интересы партии выше блага страны.
25178	25	Берлускони отрицает какую-либо ответственность за падение правительства, утверждая, что «мы бы предпочли, чтобы правительство Драги просуществовало до естественного окончания срока полномочий с выборами в 2023 году. Это было невозможно из-за безответственного поведения 5 звезд и двусмысленные маневры демократов. Поэтому другого решения не было, как только вы обратитесь к гражданам».
25178	27	Более слабый партнер, но не настолько слабый
